,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
20,Mel Gray*,STL,WR,26,14,14,0,0,0,0,0,0,0,,0,39,770,19.74,6,0,,6,,,113,152.0,155.0,132.5,57,4,20,
21,Harold Carmichael,PHI,WR,25,14,14,0,1,0,0,0,2,-6,-3.00,0,56,649,11.59,8,1,,8,,,112,167.3,170.8,139.3,56,5,21,
22,Jim Plunkett,NWE,QB,27,14,14,173,352,2457,19,22,30,161,5.37,2,0,0,,0,4,,2,,,158,154.4,184.4,176.4,55,6,22,
23,Terry Metcalf*,STL,RB,23,14,13,0,2,0,0,0,152,718,4.72,6,50,377,7.54,1,14,,8,,,152,193.5,206.5,168.5,54,11,23,
24,Riley Odoms*+,DEN,TE,24,14,14,0,0,0,0,0,4,25,6.25,0,42,639,15.21,6,0,,6,,,102,144.4,147.4,123.4,52,2,24,
25,John Brockington,GNB,RB,26,14,14,0,0,0,0,0,266,883,3.32,5,43,314,7.30,0,6,,5,,,150,186.7,195.7,165.2,52,12,25,
26,Gary Garrison,SDG,WR,30,14,14,0,0,0,0,0,0,0,,0,41,785,19.15,5,1,,5,,,109,148.5,152.0,128.0,52,6,26,
27,Charley Taylor*,WAS,WR,33,14,14,0,0,0,0,0,1,-1,-1.00,0,54,738,13.67,5,0,,5,,,104,157.7,160.7,130.7,46,7,27,
28,Ron Jessie,DET,WR,26,12,12,0,0,0,0,0,6,17,2.83,1,54,761,14.09,3,3,,4,,,102,152.8,157.3,125.8,44,8,28,
29,Fred Biletnikoff*,OAK,WR,31,14,14,0,0,0,0,0,0,0,,0,42,593,14.12,7,0,,7,,,101,143.3,146.3,122.3,44,9,29,
30,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
31,Joe Namath,NYJ,QB,31,14,14,191,361,2616,20,22,8,1,0.13,1,0,0,,0,6,,1,,,147,140.7,168.7,162.7,41,7,30,
32,Calvin Hill*,DAL,RB,27,12,12,0,0,0,0,0,185,844,4.56,7,12,134,11.17,0,5,,7,,,140,146.8,155.3,140.8,41,13,31,
33,Gene Washington,SFO,WR,27,14,14,0,0,0,0,0,2,4,2.00,0,29,615,21.21,6,0,,6,,,98,126.9,129.9,112.4,40,10,32,
34,Charle Young*,PHI,TE,23,14,14,0,0,0,0,0,6,38,6.33,0,63,696,11.05,3,4,,3,,,91,150.4,155.4,118.9,40,3,33,
35,J.D. Hill,BUF,WR,26,14,14,0,0,0,0,0,0,0,,0,32,572,17.88,6,0,,6,,,93,125.2,128.2,109.2,34,11,34,
36,Larry Csonka *,MIA,RB,28,12,11,0,0,0,0,0,197,749,3.80,9,7,35,5.00,0,2,,9,,,132,137.4,141.4,133.9,32,14,35,
37,John Gilliam*,MIN,WR,29,14,14,0,0,0,0,0,2,16,8.00,0,26,578,22.23,5,0,,5,,,89,115.4,118.4,102.4,30,12,36,
38,Roy Jefferson,WAS,WR,31,14,13,0,0,0,0,0,0,0,,0,43,654,15.21,4,1,,4,,,89,131.4,134.9,109.9,30,13,37,
39,James Harris*,RAM,QB,27,11,9,106,198,1544,11,6,42,112,2.67,5,0,0,,0,7,,5,,,135,128.0,143.5,134.0,28,8,38,
40,John Riggins,NYJ,RB,25,10,10,0,0,0,0,0,169,680,4.02,5,19,180,9.47,2,3,,7,,,128,144.0,151.5,134.5,27,15,39,
41,Larry Brown,WAS,RB,27,11,11,1,1,16,0,0,163,430,2.64,3,37,388,10.49,4,2,,7,,,124,159.4,166.4,140.9,23,16,40,
42,David Knight,NYJ,WR,23,14,13,0,0,0,0,0,0,0,,0,40,579,14.48,4,0,,4,,,82,121.9,124.9,101.9,21,14,41,
43,Harold Jackson,RAM,WR,28,14,14,0,0,0,0,0,1,4,4.00,0,30,514,17.13,5,0,,5,,,82,111.8,114.8,96.8,21,15,42,
44,Earl Thomas,STL,WR,26,14,11,0,0,0,0,0,0,0,,0,34,513,15.09,5,0,,5,,,81,115.3,118.3,98.3,21,16,43,
45,Billy Joe DuPree,DAL,TE,24,14,13,0,0,0,0,0,4,43,10.75,0,29,466,16.07,4,1,,4,,,75,102.9,106.4,88.4,21,4,44,
46,Jerry Smith,WAS,TE,31,14,14,0,0,0,0,0,1,5,5.00,0,44,554,12.59,3,1,,3,,,74,116.9,120.4,94.9,20,5,45,
47,Jim Mandich,MIA,TE,26,14,10,0,0,0,0,0,0,0,,0,33,374,11.33,6,0,,6,,,73,106.4,109.4,89.9,19,6,46,
48,Marv Hubbard,OAK,RB,28,14,13,0,0,0,0,0,188,865,4.60,4,11,95,8.64,0,6,,4,,,120,125.0,131.0,119.5,18,17,47,
49,Joe Dawkins,NYG,RB,26,14,13,0,0,0,0,0,156,561,3.60,2,46,332,7.22,3,6,,5,,,119,159.3,168.3,136.3,17,18,48,
50,Bob Griese*,MIA,QB,29,13,13,152,253,1968,16,15,16,66,4.13,1,0,0,,0,5,,1,,,125,120.3,140.8,135.3,17,9,49,
51,Alvin Maxson,NOR,RB,23,14,11,0,0,0,0,0,165,714,4.33,2,42,294,7.00,1,4,,3,,,119,156.8,164.8,135.8,17,19,50,
52,Paul Seal,NOR,TE,22,14,11,0,0,0,0,0,2,7,3.50,1,32,466,14.56,3,0,,4,,,71,103.3,106.3,87.3,17,7,51,
53,Charlie Sanders *,DET,TE,28,14,14,0,0,0,0,0,0,0,,0,42,532,12.67,3,1,,3,,,71,112.2,115.7,91.2,16,8,52,
54,Altie Taylor,DET,RB,27,13,12,0,0,0,0,0,150,532,3.55,5,30,293,9.77,1,2,,6,,,119,146.5,153.5,131.5,16,20,53,
55,Greg Pruitt*,CLE,RB,23,14,9,2,2,115,2,0,126,540,4.29,3,21,274,13.05,1,10,,5,,,118,135.0,146.0,124.5,16,21,54,
56,Bert Jones,BAL,QB,23,11,8,143,270,1610,8,12,39,279,7.15,4,0,0,,0,4,,4,,,124,120.3,140.3,132.3,16,10,55,
57,Golden Richards,DAL,WR,24,14,13,0,0,0,0,0,1,-5,-5.00,0,26,467,17.96,5,1,,5,,,76,101.2,104.7,88.2,15,18,56,
58,Randy Vataha,NWE,WR,26,12,10,0,0,0,0,0,3,21,7.00,0,25,561,22.44,3,1,,3,,,76,100.2,103.7,87.7,15,17,57,
59,Nat Moore,MIA,WR,23,13,7,1,1,31,0,0,3,16,5.33,0,37,605,16.35,2,1,,2,,,75,111.3,114.8,92.8,14,19,58,
60,Charlie Wade,CHI,WR,24,14,13,0,0,0,0,0,1,-15,-15.00,0,39,683,17.51,1,1,,1,,,73,110.8,114.3,91.3,11,20,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Jerome Barkum,NYJ,WR,24,14,14,0,0,0,0,0,1,2,2.00,0,41,524,12.78,3,0,,3,,,71,111.6,114.6,91.1,9,21,60,
63,Joel Parker,NOR,WR,22,14,12,0,1,0,0,0,2,2,1.00,0,41,455,11.10,4,0,,4,,,70,110.7,113.7,90.2,8,22,61,
64,Haven Moses,DEN,WR,28,13,13,0,0,0,0,0,2,16,8.00,0,34,559,16.44,2,1,,2,,,70,102.5,106.0,85.5,7,23,62,
65,Larry Schreiber,SFO,RB,27,14,14,0,0,0,0,0,174,634,3.64,3,30,217,7.23,1,2,,4,,,109,137.1,144.1,122.1,6,22,63,
66,Bob Tucker,NYG,TE,29,13,13,0,0,0,0,0,0,0,,0,41,496,12.10,2,1,,2,,,62,101.6,105.1,81.1,5,9,64,
67,Billy Van Heusen,DEN,WR,28,14,12,1,1,41,0,0,1,-1,-1.00,0,16,421,26.31,4,1,,4,,,68,82.6,86.1,74.6,5,24,65,
68,Reggie Rucker,NWE,WR,27,10,10,0,0,0,0,0,0,0,,0,27,436,16.15,4,1,,4,,,68,93.6,97.1,80.1,5,25,66,
69,Ahmad Rashad,BUF,WR,25,14,14,0,0,0,0,0,0,0,,0,36,433,12.03,4,0,,6,,,67,115.3,118.3,97.3,5,26,67,
70,Jon Keyworth,DEN,RB,24,14,5,0,0,0,0,0,81,374,4.62,10,12,109,9.08,0,1,,10,,,108,119.3,125.8,113.3,5,23,68,
71,Jackie Smith,STL,TE,34,14,14,0,0,0,0,0,0,0,,0,25,413,16.52,3,1,,3,,,59,83.3,86.8,70.8,3,10,69,
72,Paul Warfield*,MIA,WR,32,9,9,0,0,0,0,0,0,0,,0,27,536,19.85,2,0,,2,,,66,92.6,95.6,79.1,3,27,70,
73,Charley Johnson,DEN,QB,36,14,12,136,244,1969,13,9,4,-3,-0.75,0,0,0,,0,4,,0,,,112,108.5,122.5,117.5,2,11,71,
74,Walker Gillette,NYG,WR,27,11,7,0,0,0,0,0,0,0,,0,29,466,16.07,3,0,,3,,,65,93.6,96.6,79.1,2,28,72,
75,Bob Klein,RAM,TE,27,14,14,0,0,0,0,0,0,0,,0,24,336,14.00,4,1,,4,,,58,80.6,84.1,68.6,1,11,73,
76,Steve Holden,CLE,WR,23,10,9,0,0,0,0,0,1,6,6.00,0,30,452,15.07,3,1,,3,,,64,92.8,96.3,77.8,1,29,74,
77,Stu Voigt,MIN,TE,26,14,13,0,0,0,0,0,0,0,,0,32,268,8.38,5,1,,5,,,57,87.8,91.3,71.8,,12,75,
78,Jim Lash,MIN,WR,23,14,14,0,0,0,0,0,0,0,,0,32,631,19.72,0,2,,0,,,63,93.1,97.1,77.1,,30,76,
79,Walt Garrison,DAL,RB,30,14,14,0,0,0,0,0,113,429,3.80,5,34,253,7.44,1,5,,6,,,104,133.2,141.7,116.2,,24,77,
80,Joe Ferguson,BUF,QB,24,14,14,119,232,1588,12,12,54,111,2.06,2,0,0,,0,14,,2,,,111,96.6,121.6,108.6,,12,78,
81,MacArthur Lane,GNB,RB,32,14,12,0,1,0,0,0,137,362,2.64,3,34,315,9.26,3,3,,6,,,104,134.7,142.2,117.7,,25,,
82,Emerson Boozer,NYJ,RB,31,13,12,0,0,0,0,0,153,563,3.68,4,14,161,11.50,1,3,,5,,,102,113.4,120.9,106.4,,26,,
83,Wilbur Jackson,SFO,RB,23,14,13,0,0,0,0,0,174,705,4.05,0,23,190,8.26,2,4,,2,,,102,120.5,128.5,109.0,,27,,
84,Bill Munson,DET,QB,33,11,11,166,292,1874,8,7,18,40,2.22,1,1,-6,-6.00,0,2,,1,,,102,101.4,112.4,107.9,,13,,
85,Ken Brown,CLE,RB,29,14,13,0,0,0,0,0,125,458,3.66,4,29,194,6.69,2,1,,6,,,101,129.2,135.7,114.7,,28,,
86,Woody Green,KAN,RB,23,10,7,0,0,0,0,0,135,509,3.77,3,26,247,9.50,1,5,,4,,,100,120.6,129.1,107.6,,29,,
87,Billy Kilmer,WAS,QB,35,11,10,137,234,1632,10,6,6,27,4.50,0,0,0,,0,3,,0,,,96,93.0,103.5,99.0,,14,,
88,Jim Braxton,BUF,RB,25,12,11,0,0,0,0,0,146,543,3.72,4,18,171,9.50,0,5,,4,,,95,108.4,116.9,99.4,,30,,
89,Dave Osborn,MIN,RB,31,13,10,0,0,0,0,0,131,514,3.92,4,29,196,6.76,0,1,,4,,,95,123.0,129.5,108.5,,31,,
90,Roman Gabriel,PHI,QB,34,11,11,193,338,1867,9,12,14,76,5.43,0,0,0,,0,6,,0,,,94,88.3,106.3,100.3,,15,,
91,Mike Phipps,CLE,QB,27,14,9,117,256,1384,9,17,39,279,7.15,1,0,0,,0,4,,1,,,91,87.3,112.3,104.3,,16,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Hugh McKinnis,CLE,RB,26,13,5,0,0,0,0,0,124,519,4.19,2,32,258,8.06,0,1,,2,,,90,120.7,127.2,104.7,,32,,
94,Clarence Davis,OAK,RB,25,11,7,0,0,0,0,0,129,554,4.29,2,11,145,13.18,1,0,,3,,,88,98.9,104.9,93.4,,33,,
95,Dan Fouts,SDG,QB,23,11,11,115,237,1732,8,13,19,63,3.32,1,0,0,,0,4,,1,,,88,83.6,101.6,96.6,,17,,
96,Boobie Clark,CIN,RB,24,8,8,0,0,0,0,0,99,312,3.15,5,23,194,8.43,1,3,,6,,,87,106.6,114.1,95.1,,35,,
97,Ed Podolak,KAN,RB,27,9,8,0,0,0,0,0,101,386,3.82,2,43,306,7.12,1,4,,3,,,87,126.2,134.2,104.7,,34,,
98,Willie Rodgers,HOU,RB,25,14,11,0,0,0,0,0,122,413,3.39,5,24,153,6.38,0,5,,5,,,87,105.6,114.1,93.6,,36,,
99,Jim Otis,STL,RB,26,14,12,0,0,0,0,0,158,664,4.20,1,19,109,5.74,0,2,,1,,,83,100.3,107.3,90.8,,37,,
100,Dan Pastorini,HOU,QB,25,11,10,140,247,1571,10,10,24,-6,-0.25,0,0,0,,0,8,,0,,,82,74.2,91.2,84.2,,18,,
101,Ken Grandberry,CHI,RB,22,14,8,0,0,0,0,0,144,475,3.30,2,30,212,7.07,0,8,,2,,,81,102.7,112.7,87.7,,39,,
102,Sonny Jurgensen,WAS,QB,40,14,4,107,167,1185,11,5,4,-6,-1.50,0,0,0,,0,2,,0,,,81,78.8,87.8,83.8,,19,,
103,Bill Olds,BAL,RB,23,13,13,0,0,0,0,0,129,475,3.68,1,21,153,7.29,2,3,,3,,,81,98.8,106.3,88.3,,38,,
104,Donny Anderson,STL,RB,31,14,1,0,0,0,0,0,90,316,3.51,3,15,116,7.73,3,2,,6,,,79,92.2,99.2,84.7,,41,,
105,Don Nottingham,MIA,RB,25,14,2,0,0,0,0,0,66,273,4.14,8,3,40,13.33,0,2,,8,,,79,80.3,84.3,78.8,,40,,
106,Terry Bradshaw,PIT,QB,26,8,7,67,148,785,7,8,34,224,6.59,2,0,0,,0,1,,2,,,78,76.8,91.3,84.8,,20,,
107,John Hadl,2TM,QB,34,14,11,142,299,1752,8,14,19,25,1.32,0,0,0,,0,6,,0,,,77,70.6,90.6,84.6,,21,,
108,Archie Manning,NOR,QB,25,11,11,134,261,1429,6,16,28,204,7.29,1,0,0,,0,4,,1,,,76,71.6,95.6,87.6,,22,,
109,Ron Johnson,NYG,RB,27,11,6,0,0,0,0,0,97,218,2.25,4,24,171,7.13,2,4,,6,,,75,94.9,102.9,82.9,,42,,
110,Robert Newhouse,DAL,RB,24,14,2,0,0,0,0,0,124,501,4.04,3,9,67,7.44,0,1,,3,,,75,82.8,86.3,78.3,,43,,
111,Duane Thomas,WAS,RB,27,11,3,0,0,0,0,0,95,347,3.65,5,10,31,3.10,1,1,,6,,,74,82.8,86.3,77.8,,44,,
112,Tom Owen,SFO,QB,22,10,7,88,184,1327,10,15,16,36,2.25,1,0,0,,0,4,,1,,,73,68.7,88.7,83.7,,23,,
113,Jess Phillips,NOR,RB,27,14,13,0,0,0,0,0,174,556,3.20,2,11,55,5.00,0,3,,2,,,73,81.1,85.6,75.6,,45,,
114,Gary Huff,CHI,QB,23,13,11,142,283,1663,6,17,23,37,1.61,2,0,0,,0,14,,2,,,72,58.2,85.2,75.2,,24,,
115,Floyd Little,DEN,RB,32,14,9,0,0,0,0,0,117,312,2.67,1,29,344,11.86,0,2,,1,,,72,98.6,105.6,84.1,,46,,
116,Jim Bertelsen,RAM,RB,24,13,13,0,0,0,0,0,127,419,3.30,2,20,175,8.75,0,4,,2,,,71,87.4,95.4,77.4,,47,,
117,Craig Morton,2TM,QB,31,14,7,124,239,1522,9,13,4,5,1.25,0,0,0,,0,4,,0,,,71,67.4,85.4,80.4,,25,,
118,Steve Owens,DET,RB,27,11,8,0,0,0,0,0,97,374,3.86,3,24,158,6.58,0,2,,3,,,71,93.2,100.2,81.2,,48,,
119,Dave Hampton,ATL,RB,27,9,9,0,0,0,0,0,127,464,3.65,2,13,111,8.54,0,5,,2,,,70,77.5,86.0,71.0,,50,,
120,Art Malone,ATL,RB,26,13,12,0,0,0,0,0,116,410,3.53,2,28,168,6.00,0,1,,2,,,70,96.8,103.3,82.8,,49,,
121,Moses Denson,WAS,RB,30,13,8,0,0,0,0,0,103,391,3.80,0,26,174,6.69,2,1,,2,,,69,93.5,100.0,80.5,,52,,
122,Doug Kotar,NYG,RB,23,12,7,0,0,0,0,0,106,396,3.74,4,10,57,5.70,0,4,,4,,,69,75.3,80.3,70.3,,51,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Benny Malone,MIA,RB,22,13,3,0,0,0,0,0,117,479,4.09,3,2,26,13.00,0,2,,3,,,69,68.5,72.5,67.5,,53,,
125,Len Dawson,KAN,QB,39,14,8,138,235,1573,7,13,11,28,2.55,0,0,0,,0,6,,0,,,68,61.7,80.7,74.7,,26,,
126,Preston Pearson,PIT,RB,29,9,2,0,0,0,0,0,70,317,4.53,4,11,118,10.73,0,0,,4,,,68,78.5,84.5,73.0,,54,,
127,Lenvil Elliott,CIN,RB,23,10,2,1,1,17,0,0,68,345,5.07,1,18,187,10.39,1,3,,2,,,66,80.9,88.4,71.9,,55,,
128,Bo Matthews,SDG,RB,23,14,8,0,0,0,0,0,95,328,3.45,4,12,90,7.50,0,2,,4,,,66,75.8,79.8,69.8,,56,,
129,Pete Banaszak,OAK,RB,30,14,1,0,0,0,0,0,80,272,3.40,5,9,64,7.11,0,1,,5,,,64,71.6,75.1,67.1,,57,,
130,Po James,PHI,RB,25,11,5,0,0,0,0,0,67,276,4.12,2,33,230,6.97,0,2,,2,,,63,93.6,100.6,77.1,,58,,
131,Frank Lewis,PIT,WR,27,12,11,0,0,0,0,0,2,25,12.50,0,30,365,12.17,4,1,,4,,,63,92.0,95.5,77.0,,31,,
132,Ken Burrough,HOU,WR,26,11,11,0,0,0,0,0,1,0,0.00,0,36,492,13.67,2,1,,2,,,61,96.2,99.7,78.2,,32,,
133,Ken Burrow,ATL,WR,26,14,14,0,0,0,0,0,0,0,,0,34,545,16.03,1,0,,1,,,61,94.5,97.5,77.5,,34,,
134,Joe Gilliam,PIT,QB,24,9,6,96,212,1274,4,8,14,41,2.93,1,0,0,,0,5,,1,,,61,56.1,69.6,64.1,,27,,
135,Bob Newland,NOR,WR,26,14,13,0,0,0,0,0,0,0,,0,27,490,18.15,2,0,,2,,,61,88.0,91.0,74.5,,33,,
136,Fred Willis,HOU,RB,27,10,5,0,0,0,0,0,74,239,3.23,3,25,130,5.20,1,0,,4,,,61,85.9,91.9,73.4,,59,,
137,Carl Garrett,CHI,RB,27,7,6,0,0,0,0,0,96,346,3.60,1,16,132,8.25,1,2,,2,,,60,73.8,80.8,65.8,,60,,
138,Larry Walton,DET,WR,27,13,12,1,2,29,0,0,2,3,1.50,0,31,404,13.03,3,1,,3,,,60,89.9,93.4,74.4,,35,,
139,Bob Grim,NYG,WR,29,14,14,0,0,0,0,0,0,0,,0,28,466,16.64,2,1,,2,,,59,85.6,89.1,71.6,,38,,
140,Bo Rather,CHI,WR,24,13,10,0,1,0,0,0,2,10,5.00,0,29,400,13.79,3,0,,3,,,59,88.0,91.0,73.5,,37,,
141,Jack Snow,RAM,WR,31,14,14,0,0,0,0,0,1,13,13.00,0,24,397,16.54,3,0,,3,,,59,83.0,86.0,71.0,,36,,
142,Rocky Bleier,PIT,RB,28,12,7,0,0,0,0,0,88,373,4.24,2,7,87,12.43,0,2,,2,,,58,63.0,67.0,59.5,,61,,
143,Steve Davis,PIT,RB,26,14,6,0,0,0,0,0,71,246,3.46,2,11,152,13.82,1,3,,3,,,58,65.8,73.3,60.3,,62,,
144,Ed Williams,CIN,RB,24,14,3,0,0,0,0,0,58,238,4.10,3,13,98,7.54,1,0,,4,,,58,70.6,73.6,64.1,,63,,
145,George Amundson,HOU,RB,23,14,3,0,1,0,0,1,59,138,2.34,4,18,152,8.44,1,1,,5,,,57,74.0,81.5,66.0,,65,,
146,Doug Dressler,CIN,RB,26,13,4,0,0,0,0,0,72,255,3.54,2,29,196,6.76,0,5,,2,,,57,81.1,89.6,66.6,,64,,
147,Jim Mitchell,ATL,TE,27,14,14,0,0,0,0,0,3,21,7.00,0,30,479,15.97,1,1,,1,,,56,85.0,88.5,70.0,,13,,
148,Charlie Davis,CIN,RB,22,14,9,0,0,0,0,0,72,375,5.21,0,19,171,9.00,0,3,,0,,,55,70.6,78.1,61.1,,67,,
149,Harrison Davis,SDG,WR,22,12,7,0,0,0,0,0,2,-7,-3.50,0,18,432,24.00,2,1,,2,,,55,71.5,75.0,62.5,,39,,
150,Jim Kiick,MIA,RB,28,14,8,1,1,13,0,0,86,274,3.19,1,18,155,8.61,1,0,,2,,,55,73.4,79.4,64.4,,66,,
151,Glen Bonner,SDG,RB,22,12,3,0,0,0,0,0,66,199,3.02,3,11,101,9.18,1,3,,4,,,54,62.0,69.5,56.5,,68,,
152,Raymond Chester,BAL,TE,26,14,14,0,0,0,0,0,0,0,,0,37,461,12.46,1,3,,1,,,52,86.1,90.6,67.6,,14,,
153,Milt Morin,CLE,TE,32,14,10,0,0,0,0,0,0,0,,0,27,330,12.22,3,0,,3,,,51,78.0,81.0,64.5,,15,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Tony Baker,RAM,RB,29,14,0,0,0,0,0,0,53,135,2.55,5,4,65,16.25,0,0,,5,,,50,54.0,57.0,52.0,,69,,
156,Otis Taylor,KAN,WR,32,10,9,0,0,0,0,0,1,6,6.00,0,24,375,15.63,2,0,,2,,,50,74.1,77.1,62.1,,40,,
157,Vic Washington,HOU,RB,28,12,5,0,0,0,0,0,74,281,3.80,2,13,92,7.08,0,4,,2,,,49,58.3,63.3,51.8,,70,,
158,Don Zimmerman,PHI,WR,25,14,14,0,0,0,0,0,0,0,,0,30,368,12.27,2,0,,2,,,49,78.8,81.8,63.8,,41,,
159,Bob Moore,OAK,TE,25,14,14,0,0,0,0,0,0,0,,0,30,356,11.87,2,1,,2,,,48,76.6,80.1,61.6,,16,,
160,Glenn Doughty,BAL,WR,27,13,12,0,0,0,0,0,7,51,7.29,0,24,300,12.50,2,0,,2,,,47,71.1,74.1,59.1,,42,,
161,Charlie Joiner,CIN,WR,27,14,10,0,0,0,0,0,4,20,5.00,0,24,390,16.25,1,3,,1,,,47,68.0,72.5,56.0,,43,,
162,Larry Brunson,KAN,WR,25,14,5,0,0,0,0,0,5,-33,-6.60,0,22,374,17.00,2,3,,2,,,46,65.1,69.6,54.1,,44,,
163,Sammy Johnson,SFO,RB,22,14,0,0,0,0,0,0,44,237,5.39,2,11,106,9.64,0,1,,2,,,46,56.3,62.8,50.8,,71,,
164,Norm Snead,2TM,QB,35,8,5,97,159,983,5,8,4,29,7.25,0,0,0,,0,0,,0,,,46,46.2,57.2,54.2,,28,,
165,Danny Abramowicz,SFO,WR,29,14,14,1,1,41,0,0,0,0,,0,25,369,14.76,1,1,,1,,,45,68.5,72.0,56.0,,48,,
166,Barry Pearson,KAN,WR,24,14,5,0,0,0,0,0,1,1,1.00,0,27,387,14.33,1,0,,1,,,45,71.8,74.8,58.3,,46,,
167,Lance Rentzel,RAM,WR,31,14,0,0,0,0,0,0,1,-9,-9.00,0,18,396,22.00,1,0,,1,,,45,62.7,65.7,53.7,,47,,
168,Jon Staggers,GNB,WR,26,14,14,0,0,0,0,0,0,0,,0,32,450,14.06,0,0,,1,,,45,83.0,86.0,67.0,,45,,
169,Bob Trumpy,CIN,TE,29,13,13,0,0,0,0,0,0,0,,0,21,330,15.71,2,0,,2,,,45,66.0,69.0,55.5,,17,,
170,Perry Williams,CHI,RB,28,14,10,0,0,0,0,0,74,218,2.95,1,25,167,6.68,0,2,,1,,,45,67.5,74.5,55.0,,72,,
