,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
166,Carl Garrett,OAK,RB,30,14,0,0,0,0,0,0,53,175,3.30,1,8,61,7.63,2,2,,3,,,42,47.6,51.6,43.6,,80,,
167,Jon Keyworth,DEN,RB,27,11,9,0,0,0,0,0,83,311,3.75,1,11,48,4.36,0,2,,1,,,42,50.9,54.9,45.4,,77,,
168,Jerry Latin,STL,RB,24,14,3,0,0,0,0,0,56,208,3.71,2,9,89,9.89,0,6,,2,,,42,44.7,50.7,40.2,,79,,
169,Bo Rather,CHI,WR,27,13,9,0,0,0,0,0,2,8,4.00,0,17,294,17.29,2,1,,2,,,42,58.2,61.7,49.7,,40,,
170,John Riggins,WAS,RB,28,5,5,0,0,0,0,0,68,203,2.99,0,7,95,13.57,2,0,,2,,,42,48.8,51.8,45.3,,78,,
171,Willard Harrell,GNB,RB,25,13,4,1,1,33,0,0,60,140,2.33,1,19,194,10.21,0,3,,2,,,41,62.7,70.2,53.2,,81,,
172,Ray Jarvis,DET,WR,28,14,10,0,0,0,0,0,0,0,,0,28,353,12.61,1,0,,1,,,41,69.3,72.3,55.3,,41,,
173,Golden Richards,DAL,WR,27,14,13,0,0,0,0,0,0,0,,0,17,225,13.24,3,0,,3,,,41,57.5,60.5,49.0,,42,,
174,Danny Buggs,WAS,WR,24,14,7,0,0,0,0,0,0,0,,0,26,341,13.12,1,0,,1,,,40,66.1,69.1,53.1,,43,,
175,Scott Dierking,NYJ,RB,22,14,5,0,0,0,0,0,79,315,3.99,0,4,29,7.25,1,1,,1,,,40,43.4,46.9,41.4,,82,,
176,Dan Fouts,SDG,QB,26,4,4,69,109,869,4,6,6,13,2.17,0,0,0,,0,4,,0,,,40,36.1,47.1,42.1,,29,,
177,Robert Miller,MIN,RB,24,14,0,0,0,0,0,0,46,152,3.30,0,27,246,9.11,0,2,,0,,,40,64.8,71.8,51.3,,83,,
178,Gary Shirk,NYG,TE,27,14,10,0,0,0,0,0,0,0,,0,16,280,17.50,2,4,,2,,,40,52.0,57.0,44.0,,18,,
179,Monroe Eley,ATL,RB,28,7,7,0,0,0,0,0,97,273,2.81,1,9,60,6.67,0,0,,1,,,39,48.3,51.3,43.8,,84,,
180,Don Hardeman,HOU,RB,24,12,3,0,0,0,0,0,42,162,3.86,2,11,47,4.27,1,0,,3,,,39,49.9,52.9,44.4,,86,,
181,Don Herrmann,NOR,WR,30,13,13,0,0,0,0,0,1,-17,-17.00,0,32,408,12.75,0,1,,0,,,39,70.1,73.6,54.1,,44,,
182,Don Nottingham,MIA,RB,28,14,2,0,0,0,0,0,44,214,4.86,2,8,58,7.25,0,1,,2,,,39,46.2,49.7,42.2,,85,,
183,Freddie Scott,BAL,WR,25,14,14,0,0,0,0,0,0,0,,0,18,267,14.83,2,0,,2,,,39,56.7,59.7,47.7,,45,,
184,Willie Spencer,NYG,RB,24,13,0,0,0,0,0,0,62,184,2.97,3,4,20,5.00,0,4,,3,,,38,38.4,43.4,36.4,,87,,
185,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
186,Jimmy DuBose,TAM,RB,23,13,6,0,0,0,0,0,71,284,4.00,0,11,89,8.09,0,0,,0,,,37,48.3,51.3,42.8,,88,,
187,Ike Forte,NWE,RB,23,13,0,0,0,0,0,0,62,157,2.53,2,8,88,11.00,0,2,,2,,,37,42.5,46.5,38.5,,89,,
188,Lou Piccone,BUF,WR,28,14,10,0,0,0,0,0,1,6,6.00,0,17,240,14.12,2,0,,2,,,37,53.6,56.6,45.1,,47,,
189,Paul Warfield,CLE,WR,35,12,9,0,0,0,0,0,1,2,2.00,0,18,251,13.94,2,0,,2,,,37,55.3,58.3,46.3,,46,,
190,Sammy Johnson,MIN,RB,25,14,0,0,0,0,0,0,55,217,3.95,2,4,21,5.25,0,0,,2,,,36,39.8,42.8,37.8,,90,,
191,Dave Mays,CLE,QB,28,7,4,67,121,797,6,10,4,2,0.50,0,0,0,,0,3,,0,,,36,33.1,47.6,43.1,,30,,
192,Ollie Smith,GNB,WR,28,12,11,0,0,0,0,0,0,0,,0,22,357,16.23,0,1,,0,,,36,56.7,60.2,45.7,,48,,
193,Clarence Williams,SDG,RB,22,14,0,0,0,0,0,0,50,215,4.30,2,3,20,6.67,0,2,,2,,,36,36.5,40.5,35.0,,91,,
194,Dave Logan,CLE,WR,23,14,5,0,2,0,0,0,0,0,,0,19,284,14.95,1,0,,1,,,34,53.4,56.4,43.9,,49,,
195,James Betterson,PHI,RB,23,14,2,0,0,0,0,0,62,233,3.76,1,4,41,10.25,0,2,,1,,,33,35.4,39.4,33.4,,92,,
196,Robin Earl,CHI,TE,22,14,3,0,0,0,0,0,56,233,4.16,1,6,32,5.33,0,1,,1,,,33,37.5,41.0,34.5,,19,,
197,Boobie Clark,CIN,RB,27,10,4,0,0,0,0,0,68,226,3.32,1,7,33,4.71,0,2,,1,,,32,36.9,40.9,33.4,,95,,
198,Larry Dorsey,SDG,WR,24,13,0,0,0,0,0,0,0,0,,0,10,198,19.80,2,0,,2,,,32,41.8,44.8,36.8,,51,,
199,Don Hasselbeck,NWE,TE,22,14,1,0,0,0,0,0,0,0,,0,9,76,8.44,4,0,,4,,,32,40.6,40.6,36.1,,21,,
200,Steve Jones,STL,RB,26,14,0,0,0,0,0,0,24,77,3.21,3,12,66,5.50,0,0,,3,,,32,44.3,44.3,38.3,,93,,
201,Frank Lewis,PIT,WR,30,10,0,0,0,0,0,0,0,0,,0,11,263,23.91,1,0,,1,,,32,43.3,46.3,37.8,,50,,
202,Wilbert Montgomery,PHI,RB,23,14,1,0,0,0,0,0,45,183,4.07,2,3,18,6.00,0,4,,3,,,32,37.1,42.1,35.6,,94,,
203,Bob Tucker,2TM,TE,32,13,4,0,0,0,0,0,0,0,,0,15,200,13.33,2,1,,2,,,32,46.0,49.5,38.5,,20,,
204,J.D. Hill,DET,WR,29,11,11,0,0,0,0,0,0,0,,0,24,247,10.29,1,0,,1,,,31,54.7,57.7,42.7,,52,,
205,Bob Trumpy,CIN,TE,32,12,11,0,0,0,0,0,0,0,,0,18,251,13.94,1,1,,1,,,31,48.1,51.6,39.1,,22,,
206,Larry Brunson,KAN,WR,28,11,9,0,0,0,0,0,2,8,4.00,0,20,295,14.75,0,1,,0,,,30,49.3,52.8,39.3,,53,,
207,Louis Carter,TAM,RB,24,14,1,0,2,0,0,0,59,117,1.98,2,10,65,6.50,0,2,,2,,,30,38.2,42.2,33.2,,96,,
208,Bob Klein,SDG,TE,30,12,9,0,0,0,0,0,0,0,,0,20,244,12.20,1,0,,1,,,30,50.4,53.4,40.4,,23,,
209,Mike Strachan,NOR,RB,24,13,3,0,0,0,0,0,55,271,4.93,0,3,26,8.67,0,4,,0,,,30,28.7,33.7,27.2,,97,,
210,Kenny Harrison,SFO,WR,24,14,11,0,1,0,0,0,6,15,2.50,0,15,217,14.47,1,4,,1,,,29,40.2,45.2,32.7,,54,,
211,Tommy Kramer,MIN,QB,22,6,1,30,57,425,5,4,10,3,0.30,0,0,0,,0,3,,0,,,29,26.3,34.8,30.3,,31,,
212,Steve Myer,SEA,QB,23,7,4,70,130,729,6,12,6,1,0.17,0,0,0,,0,3,,0,,,29,26.3,42.8,38.3,,32,,
213,Paul Seal,SFO,TE,25,14,1,0,0,0,0,0,0,0,,0,13,230,17.69,1,0,,1,,,29,42.0,45.0,35.5,,24,,
214,Andre Tillman,MIA,TE,25,14,14,0,0,0,0,0,0,0,,0,17,169,9.94,2,1,,2,,,29,44.9,48.4,36.4,,25,,
215,Tony Davis,CIN,RB,24,14,1,0,0,0,0,0,27,81,3.00,2,9,83,9.22,0,3,,2,,,28,34.4,35.9,29.9,,98,,
216,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
217,Al Hunter,SEA,RB,22,12,0,0,0,0,0,0,32,179,5.59,1,5,42,8.40,0,2,,1,,,28,31.1,35.1,28.6,,99,,
218,Bob Lee,MIN,QB,31,5,4,42,72,522,4,4,12,-8,-0.67,0,0,0,,0,1,,0,,,28,27.1,34.6,31.1,,33,,
219,Johnny Perkins,NYG,WR,24,13,7,0,0,0,0,0,0,0,,0,20,279,13.95,0,0,,0,,,28,47.9,50.9,37.9,,56,,
220,Mike Pruitt,CLE,RB,23,13,0,0,0,0,0,0,47,205,4.36,1,3,12,4.00,0,1,,1,,,28,29.7,33.2,28.2,,100,,
221,Freddie Solomon,MIA,WR,24,13,6,0,0,0,0,0,6,43,7.17,0,12,181,15.08,1,2,,2,,,28,44.4,48.4,38.4,,55,,
222,Charlie White,NYJ,RB,24,13,4,0,0,0,0,0,50,151,3.02,1,2,5,2.50,1,2,,2,,,28,27.6,31.6,26.6,,101,,
223,Steve Bartkowski,ATL,QB,25,8,7,64,136,796,5,13,18,13,0.72,0,0,0,,0,5,,0,,,27,22.1,40.6,35.1,,34,,
224,Jim Jensen,DEN,RB,24,11,0,0,0,0,0,0,40,143,3.58,1,4,63,15.75,0,1,,1,,,27,29.6,33.1,27.6,,102,,
225,Johnny Musso,CHI,RB,27,14,1,0,0,0,0,0,37,132,3.57,2,3,13,4.33,0,0,,2,,,27,29.5,32.5,28.0,,103,,
226,Joe Namath,RAM,QB,34,4,4,50,107,606,3,5,4,5,1.25,0,0,0,,0,2,,0,,,27,24.7,33.7,29.7,,36,,
227,Jim Thaxton,NOR,TE,28,14,6,0,0,0,0,0,1,-3,-3.00,0,14,211,15.07,1,0,,1,,,27,40.8,43.8,33.8,,27,,
228,Stu Voigt,MIN,TE,29,14,14,0,0,0,0,0,0,0,,0,20,212,10.60,1,0,,1,,,27,47.2,50.2,37.2,,26,,
229,David Whitehurst,GNB,QB,22,7,5,50,105,634,1,7,14,55,3.93,1,0,0,,0,2,,1,,,27,24.9,35.9,31.9,,35,,
230,Ed Williams,TAM,RB,27,14,5,0,0,0,0,0,63,198,3.14,0,10,67,6.70,0,6,,0,,,27,30.5,36.5,25.5,,104,,
231,Roger Carr,BAL,WR,25,7,0,0,0,0,0,0,0,0,,0,11,199,18.09,1,0,,1,,,26,36.9,39.9,31.4,,57,,
232,Sam McCullum,SEA,WR,25,13,3,0,0,0,0,0,0,0,,0,9,198,22.00,1,0,,1,,,26,34.8,37.8,30.3,,58,,
233,Oscar Roan,CLE,TE,26,10,8,0,0,0,0,0,0,0,,0,13,136,10.46,2,0,,2,,,26,38.6,41.6,32.1,,28,,
234,Rich Caster,NYJ,WR,29,10,10,0,0,0,0,0,2,-15,-7.50,0,10,205,20.50,1,1,,1,,,25,34.0,37.5,29.0,,59,,
235,Marv Hubbard,DET,RB,31,13,1,0,0,0,0,0,38,150,3.95,1,6,36,6.00,0,1,,1,,,25,29.6,33.1,26.6,,106,,
236,Rod Phillips,RAM,RB,25,14,0,0,0,0,0,0,37,183,4.95,1,1,5,5.00,0,0,,1,,,25,25.8,28.8,25.3,,105,,
237,Ron Howard,SEA,TE,26,12,12,0,0,0,0,0,0,0,,0,17,177,10.41,1,0,,1,,,24,40.7,43.7,32.2,,29,,
238,Bob Ferrell,SFO,RB,25,14,0,0,0,0,0,0,41,160,3.90,1,2,12,6.00,0,3,,1,,,23,22.2,26.7,21.2,,108,,
239,Gary Huff,TAM,QB,26,8,6,67,138,889,3,13,8,10,1.25,0,0,0,,0,2,,0,,,23,20.6,37.6,33.6,,37,,
240,Bo Matthews,SDG,RB,26,12,0,0,0,0,0,0,43,193,4.49,0,3,41,13.67,0,0,,0,,,23,26.4,29.4,24.9,,107,,
241,Tom Mitchell,SFO,TE,33,13,13,0,0,0,0,0,0,0,,0,19,226,11.89,0,0,,0,,,23,41.6,44.6,32.1,,32,,
242,Johnny Rodgers,SDG,WR,26,11,7,0,0,0,0,0,3,44,14.67,0,12,187,15.58,0,2,,0,,,23,33.1,37.1,27.1,,60,,
243,Jay Saldi,DAL,TE,23,14,1,0,0,0,0,0,0,0,,0,11,108,9.82,2,0,,3,,,23,39.8,42.8,34.3,,31,,
244,Charlie Sanders,DET,TE,31,10,6,0,0,0,0,0,0,0,,0,14,170,12.14,1,0,,1,,,23,37.0,40.0,30.0,,30,,
245,Sidney Thornton,PIT,RB,23,13,0,0,0,0,0,0,27,103,3.81,2,1,5,5.00,0,1,,2,,,23,22.8,26.3,22.3,,109,,
246,Nate Simpson,GNB,RB,23,12,2,0,0,0,0,0,60,204,3.40,0,5,19,3.80,0,4,,0,,,22,23.3,28.3,20.8,,110,,
247,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
248,Eddie Foster,HOU,WR,23,14,14,0,0,0,0,0,0,0,,0,15,208,13.87,0,1,,0,,,21,34.8,38.3,27.3,,62,,
249,Emery Moorehead,NYG,WR,23,13,7,0,0,0,0,0,1,5,5.00,0,12,143,11.92,1,0,,1,,,21,32.8,35.8,26.8,,61,,
250,Isaac Hagins,TAM,WR,23,13,3,0,0,0,0,0,1,2,2.00,0,15,196,13.07,0,3,,0,,,20,31.8,36.3,24.3,,63,,
251,Rich McGeorge,GNB,TE,29,14,13,0,0,0,0,0,0,0,,0,17,142,8.35,1,1,,1,,,20,36.2,39.7,27.7,,33,,
252,Norris Weese,DEN,QB,26,14,0,11,20,119,1,0,11,56,5.09,1,0,0,,0,0,,1,,,20,20.4,20.4,20.4,,38,,
253,Jim Corbett,CIN,TE,22,14,3,0,0,0,0,0,1,-1,-1.00,0,7,127,18.14,1,1,,1,,,19,24.6,28.1,21.1,,34,,
254,John Gilliam,2TM,WR,32,12,8,0,0,0,0,0,0,0,,0,11,133,12.09,1,0,,1,,,19,30.3,33.3,24.8,,65,,
255,Reggie Harrison,PIT,RB,26,14,1,0,0,0,0,0,36,175,4.86,0,3,11,3.67,0,0,,0,,,19,21.6,24.6,20.1,,112,,
256,Butch Johnson,DAL,WR,23,14,0,0,0,0,0,0,1,-3,-3.00,0,12,135,11.25,1,4,,1,,,19,27.2,32.2,21.2,,66,,
257,Kevin Long,NYJ,RB,22,14,4,0,0,0,0,0,56,170,3.04,0,5,17,3.40,0,1,,0,,,19,22.7,26.2,20.2,,111,,
258,Leonard Thompson,DET,WR,25,14,3,0,1,0,0,0,31,91,2.94,1,7,42,6.00,0,0,,1,,,19,26.3,26.3,22.8,,64,,
259,Gary Danielson,DET,QB,26,13,2,42,100,445,1,5,7,62,8.86,0,0,0,,0,0,,0,,,18,18.0,26.0,23.0,,39,,
260,MacArthur Lane,KAN,RB,35,3,3,0,0,0,0,0,25,79,3.16,1,3,40,13.33,0,0,,1,,,18,20.9,20.9,19.4,,113,,
261,Ed Marshall,NYG,WR,30,14,0,0,0,0,0,0,0,0,,0,7,178,25.43,0,0,,0,,,18,24.8,27.8,21.3,,68,,
262,Bobby Scott,NOR,QB,28,5,3,36,82,516,3,8,4,11,2.75,0,0,0,,0,0,,0,,,18,17.7,28.7,25.7,,40,,
263,Lawrence Williams,2TM,WR,24,9,5,0,0,0,0,0,2,30,15.00,1,7,94,13.43,0,1,,1,,,18,24.4,24.9,20.9,,67,,
264,Dwight McDonald,SDG,WR,26,11,6,0,0,0,0,0,0,0,,0,13,174,13.38,0,0,,0,,,17,30.4,33.4,23.9,,69,,
265,Jim Mitchell,ATL,TE,30,12,12,0,0,0,0,0,1,-6,-6.00,0,17,178,10.47,0,0,,0,,,17,34.2,37.2,25.7,,35,,
266,Tony Adams,KAN,QB,27,14,3,47,92,691,2,11,5,21,4.20,0,0,0,,0,1,,0,,,16,14.7,29.2,25.7,,42,,
267,John McKay,TAM,WR,24,14,10,0,0,0,0,0,0,0,,0,12,164,13.67,0,0,,0,,,16,28.4,31.4,22.4,,71,,
268,Ken Payne,GNB,WR,27,4,4,0,0,0,0,0,0,0,,0,7,99,14.14,1,0,,1,,,16,22.9,22.9,19.4,,72,,
269,Mike Rae,OAK,QB,26,10,1,15,30,162,1,4,13,75,5.77,1,0,0,,0,3,,1,,,16,13.0,18.5,17.0,,41,,
270,Terry Robiskie,OAK,RB,23,14,0,0,0,0,0,0,22,100,4.55,1,0,0,,0,2,,1,,,16,14.0,18.0,14.0,,114,,
271,Dwight Scales,RAM,WR,24,12,3,0,0,0,0,0,0,0,,0,5,104,20.80,1,0,,1,,,16,21.4,24.4,18.9,,70,,
272,Charley Taylor,WAS,WR,36,12,7,0,0,0,0,0,0,0,,0,14,158,11.29,0,0,,0,,,16,29.8,32.8,22.8,,73,,
273,Mike Barber,HOU,TE,24,13,10,0,0,0,0,0,0,0,,0,9,94,10.44,1,0,,1,,,15,24.4,24.4,19.9,,36,,
274,Paul Hofer,SFO,RB,25,14,0,0,0,0,0,0,34,106,3.12,0,5,46,9.20,0,6,,0,,,15,14.2,20.2,11.7,,115,,
275,John McDaniel,CIN,WR,26,14,7,0,0,0,0,0,0,0,,0,12,148,12.33,0,0,,0,,,15,26.8,29.8,20.8,,74,,
276,Secdrick McIntyre,ATL,RB,23,6,0,0,0,0,0,0,13,65,5.00,0,1,27,27.00,1,0,,1,,,15,16.2,16.2,15.7,,116,,
277,Luther Blue,DET,WR,23,14,4,0,0,0,0,0,1,-6,-6.00,0,8,90,11.25,1,1,,1,,,14,21.4,21.9,17.4,,75,,
278,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
279,Mike Collier,BUF,RB,24,6,0,0,0,0,0,0,31,116,3.74,0,3,23,7.67,0,1,,0,,,14,15.9,19.4,14.4,,117,,
280,Jimmie Giles,HOU,TE,23,14,4,0,0,0,0,0,1,-10,-10.00,0,17,147,8.65,0,0,,0,,,14,30.7,33.7,22.2,,37,,
281,Ron Jessie,RAM,WR,29,3,3,0,0,0,0,0,0,0,,0,9,139,15.44,0,0,,0,,,14,22.9,25.9,18.4,,76,,
282,Jim Jodat,RAM,RB,23,14,0,0,0,0,0,0,5,15,3.00,1,1,2,2.00,1,0,,2,,,14,14.7,14.7,14.2,,118,,
283,Scott Laidlaw,DAL,RB,24,14,0,0,0,0,0,0,9,15,1.67,0,5,60,12.00,1,0,,1,,,14,18.5,18.5,16.0,,119,,
284,Pat Curran,SDG,TE,32,14,5,0,0,0,0,0,1,2,2.00,0,10,123,12.30,0,0,,0,,,13,22.5,25.5,17.5,,38,,
285,Doug Dennison,DAL,RB,26,8,0,0,0,0,0,0,12,60,5.00,1,1,9,9.00,0,0,,1,,,13,13.9,13.9,13.4,,120,,
286,David Knight,NYJ,WR,26,10,4,0,0,0,0,0,0,0,,0,7,129,18.43,0,0,,0,,,13,19.9,22.9,16.4,,77,,
287,Alvin Maxson,PIT,RB,26,7,0,0,0,0,0,0,18,56,3.11,0,5,70,14.00,0,1,,0,,,13,16.6,17.1,14.1,,121,,
288,Terdell Middleton,GNB,RB,22,14,1,0,0,0,0,0,35,97,2.77,0,1,27,27.00,0,4,,1,,,12,15.4,17.4,14.9,,122,,
289,Dana Nafziger,TAM,TE,24,14,11,0,0,0,0,0,0,0,,0,9,119,13.22,0,0,,0,,,12,20.9,23.9,16.4,,39,,
290,Steve Schubert,CHI,WR,26,13,1,0,0,0,0,0,0,0,,0,8,119,14.88,0,4,,1,,,12,21.9,26.9,17.9,,78,,
291,Curtis Brown,BUF,RB,23,7,0,0,0,0,0,0,8,34,4.25,0,5,20,4.00,1,0,,1,,,11,16.4,16.4,13.9,,123,,
292,Vince Ferragamo,RAM,QB,23,3,0,9,15,83,2,0,1,0,0.00,0,0,0,,0,0,,0,,,11,11.3,11.3,11.3,,43,,
293,John Holland,BUF,WR,25,3,3,0,0,0,0,0,0,0,,0,8,107,13.38,0,1,,0,,,11,17.7,21.2,13.7,,80,,
294,Greg McCrary,ATL,TE,25,13,2,0,0,0,0,0,0,0,,0,2,48,24.00,1,0,,1,,,11,12.8,12.8,11.8,,41,,
295,Bill Munson,SDG,QB,36,4,0,20,31,225,1,1,1,2,2.00,0,0,0,,0,2,,0,,,11,9.2,11.2,10.2,,44,,
296,John Sawyer,SEA,TE,24,14,2,0,0,0,0,0,0,0,,0,10,105,10.50,0,1,,0,,,11,19.5,23.0,14.5,,42,,
297,Jackie Smith,STL,TE,37,14,1,0,0,0,0,0,0,0,,0,5,49,9.80,1,1,,1,,,11,14.9,15.4,12.4,,40,,
298,Randy Vataha,GNB,WR,29,6,3,0,0,0,0,0,0,0,,0,10,109,10.90,0,0,,0,,,11,20.9,23.9,15.9,,79,,
299,Gordon Bell,NYG,RB,24,10,0,0,0,0,0,0,16,63,3.94,0,4,33,8.25,0,0,,0,,,10,13.6,13.6,11.6,,125,,
300,Mike Esposito,ATL,RB,24,14,0,0,1,0,0,0,34,101,2.97,0,1,-1,-1.00,0,0,,0,,,10,11.0,14.0,10.5,,124,,
301,Charle Young,RAM,TE,26,14,0,0,0,0,0,0,0,0,,0,5,35,7.00,1,0,,1,,,10,14.5,14.5,12.0,,43,,
302,Jeb Blount,TAM,QB,23,5,4,37,89,522,0,7,5,26,5.20,0,0,0,,0,2,,0,,,9,7.5,18.5,14.5,,45,,
303,Morris Bradshaw,OAK,WR,25,14,1,0,0,0,0,0,0,0,,0,5,90,18.00,0,0,,0,,,9,14.0,14.0,11.5,,81,,
304,Larry Brinson,DAL,RB,23,14,0,0,0,0,0,0,8,28,3.50,1,0,0,,0,2,,1,,,9,6.8,7.8,6.8,,126,,
305,Marty Domres,NYJ,QB,30,12,2,17,40,113,1,1,4,23,5.75,0,0,0,,0,0,,0,,,9,8.8,9.8,9.8,,48,,
306,Terry Luck,CLE,QB,25,4,1,25,50,316,1,7,3,-2,-0.67,0,1,4,4.00,1,1,,1,,,9,8.8,19.3,15.3,,47,,
307,Ted McKnight,KAN,RB,23,13,0,0,0,0,0,0,11,74,6.73,0,1,11,11.00,0,1,,0,,,9,8.5,9.0,8.0,,128,,
308,Jess Phillips,NWE,RB,30,14,0,0,0,0,0,0,5,27,5.40,1,0,0,,0,0,,1,,,9,8.7,8.7,8.7,,127,,
309,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
310,Matt Robinson,NYJ,QB,22,4,1,20,54,310,2,8,5,45,9.00,0,0,0,,0,1,,0,,,9,7.9,19.4,15.9,,46,,
311,Larry Barnes,SDG,RB,23,5,0,0,0,0,0,0,24,70,2.92,0,1,10,10.00,0,0,,0,,,8,9.0,9.0,8.5,,130,,
312,Hank Bauer,SDG,RB,23,13,0,0,0,0,0,0,4,4,1.00,0,1,15,15.00,1,1,,1,,,8,7.9,8.4,7.4,,132,,
313,Tony Benjamin,SEA,RB,22,6,0,0,0,0,0,0,13,48,3.69,0,4,27,6.75,0,0,,0,,,8,11.5,11.5,9.5,,133,,
314,Steve Burks,NWE,WR,24,13,0,0,0,0,0,0,0,0,,0,5,79,15.80,0,0,,0,,,8,12.9,12.9,10.4,,84,,
315,Al Dixon,NYG,TE,23,8,0,0,0,0,0,0,0,0,,0,6,78,13.00,0,0,,0,,,8,13.8,13.8,10.8,,44,,
316,Brian Duncan,CLE,RB,25,14,0,0,0,0,0,0,5,16,3.20,0,1,5,5.00,1,0,,1,,,8,9.1,9.1,8.6,,129,,
317,Jerry Golsteyn,NYG,QB,23,6,3,31,70,416,2,8,3,-4,-1.33,0,0,0,,0,1,,0,,,8,7.2,18.7,15.2,,49,,
318,Steve Raible,SEA,WR,23,14,3,0,0,0,0,0,0,0,,0,5,79,15.80,0,0,,0,,,8,12.9,12.9,10.4,,83,,
319,Jim Smith,PIT,WR,22,14,0,0,0,0,0,0,0,0,,0,4,80,20.00,0,3,,0,,,8,9.0,10.5,7.0,,82,,
320,Larry Watkins,NYG,RB,31,9,0,0,0,0,0,0,19,71,3.74,0,1,9,9.00,0,0,,0,,,8,9.0,9.0,8.5,,131,,
321,Cullen Bryant,RAM,RB,26,14,0,0,0,0,0,0,6,42,7.00,0,4,28,7.00,0,1,,0,,,7,10.0,10.5,8.0,,135,,
322,Al Chandler,NWE,TE,27,14,3,0,0,0,0,0,0,0,,0,7,68,9.71,0,0,,0,,,7,13.8,13.8,10.3,,46,,
323,Bob Grim,MIN,WR,32,14,0,0,0,0,0,0,0,0,,0,3,65,21.67,0,3,,0,,,7,6.5,8.0,5.0,,87,,
324,Rich Mauti,NOR,WR,23,14,4,0,0,0,0,0,0,0,,0,4,71,17.75,0,2,,0,,,7,9.1,10.1,7.1,,85,,
325,Loaird McCreary,MIA,TE,24,14,4,0,0,0,0,0,0,0,,0,2,10,5.00,1,0,,1,,,7,9.0,9.0,8.0,,45,,
326,Tom Newton,NYJ,RB,23,14,1,0,0,0,0,0,8,39,4.88,0,5,33,6.60,0,0,,0,,,7,12.2,12.2,9.7,,134,,
327,Billy Ryckman,ATL,WR,22,14,0,0,0,0,0,0,0,0,,0,1,5,5.00,1,0,,1,,,7,7.5,7.5,7.0,,86,,
328,Tony Samuels,KAN,TE,23,14,2,0,0,0,0,0,0,0,,0,5,65,13.00,0,1,,0,,,7,10.5,11.0,8.0,,47,,
329,Jim Culbreath,GNB,RB,25,13,0,0,0,0,0,0,12,53,4.42,0,2,6,3.00,0,1,,0,,,6,6.9,7.4,5.9,,136,,
330,Bobby Douglass,NOR,QB,30,4,2,16,31,130,1,3,2,23,11.50,0,0,0,,0,1,,0,,,6,4.5,8.0,7.5,,51,,
331,Randy Grossman,PIT,TE,25,13,3,0,0,0,0,0,0,0,,0,5,57,11.40,0,0,,0,,,6,10.7,10.7,8.2,,49,,
332,Jim Mandich,MIA,TE,29,14,0,0,0,0,0,0,0,0,,0,6,63,10.50,0,0,,0,,,6,12.3,12.3,9.3,,48,,
333,Kim McQuilken,ATL,QB,26,7,0,5,7,47,1,0,2,-1,-0.50,0,0,0,,0,0,,0,,,6,5.8,5.8,5.8,,50,,
334,Larry Mucker,TAM,WR,23,14,0,0,0,0,0,0,0,0,,0,4,59,14.75,0,0,,0,,,6,9.9,9.9,7.9,,89,,
335,Laverne Smith,PIT,RB,23,7,0,0,0,0,0,0,14,55,3.93,0,0,0,,0,1,,0,,,6,4.5,5.0,4.5,,137,,
336,Pat Tilley,STL,WR,24,14,0,0,0,0,0,0,0,0,,0,5,64,12.80,0,1,,0,,,6,10.4,10.9,7.9,,88,,
337,Brian Baschnagel,CHI,WR,23,10,4,0,1,0,0,0,1,0,0.00,0,4,50,12.50,0,1,,1,,,5,14.0,14.5,12.0,,90,,
338,John Reaves,CIN,QB,27,9,1,24,59,383,0,5,5,0,0.00,0,0,0,,0,5,,0,,,5,0.3,10.8,5.3,,52,,
339,Karl Farmer,ATL,WR,23,14,0,0,0,0,0,0,1,4,4.00,0,2,39,19.50,0,2,,0,,,4,4.3,5.3,3.3,,91,,
340,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
