Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 32,Year,Tgt
Gene Washington,SFO,WR,28.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,44.0,735.0,16.7,9.0,1.0,,9.0,0.0,0.0,127.0,170.1,173.6,148.1,64.0,8.0,,1975,0.0
Pete Banaszak,OAK,RB,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,672.0,3.59,16.0,10.0,64.0,6.4,0.0,1.0,,16.0,0.0,0.0,170.0,178.6,182.1,173.6,62.0,10.0,,1975,0.0
Billy Kilmer,WAS,QB,36.0,12.0,12.0,178.0,346.0,2440.0,23.0,16.0,11.0,34.0,3.09,1.0,0.0,0.0,0.0,0.0,3.0,,1.0,0.0,0.0,167.0,164.0,184.5,180.0,61.0,7.0,,1975,0.0
John Gilliam*,MIN,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,11.67,0.0,50.0,777.0,15.54,7.0,1.0,,7.0,0.0,0.0,123.0,172.2,175.7,147.2,59.0,9.0,,1975,0.0
Harold Jackson*,RAM,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,786.0,18.28,7.0,1.0,,7.0,0.0,0.0,121.0,162.6,166.1,141.1,56.0,10.0,,1975,0.0
Rich Caster*,NYJ,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,820.0,17.45,4.0,0.0,,4.0,0.0,0.0,106.0,153.0,156.0,129.5,52.0,1.0,,1975,0.0
Alfred Jenkins,ATL,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,767.0,20.18,6.0,1.0,,6.0,0.0,0.0,113.0,149.7,153.2,130.7,47.0,11.0,,1975,0.0
Dave Hampton,ATL,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,250.0,1002.0,4.01,5.0,21.0,195.0,9.29,1.0,8.0,,6.0,0.0,0.0,156.0,168.7,178.7,158.2,46.0,11.0,,1975,0.0
Bob Chandler,BUF,WR,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,55.0,746.0,13.56,6.0,0.0,,6.0,0.0,0.0,111.0,166.1,169.1,138.6,45.0,12.0,,1975,0.0
Charley Taylor*,WAS,WR,34.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,744.0,14.04,6.0,0.0,,6.0,0.0,0.0,110.0,163.4,166.4,136.9,44.0,13.0,,1975,0.0
J.D. Hill,BUF,WR,27.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,36.0,667.0,18.53,7.0,0.0,,7.0,0.0,0.0,109.0,144.8,147.8,126.8,43.0,14.0,,1975,0.0
Randy Vataha,NWE,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,46.0,720.0,15.65,6.0,0.0,,6.0,0.0,0.0,108.0,154.4,157.4,131.4,42.0,15.0,,1975,0.0
Harold Carmichael,PHI,WR,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,49.0,639.0,13.04,7.0,2.0,,7.0,0.0,0.0,107.0,153.5,157.5,129.0,40.0,16.0,,1975,0.0
Jim Otis*,STL,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,269.0,1076.0,4.0,5.0,12.0,69.0,5.75,1.0,5.0,,6.0,0.0,0.0,151.0,157.5,163.0,151.5,40.0,12.0,,1975,0.0
Don Nottingham,MIA,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,168.0,718.0,4.27,12.0,9.0,66.0,7.33,0.0,5.0,,12.0,0.0,0.0,150.0,154.4,159.9,149.9,40.0,13.0,,1975,0.0
Jim Hart *,STL,QB,31.0,14.0,14.0,182.0,345.0,2507.0,19.0,19.0,11.0,7.0,0.64,1.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,0.0,145.0,138.0,163.5,157.0,36.0,8.0,,1975,0.0
Charlie Joiner,CIN,WR,28.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,726.0,19.62,5.0,1.0,,5.0,0.0,0.0,103.0,138.6,142.1,120.1,36.0,17.0,,1975,0.0
Nat Moore,MIA,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,69.0,8.63,0.0,40.0,705.0,17.63,4.0,1.0,,4.0,0.0,0.0,101.0,140.4,143.9,120.4,34.0,18.0,,1975,0.0
Russ Francis,NWE,TE,22.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,636.0,18.17,4.0,1.0,,4.0,0.0,0.0,88.0,121.6,125.1,104.1,31.0,2.0,,1975,0.0
Charlie Smith,PHI,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,85.0,9.44,0.0,37.0,515.0,13.92,6.0,0.0,,6.0,0.0,0.0,96.0,133.0,136.0,114.5,28.0,19.0,,1975,0.0
Sam Cunningham,NWE,RB,25.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,169.0,666.0,3.94,6.0,32.0,253.0,7.91,2.0,12.0,,8.0,0.0,0.0,140.0,159.9,171.9,143.9,28.0,14.0,,1975,0.0
Charle Young*,PHI,TE,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,49.0,659.0,13.45,3.0,0.0,,3.0,0.0,0.0,84.0,133.0,136.0,108.5,27.0,3.0,,1975,0.0
Reggie Rucker,CLE,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,770.0,12.83,3.0,0.0,,3.0,0.0,0.0,95.0,155.0,158.0,125.0,27.0,20.0,,1975,0.0
Robert Newhouse,DAL,RB,25.0,14.0,13.0,1.0,2.0,46.0,1.0,0.0,209.0,930.0,4.45,2.0,34.0,275.0,8.09,0.0,5.0,,2.0,0.0,0.0,138.0,167.3,175.8,150.3,26.0,15.0,,1975,0.0
Glenn Doughty,BAL,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,39.0,666.0,17.08,4.0,0.0,,4.0,0.0,0.0,91.0,130.1,133.1,110.6,22.0,21.0,,1975,0.0
Ray Rhodes,NYG,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,-4.0,-1.33,0.0,26.0,537.0,20.65,6.0,3.0,,6.0,0.0,0.0,89.0,112.3,116.8,99.3,20.0,22.0,,1975,0.0
Jim Mitchell,ATL,TE,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,536.0,15.76,4.0,0.0,,5.0,0.0,0.0,78.0,117.6,120.6,100.6,20.0,4.0,,1975,0.0
Lawrence McCutcheon*,RAM,RB,25.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,213.0,911.0,4.28,2.0,31.0,230.0,7.42,1.0,4.0,,3.0,0.0,0.0,132.0,159.1,167.1,143.6,19.0,16.0,,1975,0.0
Riley Odoms*+,DEN,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,5.4,0.0,40.0,544.0,13.6,3.0,2.0,,4.0,0.0,0.0,75.0,119.1,123.1,99.1,17.0,5.0,,1975,0.0
Walter Payton,CHI,RB,21.0,13.0,7.0,0.0,1.0,0.0,0.0,1.0,196.0,679.0,3.46,7.0,33.0,213.0,6.45,0.0,9.0,,7.0,0.0,0.0,129.0,153.2,164.7,137.7,16.0,17.0,,1975,0.0
Jerome Barkum,NYJ,WR,25.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,36.0,549.0,15.25,5.0,0.0,,5.0,0.0,0.0,84.0,120.2,123.2,102.2,15.0,23.0,,1975,0.0
Jon Keyworth,DEN,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,182.0,725.0,3.98,3.0,42.0,314.0,7.48,1.0,4.0,,4.0,0.0,0.0,128.0,165.9,173.9,144.9,14.0,18.0,,1975,0.0
Bo Rather,CHI,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,6.0,0.0,39.0,685.0,17.56,2.0,2.0,,2.0,0.0,0.0,83.0,119.9,123.9,100.4,13.0,24.0,,1975,0.0
Walter White,KAN,TE,24.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,-10.0,-3.33,0.0,23.0,559.0,24.3,3.0,0.0,,3.0,0.0,0.0,71.0,93.9,97.9,83.4,12.0,6.0,,1975,0.0
James Harris,RAM,QB,28.0,13.0,13.0,157.0,285.0,2148.0,14.0,15.0,18.0,45.0,2.5,1.0,0.0,0.0,0.0,0.0,6.0,,1.0,0.0,0.0,122.0,116.4,137.4,131.4,10.0,9.0,,1975,0.0
Delvin Williams,SFO,RB,24.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,117.0,631.0,5.39,3.0,34.0,370.0,10.88,1.0,1.0,,4.0,0.0,0.0,124.0,157.1,163.6,140.1,10.0,19.0,,1975,0.0
Dan Pastorini*,HOU,QB,26.0,14.0,14.0,163.0,342.0,2053.0,14.0,16.0,23.0,97.0,4.22,1.0,0.0,0.0,0.0,0.0,3.0,,1.0,0.0,0.0,122.0,118.8,139.3,134.8,9.0,10.0,,1975,0.0
Barry Pearson,KAN,WR,25.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,608.0,16.89,3.0,1.0,,3.0,0.0,0.0,79.0,113.8,117.3,95.8,8.0,25.0,,1975,0.0
Jean Fugett,DAL,TE,24.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,38.0,488.0,12.84,3.0,0.0,,3.0,0.0,0.0,67.0,105.0,108.0,86.0,8.0,7.0,,1975,0.0
Ronnie Coleman,HOU,RB,24.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,175.0,790.0,4.51,5.0,18.0,129.0,7.17,0.0,6.0,,5.0,0.0,0.0,122.0,133.9,142.9,124.9,7.0,20.0,,1975,0.0
Charlie Sanders *,DET,TE,29.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,486.0,13.14,3.0,1.0,,3.0,0.0,0.0,67.0,102.6,106.1,84.1,7.0,8.0,,1975,0.0
Pat Curran,SDG,TE,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,7.0,0.0,45.0,619.0,13.76,0.0,1.0,,0.0,0.0,0.0,66.0,109.0,111.5,86.5,7.0,9.0,,1975,0.0
Ken Payne,GNB,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,58.0,766.0,13.21,0.0,1.0,,0.0,0.0,0.0,76.0,133.4,136.9,104.4,6.0,26.0,,1975,0.0
Oscar Roan,CLE,TE,24.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,463.0,11.29,3.0,2.0,,3.0,0.0,0.0,64.0,103.3,107.3,82.8,5.0,10.0,,1975,0.0
Raymond Chester,BAL,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,457.0,12.03,3.0,1.0,,3.0,0.0,0.0,64.0,100.7,104.2,81.7,4.0,11.0,,1975,0.0
Woody Green,KAN,RB,24.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,167.0,611.0,3.66,5.0,23.0,215.0,9.35,1.0,6.0,,6.0,0.0,0.0,119.0,135.6,144.6,124.1,3.0,21.0,,1975,0.0
Norm Bulaich,MIA,RB,29.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,309.0,3.96,5.0,32.0,276.0,8.63,5.0,2.0,,10.0,0.0,0.0,119.0,148.5,155.5,132.5,3.0,22.0,,1975,0.0
Ron Jessie,RAM,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,41.0,547.0,13.34,3.0,0.0,,3.0,0.0,0.0,74.0,115.2,118.2,94.7,3.0,27.0,,1975,0.0
Ray Jarvis,DET,WR,26.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,501.0,17.28,4.0,1.0,,4.0,0.0,0.0,74.0,102.1,105.6,87.6,3.0,28.0,,1975,0.0
Steve Grogan,NWE,QB,22.0,13.0,7.0,139.0,274.0,1976.0,11.0,18.0,30.0,110.0,3.67,3.0,0.0,0.0,0.0,0.0,6.0,,3.0,0.0,0.0,116.0,110.0,137.0,128.0,3.0,11.0,,1975,0.0
Boobie Clark,CIN,RB,25.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,167.0,594.0,3.56,4.0,42.0,334.0,7.95,0.0,5.0,,4.0,0.0,0.0,117.0,153.8,162.3,132.8,1.0,23.0,,1975,0.0
Walker Gillette,NYG,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,600.0,13.95,2.0,1.0,,2.0,0.0,0.0,72.0,114.0,117.5,92.5,1.0,29.0,,1975,0.0
Stu Voigt,MIN,TE,27.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,363.0,10.68,4.0,0.0,,4.0,0.0,0.0,60.0,94.3,97.3,77.3,0.0,12.0,,1975,0.0
Craig Morton,NYG,QB,32.0,14.0,14.0,186.0,363.0,2359.0,11.0,16.0,22.0,72.0,3.27,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,114.0,104.6,128.1,120.6,0.0,12.0,,1975,0.0
Jim Lash,MIN,WR,24.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,535.0,14.46,3.0,0.0,,4.0,0.0,0.0,72.0,114.5,117.5,96.0,0.0,30.0,,1975,0.0
John Brockington,GNB,RB,27.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,144.0,434.0,3.01,7.0,33.0,242.0,7.33,1.0,2.0,,8.0,0.0,0.0,116.0,146.6,153.6,130.1,0.0,24.0,,1975,0.0
Mercury Morris,MIA,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,219.0,875.0,4.0,4.0,2.0,15.0,7.5,0.0,5.0,,4.0,0.0,0.0,113.0,110.0,115.5,109.0,0.0,25.0,,1975,0.0
Dexter Bussey,DET,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,157.0,696.0,4.43,2.0,14.0,175.0,12.5,2.0,7.0,,4.0,0.0,0.0,111.0,118.1,127.6,111.1,0.0,26.0,,1975,0.0
Carl Garrett,NYJ,RB,28.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,122.0,566.0,4.64,5.0,19.0,180.0,9.47,1.0,4.0,,6.0,0.0,0.0,111.0,125.6,133.6,116.1,0.0,27.0,,1975,0.0
Bob Griese,MIA,QB,30.0,10.0,10.0,118.0,191.0,1693.0,14.0,13.0,17.0,59.0,3.47,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,110.0,107.6,124.6,120.6,0.0,13.0,,1975,0.0
Preston Pearson,DAL,RB,30.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,133.0,509.0,3.83,2.0,27.0,351.0,13.0,2.0,1.0,,4.0,0.0,0.0,110.0,136.0,142.5,122.5,0.0,29.0,,1975,0.0
Rickey Young,SDG,RB,22.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,138.0,577.0,4.18,5.0,21.0,166.0,7.9,1.0,5.0,,6.0,0.0,0.0,110.0,126.3,134.8,115.8,0.0,28.0,,1975,0.0
Roman Gabriel,PHI,QB,35.0,11.0,9.0,151.0,292.0,1644.0,13.0,11.0,13.0,70.0,5.38,1.0,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,109.0,103.8,120.3,114.8,0.0,14.0,,1975,0.0
Ken Stabler,OAK,QB,30.0,14.0,13.0,171.0,293.0,2296.0,16.0,24.0,6.0,-5.0,-0.83,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,107.0,103.3,132.3,127.3,0.0,15.0,,1975,0.0
Ed Marinaro,MIN,RB,25.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,101.0,358.0,3.54,1.0,54.0,462.0,8.56,3.0,3.0,,4.0,0.0,0.0,106.0,157.0,164.5,130.0,0.0,30.0,,1975,0.0
Stan Fritts,CIN,RB,23.0,13.0,5.0,2.0,4.0,31.0,0.0,0.0,94.0,375.0,3.99,8.0,6.0,63.0,10.5,2.0,1.0,,10.0,0.0,0.0,105.0,110.0,113.5,107.0,0.0,31.0,,1975,0.0
Steve Bartkowski,ATL,QB,23.0,11.0,11.0,115.0,255.0,1662.0,13.0,15.0,14.0,15.0,1.07,2.0,0.0,0.0,0.0,0.0,6.0,,2.0,0.0,0.0,102.0,96.0,117.0,111.0,0.0,16.0,,1975,0.0
Andy Johnson,NWE,RB,23.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,117.0,488.0,4.17,3.0,26.0,294.0,11.31,1.0,4.0,,4.0,0.0,0.0,102.0,124.2,132.2,111.2,0.0,32.0,,1975,0.0
Mike Strachan,NOR,RB,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,161.0,668.0,4.15,2.0,30.0,224.0,7.47,0.0,4.0,,2.0,0.0,0.0,101.0,127.2,135.2,112.2,0.0,33.0,,1975,0.0
Ron Johnson,NYG,RB,28.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,116.0,351.0,3.03,5.0,34.0,280.0,8.24,1.0,5.0,,6.0,0.0,0.0,99.0,128.1,136.6,111.1,0.0,35.0,,1975,0.0
Floyd Little,DEN,RB,33.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,125.0,445.0,3.56,2.0,29.0,308.0,10.62,2.0,2.0,,4.0,0.0,0.0,99.0,126.3,133.3,111.8,0.0,34.0,,1975,0.0
Larry Schreiber,SFO,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,134.0,337.0,2.51,5.0,40.0,289.0,7.23,1.0,6.0,,6.0,0.0,0.0,99.0,132.6,141.6,112.6,0.0,37.0,,1975,0.0
Altie Taylor,DET,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,195.0,638.0,3.27,4.0,21.0,111.0,5.29,0.0,3.0,,4.0,0.0,0.0,99.0,116.9,124.4,106.4,0.0,36.0,,1975,0.0
Don Hardeman,HOU,RB,22.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,166.0,648.0,3.9,5.0,5.0,10.0,2.0,0.0,3.0,,5.0,0.0,0.0,96.0,97.8,102.3,95.3,0.0,39.0,,1975,0.0
Joe Namath,NYJ,QB,32.0,14.0,13.0,157.0,326.0,2286.0,15.0,28.0,10.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,96.0,92.0,125.0,120.0,0.0,17.0,,1975,0.0
Ed Podolak,KAN,RB,28.0,14.0,4.0,0.0,1.0,0.0,0.0,1.0,102.0,351.0,3.44,3.0,37.0,332.0,8.97,2.0,3.0,,5.0,0.0,0.0,96.0,130.3,138.8,112.8,0.0,38.0,,1975,0.0
Don McCauley,BAL,RB,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,196.0,3.27,10.0,14.0,93.0,6.64,1.0,1.0,,11.0,0.0,0.0,95.0,107.9,111.4,100.9,0.0,40.0,,1975,0.0
Willard Harrell,GNB,RB,23.0,14.0,12.0,3.0,5.0,61.0,3.0,0.0,121.0,359.0,2.97,1.0,34.0,261.0,7.68,2.0,11.0,,3.0,0.0,0.0,94.0,117.4,128.9,100.4,0.0,41.0,,1975,0.0
Clarence Davis,OAK,RB,26.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,112.0,486.0,4.34,4.0,11.0,126.0,11.45,1.0,4.0,,5.0,0.0,0.0,91.0,98.2,106.2,92.7,0.0,42.0,,1975,0.0
Haskel Stanback,ATL,RB,23.0,14.0,10.0,1.0,1.0,41.0,1.0,0.0,105.0,440.0,4.19,5.0,14.0,115.0,8.21,0.0,2.0,,5.0,0.0,0.0,91.0,103.1,110.1,96.1,0.0,43.0,,1975,0.0
Tom Sullivan,PHI,RB,25.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,173.0,632.0,3.65,0.0,28.0,276.0,9.86,0.0,4.0,,0.0,0.0,0.0,91.0,114.8,122.8,100.8,0.0,44.0,,1975,0.0
Joe Reed,DET,QB,27.0,10.0,8.0,86.0,191.0,1181.0,9.0,10.0,34.0,193.0,5.68,1.0,0.0,0.0,0.0,0.0,3.0,,1.0,0.0,0.0,89.0,85.5,103.0,95.5,0.0,18.0,,1975,0.0
Larry Brown,WAS,RB,28.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,97.0,352.0,3.63,3.0,25.0,225.0,9.0,2.0,2.0,,5.0,0.0,0.0,88.0,110.7,117.7,98.2,0.0,45.0,,1975,0.0
Jim Bertelsen,RAM,RB,25.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,116.0,457.0,3.94,3.0,14.0,208.0,14.86,0.0,2.0,,3.0,0.0,0.0,85.0,96.5,103.5,89.5,0.0,46.0,,1975,0.0
