Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 32,Year,Tgt
Curt Warner,SEA,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,266.0,1025.0,3.85,10.0,22.0,154.0,7.0,2.0,5.0,,12.0,0.0,0.0,190.0,206.9,215.4,195.9,50.0,10.0,,1988,0.0
Steve Jordan*,MIN,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,756.0,13.26,5.0,2.0,,5.0,0.0,0.0,106.0,160.6,164.6,132.1,50.0,3.0,,1988,0.0
Bruce Hill,TAM,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,-11.0,-5.5,0.0,58.0,1040.0,17.93,9.0,2.0,,9.0,0.0,0.0,157.0,212.9,216.9,183.9,48.0,8.0,,1988,0.0
Roy Green,PHO,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,68.0,1097.0,16.13,7.0,0.0,,7.0,0.0,0.0,152.0,219.8,222.8,185.8,43.0,9.0,,1988,0.0
Eric Martin *,NOR,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,85.0,1083.0,12.74,7.0,2.0,,7.0,0.0,0.0,152.0,234.5,238.5,192.0,43.0,10.0,,1988,0.0
Keith Byars,PHI,RB,25.0,16.0,16.0,0.0,2.0,0.0,0.0,0.0,152.0,517.0,3.4,6.0,72.0,705.0,9.79,4.0,5.0,,10.0,0.0,0.0,182.0,249.2,257.7,213.2,42.0,11.0,,1988,0.0
Louis Lipps,PIT,WR,26.0,16.0,16.0,1.0,2.0,13.0,1.0,1.0,6.0,129.0,21.5,1.0,50.0,973.0,19.46,5.0,2.0,,6.0,0.0,0.0,149.0,196.7,204.7,172.7,40.0,11.0,,1988,0.0
Earl Ferrell,PHO,RB,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,202.0,924.0,4.57,7.0,38.0,315.0,8.29,2.0,7.0,,9.0,0.0,0.0,178.0,208.9,218.4,189.9,38.0,12.0,,1988,0.0
Mike Rozier*,HOU,RB,27.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,251.0,1002.0,3.99,10.0,11.0,99.0,9.0,1.0,7.0,,11.0,0.0,0.0,176.0,180.1,186.6,174.6,36.0,13.0,,1988,0.0
Mark Bavaro,NYG,TE,25.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,672.0,12.68,4.0,1.0,,4.0,0.0,0.0,91.0,143.2,146.7,116.7,36.0,4.0,,1988,0.0
Phil Simms,NYG,QB,33.0,15.0,15.0,263.0,479.0,3359.0,21.0,11.0,33.0,152.0,4.61,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,212.0,204.6,225.1,215.6,33.0,5.0,,1988,0.0
Andre Reed*,BUF,WR,24.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,64.0,10.67,0.0,71.0,968.0,13.63,6.0,1.0,,6.0,0.0,0.0,139.0,209.2,212.7,173.7,31.0,12.0,,1988,0.0
Al Toon*,NYJ,WR,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,93.0,1067.0,11.47,5.0,2.0,,5.0,0.0,0.0,137.0,228.2,232.2,181.7,29.0,13.0,,1988,0.0
Neil Lomax,PHO,QB,29.0,14.0,14.0,255.0,443.0,3395.0,20.0,11.0,17.0,55.0,3.24,1.0,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,205.0,200.3,216.8,211.3,27.0,6.0,,1988,0.0
Pete Holohan,RAM,TE,29.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,640.0,10.85,3.0,1.0,,3.0,0.0,0.0,82.0,140.0,143.5,110.5,27.0,5.0,,1988,0.0
Jay Novacek,PHO,TE,26.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,38.0,569.0,14.97,4.0,0.0,,4.0,0.0,0.0,82.0,119.9,122.9,100.9,26.0,6.0,,1988,0.0
Freeman McNeil,NYJ,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,219.0,944.0,4.31,6.0,34.0,288.0,8.47,1.0,3.0,,7.0,0.0,0.0,165.0,196.2,203.7,179.2,25.0,14.0,,1988,0.0
Joe Montana,SFO,QB,32.0,14.0,13.0,238.0,397.0,2981.0,18.0,10.0,38.0,132.0,3.47,3.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,202.0,199.4,216.9,209.4,24.0,7.0,,1988,0.0
Stephone Paige,KAN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,902.0,14.79,7.0,2.0,,7.0,0.0,0.0,132.0,191.2,195.2,160.7,24.0,14.0,,1988,0.0
Gary Clark,WAS,WR,26.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,59.0,892.0,15.12,7.0,2.0,,7.0,0.0,0.0,132.0,188.8,192.8,159.3,23.0,15.0,,1988,0.0
Marcus Allen,RAI,RB,28.0,15.0,15.0,1.0,2.0,21.0,0.0,0.0,223.0,831.0,3.73,7.0,34.0,303.0,8.91,1.0,5.0,,8.0,0.0,0.0,162.0,191.2,199.7,174.2,22.0,15.0,,1988,0.0
Ernest Givins,HOU,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,6.5,0.0,60.0,976.0,16.27,5.0,1.0,,5.0,0.0,0.0,130.0,189.2,192.7,159.2,22.0,16.0,,1988,0.0
J.T. Smith*,PHO,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,83.0,986.0,11.88,5.0,4.0,,5.0,0.0,0.0,130.0,209.1,214.1,167.6,22.0,17.0,,1988,0.0
Lionel Manuel,NYG,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,6.75,0.0,65.0,1029.0,15.83,4.0,1.0,,4.0,0.0,0.0,130.0,193.6,197.1,161.1,21.0,18.0,,1988,0.0
Steve Pelluer,DAL,QB,26.0,16.0,14.0,245.0,435.0,3139.0,17.0,19.0,51.0,314.0,6.16,2.0,0.0,0.0,0.0,0.0,6.0,,2.0,0.0,0.0,199.0,193.0,221.0,212.0,21.0,8.0,,1988,0.0
Art Monk,WAS,WR,31.0,16.0,13.0,0.0,1.0,0.0,0.0,0.0,7.0,46.0,6.57,0.0,72.0,946.0,13.14,5.0,0.0,,5.0,0.0,0.0,129.0,201.2,204.2,165.2,21.0,19.0,,1988,0.0
Reggie Langhorne,CLE,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,13.0,1.0,57.0,780.0,13.68,7.0,3.0,,8.0,0.0,0.0,129.0,182.6,187.1,154.1,20.0,20.0,,1988,0.0
Ferrell Edmunds,MIA,TE,23.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,-8.0,0.0,33.0,575.0,17.42,3.0,4.0,,3.0,0.0,0.0,75.0,103.7,108.7,87.2,19.0,7.0,,1988,0.0
Mark Carrier,TAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,970.0,17.02,5.0,2.0,,5.0,0.0,0.0,127.0,182.0,186.0,153.5,19.0,21.0,,1988,0.0
Dalton Hilliard,NOR,RB,24.0,16.0,8.0,1.0,2.0,27.0,1.0,0.0,204.0,823.0,4.03,5.0,34.0,335.0,9.85,1.0,3.0,,6.0,0.0,0.0,157.0,187.9,195.4,170.9,17.0,16.0,,1988,0.0
Damone Johnson,RAM,TE,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,350.0,8.33,6.0,0.0,,6.0,0.0,0.0,71.0,113.0,116.0,92.0,16.0,8.0,,1988,0.0
Merril Hoge,PIT,RB,23.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,170.0,705.0,4.15,3.0,50.0,487.0,9.74,3.0,8.0,,6.0,0.0,0.0,155.0,197.2,207.2,172.2,15.0,17.0,,1988,0.0
Rodney Holman*,CIN,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,527.0,13.51,3.0,2.0,,3.0,0.0,0.0,71.0,107.7,111.7,88.2,15.0,9.0,,1988,0.0
Joe Morris,NYG,RB,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,307.0,1083.0,3.53,5.0,22.0,166.0,7.55,0.0,7.0,,5.0,0.0,0.0,155.0,169.9,179.4,158.9,15.0,18.0,,1988,0.0
Robert Awalt,PHO,TE,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,454.0,11.64,4.0,1.0,,4.0,0.0,0.0,69.0,107.4,110.9,87.9,14.0,10.0,,1988,0.0
John Elway,DEN,QB,28.0,15.0,15.0,274.0,496.0,3309.0,17.0,19.0,54.0,234.0,4.33,1.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,0.0,192.0,184.8,213.3,203.8,14.0,9.0,,1988,0.0
Mark Jackson,DEN,WR,25.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,46.0,852.0,18.52,6.0,1.0,,6.0,0.0,0.0,122.0,166.7,170.2,143.7,13.0,22.0,,1988,0.0
Robb Riddick,BUF,RB,31.0,15.0,0.0,2.0,2.0,31.0,0.0,0.0,111.0,438.0,3.95,12.0,30.0,282.0,9.4,1.0,3.0,,13.0,0.0,0.0,151.0,178.2,185.7,163.2,11.0,19.0,,1988,0.0
Vance Johnson,DEN,WR,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,68.0,896.0,13.18,5.0,0.0,,5.0,0.0,0.0,120.0,187.7,190.7,153.7,11.0,23.0,,1988,0.0
John Stephens*,NWE,RB,22.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,297.0,1168.0,3.93,4.0,14.0,98.0,7.0,0.0,3.0,,5.0,0.0,0.0,151.0,167.6,172.1,160.6,11.0,20.0,,1988,0.0
Brian Blades,SEA,WR,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,4.8,0.0,40.0,682.0,17.05,8.0,1.0,,8.0,0.0,0.0,119.0,157.6,161.1,137.6,10.0,24.0,,1988,0.0
Gary Anderson,SDG,RB,27.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,225.0,1119.0,4.97,3.0,32.0,182.0,5.69,0.0,5.0,,3.0,0.0,0.0,148.0,175.1,183.6,159.1,8.0,21.0,,1988,0.0
Ray Alexander,DAL,WR,26.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,788.0,14.59,6.0,0.0,,6.0,0.0,0.0,115.0,168.8,171.8,141.8,6.0,25.0,,1988,0.0
Bobby Hebert,NOR,QB,28.0,16.0,16.0,280.0,478.0,3156.0,20.0,15.0,37.0,79.0,2.14,0.0,2.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,184.0,177.1,199.6,191.1,6.0,10.0,,1988,0.0
Warren Moon*,HOU,QB,32.0,11.0,11.0,160.0,294.0,2327.0,17.0,8.0,33.0,88.0,2.67,5.0,0.0,0.0,0.0,0.0,8.0,,5.0,0.0,0.0,184.0,175.9,190.9,183.9,6.0,11.0,,1988,0.0
Earnest Byner,CLE,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,157.0,576.0,3.67,3.0,59.0,576.0,9.76,2.0,5.0,,5.0,0.0,0.0,145.0,199.2,207.7,169.7,5.0,22.0,,1988,0.0
Tim Brown*,RAI,WR,22.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,3.57,1.0,43.0,725.0,16.86,5.0,5.0,,7.0,0.0,0.0,114.0,157.5,163.0,136.0,5.0,26.0,,1988,0.0
Lonzell Hill,NOR,WR,23.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,66.0,703.0,10.65,7.0,3.0,,7.0,0.0,0.0,113.0,176.0,180.5,143.0,5.0,27.0,,1988,0.0
Cris Carter,PHI,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,39.0,761.0,19.51,6.0,0.0,,7.0,0.0,0.0,112.0,157.2,160.2,137.7,4.0,28.0,,1988,0.0
Clarence Kay,DEN,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,352.0,10.35,4.0,1.0,,4.0,0.0,0.0,59.0,92.2,95.7,75.2,4.0,11.0,,1988,0.0
Paul Palmer,KAN,RB,24.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,134.0,452.0,3.37,2.0,53.0,611.0,11.53,4.0,7.0,,6.0,0.0,0.0,142.0,188.3,197.8,161.8,3.0,23.0,,1988,0.0
Bill Brooks,IND,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,12.4,0.0,54.0,867.0,16.06,3.0,1.0,,3.0,0.0,0.0,111.0,163.9,167.4,136.9,2.0,29.0,,1988,0.0
Ron Hall,TAM,TE,24.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,555.0,14.23,0.0,0.0,,0.0,0.0,0.0,56.0,94.5,97.5,75.0,0.0,12.0,,1988,0.0
Hassan Jones,MIN,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,40.0,778.0,19.45,5.0,0.0,,5.0,0.0,0.0,109.0,148.5,151.5,128.5,0.0,30.0,,1988,0.0
Johnny Hector,NYJ,RB,28.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,137.0,561.0,4.09,10.0,26.0,237.0,9.12,0.0,3.0,,10.0,0.0,0.0,140.0,162.8,170.3,149.8,0.0,24.0,,1988,0.0
Bubby Brister,PIT,QB,26.0,13.0,13.0,175.0,370.0,2634.0,11.0,14.0,45.0,209.0,4.64,6.0,0.0,0.0,0.0,0.0,8.0,,6.0,0.0,0.0,178.0,170.3,194.3,184.3,0.0,12.0,,1988,0.0
Jim Kelly*,BUF,QB,28.0,16.0,16.0,269.0,452.0,3380.0,15.0,17.0,35.0,154.0,4.4,0.0,1.0,5.0,5.0,0.0,5.0,,0.0,0.0,0.0,177.0,173.1,198.6,189.6,0.0,14.0,,1988,0.0
Wade Wilson*,MIN,QB,29.0,14.0,10.0,204.0,332.0,2746.0,15.0,9.0,36.0,136.0,3.78,2.0,0.0,0.0,0.0,0.0,4.0,,2.0,0.0,0.0,177.0,173.4,190.4,182.4,0.0,13.0,,1988,0.0
Steve DeBerg,KAN,QB,34.0,13.0,11.0,224.0,414.0,2935.0,16.0,16.0,18.0,30.0,1.67,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,158.0,157.4,176.9,173.4,0.0,15.0,,1988,0.0
Ken O'Brien,NYJ,QB,28.0,14.0,12.0,236.0,424.0,2567.0,15.0,7.0,21.0,25.0,1.19,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,151.0,140.2,155.7,147.2,0.0,16.0,,1988,0.0
Doug Williams,WAS,QB,33.0,11.0,10.0,213.0,380.0,2609.0,15.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,,1.0,0.0,0.0,146.0,140.4,158.4,152.4,0.0,17.0,,1988,0.0
Garry James,DET,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,182.0,552.0,3.03,5.0,39.0,382.0,9.79,2.0,3.0,,7.0,0.0,0.0,135.0,171.4,178.9,151.9,0.0,25.0,,1988,0.0
Lorenzo Hampton,MIA,RB,26.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,117.0,414.0,3.54,9.0,23.0,204.0,8.87,3.0,2.0,,12.0,0.0,0.0,134.0,154.8,161.8,143.3,0.0,26.0,,1988,0.0
Dave Krieg*,SEA,QB,30.0,9.0,9.0,134.0,228.0,1741.0,18.0,8.0,24.0,64.0,2.67,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,132.0,126.0,140.0,134.0,0.0,18.0,,1988,0.0
Kelvin Bryant,WAS,RB,28.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,108.0,498.0,4.61,1.0,42.0,447.0,10.64,5.0,3.0,,6.0,0.0,0.0,131.0,169.5,177.0,148.5,0.0,27.0,,1988,0.0
Vinny Testaverde,TAM,QB,25.0,15.0,15.0,222.0,466.0,3240.0,13.0,35.0,28.0,138.0,4.93,1.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,0.0,131.0,123.4,168.4,158.4,0.0,19.0,,1988,0.0
Don Majkowski,GNB,QB,24.0,13.0,9.0,178.0,336.0,2119.0,9.0,11.0,47.0,225.0,4.79,1.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,0.0,127.0,119.3,140.3,130.3,0.0,20.0,,1988,0.0
Chris Miller,ATL,QB,23.0,13.0,13.0,184.0,351.0,2133.0,11.0,12.0,31.0,138.0,4.45,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,125.0,123.1,142.1,135.1,0.0,21.0,,1988,0.0
Stump Mitchell,PHO,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,164.0,726.0,4.43,4.0,25.0,214.0,8.56,1.0,6.0,,5.0,0.0,0.0,124.0,143.0,152.0,130.5,0.0,28.0,,1988,0.0
Mark Rypien,WAS,QB,26.0,9.0,6.0,114.0,208.0,1730.0,18.0,13.0,9.0,31.0,3.44,1.0,0.0,0.0,0.0,0.0,6.0,,1.0,0.0,0.0,124.0,118.3,137.3,131.3,0.0,22.0,,1988,0.0
Thurman Thomas,BUF,RB,22.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,207.0,881.0,4.26,2.0,18.0,208.0,11.56,0.0,9.0,,2.0,0.0,0.0,121.0,129.9,140.4,120.9,0.0,29.0,,1988,0.0
Tony Dorsett,DEN,RB,34.0,16.0,13.0,1.0,2.0,7.0,1.0,0.0,181.0,703.0,3.88,5.0,16.0,122.0,7.63,0.0,6.0,,5.0,0.0,0.0,117.0,126.8,135.8,118.8,0.0,30.0,,1988,0.0
Allen Pinkett,HOU,RB,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,122.0,513.0,4.2,7.0,12.0,114.0,9.5,2.0,2.0,,9.0,0.0,0.0,117.0,126.7,133.7,120.7,0.0,31.0,,1988,0.0
Jay Schroeder,RAI,QB,27.0,9.0,8.0,113.0,256.0,1839.0,13.0,13.0,29.0,109.0,3.76,1.0,0.0,0.0,0.0,0.0,6.0,,1.0,0.0,0.0,116.0,110.5,132.5,123.5,0.0,23.0,,1988,0.0
Brent Fullwood,GNB,RB,25.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,101.0,483.0,4.78,7.0,20.0,128.0,6.4,1.0,6.0,,8.0,0.0,0.0,109.0,123.1,132.1,113.1,0.0,32.0,,1988,0.0
Stephen Baker,NYG,WR,24.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,656.0,16.4,7.0,0.0,,7.0,0.0,0.0,108.0,147.6,150.6,127.6,0.0,31.0,,1988,0.0
Bernie Kosar,CLE,QB,25.0,9.0,9.0,156.0,259.0,1890.0,10.0,7.0,12.0,-1.0,-0.08,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,108.0,107.5,117.5,114.5,0.0,24.0,,1988,0.0
Anthony Toney,PHI,RB,26.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,139.0,502.0,3.61,4.0,34.0,256.0,7.53,1.0,2.0,,5.0,0.0,0.0,106.0,137.8,144.8,120.8,0.0,33.0,,1988,0.0
Chris Chandler,IND,QB,23.0,15.0,13.0,129.0,233.0,1619.0,8.0,12.0,46.0,139.0,3.02,3.0,0.0,0.0,0.0,0.0,8.0,,3.0,0.0,0.0,105.0,96.7,118.7,108.7,0.0,25.0,,1988,0.0
Mervyn Fernandez,RAI,WR,29.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,31.0,805.0,25.97,4.0,0.0,,4.0,0.0,0.0,105.0,136.4,139.4,120.9,0.0,32.0,,1988,0.0
Tim McGee,CIN,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,686.0,19.06,6.0,0.0,,6.0,0.0,0.0,105.0,140.6,143.6,122.6,0.0,33.0,,1988,0.0
Alfred Anderson,MIN,RB,27.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,87.0,300.0,3.45,7.0,23.0,242.0,10.52,1.0,3.0,,8.0,0.0,0.0,102.0,122.2,129.7,110.7,0.0,34.0,,1988,0.0
Jim Jensen,MIA,WR,30.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,68.0,6.8,0.0,58.0,652.0,11.24,5.0,2.0,,5.0,0.0,0.0,102.0,158.0,162.0,129.0,0.0,34.0,,1988,0.0
Mark Malone,SDG,QB,30.0,12.0,8.0,147.0,272.0,1580.0,6.0,13.0,37.0,169.0,4.57,4.0,0.0,0.0,0.0,0.0,6.0,,4.0,0.0,0.0,102.0,96.1,118.1,109.1,0.0,26.0,,1988,0.0
