,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
51,Haven Moses,DEN,WR,30,14,14,0,0,0,0,0,1,-4,-4.00,0,25,498,19.92,7,0,,7,,,91,116.4,119.4,103.9,20,20,50,
52,Mike Livingston,KAN,QB,31,14,14,189,338,2682,12,13,31,89,2.87,2,0,0,,0,4,,2,,,150,146.2,164.2,159.2,19,9,51,
53,Nat Moore,MIA,WR,25,9,9,0,0,0,0,0,4,36,9.00,0,33,625,18.94,4,1,,4,,,90,122.1,125.6,105.6,19,21,52,
54,J.V. Cain,STL,TE,25,14,14,0,0,0,0,0,0,0,,0,26,400,15.38,5,0,,5,,,70,96.0,99.0,83.0,16,7,53,
55,Jean Fugett,WAS,TE,25,12,12,0,0,0,0,0,2,0,0.00,0,27,334,12.37,6,2,,6,,,69,94.4,98.4,80.9,16,8,54,
56,Mark van Eeghen,OAK,RB,24,14,14,0,0,0,0,0,233,1012,4.34,3,17,173,10.18,0,3,,3,,,137,150.5,158.0,142.0,15,17,55,
57,James Scott,CHI,WR,24,11,8,0,0,0,0,0,2,-4,-2.00,0,26,512,19.69,6,0,,6,,,87,112.8,115.8,99.8,15,22,56,
58,Jim Zorn,SEA,QB,23,14,14,208,439,2571,12,27,52,246,4.73,4,0,0,,0,7,,4,,,145,138.4,174.9,165.4,14,10,57,
59,Terry Metcalf,STL,RB,25,12,12,0,1,0,0,0,134,537,4.01,3,33,388,11.76,4,15,,7,,,135,152.5,166.0,136.0,13,18,58,
60,Ahmad Rashad,MIN,WR,27,13,11,0,0,0,0,0,0,0,,0,53,671,12.66,3,1,,3,,,85,137.1,140.6,110.6,13,23,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Ike Harris,STL,WR,24,12,12,0,0,0,0,0,0,0,,0,52,782,15.04,1,0,,1,,,84,136.2,139.2,110.2,12,24,60,
63,Raymond Chester,BAL,TE,28,14,14,0,0,0,0,0,0,0,,0,24,467,19.46,3,0,,3,,,65,88.7,91.7,76.7,10,9,61,
64,Gene Washington,SFO,WR,29,14,14,0,0,0,0,0,1,3,3.00,0,33,457,13.85,6,0,,6,,,82,115.0,118.0,98.5,9,25,62,
65,Boobie Clark,CIN,RB,26,13,9,0,0,0,0,0,151,671,4.44,7,23,158,6.87,1,3,,8,,,131,150.9,158.4,139.4,9,19,63,
66,Sam Cunningham,NWE,RB,26,11,11,0,0,0,0,0,172,824,4.79,3,27,299,11.07,0,5,,3,,,130,152.3,160.8,138.8,8,20,64,
67,Harold Carmichael,PHI,WR,27,14,14,0,2,0,0,0,0,0,,0,42,503,11.98,5,0,,5,,,80,122.3,125.3,101.3,8,26,65,
68,Henry Childs,NOR,TE,25,14,11,0,0,0,0,0,1,16,16.00,1,26,349,13.42,3,0,,4,,,61,86.5,89.5,73.5,5,10,66,
69,Dexter Bussey,DET,RB,24,14,14,0,0,0,0,0,196,858,4.38,3,28,218,7.79,0,6,,3,,,126,147.6,156.6,133.6,3,21,67,
70,Morris Owens,2TM,WR,23,14,10,0,0,0,0,0,2,2,1.00,0,30,390,13.00,6,1,,6,,,75,104.2,107.7,89.2,2,27,68,
71,Sam McCullum,SEA,WR,24,14,13,0,0,0,0,0,0,0,,0,32,506,15.81,4,0,,4,,,75,106.6,109.6,90.6,1,28,69,
72,Wilbur Jackson,SFO,RB,25,14,14,0,0,0,0,0,200,792,3.96,1,33,324,9.82,1,3,,2,,,124,153.6,161.1,137.1,1,22,70,
73,Don McCauley,BAL,RB,27,13,1,0,0,0,0,0,69,227,3.29,9,34,347,10.21,2,2,,11,,,123,155.4,162.4,138.4,,23,71,
74,Billy Johnson,HOU,WR,24,14,13,0,0,0,0,0,6,6,1.00,0,47,495,10.53,4,3,,4,,,74,118.1,122.6,94.6,,29,72,
75,Dan Fouts,SDG,QB,25,14,13,208,359,2535,14,15,18,65,3.61,0,0,0,,0,8,,0,,,134,125.9,147.9,140.9,,11,73,
76,Russ Francis *,NWE,TE,23,13,12,0,0,0,0,0,2,12,6.00,0,26,367,14.12,3,1,,3,,,56,80.9,84.4,67.9,,11,74,
77,Doug Kotar,NYG,RB,25,14,14,0,0,0,0,0,185,731,3.95,3,36,319,8.86,0,3,,3,,,123,156.0,163.5,138.0,,24,75,
78,Charlie Smith,PHI,WR,26,14,14,0,0,0,0,0,9,25,2.78,1,27,412,15.26,4,0,,5,,,74,100.7,103.7,87.2,,30,76,
79,Bob Tucker,NYG,TE,31,14,14,0,0,0,0,0,0,0,,0,42,498,11.86,1,1,,1,,,56,96.8,100.3,75.8,,12,77,
80,Brian Sipe,CLE,QB,27,14,12,178,312,2113,17,14,18,71,3.94,0,0,0,,0,7,,0,,,134,125.6,145.1,139.6,,12,78,
81,Sherman Smith,SEA,RB,22,12,9,0,2,0,0,0,119,537,4.51,4,36,384,10.67,1,8,,5,,,122,150.1,160.1,132.1,,25,,
82,Ronnie Coleman,HOU,RB,25,13,13,0,1,0,0,1,171,684,4.00,2,40,247,6.18,3,8,,6,,,121,159.1,170.1,140.1,,26,,
83,Bob Griese,MIA,QB,31,13,13,162,272,2097,11,12,23,108,4.70,0,0,0,,0,3,,0,,,115,111.7,131.2,123.7,,13,,
84,Steve Jones,STL,RB,25,13,4,0,0,0,0,0,113,451,3.99,8,29,152,5.24,1,2,,9,,,114,141.3,148.3,126.8,,27,,
85,Benny Malone,MIA,RB,24,14,12,0,0,0,0,0,186,797,4.28,4,9,103,11.44,0,3,,4,,,114,120.0,127.5,115.5,,28,,
86,John Cappelletti,RAM,RB,24,14,14,0,0,0,0,0,177,688,3.89,1,30,302,10.07,1,3,,2,,,111,138.0,145.5,123.0,,29,,
87,Roland Harper,CHI,RB,23,14,14,0,0,0,0,0,147,625,4.25,2,29,291,10.03,1,2,,3,,,110,136.6,143.6,122.1,,30,,
88,Terry Bradshaw,PIT,QB,28,10,8,92,192,1177,10,9,31,219,7.06,3,0,0,,0,7,,3,,,109,102.0,120.5,111.0,,14,,
89,Lawrence Gaines,DET,RB,23,14,7,0,0,0,0,0,155,659,4.25,4,23,130,5.65,1,7,,5,,,109,124.9,134.4,113.4,,31,,
90,Chuck Muncie,NOR,RB,23,12,11,0,0,0,0,0,149,659,4.42,2,31,272,8.77,0,6,,2,,,105,130.1,139.1,114.6,,32,,
91,Jim Otis,STL,RB,28,14,11,0,0,0,0,0,233,891,3.82,2,2,15,7.50,0,7,,2,,,103,97.6,104.1,96.6,,33,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Cleo Miller,CLE,RB,24,12,12,0,0,0,0,0,153,613,4.01,4,16,145,9.06,0,8,,4,,,100,107.8,117.8,99.8,,34,,
94,Steve Ramsey,DEN,QB,28,12,12,128,270,1931,11,13,13,51,3.92,0,0,0,,0,5,,0,,,100,95.3,113.8,108.3,,15,,
95,Scott Laidlaw,DAL,RB,23,13,7,0,0,0,0,0,94,424,4.51,3,38,325,8.55,1,5,,4,,,99,131.9,140.4,112.9,,35,,
96,James Harris,RAM,QB,29,7,5,91,158,1460,8,6,12,76,6.33,2,0,0,,0,5,,2,,,98,93.0,104.5,99.0,,16,,
97,John Riggins,WAS,RB,27,14,14,0,0,0,0,0,162,572,3.53,3,21,172,8.19,1,6,,4,,,98,113.4,122.4,102.9,,36,,
98,Fred Willis,HOU,RB,29,13,12,0,0,0,0,0,148,542,3.66,2,32,255,7.97,1,3,,3,,,98,126.7,134.2,110.7,,37,,
99,Doug Dennison,DAL,RB,25,14,10,0,0,0,0,0,153,542,3.54,6,8,67,8.38,0,3,,6,,,97,101.9,106.4,97.9,,38,,
100,Dan Pastorini,HOU,QB,27,13,10,167,309,1795,10,10,11,45,4.09,0,0,0,,0,6,,0,,,96,90.3,106.3,100.3,,17,,
101,Don Woods,SDG,RB,25,11,10,1,2,11,1,0,126,450,3.57,3,34,224,6.59,1,1,,4,,,96,128.8,135.3,111.8,,39,,
102,Archie Griffin,CIN,RB,22,14,14,0,0,0,0,0,138,625,4.53,3,16,138,8.63,0,2,,3,,,94,108.3,115.3,100.3,,40,,
103,Norm Bulaich,MIA,RB,30,11,7,0,0,0,0,0,122,540,4.43,4,28,151,5.39,0,1,,4,,,93,120.1,126.6,106.1,,42,,
104,Brent McClanahan,MIN,RB,25,13,13,0,0,0,0,0,130,382,2.94,4,40,252,6.30,1,5,,5,,,93,128.4,136.9,108.4,,41,,
105,Jim Plunkett,SFO,QB,29,12,12,126,243,1592,13,16,19,95,5.00,0,0,0,,0,1,,0,,,93,92.2,111.7,108.2,,18,,
106,Pat Haden,RAM,QB,23,10,7,60,105,896,8,4,25,84,3.36,4,0,0,,0,0,,4,,,92,92.2,99.2,96.2,,19,,
107,Willard Harrell,GNB,RB,24,13,3,1,4,40,1,1,130,435,3.35,3,17,201,11.82,1,9,,4,,,91,99.2,110.7,91.7,,43,,
108,Roosevelt Leaks,BAL,RB,23,13,13,0,0,0,0,0,118,445,3.77,7,8,43,5.38,0,3,,7,,,91,95.8,100.3,91.8,,44,,
109,Clarence Davis,OAK,RB,27,12,12,0,0,0,0,0,114,516,4.53,3,27,191,7.07,0,6,,3,,,89,109.7,118.7,96.2,,45,,
110,Mike Boryla,PHI,QB,25,11,10,123,246,1247,9,14,29,166,5.72,2,0,0,,0,3,,2,,,86,83.5,105.0,97.5,,20,,
111,Joe Ferguson,BUF,QB,26,7,7,74,151,1086,9,1,18,81,4.50,0,0,0,,0,2,,0,,,86,83.5,88.5,84.5,,21,,
112,Larry Csonka,NYG,RB,30,12,12,0,0,0,0,0,160,569,3.56,4,6,39,6.50,0,2,,4,,,85,88.8,92.8,85.8,,46,,
113,Don Calhoun,NWE,RB,24,14,3,0,0,0,0,0,129,721,5.59,1,12,56,4.67,0,4,,1,,,84,91.7,96.7,85.7,,47,,
114,Ed Podolak,KAN,RB,29,10,4,0,0,0,0,0,88,371,4.22,5,13,156,12.00,0,2,,5,,,83,93.7,100.7,87.2,,48,,
115,Bubba Bean,ATL,RB,22,14,8,1,1,49,1,0,124,428,3.45,2,16,148,9.25,1,4,,3,,,82,93.6,101.6,85.6,,49,,
116,Jon Keyworth,DEN,RB,26,14,13,0,0,0,0,0,122,349,2.86,3,22,201,9.14,1,1,,4,,,79,100.0,106.5,89.0,,50,,
117,Bob Avellini,CHI,QB,23,14,14,118,271,1580,8,15,18,58,3.22,1,0,0,,0,3,,1,,,77,74.0,93.5,89.0,,23,,
118,Louis Carter,TAM,RB,23,14,8,2,5,24,1,0,171,521,3.05,1,20,135,6.75,0,2,,1,,,77,94.6,101.6,84.6,,51,,
119,Billy Kilmer,WAS,QB,37,10,9,108,206,1252,12,10,13,-7,-0.54,0,0,0,,0,3,,0,,,77,74.4,88.9,84.4,,22,,
120,Craig Morton,NYG,QB,33,12,12,153,284,1865,9,20,15,48,3.20,0,0,0,,0,7,,0,,,75,68.4,94.9,88.4,,24,,
121,Tommy Reamon,KAN,RB,24,11,4,0,0,0,0,0,103,314,3.05,4,10,136,13.60,1,7,,5,,,75,78.0,87.5,73.0,,52,,
122,Pete Banaszak,OAK,RB,32,14,1,0,0,0,0,0,114,370,3.25,5,15,74,4.93,0,2,,5,,,74,87.4,91.4,79.9,,53,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Barty Smith,GNB,RB,24,8,5,0,0,0,0,0,97,355,3.66,5,11,88,8.00,0,4,,5,,,74,81.3,86.3,75.8,,54,,
125,Steve Spurrier,TAM,QB,31,14,12,156,311,1628,7,12,12,48,4.00,0,0,0,,0,5,,0,,,74,68.9,86.4,80.9,,25,,
126,Haskel Stanback,ATL,RB,24,14,7,0,0,0,0,0,95,324,3.41,3,21,174,8.29,1,2,,4,,,74,92.8,99.8,82.3,,55,,
127,Bobby Douglass,NOR,QB,29,11,6,103,213,1288,4,8,21,92,4.38,2,1,-2,-2.00,0,1,,2,,,73,72.5,84.0,80.0,,26,,
128,Preston Pearson,DAL,RB,31,10,2,0,0,0,0,0,68,233,3.43,1,23,316,13.74,2,1,,3,,,73,94.9,101.4,83.4,,56,,
129,Larry Brunson,KAN,WR,27,14,14,0,0,0,0,0,3,-1,-0.33,0,33,656,19.88,1,2,,1,,,72,102.5,106.5,86.0,,32,,
130,Henry Marshall,KAN,WR,22,14,14,0,0,0,0,0,5,101,20.20,1,28,443,15.82,2,1,,3,,,72,99.4,105.9,85.4,,31,,
131,Robert Newhouse,DAL,RB,26,14,7,0,0,0,0,0,116,450,3.88,3,15,86,5.73,0,2,,3,,,72,84.6,88.6,77.1,,57,,
132,Gary Marangi,BUF,QB,24,11,7,82,232,998,7,16,39,230,5.90,2,0,0,,0,12,,2,,,71,58.9,86.9,74.9,,27,,
133,Ken Payne,GNB,WR,26,14,14,0,0,0,0,0,0,0,,0,33,467,14.15,4,1,,4,,,71,102.7,106.2,86.2,,33,,
134,Tom Sullivan,PHI,RB,26,13,8,0,0,0,0,0,99,399,4.03,2,14,116,8.29,1,1,,3,,,70,82.5,89.0,75.5,,58,,
135,Lynn Swann,PIT,WR,24,12,10,0,0,0,0,0,1,2,2.00,0,28,516,18.43,3,0,,3,,,70,97.8,100.8,83.8,,34,,
136,Freddie Solomon,MIA,WR,23,10,8,0,1,0,0,0,4,60,15.00,1,27,453,16.78,2,0,,4,,,69,102.3,105.3,88.8,,35,,
137,Joe Theismann,WAS,QB,27,14,5,79,163,1036,8,10,17,97,5.71,1,0,0,,0,2,,1,,,69,67.1,81.1,77.1,,28,,
138,Lynn Dickey,GNB,QB,27,10,10,115,243,1465,7,14,11,19,1.73,1,0,0,,0,7,,1,,,67,59.5,80.0,73.5,,29,,
139,Steve Davis,NYJ,RB,28,12,8,0,0,0,0,0,94,418,4.45,3,8,57,7.13,0,6,,3,,,66,67.5,73.5,63.5,,59,,
140,Darryl Stingley,NWE,WR,25,13,13,0,0,0,0,0,8,45,5.63,0,17,370,21.76,4,1,,4,,,66,81.5,85.0,73.0,,36,,
141,Mike Hogan,PHI,RB,22,8,8,0,0,0,0,0,123,561,4.56,0,15,89,5.93,0,4,,0,,,65,76.0,81.0,68.5,,60,,
142,Steve Odom,GNB,WR,24,12,11,0,0,0,0,0,4,78,19.50,0,23,456,19.83,2,2,,2,,,65,86.4,90.4,74.9,,37,,
143,Lenvil Elliott,CIN,RB,25,12,0,0,0,0,0,0,69,276,4.00,0,22,188,8.55,3,5,,3,,,64,81.4,89.9,70.4,,61,,
144,Jeff Kinney,2TM,RB,27,13,7,0,0,0,0,0,117,482,4.12,1,14,78,5.57,0,3,,1,,,62,73.0,77.5,66.0,,62,,
145,Wayne Morris,STL,RB,22,14,1,0,0,0,0,0,64,292,4.56,3,8,75,9.38,1,4,,4,,,61,64.7,69.7,60.7,,64,,
146,Ed Williams,TAM,RB,26,12,10,0,0,0,0,0,87,324,3.72,2,23,166,7.22,0,2,,2,,,61,82.0,89.0,70.5,,63,,
147,Ed Marinaro,NYJ,RB,26,6,5,0,0,0,0,0,77,312,4.05,2,21,168,8.00,0,1,,2,,,60,80.0,86.5,69.5,,65,,
148,Don Testerman,SEA,RB,24,14,8,0,0,0,0,0,67,246,3.67,1,25,232,9.28,1,2,,2,,,60,82.8,89.8,70.3,,66,,
149,Golden Richards,DAL,WR,26,11,9,0,0,0,0,0,0,0,,0,19,414,21.79,3,0,,3,,,59,78.4,81.4,68.9,,38,,
150,John Brockington,GNB,RB,28,14,9,0,0,0,0,0,117,406,3.47,2,11,49,4.45,0,3,,2,,,58,65.5,70.0,60.0,,67,,
151,Bobby Scott,NOR,QB,27,11,8,103,190,1065,4,6,12,48,4.00,1,0,0,,0,3,,1,,,57,54.4,64.9,60.4,,30,,
152,Gordon Bell,NYG,RB,23,14,0,0,0,0,0,0,67,233,3.48,2,25,198,7.92,0,2,,2,,,55,78.1,85.1,65.6,,68,,
153,Eric Torkelson,GNB,RB,24,14,11,0,0,0,0,0,88,289,3.28,2,19,140,7.37,0,3,,2,,,55,70.9,78.4,61.4,,69,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Don Herrmann,NOR,WR,29,14,14,0,0,0,0,0,0,0,,0,34,535,15.74,0,0,,0,,,54,87.5,90.5,70.5,,39,,
156,Mike Esposito,ATL,RB,23,10,4,0,1,0,0,0,60,317,5.28,2,17,88,5.18,0,4,,2,,,53,65.5,70.5,57.0,,71,,
157,David Hill,DET,TE,22,14,1,0,1,0,0,1,0,0,,0,19,249,13.11,5,2,,5,,,53,69.9,74.9,61.4,,13,,
158,Robert Miller,MIN,RB,23,14,1,0,0,0,0,0,67,286,4.27,0,23,181,7.87,1,2,,1,,,53,73.7,80.7,62.2,,70,,
159,Rick Upchurch*+,DEN,WR,24,13,9,0,0,0,0,0,6,71,11.83,1,12,340,28.33,1,5,,6,,,53,84.1,89.6,78.1,,40,,
160,Rich Caster,NYJ,TE,28,14,14,0,0,0,0,0,6,73,12.17,0,31,391,12.61,1,1,,1,,,52,82.4,85.9,66.9,,14,,
161,David Knight,NYJ,WR,25,14,13,0,0,0,0,0,0,0,,0,20,403,20.15,2,0,,2,,,52,72.3,75.3,62.3,,41,,
162,Willie McGee,SFO,WR,26,6,6,0,0,0,0,0,3,12,4.00,0,13,269,20.69,4,0,,4,,,52,65.1,68.1,58.6,,42,,
163,Jim Mandich,MIA,TE,28,14,3,0,0,0,0,0,0,0,,0,22,260,11.82,4,0,,4,,,50,72.0,75.0,61.0,,15,,
164,Reggie Harrison,PIT,RB,25,12,0,0,0,0,0,0,54,235,4.35,4,2,19,9.50,0,1,,4,,,49,50.4,53.9,49.4,,72,,
165,Essex Johnson,TAM,RB,30,14,1,0,0,0,0,0,47,166,3.53,1,25,201,8.04,1,3,,2,,,49,70.7,78.2,58.2,,75,,
166,Horace King,DET,RB,23,7,7,0,0,0,0,0,93,325,3.49,0,21,163,7.76,0,4,,0,,,49,65.8,73.8,55.3,,74,,
167,Hugh McKinnis,SEA,RB,28,11,5,0,0,0,0,0,46,105,2.28,4,13,148,11.38,0,1,,4,,,49,61.3,67.8,54.8,,73,,
168,Larry Poole,CLE,RB,24,13,1,0,0,0,0,0,78,356,4.56,1,14,70,5.00,0,2,,1,,,49,60.6,64.6,53.6,,76,,
169,Woody Green,KAN,RB,25,6,6,0,0,0,0,0,73,322,4.41,1,9,100,11.11,0,2,,1,,,48,55.2,62.2,50.7,,77,,
