Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 33,Year
Randy Moss,MIN,WR,24.0,16.0,16.0,1.0,1.0,29.0,0.0,0.0,3.0,38.0,12.67,0.0,154.0,82.0,1233.0,15.04,10.0,0.0,,10.0,0.0,0.0,188.0,270.3,273.3,229.3,59.0,5.0,,2001
Brett Favre *,GNB,QB,32.0,16.0,16.0,314.0,510.0,3921.0,32.0,15.0,38.0,56.0,1.47,1.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,0.0,1.0,268.0,256.4,280.4,271.4,58.0,5.0,,2001
Tony Gonzalez*+,KAN,TE,25.0,16.0,16.0,1.0,1.0,40.0,0.0,0.0,1.0,9.0,9.0,0.0,118.0,73.0,917.0,12.56,6.0,0.0,,6.0,1.0,0.0,132.0,205.2,208.2,168.7,57.0,1.0,,2001
Peyton Manning,IND,QB,25.0,16.0,16.0,343.0,547.0,4131.0,26.0,23.0,35.0,157.0,4.49,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,2.0,267.0,260.9,292.9,283.9,57.0,6.0,,2001
Jimmy Smith*,JAX,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,0.0,176.0,112.0,1373.0,12.26,8.0,1.0,,8.0,0.0,0.0,185.0,297.0,300.0,241.0,56.0,6.0,,2001
Donovan McNabb*,PHI,QB,25.0,16.0,16.0,285.0,493.0,3233.0,25.0,12.0,82.0,482.0,5.88,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,266.0,259.5,280.5,271.5,55.0,7.0,,2001
Dominic Rhodes,IND,RB,22.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,233.0,1104.0,4.74,9.0,55.0,34.0,224.0,6.59,0.0,6.0,6.0,10.0,0.0,0.0,187.0,214.8,226.8,197.8,52.0,11.0,,2001
Joe Horn*,NOR,WR,29.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,156.0,83.0,1265.0,15.24,9.0,1.0,,9.0,0.0,0.0,181.0,263.9,266.9,222.4,52.0,7.0,,2001
Garrison Hearst*,SFO,RB,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,252.0,1206.0,4.79,4.0,55.0,41.0,347.0,8.46,1.0,1.0,1.0,5.0,0.0,0.0,185.0,224.3,231.3,203.8,50.0,12.0,,2001
Torry Holt*,STL,WR,25.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,133.0,81.0,1363.0,16.83,7.0,2.0,,7.0,0.0,0.0,178.0,259.3,262.3,218.8,49.0,8.0,,2001
Aaron Brooks,NOR,QB,25.0,16.0,16.0,312.0,558.0,3832.0,26.0,22.0,80.0,358.0,4.48,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0,1.0,257.0,253.1,283.1,275.1,47.0,8.0,,2001
Marcus Pollard,IND,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,47.0,739.0,15.72,8.0,0.0,,8.0,0.0,0.0,122.0,168.9,171.9,145.4,47.0,2.0,,2001
Tim Brown*,OAK,WR,35.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,9.75,0.0,140.0,91.0,1165.0,12.8,9.0,1.0,1.0,10.0,0.0,0.0,174.0,269.4,273.4,223.9,45.0,9.0,,2001
Anthony Thomas,CHI,RB,24.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,278.0,1183.0,4.26,7.0,30.0,22.0,178.0,8.09,0.0,0.0,,7.0,1.0,0.0,180.0,202.1,208.1,191.1,45.0,13.0,,2001
Derrick Mason,TEN,WR,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,73.0,1128.0,15.45,9.0,2.0,1.0,10.0,1.0,0.0,169.0,245.8,249.8,209.3,40.0,10.0,,2001
Jerry Rice,OAK,WR,39.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,83.0,1139.0,13.72,9.0,1.0,,9.0,0.0,0.0,168.0,250.9,253.9,209.4,39.0,11.0,,2001
Curtis Conway,SDG,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,116.0,16.57,1.0,126.0,71.0,1125.0,15.85,6.0,1.0,1.0,7.0,0.0,0.0,166.0,235.1,242.1,199.6,37.0,12.0,,2001
Kevin Johnson,CLE,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,84.0,1097.0,13.06,9.0,2.0,,9.0,0.0,0.0,164.0,247.7,250.7,205.7,35.0,13.0,,2001
Lamar Smith,MIA,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,313.0,968.0,3.09,6.0,35.0,30.0,234.0,7.8,2.0,6.0,5.0,8.0,0.0,0.0,168.0,188.2,199.2,173.2,33.0,14.0,,2001
Tiki Barber,NYG,RB,26.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,166.0,865.0,5.21,4.0,98.0,72.0,577.0,8.01,0.0,8.0,2.0,4.0,1.0,0.0,168.0,238.2,246.2,202.2,33.0,15.0,,2001
Marty Booker,CHI,WR,25.0,16.0,16.0,1.0,2.0,34.0,1.0,0.0,4.0,8.0,2.0,0.0,157.0,100.0,1071.0,10.71,8.0,2.0,1.0,8.0,0.0,0.0,161.0,259.3,263.3,209.3,32.0,14.0,,2001
Kordell Stewart*,PIT,QB,29.0,16.0,16.0,266.0,442.0,3109.0,14.0,11.0,96.0,537.0,5.59,5.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,5.0,0.0,0.0,242.0,236.1,256.1,247.1,32.0,9.0,,2001
Troy Brown*,NWE,WR,30.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,91.0,8.27,0.0,142.0,101.0,1199.0,11.87,5.0,2.0,1.0,7.0,0.0,0.0,159.0,270.0,274.0,219.5,30.0,15.0,,2001
Stacey Mack,JAX,RB,26.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,213.0,877.0,4.12,9.0,34.0,23.0,165.0,7.17,1.0,3.0,1.0,10.0,0.0,0.0,164.0,185.2,192.2,173.7,29.0,16.0,,2001
Darrell Jackson,SEA,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,132.0,70.0,1081.0,15.44,8.0,0.0,,8.0,0.0,0.0,157.0,227.0,230.0,192.0,28.0,16.0,,2001
Charlie Garner,OAK,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,211.0,839.0,3.98,1.0,91.0,72.0,578.0,8.03,2.0,2.0,2.0,3.0,0.0,0.0,162.0,227.7,235.7,191.7,27.0,17.0,,2001
Mike Alstott *,TAM,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,165.0,680.0,4.12,10.0,50.0,35.0,231.0,6.6,1.0,2.0,2.0,11.0,2.0,0.0,161.0,192.1,200.1,174.6,26.0,18.0,,2001
Qadry Ismail,BAL,WR,31.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,74.0,1059.0,14.31,7.0,1.0,1.0,7.0,1.0,0.0,150.0,221.9,225.9,184.9,21.0,17.0,,2001
Keenan McCardell,JAX,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,93.0,1110.0,11.94,6.0,1.0,1.0,6.0,1.0,0.0,149.0,240.0,244.0,193.5,20.0,18.0,,2001
Isaac Bruce*,STL,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,5.75,0.0,103.0,64.0,1106.0,17.28,6.0,4.0,2.0,6.0,0.0,0.0,149.0,208.9,213.9,176.9,20.0,19.0,,2001
Jay Fiedler,MIA,QB,30.0,16.0,16.0,273.0,450.0,3290.0,20.0,19.0,73.0,321.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,230.0,221.7,250.7,240.7,20.0,10.0,,2001
Shannon Sharpe*,BAL,TE,33.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,73.0,811.0,11.11,2.0,1.0,1.0,2.0,0.0,0.0,93.0,164.1,168.1,127.6,18.0,3.0,,2001
Desmond Clark,DEN,?,24.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,51.0,566.0,11.1,6.0,3.0,,6.0,0.0,0.0,93.0,143.6,146.6,118.1,17.0,4.0,,2001
Bill Schroeder,GNB,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,93.0,53.0,918.0,17.32,9.0,1.0,,9.0,0.0,0.0,146.0,199.4,202.4,172.9,17.0,20.0,,2001
Frank Wycheck,TEN,TE,30.0,16.0,16.0,1.0,1.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,84.0,60.0,672.0,11.2,4.0,0.0,,4.0,0.0,0.0,92.0,152.1,155.1,122.1,17.0,5.0,,2001
Eddie George,TEN,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,315.0,939.0,2.98,5.0,51.0,37.0,279.0,7.54,0.0,8.0,6.0,5.0,0.0,0.0,152.0,176.8,188.8,158.3,17.0,19.0,,2001
Duce Staley,PHI,RB,26.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,166.0,604.0,3.64,2.0,91.0,63.0,626.0,9.94,2.0,3.0,1.0,4.0,0.0,0.0,147.0,208.0,215.0,176.5,12.0,20.0,,2001
Peerless Price,BUF,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,97.0,16.17,0.0,111.0,55.0,895.0,16.27,7.0,2.0,1.0,7.0,0.0,0.0,141.0,194.2,198.2,166.7,12.0,21.0,,2001
Bubba Franks*,GNB,TE,23.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,322.0,8.94,9.0,0.0,,9.0,0.0,0.0,86.0,122.2,125.2,104.2,11.0,6.0,,2001
Johnnie Morton,DET,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,144.0,77.0,1154.0,14.99,4.0,1.0,1.0,4.0,0.0,0.0,140.0,215.0,219.0,176.5,11.0,22.0,,2001
Laveranues Coles,NYJ,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,108.0,10.8,0.0,102.0,59.0,868.0,14.71,7.0,1.0,,7.0,0.0,0.0,140.0,198.6,204.6,169.1,10.0,23.0,,2001
Byron Chamberlain*,MIN,TE,30.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,57.0,666.0,11.68,3.0,1.0,1.0,3.0,0.0,0.0,85.0,139.6,143.6,111.1,9.0,7.0,,2001
Tony Carter,DEN,?,29.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,14.0,11.0,83.0,7.55,0.0,1.0,1.0,0.0,0.0,0.0,9.0,17.7,18.7,12.2,9.0,1.0,,2001
James Thrash,PHI,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,9.5,0.0,108.0,63.0,833.0,13.22,8.0,1.0,1.0,8.0,0.0,0.0,137.0,198.0,202.0,166.5,8.0,24.0,,2001
David Sloan,DET,TE,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,37.0,409.0,11.05,7.0,0.0,,7.0,0.0,0.0,83.0,119.9,122.9,101.4,8.0,8.0,,2001
Plaxico Burress,PIT,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,66.0,1008.0,15.27,6.0,1.0,,6.0,0.0,0.0,137.0,202.8,205.8,169.8,8.0,25.0,,2001
Willie Jackson,NOR,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,81.0,1046.0,12.91,5.0,0.0,,5.0,1.0,0.0,137.0,217.6,220.6,177.1,7.0,26.0,,2001
Amani Toomer,NYG,WR,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.67,0.0,141.0,72.0,1054.0,14.64,5.0,2.0,,5.0,0.0,0.0,136.0,208.2,211.2,172.2,7.0,27.0,,2001
Jerome Bettis*,PIT,RB,29.0,11.0,11.0,1.0,2.0,32.0,1.0,0.0,225.0,1072.0,4.76,4.0,10.0,8.0,48.0,6.0,0.0,3.0,,4.0,0.0,0.0,141.0,149.3,152.3,145.3,6.0,21.0,,2001
Michael Pittman,ARI,RB,26.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,241.0,846.0,3.51,5.0,66.0,42.0,264.0,6.29,0.0,5.0,2.0,5.0,0.0,0.0,141.0,179.0,187.0,158.0,6.0,22.0,,2001
Keyshawn Johnson*,TAM,WR,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,106.0,1266.0,11.94,1.0,2.0,1.0,1.0,0.0,0.0,133.0,236.6,240.6,183.6,3.0,28.0,,2001
Hines Ward *,PIT,WR,25.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,10.0,83.0,8.3,0.0,145.0,94.0,1003.0,10.67,4.0,1.0,1.0,4.0,0.0,0.0,133.0,224.6,228.6,177.6,3.0,29.0,,2001
Chad Lewis*,PHI,TE,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,41.0,422.0,10.29,6.0,2.0,,6.0,0.0,0.0,78.0,119.2,122.2,98.7,3.0,9.0,,2001
Mark Brunell,JAX,QB,31.0,15.0,15.0,289.0,473.0,3309.0,19.0,13.0,39.0,224.0,5.74,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,213.0,206.8,228.8,219.8,3.0,11.0,,2001
Jay Riemersma,BUF,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,53.0,590.0,11.13,3.0,0.0,,3.0,0.0,0.0,77.0,130.0,133.0,103.5,2.0,10.0,,2001
Warrick Dunn,TAM,RB,26.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,158.0,447.0,2.83,3.0,97.0,68.0,557.0,8.19,3.0,2.0,2.0,6.0,0.0,0.0,136.0,200.4,208.4,166.4,1.0,23.0,,2001
Ernie Conwell,STL,TE,29.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,4.0,1.0,52.0,38.0,431.0,11.34,4.0,2.0,2.0,5.0,0.0,0.0,76.0,109.9,114.9,90.9,1.0,11.0,,2001
Deon Dyer,MIA,?,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,2001
Maurice Smith,ATL,RB,25.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,237.0,760.0,3.21,5.0,27.0,19.0,230.0,12.11,1.0,1.0,1.0,6.0,0.0,0.0,135.0,152.0,159.0,142.5,0.0,24.0,,2001
Chris Chambers,MIA,WR,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-11.0,-11.0,0.0,90.0,48.0,883.0,18.4,7.0,2.0,,7.0,0.0,0.0,129.0,177.2,180.2,153.2,0.0,30.0,,2001
Daunte Culpepper,MIN,QB,24.0,11.0,11.0,235.0,366.0,2612.0,14.0,13.0,71.0,416.0,5.86,5.0,1.0,1.0,0.0,0.0,0.0,16.0,6.0,5.0,3.0,1.0,210.0,203.1,228.1,215.6,0.0,12.0,,2001
Jake Plummer,ARI,QB,27.0,16.0,16.0,304.0,525.0,3653.0,18.0,14.0,35.0,163.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,206.0,202.4,225.4,216.4,0.0,13.0,,2001
Kerry Collins,NYG,QB,29.0,16.0,16.0,327.0,568.0,3764.0,19.0,16.0,39.0,73.0,1.87,0.0,1.0,1.0,-2.0,-2.0,0.0,23.0,6.0,0.0,0.0,0.0,202.0,190.7,215.7,206.2,0.0,14.0,,2001
Brad Johnson,TAM,QB,33.0,16.0,16.0,340.0,559.0,3406.0,13.0,11.0,39.0,120.0,3.08,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,200.0,196.2,215.2,207.2,0.0,15.0,,2001
Brian Griese,DEN,QB,26.0,15.0,15.0,275.0,451.0,2827.0,23.0,19.0,50.0,173.0,3.46,1.0,1.0,1.0,-6.0,-6.0,0.0,7.0,1.0,1.0,0.0,2.0,194.0,192.8,218.8,211.3,0.0,16.0,,2001
Trent Green,KAN,QB,31.0,16.0,16.0,296.0,523.0,3783.0,17.0,24.0,35.0,158.0,4.51,0.0,1.0,1.0,1.0,1.0,0.0,11.0,4.0,0.0,1.0,2.0,193.0,186.2,220.2,209.7,0.0,17.0,,2001
Doug Flutie,SDG,QB,39.0,16.0,16.0,294.0,521.0,3464.0,15.0,18.0,53.0,192.0,3.62,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,188.0,183.8,209.8,201.8,0.0,18.0,,2001
Chris Weinke,CAR,QB,29.0,15.0,15.0,293.0,540.0,2931.0,11.0,19.0,37.0,128.0,3.46,6.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,6.0,0.0,0.0,172.0,168.0,195.0,187.0,0.0,19.0,,2001
Tom Brady *,NWE,QB,24.0,15.0,14.0,264.0,413.0,2843.0,18.0,12.0,36.0,43.0,1.19,0.0,1.0,1.0,23.0,23.0,0.0,12.0,3.0,0.0,0.0,0.0,168.0,163.3,181.3,174.8,0.0,20.0,,2001
Chris Chandler,ATL,QB,36.0,14.0,14.0,223.0,365.0,2847.0,16.0,14.0,25.0,84.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,160.0,158.3,176.3,172.3,0.0,21.0,,2001
Tim Couch,CLE,QB,24.0,16.0,16.0,272.0,454.0,3040.0,17.0,21.0,38.0,128.0,3.37,0.0,1.0,1.0,-10.0,-10.0,0.0,9.0,3.0,0.0,0.0,0.0,159.0,154.4,184.4,174.9,0.0,22.0,,2001
Elvis Grbac,BAL,QB,31.0,14.0,14.0,265.0,467.0,3033.0,15.0,18.0,21.0,18.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,153.0,143.1,169.1,161.1,0.0,23.0,,2001
Jon Kitna,CIN,QB,29.0,16.0,15.0,313.0,581.0,3216.0,12.0,22.0,27.0,73.0,2.7,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,1.0,148.0,139.9,168.9,161.9,0.0,24.0,,2001
Tony Banks,WAS,QB,28.0,15.0,14.0,198.0,370.0,2386.0,10.0,10.0,47.0,152.0,3.23,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,0.0,1.0,145.0,136.6,156.6,146.6,0.0,25.0,,2001
Vinny Testaverde,NYJ,QB,38.0,16.0,16.0,260.0,441.0,2752.0,15.0,14.0,31.0,25.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,145.0,140.6,159.6,154.6,0.0,26.0,,2001
Emmitt Smith,DAL,RB,32.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,261.0,1021.0,3.91,3.0,21.0,17.0,116.0,6.82,0.0,1.0,1.0,3.0,0.0,0.0,132.0,146.7,153.7,138.2,0.0,25.0,,2001
Kevin Dyson,TEN,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,54.0,825.0,15.28,7.0,0.0,,7.0,1.0,0.0,127.0,180.5,183.5,153.5,0.0,31.0,,2001
Charlie Batch,DET,QB,27.0,10.0,9.0,198.0,341.0,2392.0,12.0,12.0,12.0,45.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,126.0,118.2,137.2,130.2,0.0,27.0,,2001
Cris Carter,MIN,WR,36.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,130.0,73.0,871.0,11.93,6.0,2.0,2.0,6.0,0.0,0.0,124.0,192.5,197.5,156.0,0.0,32.0,,2001
Jamel White,CLE,RB,24.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,126.0,443.0,3.52,5.0,60.0,44.0,418.0,9.5,1.0,1.0,1.0,6.0,1.0,0.0,124.0,166.1,173.1,144.1,0.0,26.0,,2001
Eric Moulds,BUF,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,135.0,67.0,904.0,13.49,5.0,1.0,1.0,5.0,1.0,0.0,123.0,187.7,191.7,154.2,0.0,33.0,,2001
Jim Miller,CHI,QB,30.0,14.0,13.0,228.0,395.0,2299.0,13.0,10.0,29.0,-19.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,122.0,116.1,132.1,126.1,0.0,28.0,,2001
Ron Dayne,NYG,RB,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,180.0,690.0,3.83,7.0,11.0,8.0,67.0,8.38,0.0,2.0,1.0,7.0,1.0,0.0,120.0,125.7,129.7,121.7,0.0,27.0,,2001
Antonio Freeman,GNB,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,108.0,52.0,818.0,15.73,6.0,1.0,,6.0,1.0,0.0,119.0,171.3,174.3,145.3,0.0,34.0,,2001
David Patten,NWE,WR,27.0,16.0,14.0,1.0,2.0,60.0,1.0,1.0,5.0,67.0,13.4,1.0,94.0,51.0,749.0,14.69,4.0,1.0,,5.0,0.0,0.0,116.0,167.0,171.0,142.5,0.0,35.0,,2001
Travis Henry,BUF,RB,23.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,213.0,729.0,3.42,4.0,27.0,22.0,179.0,8.14,0.0,5.0,2.0,4.0,0.0,0.0,115.0,132.8,140.8,121.8,0.0,28.0,,2001
