Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 32,Year,Tgt
Ottis Anderson,STL,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,289.0,1174.0,4.06,6.0,70.0,611.0,8.73,2.0,8.0,,8.0,0.0,0.0,227.0,288.5,298.5,253.5,101.0,6.0,,1984,0.0
Steve Largent*,SEA,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,74.0,1164.0,15.73,12.0,1.0,,12.0,0.0,0.0,189.0,262.4,265.9,225.4,87.0,4.0,,1984,0.0
John Riggins,WAS,RB,35.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,327.0,1239.0,3.79,14.0,7.0,43.0,6.14,0.0,7.0,,14.0,0.0,0.0,212.0,212.2,218.7,208.7,86.0,7.0,,1984,0.0
James Lofton*,GNB,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,82.0,8.2,0.0,62.0,1361.0,21.95,7.0,1.0,,7.0,0.0,0.0,186.0,247.3,250.8,216.3,84.0,5.0,,1984,0.0
Dave Krieg*,SEA,QB,26.0,16.0,16.0,276.0,480.0,3671.0,32.0,24.0,46.0,186.0,4.04,3.0,0.0,0.0,0.0,0.0,11.0,,3.0,0.0,0.0,263.0,252.4,287.9,276.4,83.0,3.0,,1984,0.0
Joe Montana*,SFO,QB,28.0,16.0,15.0,279.0,432.0,3630.0,28.0,10.0,39.0,118.0,3.03,2.0,0.0,0.0,0.0,0.0,4.0,,2.0,0.0,0.0,261.0,257.0,275.0,267.0,80.0,4.0,,1984,0.0
Tony Dorsett,DAL,RB,30.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,302.0,1189.0,3.94,6.0,51.0,459.0,9.0,1.0,12.0,,7.0,0.0,0.0,205.0,243.8,256.8,219.3,79.0,8.0,,1984,0.0
Art Monk*+,WAS,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,9.0,0.0,106.0,1372.0,12.94,7.0,1.0,,7.0,0.0,0.0,181.0,286.0,289.5,233.0,79.0,6.0,,1984,0.0
Wendell Tyler*,SFO,RB,29.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,246.0,1262.0,5.13,7.0,28.0,230.0,8.21,2.0,13.0,,9.0,0.0,0.0,203.0,218.2,230.7,204.2,77.0,9.0,,1984,0.0
Mark Duper*,MIA,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1306.0,18.39,8.0,0.0,,8.0,0.0,0.0,179.0,249.6,252.6,214.1,76.0,7.0,,1984,0.0
Tony Eason,NWE,QB,25.0,16.0,13.0,259.0,431.0,3228.0,23.0,8.0,40.0,154.0,3.85,5.0,0.0,0.0,0.0,0.0,7.0,,5.0,0.0,0.0,251.0,243.5,261.0,251.5,70.0,5.0,,1984,0.0
Earnest Jackson*,SDG,RB,25.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,296.0,1179.0,3.98,8.0,39.0,222.0,5.69,1.0,3.0,,9.0,0.0,0.0,194.0,230.1,237.6,210.6,68.0,10.0,,1984,0.0
Roger Craig,SFO,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,155.0,649.0,4.19,7.0,71.0,675.0,9.51,3.0,3.0,,10.0,0.0,0.0,192.0,260.4,267.9,224.9,66.0,11.0,,1984,0.0
Todd Christensen*,RAI,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1007.0,12.59,7.0,1.0,,7.0,0.0,0.0,143.0,221.7,225.2,181.7,64.0,1.0,,1984,0.0
Joe Theismann,WAS,QB,35.0,16.0,16.0,283.0,477.0,3391.0,24.0,13.0,62.0,314.0,5.06,1.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,0.0,243.0,236.0,258.5,249.0,62.0,6.0,,1984,0.0
Greg Bell*,BUF,RB,22.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,262.0,1100.0,4.2,7.0,34.0,277.0,8.15,1.0,5.0,,8.0,0.0,0.0,186.0,214.7,223.2,197.7,60.0,12.0,,1984,0.0
Steve Watson,DEN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1170.0,16.96,7.0,0.0,,7.0,0.0,0.0,159.0,228.0,231.0,193.5,57.0,8.0,,1984,0.0
Mike Quick*,PHI,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,61.0,1052.0,17.25,9.0,0.0,,9.0,0.0,0.0,159.0,219.7,222.7,189.2,56.0,9.0,,1984,0.0
Sammy Winder*,DEN,RB,25.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,296.0,1153.0,3.9,4.0,44.0,288.0,6.55,2.0,5.0,,6.0,0.0,0.0,180.0,219.1,227.6,197.1,54.0,13.0,,1984,0.0
Ozzie Newsome*+,CLE,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1001.0,11.25,5.0,0.0,,5.0,0.0,0.0,130.0,219.1,222.1,174.6,52.0,2.0,,1984,0.0
Louis Lipps*,PIT,WR,22.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,23.67,1.0,45.0,860.0,19.11,9.0,8.0,,11.0,0.0,0.0,153.0,196.1,203.1,173.6,51.0,10.0,,1984,0.0
Phil Simms,NYG,QB,29.0,16.0,16.0,286.0,533.0,4044.0,22.0,18.0,42.0,162.0,3.86,0.0,1.0,13.0,13.0,0.0,8.0,,0.0,0.0,0.0,231.0,224.3,252.3,241.8,51.0,7.0,,1984,0.0
James Jones,DET,RB,23.0,16.0,16.0,3.0,5.0,62.0,1.0,0.0,137.0,532.0,3.88,3.0,77.0,662.0,8.6,5.0,6.0,,8.0,0.0,0.0,174.0,244.9,253.9,206.4,48.0,14.0,,1984,0.0
Stacey Bailey,ATL,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1138.0,16.99,6.0,1.0,,6.0,0.0,0.0,150.0,215.8,219.3,182.3,47.0,11.0,,1984,0.0
Freeman McNeil*,NYJ,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,229.0,1070.0,4.67,5.0,25.0,294.0,11.76,1.0,4.0,,6.0,0.0,0.0,172.0,193.4,201.4,180.9,46.0,15.0,,1984,0.0
Freddie Solomon,SFO,WR,31.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,72.0,12.0,1.0,40.0,737.0,18.43,10.0,0.0,,11.0,0.0,0.0,147.0,186.9,189.9,166.9,45.0,12.0,,1984,0.0
Derrick Ramsey,NWE,TE,28.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,792.0,12.0,7.0,0.0,,7.0,0.0,0.0,121.0,187.2,190.2,154.2,43.0,3.0,,1984,0.0
Mickey Shuler,NYJ,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,782.0,11.5,6.0,1.0,,6.0,0.0,0.0,114.0,181.2,184.7,147.2,36.0,4.0,,1984,0.0
Tim Smith,HOU,WR,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1141.0,16.54,4.0,0.0,,4.0,0.0,0.0,138.0,207.1,210.1,172.6,36.0,13.0,,1984,0.0
Cris Collinsworth,CIN,WR,25.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,64.0,989.0,15.45,6.0,0.0,,6.0,0.0,0.0,136.0,199.6,202.6,167.6,33.0,14.0,,1984,0.0
Paul Coffman *,GNB,TE,28.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,562.0,13.07,9.0,1.0,,9.0,0.0,0.0,110.0,152.2,155.7,130.7,32.0,5.0,,1984,0.0
Daryl Turner,SEA,WR,23.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,715.0,20.43,10.0,0.0,,10.0,0.0,0.0,132.0,166.5,169.5,149.0,29.0,15.0,,1984,0.0
Carlos Carson,KAN,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,-8.0,0.0,57.0,1078.0,18.91,4.0,0.0,,4.0,0.0,0.0,131.0,188.0,191.0,159.5,29.0,16.0,,1984,0.0
Gary Danielson,DET,QB,33.0,15.0,14.0,252.0,410.0,3076.0,17.0,15.0,41.0,218.0,5.32,3.0,1.0,22.0,22.0,1.0,7.0,,4.0,0.0,0.0,209.0,203.0,227.5,217.5,28.0,8.0,,1984,0.0
Kevin House,TAM,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1005.0,13.22,5.0,0.0,,5.0,0.0,0.0,131.0,206.5,209.5,168.5,28.0,17.0,,1984,0.0
Lynn Dickey,GNB,QB,35.0,15.0,15.0,237.0,401.0,3195.0,25.0,19.0,18.0,6.0,0.33,3.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,208.0,205.4,228.9,224.4,28.0,9.0,,1984,0.0
Zeke Mowatt,NYG,TE,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,698.0,14.54,6.0,0.0,,6.0,0.0,0.0,106.0,153.8,156.8,129.8,28.0,6.0,,1984,0.0
Doug Cosbie*,DAL,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,789.0,13.15,4.0,1.0,,4.0,0.0,0.0,103.0,161.9,165.4,131.9,25.0,7.0,,1984,0.0
Rob Carpenter,NYG,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,250.0,795.0,3.18,7.0,26.0,209.0,8.04,1.0,2.0,,8.0,0.0,0.0,148.0,172.4,179.4,159.4,22.0,16.0,,1984,0.0
Dwight Clark,SFO,WR,27.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,880.0,16.92,6.0,0.0,,6.0,0.0,0.0,124.0,176.0,179.0,150.0,22.0,18.0,,1984,0.0
Steve DeBerg,TAM,QB,30.0,16.0,13.0,308.0,509.0,3554.0,19.0,18.0,28.0,59.0,2.11,2.0,0.0,0.0,0.0,0.0,15.0,,2.0,0.0,0.0,200.0,185.1,213.6,203.1,19.0,10.0,,1984,0.0
Bobby Johnson,NYG,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,795.0,16.56,7.0,0.0,,7.0,0.0,0.0,122.0,169.5,172.5,145.5,19.0,19.0,,1984,0.0
Stump Mitchell,STL,RB,25.0,16.0,1.0,1.0,1.0,20.0,0.0,0.0,81.0,434.0,5.36,9.0,26.0,318.0,12.23,2.0,6.0,,11.0,0.0,0.0,142.0,162.0,171.0,149.0,16.0,17.0,,1984,0.0
Larry Moriarty,HOU,RB,26.0,14.0,9.0,1.0,1.0,16.0,0.0,0.0,189.0,785.0,4.15,6.0,31.0,206.0,6.65,1.0,5.0,,7.0,0.0,0.0,142.0,167.7,176.2,152.2,16.0,18.0,,1984,0.0
Wilbert Montgomery,PHI,RB,30.0,16.0,15.0,0.0,2.0,0.0,0.0,0.0,201.0,789.0,3.93,2.0,60.0,501.0,8.35,0.0,5.0,,2.0,0.0,0.0,141.0,196.0,204.5,166.0,15.0,19.0,,1984,0.0
Tony Hill,DAL,WR,28.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,58.0,864.0,14.9,5.0,0.0,,5.0,0.0,0.0,117.0,175.1,178.1,146.1,15.0,20.0,,1984,0.0
Frank Pollard,PIT,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,213.0,851.0,4.0,6.0,21.0,186.0,8.86,0.0,9.0,,6.0,0.0,0.0,140.0,151.7,162.2,141.2,14.0,20.0,,1984,0.0
Hoby Brenner,NOR,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,554.0,19.79,6.0,0.0,,6.0,0.0,0.0,91.0,119.4,122.4,105.4,13.0,8.0,,1984,0.0
Charlie Joiner,SDG,WR,37.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,793.0,13.0,6.0,0.0,,6.0,0.0,0.0,115.0,176.3,179.3,145.8,13.0,21.0,,1984,0.0
Henry Marshall,KAN,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,912.0,14.71,4.0,2.0,,4.0,0.0,0.0,115.0,175.2,179.2,144.2,13.0,22.0,,1984,0.0
Larry Kinnebrew,CIN,RB,25.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,154.0,623.0,4.05,9.0,19.0,159.0,8.37,1.0,4.0,,10.0,0.0,0.0,138.0,153.2,161.2,143.7,12.0,21.0,,1984,0.0
Doug Marsh,STL,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,39.0,608.0,15.59,5.0,0.0,,5.0,0.0,0.0,90.0,129.3,132.3,109.8,12.0,9.0,,1984,0.0
Hokie Gajan,NOR,RB,25.0,14.0,14.0,1.0,1.0,34.0,1.0,0.0,102.0,615.0,6.03,5.0,35.0,288.0,8.23,2.0,0.0,,7.0,0.0,0.0,138.0,172.7,178.7,155.2,12.0,22.0,,1984,0.0
Gerald Carter,TAM,WR,27.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,0.0,60.0,816.0,13.6,5.0,1.0,,5.0,0.0,0.0,113.0,172.2,175.7,142.2,11.0,23.0,,1984,0.0
Leonard Thompson,DET,WR,32.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.0,-2.33,0.0,50.0,773.0,15.46,6.0,1.0,,6.0,0.0,0.0,113.0,161.6,165.1,136.6,10.0,24.0,,1984,0.0
M.L. Harris,CIN,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,48.0,759.0,15.81,2.0,2.0,,2.0,0.0,0.0,88.0,133.7,137.7,109.7,9.0,10.0,,1984,0.0
Dan Fouts,SDG,QB,33.0,13.0,13.0,317.0,507.0,3740.0,19.0,17.0,12.0,-29.0,-2.42,0.0,1.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,189.0,181.7,205.7,198.2,8.0,11.0,,1984,0.0
Byron Franklin,BUF,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,69.0,862.0,12.49,4.0,4.0,,4.0,0.0,0.0,110.0,174.5,179.5,140.0,7.0,25.0,,1984,0.0
Pete Holohan,SDG,TE,25.0,15.0,4.0,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,734.0,13.11,1.0,0.0,,1.0,0.0,0.0,84.0,140.4,143.4,112.4,6.0,11.0,,1984,0.0
Tony Nathan,MIA,RB,28.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,118.0,558.0,4.73,1.0,61.0,579.0,9.49,2.0,3.0,,3.0,0.0,0.0,132.0,189.7,197.2,159.2,6.0,23.0,,1984,0.0
Leo Lewis,MIN,WR,28.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,47.0,830.0,17.66,4.0,1.0,,4.0,0.0,0.0,108.0,154.1,157.6,130.6,6.0,26.0,,1984,0.0
Wes Chandler,SDG,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,708.0,13.62,6.0,0.0,,6.0,0.0,0.0,107.0,158.8,161.8,132.8,4.0,27.0,,1984,0.0
Pat Tilley,STL,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,758.0,14.58,5.0,1.0,,5.0,0.0,0.0,106.0,156.8,160.3,130.8,3.0,28.0,,1984,0.0
Wesley Walker,NYJ,WR,29.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,623.0,15.2,7.0,0.0,,7.0,0.0,0.0,104.0,145.4,148.4,124.9,2.0,29.0,,1984,0.0
Gerry Ellis,GNB,RB,27.0,16.0,16.0,1.0,4.0,17.0,0.0,0.0,123.0,581.0,4.72,4.0,36.0,312.0,8.67,2.0,2.0,,6.0,0.0,0.0,126.0,160.0,167.0,142.0,0.0,24.0,,1984,0.0
Kellen Winslow,SDG,TE,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,663.0,12.05,2.0,1.0,,2.0,0.0,0.0,78.0,132.3,135.8,104.8,0.0,12.0,,1984,0.0
Ray Butler,IND,WR,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,664.0,15.44,6.0,0.0,,6.0,0.0,0.0,102.0,145.4,148.4,123.9,0.0,30.0,,1984,0.0
Warren Moon,HOU,QB,28.0,16.0,16.0,259.0,450.0,3338.0,12.0,14.0,58.0,211.0,3.64,1.0,0.0,0.0,0.0,0.0,17.0,,1.0,0.0,0.0,181.0,163.6,192.1,177.6,0.0,12.0,,1984,0.0
John Elway,DEN,QB,24.0,15.0,14.0,214.0,380.0,2598.0,18.0,15.0,56.0,237.0,4.23,1.0,0.0,0.0,0.0,0.0,14.0,,1.0,0.0,0.0,176.0,161.6,189.6,176.6,0.0,13.0,,1984,0.0
Paul McDonald,CLE,QB,26.0,16.0,16.0,271.0,493.0,3472.0,14.0,23.0,22.0,4.0,0.18,1.0,1.0,-4.0,-4.0,0.0,16.0,,1.0,0.0,0.0,155.0,139.9,173.9,162.4,0.0,14.0,,1984,0.0
Ron Jaworski,PHI,QB,33.0,13.0,13.0,234.0,427.0,2754.0,16.0,14.0,5.0,18.0,3.6,1.0,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,154.0,149.0,168.5,163.0,0.0,15.0,,1984,0.0
Jeff Kemp,RAM,QB,25.0,14.0,13.0,143.0,284.0,2021.0,13.0,7.0,34.0,153.0,4.5,1.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,0.0,140.0,132.1,149.1,139.1,0.0,16.0,,1984,0.0
Mark Malone,PIT,QB,26.0,13.0,9.0,147.0,272.0,2137.0,16.0,17.0,25.0,42.0,1.68,3.0,0.0,0.0,0.0,0.0,4.0,,3.0,0.0,0.0,138.0,133.7,155.7,150.7,0.0,17.0,,1984,0.0
Marc Wilson,RAI,QB,27.0,16.0,10.0,153.0,282.0,2151.0,15.0,17.0,30.0,56.0,1.87,1.0,0.0,0.0,0.0,0.0,11.0,,1.0,0.0,0.0,124.0,112.6,138.1,129.6,0.0,18.0,,1984,0.0
Bill Kenney,KAN,QB,29.0,9.0,8.0,151.0,282.0,2098.0,15.0,10.0,9.0,-8.0,-0.89,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,123.0,115.1,132.1,125.1,0.0,19.0,,1984,0.0
Billy Sims,DET,RB,29.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,130.0,687.0,5.28,5.0,31.0,239.0,7.71,0.0,6.0,,5.0,0.0,0.0,123.0,147.6,156.6,132.1,0.0,25.0,,1984,0.0
Randy McMillan,IND,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,163.0,705.0,4.33,5.0,19.0,201.0,10.58,0.0,1.0,,5.0,0.0,0.0,121.0,138.6,145.1,129.1,0.0,26.0,,1984,0.0
Jim McMahon,CHI,QB,25.0,9.0,9.0,85.0,143.0,1146.0,8.0,2.0,39.0,276.0,7.08,2.0,1.0,42.0,42.0,0.0,1.0,,2.0,0.0,0.0,118.0,117.6,126.1,119.1,0.0,20.0,,1984,0.0
Pat Ryan,NYJ,QB,29.0,16.0,11.0,156.0,285.0,1939.0,14.0,14.0,23.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,117.0,111.8,129.8,125.8,0.0,21.0,,1984,0.0
Alfred Anderson,MIN,RB,23.0,16.0,14.0,3.0,7.0,95.0,2.0,1.0,201.0,773.0,3.85,2.0,17.0,102.0,6.0,1.0,8.0,,3.0,0.0,0.0,115.0,124.3,135.3,116.8,0.0,27.0,,1984,0.0
Ted Brown,MIN,RB,27.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,442.0,4.51,3.0,46.0,349.0,7.59,3.0,2.0,,6.0,0.0,0.0,115.0,159.1,166.1,136.1,0.0,28.0,,1984,0.0
Herman Heard,KAN,RB,23.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,165.0,684.0,4.15,4.0,25.0,223.0,8.92,0.0,5.0,,4.0,0.0,0.0,115.0,134.7,143.2,122.2,0.0,29.0,,1984,0.0
Steve Bartkowski,ATL,QB,32.0,11.0,11.0,181.0,269.0,2158.0,11.0,10.0,15.0,34.0,2.27,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,114.0,106.7,123.2,116.7,0.0,22.0,,1984,0.0
Woody Bennett,MIA,RB,29.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,144.0,606.0,4.21,7.0,6.0,44.0,7.33,1.0,4.0,,8.0,0.0,0.0,113.0,115.0,120.0,112.0,0.0,30.0,,1984,0.0
Eddie Lee Ivery,GNB,RB,27.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,99.0,552.0,5.58,6.0,19.0,141.0,7.42,1.0,1.0,,7.0,0.0,0.0,111.0,129.3,135.8,119.8,0.0,31.0,,1984,0.0
George Rogers,NOR,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,239.0,914.0,3.82,2.0,12.0,76.0,6.33,0.0,2.0,,2.0,0.0,0.0,111.0,121.0,125.0,115.0,0.0,32.0,,1984,0.0
Matt Suhey,CHI,RB,26.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,124.0,424.0,3.42,4.0,42.0,312.0,7.43,2.0,6.0,,6.0,0.0,0.0,110.0,145.6,154.6,124.6,0.0,33.0,,1984,0.0
Ken Anderson,CIN,QB,35.0,11.0,9.0,175.0,275.0,2107.0,10.0,12.0,11.0,64.0,5.82,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,107.0,105.7,121.2,117.7,0.0,23.0,,1984,0.0
Joe Ferguson,BUF,QB,34.0,12.0,11.0,191.0,344.0,1991.0,12.0,17.0,19.0,102.0,5.37,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,104.0,95.8,122.8,112.8,0.0,25.0,,1984,0.0
Richard Todd,NOR,QB,31.0,15.0,14.0,161.0,312.0,2178.0,11.0,19.0,28.0,111.0,3.96,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,104.0,95.2,124.7,114.2,0.0,24.0,,1984,0.0
Stanford Jennings,CIN,RB,22.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,379.0,4.8,2.0,35.0,346.0,9.89,3.0,3.0,,5.0,0.0,0.0,103.0,134.5,142.0,117.0,0.0,34.0,,1984,0.0
Craig James,NWE,RB,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,160.0,790.0,4.94,1.0,22.0,159.0,7.23,0.0,4.0,,1.0,0.0,0.0,101.0,118.9,126.9,107.9,0.0,35.0,,1984,0.0
Stanley Morgan,NWE,WR,29.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,709.0,18.66,5.0,0.0,,5.0,0.0,0.0,101.0,138.9,141.9,119.9,0.0,31.0,,1984,0.0
Henry Ellard*+,RAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,-1.67,0.0,34.0,622.0,18.29,6.0,4.0,,8.0,0.0,0.0,98.0,139.7,144.7,122.7,0.0,32.0,,1984,0.0
Malcolm Barnwell,RAI,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,851.0,18.91,2.0,1.0,,2.0,0.0,0.0,97.0,141.1,144.6,118.6,0.0,33.0,,1984,0.0
Jessie Clark,GNB,RB,24.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,87.0,375.0,4.31,4.0,29.0,234.0,8.07,2.0,2.0,,6.0,0.0,0.0,97.0,123.9,130.9,109.4,0.0,36.0,,1984,0.0
