Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 33,Year
David Johnson*+,ARI,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,293.0,1239.0,4.23,16.0,120.0,80.0,879.0,10.99,4.0,5.0,3.0,20.0,1.0,0.0,328.0,407.8,416.8,367.8,196.0,1.0,,2016
Ezekiel Elliott*+,DAL,RB,21.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,322.0,1631.0,5.07,15.0,39.0,32.0,363.0,11.34,1.0,5.0,1.0,16.0,0.0,0.0,293.0,325.4,332.4,309.4,162.0,2.0,,2016
LeSean McCoy*,BUF,RB,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,234.0,1267.0,5.41,13.0,57.0,50.0,356.0,7.12,1.0,3.0,0.0,14.0,1.0,0.0,248.0,298.3,304.3,273.3,117.0,3.0,,2016
Aaron Rodgers *,GNB,QB,33.0,16.0,16.0,401.0,610.0,4428.0,40.0,7.0,67.0,369.0,5.51,4.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,1.0,382.0,380.0,397.0,387.0,114.0,1.0,,2016
DeMarco Murray*,TEN,RB,28.0,16.0,16.0,1.0,2.0,10.0,1.0,0.0,293.0,1287.0,4.39,9.0,67.0,53.0,377.0,7.11,3.0,3.0,1.0,12.0,0.0,0.0,243.0,293.8,300.8,267.3,111.0,4.0,,2016
Le'Veon Bell*,PIT,RB,24.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,261.0,1268.0,4.86,7.0,94.0,75.0,616.0,8.21,2.0,4.0,1.0,9.0,1.0,0.0,242.0,317.4,324.4,279.9,111.0,5.0,,2016
Devonta Freeman *,ATL,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,227.0,1079.0,4.75,11.0,65.0,54.0,462.0,8.56,2.0,1.0,1.0,13.0,0.0,0.0,232.0,284.1,291.1,257.1,101.0,6.0,,2016
LeGarrette Blount,NWE,RB,30.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,299.0,1161.0,3.88,18.0,8.0,7.0,38.0,5.43,0.0,2.0,1.0,18.0,0.0,0.0,226.0,232.9,236.9,229.4,94.0,7.0,,2016
Matt Ryan*+,ATL,QB,31.0,16.0,16.0,373.0,534.0,4944.0,38.0,7.0,35.0,117.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,355.0,347.5,362.5,354.5,88.0,2.0,,2016
Mike Evans*,TAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,96.0,1321.0,13.76,12.0,0.0,0.0,12.0,2.0,0.0,208.0,304.1,307.1,256.1,82.0,1.0,,2016
Jordy Nelson,GNB,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,97.0,1257.0,12.96,14.0,1.0,1.0,14.0,0.0,0.0,208.0,304.7,308.7,256.2,82.0,2.0,,2016
Antonio Brown *+,PIT,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,154.0,106.0,1284.0,12.11,12.0,0.0,0.0,12.0,0.0,0.0,207.0,307.3,310.3,254.3,81.0,3.0,,2016
Melvin Gordon*,SDG,RB,23.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,254.0,997.0,3.93,10.0,57.0,41.0,419.0,10.22,2.0,2.0,2.0,12.0,0.0,0.0,210.0,250.6,258.6,230.1,78.0,8.0,,2016
Jordan Howard*,CHI,RB,22.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,252.0,1313.0,5.21,6.0,50.0,29.0,298.0,10.28,1.0,2.0,1.0,7.0,0.0,0.0,201.0,230.1,237.1,215.6,70.0,9.0,,2016
Odell Beckham Jr.*,NYG,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,169.0,101.0,1367.0,13.53,10.0,3.0,1.0,10.0,0.0,0.0,196.0,296.6,300.6,246.1,69.0,4.0,,2016
Drew Brees*,NOR,QB,37.0,16.0,16.0,471.0,673.0,5208.0,37.0,15.0,23.0,20.0,0.87,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,336.0,332.3,354.3,347.3,68.0,3.0,,2016
Mark Ingram,NOR,RB,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,205.0,1043.0,5.09,6.0,58.0,46.0,319.0,6.93,4.0,2.0,2.0,10.0,2.0,0.0,198.0,242.2,250.2,219.2,67.0,10.0,,2016
T.Y. Hilton*,IND,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,91.0,1448.0,15.91,6.0,0.0,0.0,6.0,1.0,0.0,185.0,273.8,276.8,228.3,59.0,5.0,,2016
Jay Ajayi*,MIA,RB,23.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,260.0,1272.0,4.89,8.0,35.0,27.0,151.0,5.59,0.0,4.0,1.0,8.0,0.0,0.0,188.0,215.3,222.3,201.8,57.0,11.0,,2016
Julio Jones *+,ATL,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,83.0,1409.0,16.98,6.0,0.0,0.0,6.0,0.0,0.0,179.0,259.9,262.9,218.4,53.0,6.0,,2016
Travis Kelce*+,KAN,TE,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,117.0,85.0,1125.0,13.24,4.0,0.0,0.0,4.0,1.0,0.0,138.0,223.0,226.0,180.5,49.0,1.0,,2016
Davante Adams,GNB,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,75.0,997.0,13.29,12.0,2.0,1.0,12.0,1.0,0.0,174.0,246.7,250.7,209.2,48.0,7.0,,2016
Frank Gore,IND,RB,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,263.0,1025.0,3.9,4.0,47.0,38.0,277.0,7.29,4.0,2.0,1.0,8.0,0.0,0.0,176.0,214.2,221.2,195.2,45.0,12.0,,2016
Latavius Murray,OAK,RB,26.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,195.0,788.0,4.04,12.0,43.0,33.0,264.0,8.0,0.0,2.0,1.0,12.0,0.0,0.0,175.0,208.2,215.2,191.7,44.0,13.0,,2016
Brandin Cooks,NOR,WR,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,117.0,78.0,1173.0,15.04,8.0,1.0,0.0,8.0,0.0,0.0,168.0,246.3,249.3,207.3,42.0,8.0,,2016
Greg Olsen*,CAR,TE,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,80.0,1073.0,13.41,3.0,0.0,0.0,3.0,1.0,0.0,131.0,207.3,210.3,167.3,42.0,2.0,,2016
Andrew Luck,IND,QB,27.0,15.0,15.0,346.0,545.0,4240.0,31.0,13.0,64.0,341.0,5.33,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,2.0,310.0,307.7,331.7,320.7,42.0,4.0,,2016
Kyle Rudolph,MIN,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,83.0,840.0,10.12,7.0,0.0,0.0,7.0,0.0,0.0,128.0,209.0,212.0,167.5,39.0,3.0,,2016
Kirk Cousins *,WAS,QB,28.0,16.0,16.0,406.0,606.0,4917.0,25.0,12.0,34.0,96.0,2.82,4.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,0.0,0.0,306.0,300.3,318.3,312.3,38.0,5.0,,2016
Michael Thomas,NOR,WR,23.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,92.0,1137.0,12.36,9.0,2.0,2.0,9.0,0.0,0.0,164.0,255.7,260.7,209.7,38.0,9.0,,2016
Doug Baldwin *,SEA,WR,28.0,16.0,15.0,1.0,1.0,15.0,1.0,0.0,3.0,2.0,0.67,0.0,125.0,94.0,1128.0,12.0,7.0,1.0,0.0,7.0,0.0,0.0,162.0,253.6,256.6,206.6,35.0,10.0,,2016
Jimmy Graham*,SEA,TE,30.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,65.0,923.0,14.2,6.0,2.0,2.0,6.0,0.0,0.0,124.0,189.3,194.3,156.8,35.0,4.0,,2016
Delanie Walker*,TEN,TE,32.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,102.0,65.0,800.0,12.31,7.0,1.0,0.0,7.0,0.0,0.0,123.0,188.1,191.1,155.6,34.0,5.0,,2016
Isaiah Crowell,CLE,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,198.0,952.0,4.81,7.0,53.0,40.0,319.0,7.98,0.0,2.0,2.0,7.0,0.0,0.0,165.0,205.1,213.1,185.1,34.0,14.0,,2016
Carlos Hyde,SFO,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,217.0,988.0,4.55,6.0,33.0,27.0,163.0,6.04,3.0,5.0,3.0,9.0,1.0,0.0,165.0,192.1,201.1,178.6,34.0,15.0,,2016
Spencer Ware,KAN,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,214.0,921.0,4.3,3.0,42.0,33.0,447.0,13.55,2.0,4.0,3.0,5.0,0.0,0.0,161.0,193.8,202.8,177.3,29.0,16.0,,2016
Lamar Miller,HOU,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,268.0,1073.0,4.0,5.0,39.0,31.0,188.0,6.06,1.0,2.0,1.0,6.0,0.0,0.0,160.0,191.1,198.1,175.6,29.0,18.0,,2016
Tevin Coleman,ATL,RB,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,520.0,4.41,8.0,40.0,31.0,421.0,13.58,3.0,1.0,0.0,11.0,0.0,0.0,160.0,191.1,197.1,175.6,29.0,17.0,,2016
Michael Crabtree,OAK,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,89.0,1003.0,11.27,8.0,2.0,0.0,8.0,1.0,0.0,152.0,239.3,242.3,194.8,26.0,11.0,,2016
Amari Cooper*,OAK,WR,22.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0,83.0,1153.0,13.89,5.0,2.0,0.0,5.0,2.0,0.0,151.0,232.3,235.3,190.8,25.0,12.0,,2016
Dak Prescott *,DAL,QB,23.0,16.0,16.0,311.0,459.0,3667.0,23.0,4.0,57.0,282.0,4.95,6.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,0.0,0.0,293.0,286.9,300.9,290.9,25.0,6.0,,2016
Cameron Brate,TAM,TE,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,57.0,660.0,11.58,8.0,1.0,0.0,8.0,0.0,0.0,114.0,171.0,174.0,142.5,25.0,6.0,,2016
Martellus Bennett,NWE,TE,29.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,73.0,55.0,701.0,12.75,7.0,0.0,0.0,7.0,0.0,0.0,113.0,168.1,171.1,140.6,24.0,7.0,,2016
Jeremy Hill,CIN,RB,24.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,222.0,839.0,3.78,9.0,27.0,21.0,174.0,8.29,0.0,0.0,0.0,9.0,0.0,0.0,155.0,176.3,182.3,165.8,24.0,19.0,,2016
Todd Gurley,LAR,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,278.0,885.0,3.18,6.0,58.0,43.0,327.0,7.6,0.0,2.0,1.0,6.0,0.0,0.0,155.0,198.2,205.2,176.7,24.0,20.0,,2016
Rishard Matthews,TEN,WR,27.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,65.0,945.0,14.54,9.0,1.0,1.0,9.0,0.0,0.0,149.0,211.5,215.5,179.0,22.0,13.0,,2016
Matt Forte,NYJ,RB,31.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,218.0,813.0,3.73,7.0,43.0,30.0,263.0,8.77,1.0,1.0,1.0,8.0,0.0,0.0,154.0,183.6,190.6,168.6,22.0,21.0,,2016
Tyrell Williams,SDG,WR,24.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,69.0,1059.0,15.35,7.0,0.0,0.0,7.0,0.0,0.0,148.0,216.9,219.9,182.4,22.0,14.0,,2016
Zach Ertz,PHI,TE,26.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,78.0,816.0,10.46,4.0,0.0,0.0,4.0,0.0,0.0,106.0,183.6,186.6,144.6,16.0,8.0,,2016
Jordan Reed*,WAS,TE,26.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,66.0,686.0,10.39,6.0,1.0,1.0,6.0,0.0,0.0,105.0,168.6,172.6,135.6,15.0,9.0,,2016
Matthew Stafford,DET,QB,28.0,16.0,16.0,388.0,594.0,4327.0,24.0,10.0,37.0,207.0,5.59,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,282.0,279.8,297.8,289.8,14.0,7.0,,2016
Bilal Powell,NYJ,WR,28.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,131.0,722.0,5.51,3.0,74.0,58.0,388.0,6.69,2.0,1.0,1.0,5.0,0.0,0.0,139.0,197.0,204.0,168.0,13.0,15.0,,2016
Terrelle Pryor,CLE,WR,27.0,16.0,15.0,5.0,9.0,41.0,0.0,0.0,8.0,21.0,2.63,1.0,140.0,77.0,1007.0,13.08,4.0,1.0,0.0,5.0,1.0,0.0,138.0,213.4,216.4,174.9,12.0,16.0,,2016
Tyreek Hill*+,KAN,WR,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,267.0,11.13,3.0,83.0,61.0,593.0,9.72,6.0,4.0,1.0,12.0,0.0,0.0,138.0,217.0,224.0,186.5,12.0,17.0,,2016
Jarvis Landry*,MIA,WR,24.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,5.0,17.0,3.4,0.0,131.0,94.0,1136.0,12.09,4.0,2.0,2.0,4.0,1.0,0.0,137.0,231.3,236.3,184.3,11.0,18.0,,2016
Larry Fitzgerald*,ARI,WR,33.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,150.0,107.0,1023.0,9.56,6.0,2.0,1.0,6.0,0.0,0.0,137.0,243.8,247.8,190.3,11.0,19.0,,2016
Demaryius Thomas*,DEN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,90.0,1083.0,12.03,5.0,2.0,2.0,5.0,0.0,1.0,136.0,226.3,231.3,181.3,10.0,20.0,,2016
Kelvin Benjamin,CAR,WR,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,63.0,941.0,14.94,7.0,1.0,1.0,7.0,0.0,0.0,134.0,197.1,201.1,165.6,8.0,21.0,,2016
Dez Bryant*,DAL,WR,28.0,13.0,13.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,50.0,796.0,15.92,8.0,1.0,1.0,8.0,0.0,0.0,134.0,180.0,184.0,155.0,8.0,22.0,,2016
Emmanuel Sanders *,DEN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,137.0,79.0,1032.0,13.06,5.0,1.0,0.0,5.0,0.0,0.0,134.0,212.6,215.6,173.1,7.0,23.0,,2016
Jonathan Stewart,CAR,RB,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,218.0,824.0,3.78,9.0,21.0,8.0,60.0,7.5,0.0,3.0,2.0,9.0,0.0,0.0,138.0,146.4,151.4,142.4,7.0,22.0,,2016
Hunter Henry,SDG,TE,22.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,36.0,478.0,13.28,8.0,1.0,1.0,8.0,0.0,0.0,96.0,129.8,133.8,111.8,7.0,10.0,,2016
Julian Edelman,NWE,WR,30.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,57.0,4.75,0.0,159.0,98.0,1106.0,11.29,3.0,3.0,2.0,3.0,1.0,0.0,132.0,230.3,235.3,181.3,6.0,24.0,,2016
Golden Tate,DET,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.4,0.0,135.0,91.0,1077.0,11.84,4.0,2.0,1.0,4.0,1.0,0.0,132.0,223.1,227.1,177.6,6.0,25.0,,2016
Antonio Gates,SDG,TE,36.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,53.0,548.0,10.34,7.0,1.0,1.0,7.0,0.0,0.0,95.0,147.8,151.8,121.3,6.0,11.0,,2016
Terrance West,BAL,RB,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,193.0,774.0,4.01,5.0,45.0,34.0,236.0,6.94,1.0,2.0,0.0,6.0,0.0,0.0,137.0,171.0,177.0,154.0,5.0,23.0,,2016
Mike Wallace,BAL,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,6.2,0.0,116.0,72.0,1017.0,14.13,4.0,1.0,0.0,4.0,1.0,0.0,131.0,202.8,205.8,166.8,5.0,26.0,,2016
Tyrod Taylor,BUF,QB,27.0,15.0,15.0,269.0,436.0,3023.0,17.0,6.0,95.0,580.0,6.11,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,271.0,270.9,284.9,276.9,3.0,8.0,,2016
Derek Carr*,OAK,QB,25.0,15.0,15.0,357.0,560.0,3937.0,28.0,6.0,39.0,70.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,270.0,268.5,280.5,274.5,3.0,9.0,,2016
Blake Bortles,JAX,QB,24.0,16.0,16.0,368.0,625.0,3905.0,23.0,16.0,58.0,359.0,6.19,3.0,1.0,1.0,20.0,20.0,1.0,8.0,6.0,4.0,1.0,1.0,270.0,271.1,299.1,286.6,2.0,10.0,,2016
Russell Wilson,SEA,QB,28.0,16.0,16.0,353.0,546.0,4219.0,21.0,11.0,72.0,259.0,3.6,1.0,2.0,2.0,14.0,7.0,1.0,8.0,2.0,2.0,0.0,1.0,270.0,270.1,289.1,280.1,2.0,11.0,,2016
Kenny Britt,LAR,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,68.0,1002.0,14.74,5.0,2.0,1.0,5.0,0.0,0.0,128.0,196.2,200.2,162.2,2.0,27.0,,2016
Kenny Stills,MIA,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,42.0,726.0,17.29,9.0,0.0,0.0,9.0,0.0,0.0,127.0,168.6,171.6,147.6,0.0,28.0,,2016
Allen Robinson,JAX,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,73.0,883.0,12.1,6.0,1.0,0.0,6.0,1.0,0.0,126.0,199.3,202.3,162.8,0.0,29.0,,2016
Coby Fleener,NOR,TE,28.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,81.0,50.0,631.0,12.62,3.0,2.0,0.0,4.0,0.0,0.0,89.0,137.3,140.3,112.3,0.0,12.0,,2016
Adam Thielen,MIN,WR,26.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,92.0,69.0,967.0,14.01,5.0,2.0,1.0,5.0,0.0,0.0,126.0,195.2,199.2,160.7,0.0,30.0,,2016
Ryan Mathews,PHI,RB,29.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,155.0,661.0,4.26,8.0,14.0,13.0,115.0,8.85,1.0,3.0,2.0,9.0,2.0,0.0,132.0,144.6,152.6,138.1,0.0,24.0,,2016
Marcus Mariota,TEN,QB,23.0,15.0,15.0,276.0,451.0,3426.0,26.0,9.0,60.0,349.0,5.82,2.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,268.0,259.9,279.9,268.9,0.0,12.0,,2016
Ben Roethlisberger*,PIT,QB,34.0,14.0,14.0,328.0,509.0,3819.0,29.0,13.0,16.0,14.0,0.88,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,266.0,252.2,270.2,265.2,0.0,13.0,,2016
Philip Rivers*,SDG,QB,35.0,16.0,16.0,349.0,578.0,4386.0,33.0,21.0,14.0,35.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,263.0,258.9,287.9,279.9,0.0,14.0,,2016
Jameis Winston,TAM,QB,22.0,16.0,16.0,345.0,567.0,4090.0,28.0,18.0,53.0,165.0,3.11,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,3.0,262.0,256.1,286.1,274.1,0.0,15.0,,2016
Tom Brady *,NWE,QB,39.0,12.0,12.0,291.0,432.0,3554.0,28.0,2.0,28.0,64.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,261.0,258.6,263.6,260.6,0.0,17.0,,2016
