,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
171,Carroll Dale,GNB,WR,34,14,14,0,0,0,0,0,0,0,,0,16,317,19.81,1,0,,1,,,38,53.7,56.7,45.7,,49,,
172,Bob Klein,RAM,TE,25,14,13,0,0,0,0,0,1,-7,-7.00,0,29,330,11.38,1,1,,1,,,38,66.3,69.8,51.8,,19,,
173,Tom Matte,BAL,RB,33,6,4,0,0,0,0,0,33,137,4.15,0,14,182,13.00,1,2,,1,,,38,49.9,56.9,42.9,,67,,
174,Gene Washington,MIN,WR,28,12,11,0,0,0,0,0,0,0,,0,18,259,14.39,2,0,,2,,,38,55.9,58.9,46.9,,48,,
175,Fran Lynch,DEN,RB,27,14,0,0,0,0,0,0,34,164,4.82,2,7,75,10.71,0,2,,2,,,36,40.9,44.9,37.4,,69,,
176,Billy Parks,DAL,WR,24,12,7,0,0,0,0,0,0,0,,0,18,298,16.56,1,0,,1,,,36,53.8,56.8,44.8,,50,,
177,Jerry Simmons,DEN,WR,30,9,8,0,0,0,0,0,0,0,,0,17,235,13.82,2,0,,2,,,36,52.5,55.5,44.0,,51,,
178,John Tarver,NWE,RB,23,8,4,0,0,0,0,0,42,132,3.14,1,11,112,10.18,1,0,,2,,,36,47.4,53.4,41.9,,68,,
179,Gary Cuozzo,STL,QB,31,8,6,69,158,897,5,11,4,7,1.75,0,0,0,,0,3,,0,,,35,31.6,47.1,42.6,,35,,
180,Jim Mandich,MIA,TE,24,14,0,0,0,0,0,0,0,0,,0,11,168,15.27,3,0,,3,,,35,45.8,48.8,40.3,,20,,
181,Vince Clements,NYG,RB,23,4,2,0,0,0,0,0,46,221,4.80,0,9,118,13.11,0,2,,0,,,34,40.9,47.9,36.4,,72,,
182,Chuck Dicus,SDG,WR,24,10,7,0,0,0,0,0,1,-11,-11.00,0,18,227,12.61,2,1,,2,,,34,50.6,54.1,41.6,,52,,
183,John McMakin,PIT,TE,22,14,13,0,0,0,0,0,1,0,0.00,0,21,277,13.19,1,0,,1,,,34,54.7,57.7,44.2,,21,,
184,Mike Montgomery,DAL,RB,23,12,0,1,3,31,0,0,35,81,2.31,1,8,131,16.38,1,1,,3,,,34,47.4,50.9,43.4,,70,,
185,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
186,Preston Pearson,PIT,RB,27,11,5,0,0,0,0,0,67,264,3.94,0,11,79,7.18,0,4,,0,,,34,41.3,46.3,35.8,,71,,
187,Ken Stabler,OAK,QB,27,14,1,44,74,524,4,3,6,27,4.50,0,0,0,,0,2,,0,,,34,31.7,38.7,34.7,,36,,
188,Leland Glass,GNB,WR,22,14,14,0,0,0,0,0,2,13,6.50,0,15,261,17.40,1,0,,1,,,33,48.4,51.4,40.9,,53,,
189,Clint Jones,MIN,RB,27,7,3,0,0,0,0,0,52,164,3.15,2,6,42,7.00,0,1,,2,,,33,37.6,41.1,34.6,,73,,
190,Lance Alworth,DAL,WR,32,14,7,0,0,0,0,0,1,2,2.00,0,15,195,13.00,2,0,,2,,,32,46.7,49.7,39.2,,54,,
191,Jess Phillips,CIN,RB,25,13,2,0,0,0,0,0,48,207,4.31,1,10,50,5.00,0,1,,1,,,32,40.7,44.2,35.7,,75,,
192,Dave Smith,2TM,WR,25,14,13,0,0,0,0,0,0,0,,0,30,316,10.53,0,0,,0,,,32,61.6,64.6,46.6,,55,,
193,Larry Watkins,PHI,RB,26,14,8,0,0,0,0,0,67,262,3.91,1,6,-2,-0.33,0,8,,1,,,32,30.0,37.0,27.0,,74,,
194,John Henderson,MIN,WR,29,12,3,0,0,0,0,0,0,0,,0,10,190,19.00,2,1,,2,,,31,40.0,43.5,35.0,,56,,
195,Les Josephson,RAM,RB,30,8,1,0,0,0,0,0,18,75,4.17,0,14,170,12.14,1,1,,1,,,31,43.5,47.0,36.5,,76,,
196,Ken Brown,CLE,RB,27,14,2,0,0,0,0,0,32,114,3.56,2,5,64,12.80,0,4,,2,,,30,30.8,35.8,28.3,,77,,
197,John Beasley,MIN,TE,27,14,14,0,0,0,0,0,0,0,,0,28,232,8.29,1,0,,1,,,29,57.2,60.2,43.2,,22,,
198,Roger Lawson,CHI,RB,23,12,0,0,0,0,0,0,33,106,3.21,1,8,120,15.00,0,2,,1,,,29,34.6,41.6,30.6,,78,,
199,Robert West,KAN,WR,22,11,5,0,0,0,0,0,2,2,1.00,0,9,165,18.33,2,0,,3,,,29,43.7,46.7,39.2,,57,,
200,Herb Mul-Key,WAS,RB,23,2,1,0,0,0,0,0,33,155,4.70,1,4,66,16.50,0,1,,1,,,28,31.1,34.6,29.1,,79,,
201,Pettis Norman,SDG,TE,33,13,11,0,0,0,0,0,1,9,9.00,0,19,262,13.79,0,2,,0,,,27,44.1,48.1,34.6,,23,,
202,Tom Reynolds,NWE,WR,23,12,0,0,0,0,0,0,0,0,,0,8,152,19.00,2,0,,2,,,27,35.2,38.2,31.2,,58,,
203,Jan White,BUF,TE,24,14,14,0,0,0,0,0,0,0,,0,12,148,12.33,2,0,,2,,,27,38.8,41.8,32.8,,24,,
204,Pete Banaszak,OAK,RB,28,14,0,0,0,0,0,0,30,138,4.60,1,9,63,7.00,0,1,,1,,,26,34.1,37.6,29.6,,80,,
205,Mike Ditka,DAL,TE,33,14,14,0,0,0,0,0,0,0,,0,17,198,11.65,1,0,,1,,,26,42.8,45.8,34.3,,25,,
206,Joe Orduna,NYG,RB,24,11,4,0,0,0,0,0,36,129,3.58,1,4,6,1.50,1,1,,2,,,26,28.5,32.0,26.5,,81,,
207,Hoyle Granger,HOU,RB,28,13,5,0,0,0,0,0,42,175,4.17,0,15,74,4.93,0,2,,0,,,25,37.9,41.9,30.4,,82,,
208,Sonny Jurgensen,WAS,QB,38,7,4,39,59,633,2,4,4,-5,-1.25,0,0,0,,0,4,,0,,,25,20.8,29.8,24.8,,37,,
209,Alvin Reed,HOU,TE,28,14,14,0,0,0,0,0,0,0,,0,19,251,13.21,0,2,,0,,,25,42.1,46.1,32.6,,26,,
210,Robert Brown,NOR,TE,29,14,5,0,0,0,0,0,0,0,,0,11,175,15.91,1,0,,1,,,24,34.5,37.5,29.0,,28,,
211,Steve Harkey,NYJ,RB,23,11,3,0,0,0,0,0,45,129,2.87,0,9,114,12.67,0,1,,0,,,24,32.3,38.8,27.8,,83,,
212,Randy Johnson,NYG,QB,28,4,1,10,17,230,3,3,9,26,2.89,1,0,0,,0,1,,1,,,24,22.8,26.3,25.8,,38,,
213,Kent Kramer,PHI,TE,28,14,8,0,0,0,0,0,0,0,,0,11,176,16.00,1,1,,1,,,24,33.6,37.1,28.1,,27,,
214,Jim Strong,NOR,RB,26,14,3,0,0,0,0,0,37,120,3.24,0,14,123,8.79,0,1,,0,,,24,37.3,43.8,30.3,,84,,
215,Hubert Ginn,MIA,RB,25,14,0,0,0,0,0,0,27,142,5.26,1,1,23,23.00,0,1,,1,,,23,22.5,26.0,22.0,,88,,
216,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
217,Bob Gladieux,NWE,RB,25,11,6,0,1,0,0,1,24,56,2.33,0,19,192,10.11,0,3,,0,,,23,38.8,44.3,30.3,,86,,
218,Jeff Kinney,KAN,RB,23,9,2,0,0,0,0,0,38,122,3.21,1,4,45,11.25,0,2,,1,,,23,24.7,28.7,22.7,,87,,
219,Wayne Patrick,BUF,RB,26,13,1,0,0,0,0,0,35,130,3.71,0,8,42,5.25,1,3,,1,,,23,28.2,32.7,24.2,,85,,
220,Speedy Thomas,CIN,WR,25,11,10,0,0,0,0,0,0,0,,0,17,171,10.06,1,1,,1,,,23,39.1,42.6,30.6,,59,,
221,Norm Bulaich,BAL,RB,26,6,2,0,0,0,0,0,27,109,4.04,1,9,55,6.11,0,2,,1,,,22,29.4,33.4,24.9,,89,,
222,Marv Fleming,MIA,TE,30,14,14,0,0,0,0,0,0,0,,0,13,156,12.00,1,0,,1,,,22,34.6,37.6,28.1,,29,,
223,Preston Riley,SFO,WR,25,14,8,0,0,0,0,0,0,0,,0,11,156,14.18,1,1,,1,,,22,31.6,35.1,26.1,,61,,
224,Jim Seymour,CHI,WR,26,14,14,0,0,0,0,0,1,-9,-9.00,0,10,165,16.50,1,0,,1,,,22,31.6,34.6,26.6,,60,,
225,Bob Brunet,WAS,RB,26,14,1,0,0,0,0,0,30,82,2.73,2,1,8,8.00,0,1,,2,,,21,21.0,21.5,20.5,,91,,
226,Leon Burns,STL,RB,30,14,5,0,0,0,0,0,26,69,2.65,2,6,24,4.00,0,0,,2,,,21,27.3,27.3,24.3,,90,,
227,Bob Hayes,DAL,WR,30,12,5,0,0,0,0,0,2,8,4.00,0,15,200,13.33,0,1,,0,,,21,34.8,38.3,27.3,,62,,
228,Eddie Hinton,BAL,WR,25,8,2,0,0,0,0,0,0,0,,0,11,146,13.27,1,1,,1,,,21,30.6,34.1,25.1,,63,,
229,Robert Holmes,HOU,RB,27,6,2,0,0,0,0,0,43,172,4.00,0,6,32,5.33,0,0,,0,,,20,26.4,29.4,23.4,,92,,
230,Dennis Homan,KAN,WR,26,7,5,0,0,0,0,0,0,0,,0,12,135,11.25,1,0,,1,,,20,31.5,34.5,25.5,,64,,
231,Craig Cotton,DET,TE,25,14,6,0,0,0,0,0,0,0,,0,8,129,16.13,1,0,,1,,,19,26.9,29.9,22.9,,31,,
232,John Hilton,DET,TE,30,5,0,0,0,0,0,0,0,0,,0,5,133,26.60,1,0,,1,,,19,24.3,27.3,21.8,,30,,
233,Joe Williams,NOR,RB,25,14,3,0,0,0,0,0,31,72,2.32,0,16,116,7.25,0,4,,0,,,19,30.8,35.8,22.8,,93,,
234,Gary Ballman,PHI,TE,32,8,4,0,0,0,0,0,0,0,,0,9,183,20.33,0,0,,0,,,18,27.3,30.3,22.8,,32,,
235,Dave Davis,GNB,WR,24,10,0,0,0,0,0,0,2,0,0.00,0,4,119,29.75,1,0,,1,,,18,21.9,24.9,19.9,,65,,
236,Robert Newhouse,DAL,RB,22,14,0,0,0,0,0,0,28,116,4.14,1,1,8,8.00,0,1,,1,,,18,18.4,21.9,17.9,,94,,
237,Jon Staggers,GNB,WR,24,11,0,0,1,0,0,0,1,-8,-8.00,0,8,123,15.38,1,2,,2,,,18,29.5,33.5,25.5,,66,,
238,Earl McCullouch,DET,WR,26,10,0,1,1,23,0,0,0,0,,0,5,96,19.20,1,0,,1,,,17,21.5,21.5,19.0,,67,,
239,Rich McGeorge,GNB,TE,24,2,2,0,0,0,0,0,0,0,,0,4,50,12.50,2,0,,2,,,17,21.0,21.0,19.0,,34,,
240,Jim Otis,KAN,RB,24,10,0,0,0,0,0,0,29,92,3.17,0,12,76,6.33,0,1,,0,,,17,27.8,28.3,21.8,,95,,
241,Stu Voigt,MIN,TE,24,14,0,0,0,0,0,0,1,1,1.00,1,6,50,8.33,1,0,,2,,,17,23.1,23.1,20.1,,33,,
242,Jim Beirne,HOU,WR,26,10,2,0,0,0,0,0,0,0,,0,7,95,13.57,1,0,,1,,,16,22.5,22.5,19.0,,69,,
243,Jim Krieg,DEN,WR,23,6,0,0,0,0,0,0,1,63,63.00,0,4,99,24.75,0,0,,0,,,16,20.2,20.2,18.2,,68,,
244,Steve Davis,PIT,RB,24,11,0,0,0,0,0,0,20,85,4.25,1,1,5,5.00,0,3,,1,,,15,13.0,14.5,12.5,,97,,
245,Joe Profit,ATL,RB,23,8,3,0,0,0,0,0,40,132,3.30,0,3,22,7.33,0,2,,0,,,15,16.4,20.4,14.9,,96,,
246,Bob Davis,NYJ,QB,27,14,1,10,22,114,2,1,6,32,5.33,0,0,0,,0,0,,0,,,14,13.8,14.8,14.8,,39,,
247,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
248,Rhett Dawson,HOU,WR,24,14,2,0,0,0,0,0,0,0,,0,6,78,13.00,1,0,,1,,,14,19.8,19.8,16.8,,70,,
249,John Isenbarger,SFO,RB,25,14,0,0,1,0,0,0,3,9,3.00,0,3,66,22.00,1,0,,1,,,14,16.5,16.5,15.0,,100,,
250,Randy Jackson,BUF,RB,24,5,0,0,0,0,0,0,17,57,3.35,0,2,21,10.50,1,0,,1,,,14,15.8,15.8,14.8,,99,,
251,Morris Stroud,KAN,TE,26,14,7,0,0,0,0,0,0,0,,0,4,80,20.00,1,0,,1,,,14,18.0,18.0,16.0,,35,,
252,Perry Williams,GNB,RB,26,14,0,0,0,0,0,0,33,139,4.21,0,0,0,,0,1,,0,,,14,12.9,16.4,12.9,,98,,
253,Jim Del Gaizo,MIA,QB,25,4,0,5,9,165,2,1,1,0,0.00,0,0,0,,0,1,,0,,,13,11.6,13.1,12.6,,40,,
254,Nick Eddy,DET,RB,28,2,1,0,0,0,0,0,8,28,3.50,0,2,46,23.00,1,0,,1,,,13,15.4,15.4,14.4,,101,,
255,Bob Grim,NYG,WR,27,13,0,0,0,0,0,0,0,0,,0,5,67,13.40,1,3,,1,,,13,14.7,16.2,12.2,,71,,
256,Al Barnes,DET,WR,23,9,5,0,0,0,0,0,0,0,,0,4,58,14.50,1,0,,1,,,12,15.8,15.8,13.8,,72,,
257,Kent Nix,HOU,QB,28,12,2,33,63,287,3,6,3,3,1.00,0,0,0,,0,3,,0,,,12,8.8,16.3,14.8,,42,,
258,Jerry Tagge,GNB,QB,22,4,0,10,29,154,0,0,8,-3,-0.38,1,0,0,,0,0,,1,,,12,11.9,11.9,11.9,,41,,
259,Bruce Coslet,CIN,TE,26,10,2,0,0,0,0,0,0,0,,0,5,48,9.60,1,0,,1,,,11,15.8,15.8,13.3,,38,,
260,Don Highsmith,OAK,RB,24,8,1,0,0,0,0,0,9,11,1.22,1,2,34,17.00,0,2,,1,,,11,10.5,11.5,9.5,,102,,
261,John Mackey,SDG,TE,31,13,4,0,0,0,0,0,0,0,,0,11,110,10.00,0,1,,0,,,11,21.0,24.5,15.5,,36,,
262,Bob Moore,OAK,TE,23,14,3,0,0,0,0,0,0,0,,0,6,49,8.17,1,0,,1,,,11,16.9,16.9,13.9,,37,,
263,Cotton Speyrer,BAL,WR,23,5,4,0,0,0,0,0,0,0,,0,8,114,14.25,0,0,,0,,,11,19.4,22.4,15.4,,73,,
264,Elmo Wright,KAN,WR,23,7,4,0,0,0,0,0,1,24,24.00,0,11,81,7.36,0,0,,0,,,11,21.5,21.5,16.0,,74,,
265,Hank Bjorklund,NYJ,RB,22,7,0,0,0,0,0,0,15,42,2.80,0,4,54,13.50,0,0,,0,,,10,13.6,13.6,11.6,,104,,
266,Jean Fugett,DAL,TE,21,14,0,0,0,0,0,0,3,2,0.67,0,7,94,13.43,0,0,,0,,,10,16.6,16.6,13.1,,39,,
267,Arthur Green,NOR,RB,25,7,3,0,0,0,0,0,14,51,3.64,0,7,49,7.00,0,0,,0,,,10,17.0,17.0,13.5,,103,,
268,Bill Munson,DET,QB,31,2,0,20,35,194,1,1,1,0,0.00,0,0,0,,0,1,,0,,,10,8.8,10.3,9.8,,44,,
269,Tim Van Galder,STL,QB,28,5,5,40,79,434,1,7,9,28,3.11,0,0,0,,0,3,,0,,,10,7.2,18.7,14.2,,43,,
270,Lee White,SDG,RB,26,8,1,0,0,0,0,0,23,75,3.26,0,3,20,6.67,0,0,,0,,,10,12.5,12.5,11.0,,105,,
271,Dick Gordon,RAM,WR,28,4,0,0,0,0,0,0,0,0,,0,3,29,9.67,1,1,,1,,,9,10.9,11.4,9.4,,75,,
272,Leo Hayden,STL,RB,24,4,0,0,0,0,0,0,8,11,1.38,1,1,17,17.00,0,2,,1,,,9,7.8,8.8,7.3,,106,,
273,Wayne Stewart,NYJ,TE,25,14,1,0,0,0,0,0,0,0,,0,2,26,13.00,1,0,,1,,,9,10.6,10.6,9.6,,40,,
274,Joe Sweet,RAM,WR,24,11,0,0,0,0,0,0,1,1,1.00,0,2,26,13.00,1,0,,1,,,9,10.7,10.7,9.7,,76,,
275,Al Young,PIT,WR,23,14,1,0,0,0,0,0,0,0,,0,6,86,14.33,0,0,,0,,,9,14.6,14.6,11.6,,77,,
276,Gary Kosins,CHI,RB,23,14,0,0,0,0,0,0,3,5,1.67,0,2,15,7.50,1,1,,1,,,8,9.0,9.5,8.0,,107,,
277,Charlie Leigh,MIA,RB,27,14,0,0,0,0,0,0,21,79,3.76,0,0,0,,0,4,,0,,,8,3.9,5.9,3.9,,108,,
278,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
279,John Love,RAM,WR,28,5,0,0,0,0,0,0,0,0,,0,1,19,19.00,1,2,,1,,,8,6.9,7.9,6.4,,79,,
280,Paul Staroba,CLE,WR,23,8,1,0,0,0,0,0,0,0,,0,1,19,19.00,1,0,,1,,,8,8.9,8.9,8.4,,80,,
281,Billy Walik,PHI,WR,25,10,0,0,0,0,0,0,0,0,,0,1,15,15.00,1,0,,1,,,8,8.5,8.5,8.0,,81,,
282,Dick Witcher,SFO,WR,28,14,6,0,0,0,0,0,0,0,,0,3,22,7.33,1,0,,1,,,8,11.2,11.2,9.7,,78,,
283,Len Garrett,GNB,TE,25,14,12,0,0,0,0,0,0,0,,0,4,66,16.50,0,0,,0,,,7,10.6,10.6,8.6,,42,,
284,Bob Lee,MIN,QB,26,2,0,3,6,75,1,0,0,0,,0,0,0,,0,0,,0,,,7,7.0,7.0,7.0,,45,,
285,Jack Maitland,NWE,RB,24,13,0,0,0,0,0,0,13,33,2.54,0,4,33,8.25,0,2,,0,,,7,8.6,9.6,6.6,,109,,
286,Bob Parsons,CHI,TE,22,13,0,0,0,0,0,0,1,0,0.00,0,1,6,6.00,1,1,,1,,,7,6.6,7.1,6.1,,41,,
287,Glenn Doughty,BAL,WR,25,5,0,0,0,0,0,0,2,33,16.50,0,3,31,10.33,0,0,,0,,,6,9.4,9.4,7.9,,82,,
288,Chip Glass,CLE,TE,25,14,0,0,0,0,0,0,0,0,,0,5,61,12.20,0,1,,0,,,6,10.1,10.6,7.6,,43,,
289,Mel Gray,STL,WR,24,7,1,0,0,0,0,0,0,0,,0,3,62,20.67,0,1,,0,,,6,8.2,8.7,6.7,,83,,
290,Bob Hudson,GNB,RB,24,12,0,0,0,0,0,0,15,62,4.13,0,0,0,,0,1,,0,,,6,5.2,5.7,5.2,,110,,
291,Dave Kopay,GNB,RB,30,14,0,0,0,0,0,0,10,39,3.90,0,3,19,6.33,0,1,,0,,,6,7.8,8.3,6.3,,112,,
292,Ward Walsh,2TM,RB,24,8,1,0,0,0,0,0,8,36,4.50,0,4,22,5.50,0,0,,0,,,6,9.8,9.8,7.8,,113,,
293,Mickey Zofko,DET,RB,23,14,1,0,0,0,0,0,7,28,4.00,0,2,14,7.00,0,3,,0,,,6,4.2,4.7,3.2,,111,,
294,Mack Alston,WAS,TE,25,14,0,0,0,0,0,0,0,0,,0,2,53,26.50,0,0,,0,,,5,7.3,7.3,6.3,,44,,
295,Tom Bailey,PHI,RB,23,14,0,0,0,0,0,0,7,22,3.14,0,5,32,6.40,0,1,,0,,,5,9.4,9.9,6.9,,114,,
296,Cliff Branch,OAK,WR,24,14,1,0,0,0,0,0,1,5,5.00,0,3,41,13.67,0,2,,0,,,5,5.6,6.6,4.1,,85,,
297,Mike Carter,SDG,WR,24,5,1,0,0,0,0,0,1,25,25.00,0,2,24,12.00,0,0,,0,,,5,6.9,6.9,5.9,,84,,
298,John Mosier,BAL,TE,24,14,0,0,0,0,0,0,0,0,,0,1,53,53.00,0,0,,0,,,5,6.3,6.3,5.8,,45,,
299,Eddie Ray,ATL,RB,25,7,0,0,0,0,0,0,8,34,4.25,0,1,14,14.00,0,1,,0,,,5,4.8,5.3,4.3,,115,,
300,Mike Taliaferro,BUF,QB,31,5,0,16,33,176,1,4,5,19,3.80,0,0,0,,0,1,,0,,,5,3.9,8.4,7.9,,46,,
301,Bill Triplett,DET,RB,32,14,1,0,0,0,0,0,17,48,2.82,0,0,0,,0,0,,0,,,5,4.8,4.8,4.8,,116,,
302,Billy Truax,DAL,TE,29,6,0,0,0,0,0,0,0,0,,0,4,49,12.25,0,0,,0,,,5,8.9,8.9,6.9,,46,,
303,Tom Beer,NWE,TE,28,14,0,0,0,0,0,0,0,0,,0,2,40,20.00,0,0,,0,,,4,6.0,6.0,5.0,,47,,
304,Bobby Duhon,NYG,RB,26,4,0,0,0,0,0,0,9,23,2.56,0,2,20,10.00,0,0,,0,,,4,6.3,6.3,5.3,,117,,
305,James Ford,NOR,RB,23,5,1,0,0,0,0,0,11,28,2.55,0,1,9,9.00,0,0,,0,,,4,4.7,4.7,4.2,,118,,
306,Jim Lindsey,MIN,RB,28,13,0,0,0,0,0,0,1,8,8.00,0,3,28,9.33,0,0,,0,,,4,6.6,6.6,5.1,,119,,
307,Roger Staubach,DAL,QB,30,4,0,9,20,98,0,2,6,45,7.50,0,0,0,,0,1,,0,,,4,3.4,5.9,5.4,,47,,
308,Warren Bankston,PIT,RB,25,7,0,0,0,0,0,0,7,20,2.86,0,1,5,5.00,0,0,,0,,,3,3.5,3.5,3.0,,125,,
309,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
310,Doug Cunningham,SFO,RB,27,4,0,0,0,0,0,0,8,32,4.00,0,0,0,,0,0,,0,,,3,3.2,3.2,3.2,,120,,
311,Oscar Dragon,SDG,RB,22,13,0,0,0,0,0,0,9,30,3.33,0,0,0,,0,0,,0,,,3,3.0,3.0,3.0,,122,,
312,Fred Hyatt,STL,WR,26,12,2,0,0,0,0,0,0,0,,0,2,32,16.00,0,0,,0,,,3,5.2,5.2,4.2,,86,,
313,Roy Shivers,STL,RB,31,2,0,0,0,0,0,0,5,12,2.40,0,1,20,20.00,0,0,,0,,,3,4.2,4.2,3.7,,121,,
314,Tom Sullivan,PHI,RB,22,12,0,0,0,0,0,0,13,13,1.00,0,4,17,4.25,0,1,,0,,,3,6.0,6.5,4.0,,123,,
315,Clem Turner,DEN,RB,27,12,0,0,0,0,0,0,5,16,3.20,0,1,10,10.00,0,0,,0,,,3,3.6,3.6,3.1,,124,,
316,Terry Beasley,SFO,WR,22,8,0,0,0,0,0,0,0,0,,0,1,20,20.00,0,0,,0,,,2,3.0,3.0,2.5,,88,,
317,Rocky Bleier,PIT,RB,26,14,0,0,0,0,0,0,1,17,17.00,0,0,0,,0,1,,0,,,2,0.7,1.2,0.7,,127,,
318,Joe Gilliam,PIT,QB,22,2,0,7,11,48,0,0,2,0,0.00,0,0,0,,0,0,,0,,,2,1.9,1.9,1.9,,49,,
319,Bruce Jankowski,KAN,WR,23,4,2,0,0,0,0,0,0,0,,0,2,24,12.00,0,0,,0,,,2,4.4,4.4,3.4,,87,,
320,Ray Jarvis,ATL,WR,23,4,0,0,0,0,0,0,0,0,,0,1,18,18.00,0,0,,0,,,2,2.8,2.8,2.3,,90,,
321,Ted Koy,BUF,TE,25,14,0,0,0,0,0,0,1,9,9.00,0,1,9,9.00,0,0,,0,,,2,2.8,2.8,2.3,,49,,
322,Pete Lammons,GNB,TE,29,12,0,0,0,0,0,0,0,0,,0,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,48,,
323,George Nock,WAS,RB,26,7,0,0,0,0,0,0,6,22,3.67,0,0,0,,0,1,,0,,,2,1.2,1.7,1.2,,126,,
324,Joe Reed,SFO,QB,24,9,0,0,0,0,0,0,4,22,5.50,0,0,0,,0,1,,0,,,2,1.2,1.7,1.2,,48,,
325,Todd Snyder,ATL,WR,24,14,1,0,0,0,0,0,0,0,,0,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,89,,
326,Tom Woodeshick,STL,RB,31,4,0,0,0,0,0,0,5,14,2.80,0,1,2,2.00,0,0,,0,,,2,2.6,2.6,2.1,,128,,
327,Drew Buie,CIN,WR,25,4,0,0,0,0,0,0,0,0,,0,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,96,,
328,Cannonball Butler,STL,RB,29,5,0,0,0,0,0,0,6,3,0.50,0,1,8,8.00,0,1,,0,,,1,1.1,1.6,0.6,,130,,
329,Mike Ernst,DEN,QB,22,1,0,1,4,10,0,0,1,4,4.00,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,51,,
330,Terry Hanratty,PIT,QB,24,7,0,2,4,23,0,0,0,0,,0,0,0,,0,1,,0,,,1,-0.1,0.4,-0.1,,50,,
331,Ron Lamb,ATL,RB,29,7,0,0,0,0,0,0,0,0,,0,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,132,,
332,Billy Lefear,CLE,RB,22,9,0,0,0,0,0,0,3,6,2.00,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,134,,
333,Jerry LeVias,SDG,WR,26,1,1,0,0,0,0,0,0,0,,0,1,8,8.00,0,1,,0,,,1,0.8,1.3,0.3,,93,,
334,Tom Nowatzke,BAL,RB,30,6,0,0,0,0,0,0,3,11,3.67,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,131,,
335,Jeff Queen,OAK,RB,26,14,0,0,0,0,0,0,4,10,2.50,0,0,0,,0,1,,0,,,1,,0.5,,,133,,
336,Dan Reeves,DAL,RB,28,14,0,0,2,0,0,0,3,14,4.67,0,0,0,,0,0,,0,,,1,1.4,1.4,1.4,,129,,
337,Gloster Richardson,CLE,WR,30,7,0,0,0,0,0,0,0,0,,0,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,94,,
338,Bob Wallace,CHI,WR,27,14,0,0,0,0,0,0,0,0,,0,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,91,,
339,Creston Whitaker,NOR,WR,25,2,1,0,0,0,0,0,0,0,,0,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,95,,
340,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
341,Bob Wicks,STL,WR,22,9,0,0,0,0,0,0,0,0,,0,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,92,,
342,John Andrews,SDG,,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,56,,
343,Rick Arrington,PHI,QB,25,1,0,5,13,46,0,1,1,2,2.00,0,0,0,,0,1,,0,,,,-1.0,0.5,,,55,,
344,Pete Beathard,RAM,QB,30,14,2,19,48,255,1,7,1,-1,-1.00,0,0,0,,0,1,,0,,,,-0.9,6.6,6.1,,54,,
345,Cookie Brinkman,CLE,,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,101,,
346,Linzy Cole,2TM,,24,10,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,,-1.0,-0.5,-1.0,,104,,
