Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 33,Year
Chris Johnson *+,TEN,RB,24.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,358.0,2006.0,5.6,14.0,71.0,50.0,503.0,10.06,2.0,3.0,3.0,16.0,1.0,0.0,349.0,392.9,401.9,367.9,202.0,1.0,,2009
Adrian Peterson*+,MIN,RB,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,314.0,1383.0,4.4,18.0,57.0,43.0,436.0,10.14,0.0,7.0,6.0,18.0,0.0,0.0,290.0,320.9,332.9,299.4,143.0,2.0,,2009
Maurice Jones-Drew*,JAX,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,312.0,1391.0,4.46,15.0,71.0,53.0,374.0,7.06,1.0,2.0,1.0,16.0,0.0,0.0,273.0,323.5,330.5,297.0,126.0,3.0,,2009
Aaron Rodgers *,GNB,QB,26.0,16.0,16.0,350.0,541.0,4434.0,30.0,7.0,58.0,316.0,5.45,5.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,0.0,3.0,351.0,343.0,360.0,350.0,115.0,1.0,,2009
Ray Rice*,BAL,RB,22.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,254.0,1339.0,5.27,7.0,101.0,78.0,702.0,9.0,1.0,3.0,2.0,8.0,0.0,0.0,252.0,326.1,334.1,287.1,105.0,4.0,,2009
Andre Johnson *+,HOU,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,171.0,101.0,1569.0,15.53,9.0,1.0,,9.0,1.0,0.0,214.0,314.9,317.9,264.4,98.0,1.0,,2009
Randy Moss,NWE,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,83.0,1264.0,15.23,13.0,2.0,1.0,13.0,1.0,0.0,206.0,287.4,291.4,245.9,91.0,2.0,,2009
Frank Gore*,SFO,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,229.0,1120.0,4.89,10.0,75.0,52.0,406.0,7.81,3.0,4.0,2.0,13.0,0.0,0.0,231.0,278.6,286.6,252.6,84.0,5.0,,2009
Thomas Jones,NYJ,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,331.0,1402.0,4.24,14.0,18.0,10.0,58.0,5.8,0.0,2.0,,14.0,0.0,0.0,230.0,240.0,243.0,235.0,83.0,6.0,,2009
Miles Austin*,DAL,WR,25.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,124.0,81.0,1320.0,16.3,11.0,1.0,,11.0,0.0,0.0,198.0,278.8,281.8,238.3,82.0,3.0,,2009
Vernon Davis *,SFO,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,78.0,965.0,12.37,13.0,0.0,,13.0,0.0,0.0,175.0,252.5,255.5,213.5,76.0,1.0,,2009
DeSean Jackson*,PHI,WR,23.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,137.0,12.45,1.0,117.0,62.0,1156.0,18.65,9.0,3.0,1.0,12.0,0.0,0.0,189.0,261.3,268.3,230.3,74.0,4.0,,2009
Dallas Clark*+,IND,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,133.0,100.0,1106.0,11.06,10.0,1.0,,10.0,0.0,0.0,172.0,271.7,274.7,221.7,73.0,2.0,,2009
Larry Fitzgerald*,ARI,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,97.0,1092.0,11.26,13.0,0.0,,13.0,0.0,0.0,187.0,284.2,287.2,235.7,71.0,5.0,,2009
Drew Brees*,NOR,QB,30.0,15.0,15.0,363.0,514.0,4388.0,34.0,11.0,22.0,33.0,1.5,2.0,1.0,1.0,-4.0,-4.0,0.0,10.0,6.0,2.0,0.0,1.0,306.0,295.4,315.4,305.9,70.0,2.0,,2009
Ricky Williams,MIA,RB,32.0,16.0,7.0,0.0,1.0,0.0,0.0,1.0,241.0,1121.0,4.65,11.0,53.0,35.0,264.0,7.54,2.0,5.0,2.0,13.0,1.0,0.0,217.0,247.5,256.5,231.0,70.0,7.0,,2009
Reggie Wayne*,IND,WR,31.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,100.0,1264.0,12.64,10.0,0.0,,10.0,0.0,0.0,184.0,284.4,288.4,235.4,69.0,6.0,,2009
Roddy White*,ATL,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,165.0,85.0,1153.0,13.56,11.0,1.0,,11.0,0.0,0.0,182.0,266.5,269.5,224.0,66.0,7.0,,2009
Antonio Gates*,SDG,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,79.0,1157.0,14.65,8.0,1.0,,8.0,0.0,0.0,164.0,242.7,245.7,203.2,65.0,3.0,,2009
Ryan Grant,GNB,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,282.0,1253.0,4.44,11.0,30.0,25.0,197.0,7.88,0.0,1.0,1.0,11.0,0.0,0.0,211.0,234.0,241.0,221.5,64.0,8.0,,2009
Sidney Rice*,MIN,WR,23.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,83.0,1312.0,15.81,8.0,1.0,1.0,8.0,0.0,0.0,179.0,260.2,264.2,218.7,63.0,8.0,,2009
Brandon Marshall*,DEN,WR,25.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,5.57,0.0,154.0,101.0,1120.0,11.09,10.0,0.0,,10.0,0.0,0.0,176.0,276.9,279.9,226.4,60.0,9.0,,2009
Fred Jackson,BUF,WR,28.0,16.0,11.0,1.0,1.0,27.0,1.0,0.0,237.0,1062.0,4.48,2.0,61.0,46.0,371.0,8.07,2.0,4.0,2.0,4.0,0.0,0.0,172.0,214.4,222.4,191.4,57.0,10.0,,2009
Vincent Jackson*,SDG,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,108.0,68.0,1167.0,17.16,9.0,0.0,,9.0,0.0,0.0,172.0,239.8,242.8,205.8,56.0,11.0,,2009
Joseph Addai,IND,RB,26.0,15.0,15.0,1.0,1.0,22.0,1.0,0.0,219.0,828.0,3.78,10.0,63.0,51.0,336.0,6.59,3.0,1.0,1.0,13.0,0.0,0.0,199.0,248.3,255.3,222.8,52.0,9.0,,2009
Steven Jackson*,STL,RB,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,324.0,1416.0,4.37,4.0,75.0,51.0,322.0,6.31,0.0,2.0,2.0,4.0,0.0,0.0,198.0,244.8,252.8,219.3,51.0,10.0,,2009
Brett Favre *,MIN,QB,40.0,16.0,16.0,363.0,531.0,4202.0,33.0,7.0,9.0,7.0,0.78,0.0,1.0,1.0,-2.0,-2.0,0.0,2.0,3.0,0.0,0.0,0.0,287.0,281.6,294.6,288.1,50.0,3.0,,2009
Matt Schaub*,HOU,QB,28.0,16.0,16.0,396.0,583.0,4770.0,29.0,15.0,48.0,57.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,285.0,280.5,300.5,295.5,48.0,4.0,,2009
Steve Smith*,NYG,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,107.0,1220.0,11.4,7.0,0.0,,7.0,0.0,0.0,164.0,271.0,274.0,217.5,48.0,12.0,,2009
Wes Welker*+,NWE,WR,28.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,7.2,0.0,162.0,123.0,1348.0,10.96,4.0,2.0,,4.0,0.0,0.0,162.0,285.4,288.4,223.9,47.0,13.0,,2009
Brent Celek,PHI,TE,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,76.0,971.0,12.78,8.0,0.0,,8.0,0.0,0.0,145.0,221.1,224.1,183.1,47.0,4.0,,2009
Jonathan Stewart,CAR,RB,22.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,221.0,1133.0,5.13,10.0,26.0,18.0,139.0,7.72,1.0,3.0,2.0,11.0,0.0,0.0,193.0,207.2,215.2,198.2,46.0,11.0,,2009
Marques Colston,NOR,WR,26.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,107.0,70.0,1074.0,15.34,9.0,2.0,1.0,9.0,0.0,0.0,162.0,230.0,234.0,195.0,46.0,14.0,,2009
Chad Johnson *,CIN,?,31.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,10.67,0.0,128.0,72.0,1047.0,14.54,9.0,2.0,2.0,9.0,0.0,0.0,162.0,229.9,234.9,193.9,46.0,15.0,,2009
Tony Romo *,DAL,QB,29.0,16.0,16.0,347.0,550.0,4483.0,26.0,9.0,35.0,105.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,282.0,273.8,292.8,282.8,46.0,5.0,,2009
Jamaal Charles,KAN,RB,23.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,1120.0,5.89,7.0,55.0,40.0,297.0,7.43,1.0,4.0,3.0,9.0,1.0,0.0,192.0,231.7,240.7,211.7,45.0,12.0,,2009
Peyton Manning*+,IND,QB,33.0,16.0,16.0,393.0,571.0,4500.0,33.0,16.0,19.0,-13.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,279.0,278.7,297.7,294.7,43.0,6.0,,2009
Santonio Holmes,PIT,WR,25.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,138.0,79.0,1248.0,15.8,5.0,0.0,,5.0,0.0,0.0,155.0,234.4,237.4,194.9,40.0,16.0,,2009
Philip Rivers*,SDG,QB,28.0,16.0,16.0,317.0,486.0,4254.0,28.0,9.0,26.0,50.0,1.92,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,275.0,269.2,284.2,278.2,39.0,7.0,,2009
Tom Brady *,NWE,QB,32.0,16.0,16.0,371.0,565.0,4398.0,28.0,13.0,29.0,44.0,1.52,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,274.0,270.3,288.3,283.3,38.0,8.0,,2009
Rashard Mendenhall,PIT,RB,22.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,242.0,1108.0,4.58,7.0,32.0,25.0,261.0,10.44,1.0,3.0,3.0,8.0,0.0,0.0,185.0,203.9,212.9,191.4,38.0,13.0,,2009
Ben Roethlisberger,PIT,QB,27.0,15.0,15.0,337.0,506.0,4328.0,26.0,12.0,40.0,82.0,2.05,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,273.0,267.3,285.3,279.3,37.0,9.0,,2009
Hines Ward,PIT,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,95.0,1167.0,12.28,6.0,2.0,1.0,6.0,0.0,0.0,153.0,245.7,249.7,198.2,37.0,17.0,,2009
DeAngelo Williams*,CAR,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,216.0,1117.0,5.17,7.0,41.0,29.0,252.0,8.69,0.0,3.0,3.0,7.0,1.0,0.0,181.0,203.9,212.9,189.4,34.0,14.0,,2009
