,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
170,John Brodie,SFO,QB,38,14,6,98,194,1126,3,12,5,16,3.20,1,0,0,,0,0,,1,,,41,40.6,55.6,52.6,,33,,
171,Gary Garrison,SDG,WR,29,7,4,0,0,0,0,0,0,0,,0,14,292,20.86,2,0,,2,,,41,55.2,58.2,48.2,,46,,
172,Jerry Tagge,GNB,QB,23,7,6,56,106,720,2,7,15,62,4.13,2,0,0,,0,1,,2,,,41,40.0,50.5,47.0,,32,,
173,John Beasley,2TM,TE,28,13,5,0,0,0,0,0,0,0,,0,32,283,8.84,2,0,,2,,,40,72.3,75.3,56.3,,18,,
174,Bob Klein,RAM,TE,26,14,14,0,0,0,0,0,0,0,,0,21,277,13.19,2,0,,2,,,40,60.7,63.7,50.2,,19,,
175,Elmo Wright,KAN,WR,24,11,11,0,0,0,0,0,5,29,5.80,0,16,252,15.75,2,1,,2,,,40,55.1,58.6,47.1,,47,,
176,Don Zimmerman,PHI,WR,24,14,10,0,0,0,0,0,0,0,,0,22,220,10.00,3,1,,3,,,40,61.0,64.5,50.0,,48,,
177,Jean Fugett,DAL,TE,22,12,0,0,0,0,0,0,1,34,34.00,0,9,168,18.67,3,0,,3,,,38,47.2,50.2,42.7,,20,,
178,Jack Snow,RAM,WR,30,14,14,0,0,0,0,0,0,0,,0,16,252,15.75,2,0,,2,,,37,53.2,56.2,45.2,,49,,
179,Clint Jones,SDG,RB,28,12,3,0,0,0,0,0,55,170,3.09,1,7,125,17.86,0,2,,1,,,36,40.5,47.5,37.0,,72,,
180,Barry Smith,GNB,WR,22,14,8,0,0,0,0,0,1,5,5.00,0,15,233,15.53,2,0,,2,,,36,50.8,53.8,43.3,,50,,
181,Doug Cunningham,SFO,RB,28,14,1,0,0,0,0,0,44,165,3.75,1,15,118,7.87,0,3,,1,,,34,46.3,53.8,38.8,,73,,
182,Don Nottingham,2TM,RB,24,14,3,0,0,0,0,0,52,252,4.85,1,3,26,8.67,0,1,,1,,,34,35.8,39.3,34.3,,74,,
183,Morris Stroud,KAN,TE,27,14,11,0,0,0,0,0,0,0,,0,12,216,18.00,2,1,,2,,,34,44.6,48.1,38.6,,21,,
184,Mike Adamle,NYJ,RB,24,14,4,0,0,0,0,0,67,264,3.94,0,9,63,7.00,0,5,,0,,,33,36.7,42.2,32.2,,77,,
185,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
186,Po James,PHI,RB,24,10,1,0,0,0,0,0,36,178,4.94,1,17,94,5.53,0,1,,1,,,33,49.2,52.7,40.7,,76,,
187,Mike Montgomery,DAL,RB,24,9,2,0,1,0,0,0,1,-10,-10.00,0,14,164,11.71,3,0,,3,,,33,47.4,50.4,40.4,,75,,
188,Gene Washington,DEN,WR,29,14,0,0,0,0,0,0,0,0,,0,10,150,15.00,3,0,,3,,,33,43.0,46.0,38.0,,51,,
189,Fair Hooker,CLE,WR,26,13,13,0,0,0,0,0,0,0,,0,18,196,10.89,2,0,,2,,,32,49.6,52.6,40.6,,52,,
190,Rich McGeorge,GNB,TE,25,14,14,0,0,0,0,0,0,0,,0,16,260,16.25,1,0,,1,,,32,48.0,51.0,40.0,,22,,
191,Paul Robinson,HOU,RB,29,11,1,0,0,0,0,0,34,151,4.44,2,7,46,6.57,0,0,,2,,,32,38.7,41.7,35.2,,78,,
192,Len Dawson,KAN,QB,38,8,6,66,101,725,2,5,6,40,6.67,0,0,0,,0,4,,0,,,31,27.0,37.0,32.0,,34,,
193,Jeff Kinney,KAN,RB,24,14,1,0,0,0,0,0,50,128,2.56,1,11,126,11.45,0,2,,1,,,31,40.4,47.4,34.9,,79,,
194,Jim Otis,STL,RB,25,10,2,0,0,0,0,0,55,234,4.25,1,2,19,9.50,0,3,,1,,,31,30.3,34.8,29.3,,80,,
195,Jerry Simmons,DEN,WR,31,14,13,0,0,0,0,0,1,-4,-4.00,0,13,249,19.15,1,0,,1,,,31,43.5,46.5,37.0,,53,,
196,Walker Gillette,STL,WR,26,14,9,0,0,0,0,0,0,0,,0,20,244,12.20,1,2,,1,,,30,48.4,52.4,38.4,,54,,
197,Bobby Anderson,DEN,RB,26,12,0,2,3,47,0,0,19,61,3.21,1,15,153,10.20,0,0,,1,,,29,44.3,47.3,36.8,,82,,
198,Pete Beathard,KAN,QB,31,9,0,31,64,389,2,1,6,16,2.67,1,0,0,,0,1,,1,,,29,28.2,32.7,29.2,,35,,
199,Al Dodd,ATL,WR,28,13,10,0,0,0,0,0,0,0,,0,19,291,15.32,0,1,,0,,,29,47.1,50.6,37.6,,55,,
200,George Farmer,CHI,WR,25,14,13,0,0,0,0,0,1,8,8.00,0,15,219,14.60,1,1,,1,,,29,42.7,46.2,35.2,,57,,
201,Tom Geredine,ATL,WR,23,12,5,0,0,0,0,0,1,-3,-3.00,0,12,231,19.25,1,1,,1,,,29,39.8,43.3,33.8,,56,,
202,Les Josephson,RAM,RB,31,14,0,0,0,0,0,0,36,174,4.83,2,0,0,,0,0,,2,,,29,29.4,32.4,29.4,,81,,
203,Joe Reed,SFO,QB,25,6,3,51,114,589,2,6,15,85,5.67,0,0,0,,0,3,,0,,,28,25.1,35.6,31.1,,36,,
204,Eddie Hinton,HOU,WR,26,11,1,0,0,0,0,0,1,-2,-2.00,0,13,202,15.54,1,1,,1,,,26,38.0,41.5,31.5,,58,,
205,John McMakin,PIT,TE,23,14,14,0,0,0,0,0,0,0,,0,13,195,15.00,1,0,,1,,,26,38.5,41.5,32.0,,23,,
206,Larry Schreiber,SFO,RB,26,4,4,0,0,0,0,0,42,163,3.88,0,12,98,8.17,0,1,,0,,,26,37.1,40.6,31.1,,83,,
207,Gary Butler,KAN,TE,22,14,3,0,0,0,0,0,2,10,5.00,0,8,124,15.50,2,1,,2,,,25,32.4,35.9,28.4,,24,,
208,Lenvil Elliott,CIN,RB,22,6,0,0,0,0,0,0,22,122,5.55,1,1,12,12.00,1,0,,2,,,25,26.4,29.4,25.9,,84,,
209,Ron Holliday,SDG,WR,25,11,6,0,2,0,0,1,6,70,11.67,0,14,182,13.00,0,1,,0,,,25,37.2,40.7,31.2,,59,,
210,Earl McCullouch,DET,WR,27,11,2,0,0,0,0,0,2,12,6.00,0,9,179,19.89,1,0,,1,,,25,34.1,37.1,29.6,,60,,
211,Raymond Chester,BAL,TE,25,13,10,0,0,0,0,0,1,1,1.00,0,18,181,10.06,1,1,,1,,,24,41.2,44.7,32.2,,25,,
212,Charlie Evans,NYG,RB,25,5,3,0,0,0,0,0,34,77,2.26,1,13,100,7.69,0,2,,1,,,24,34.7,38.7,28.2,,85,,
213,Scott Hunter,GNB,QB,26,8,5,35,84,442,2,4,8,3,0.38,1,0,0,,0,1,,1,,,24,23.0,30.5,27.0,,37,,
214,Jim Thaxton,SDG,TE,24,10,3,0,0,0,0,0,0,0,,0,7,119,17.00,2,0,,2,,,24,30.9,33.9,27.4,,26,,
215,Tom Bailey,PHI,RB,24,12,0,0,0,0,0,0,20,91,4.55,0,10,80,8.00,1,1,,1,,,23,32.1,32.6,27.1,,86,,
216,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
217,Pete Banaszak,OAK,RB,29,14,0,0,0,0,0,0,34,198,5.82,0,6,31,5.17,0,0,,0,,,23,28.9,31.9,25.9,,87,,
218,Gloster Richardson,CLE,WR,31,14,3,0,0,0,0,0,3,-10,-3.33,0,12,175,14.58,1,1,,1,,,23,33.5,37.0,27.5,,61,,
219,Bill Olds,BAL,RB,22,13,1,0,0,0,0,0,26,100,3.85,2,2,-4,-2.00,0,0,,2,,,22,23.6,26.6,22.6,,89,,
220,Dave Osborn,MIN,RB,30,11,1,0,0,0,0,0,48,216,4.50,0,3,4,1.33,0,2,,0,,,22,23.0,27.0,21.5,,88,,
221,Jerry Smith,WAS,TE,30,13,9,0,0,0,0,0,0,0,,0,19,215,11.32,0,1,,0,,,22,39.5,43.0,30.0,,27,,
222,Charlie Joiner,CIN,WR,26,5,4,0,0,0,0,0,0,0,,0,13,214,16.46,0,1,,0,,,21,33.4,36.9,26.9,,62,,
223,Joe Moore,CHI,RB,24,14,3,0,0,0,0,0,58,191,3.29,0,3,17,5.67,0,1,,0,,,21,22.8,26.3,21.3,,90,,
224,Pettis Norman,SDG,TE,34,14,12,0,0,0,0,0,1,10,10.00,0,13,200,15.38,0,0,,0,,,21,34.0,37.0,27.5,,28,,
225,Joe Orduna,NYG,RB,25,14,3,0,0,0,0,0,36,104,2.89,1,6,44,7.33,0,0,,1,,,21,26.8,29.8,23.8,,91,,
226,Dick Shiner,2TM,QB,31,7,4,36,68,432,3,4,3,-2,-0.67,0,0,0,,0,4,,0,,,21,17.1,26.1,21.1,,38,,
227,Bob Adams,NWE,TE,27,12,5,0,0,0,0,0,2,7,3.50,0,14,197,14.07,0,0,,0,,,20,34.4,37.4,27.4,,29,,
228,Charlie Leigh,MIA,RB,28,14,0,0,0,0,0,0,22,134,6.09,1,4,9,2.25,0,3,,1,,,20,21.3,25.8,19.3,,92,,
229,Otis Armstrong,DEN,RB,23,14,1,0,0,0,0,0,26,90,3.46,0,2,43,21.50,1,1,,1,,,19,20.3,20.8,19.3,,93,,
230,Craig Cotton,CHI,TE,26,13,13,0,0,0,0,0,0,0,,0,13,186,14.31,0,0,,0,,,19,31.6,34.6,25.1,,30,,
231,Carroll Dale,MIN,WR,35,13,12,0,0,0,0,0,0,0,,0,14,192,13.71,0,0,,0,,,19,33.2,36.2,26.2,,63,,
232,Gary Huff,CHI,QB,22,8,2,54,126,525,3,8,11,22,2.00,0,0,0,,0,1,,0,,,19,18.2,29.7,26.2,,40,,
233,Bert Jones,BAL,QB,22,8,5,43,108,539,4,12,18,58,3.22,0,0,0,,0,0,,0,,,19,19.4,34.4,31.4,,39,,
234,Louis Neal,ATL,WR,22,5,3,0,0,0,0,0,0,0,,0,5,131,26.20,1,0,,1,,,19,24.1,27.1,21.6,,64,,
235,Perry Williams,GNB,RB,27,14,1,0,0,0,0,0,32,87,2.72,1,5,44,8.80,0,1,,1,,,19,23.1,23.6,20.6,,94,,
236,Les Goodman,GNB,RB,23,6,0,0,0,0,0,0,18,88,4.89,1,2,19,9.50,0,2,,1,,,17,16.7,17.7,15.7,,96,,
237,Billy Lefear,CLE,RB,23,13,1,0,0,0,0,0,26,135,5.19,0,5,38,7.60,0,3,,0,,,17,19.3,23.8,16.8,,95,,
238,Craig Morton,DAL,QB,30,14,0,13,32,174,3,1,1,0,0.00,0,0,0,,0,1,,0,,,17,16.0,17.5,17.0,,41,,
239,Johnny Unitas,SDG,QB,40,5,4,34,76,471,3,7,0,0,,0,0,0,,0,3,,0,,,17,13.8,25.3,20.8,,42,,
240,Daryle Lamonica,OAK,QB,32,8,3,42,93,614,2,8,5,-7,-1.40,0,0,0,,0,3,,0,,,16,12.9,25.4,20.9,,43,,
241,Bo Scott,CLE,RB,30,7,0,0,0,0,0,0,34,79,2.32,0,6,23,3.83,1,0,,1,,,16,22.2,22.2,19.2,,97,,
242,Bob Thomas,SDG,RB,25,14,2,0,0,0,0,0,22,48,2.18,0,7,51,7.29,1,3,,1,,,16,19.9,21.4,16.4,,98,,
243,Golden Richards,DAL,WR,23,12,0,0,0,0,0,0,1,2,2.00,0,6,91,15.17,1,1,,1,,,15,20.3,20.8,17.3,,65,,
244,David Knight,NYJ,WR,22,14,0,0,0,0,0,0,0,0,,0,6,78,13.00,1,0,,1,,,14,19.8,19.8,16.8,,66,,
245,Don Shy,STL,RB,28,11,3,0,0,0,0,0,16,66,4.13,0,3,15,5.00,1,1,,2,,,14,22.1,22.6,20.6,,99,,
246,Duane Thomas,WAS,RB,26,13,0,0,0,0,0,0,32,95,2.97,0,5,40,8.00,0,1,,0,,,14,17.5,18.0,15.0,,100,,
247,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
248,Robert Brown,NOR,TE,30,5,5,0,0,0,0,0,0,0,,0,11,132,12.00,0,0,,0,,,13,24.2,27.2,18.7,,31,,
249,John Hilton,DET,TE,31,14,1,0,0,0,0,0,0,0,,0,6,70,11.67,1,0,,1,,,13,19.0,19.0,16.0,,32,,
250,Roger Lawson,CHI,RB,24,10,1,0,0,0,0,0,24,70,2.92,0,9,60,6.67,0,1,,0,,,13,21.0,21.5,16.5,,101,,
251,Tom Reynolds,CHI,WR,24,9,0,0,0,0,0,0,0,0,,0,7,127,18.14,0,0,,0,,,13,19.7,22.7,16.2,,67,,
252,Rob Scribner,RAM,RB,22,10,0,0,0,0,0,0,20,109,5.45,0,2,19,9.50,0,1,,0,,,13,13.8,17.3,12.8,,102,,
253,Pat Sullivan,ATL,QB,23,4,0,14,26,175,1,0,3,19,6.33,0,0,0,,0,1,,0,,,13,11.9,12.4,11.9,,44,,
254,George Amundson,HOU,RB,22,9,2,0,0,0,0,0,15,56,3.73,0,7,60,8.57,0,1,,0,,,12,17.6,18.1,14.1,,106,,
255,Wayne Clark,SDG,QB,26,11,4,40,90,532,0,9,13,86,6.62,0,0,0,,0,1,,0,,,12,10.9,23.4,19.9,,45,,
256,Bruce Coslet,CIN,TE,27,13,2,0,0,0,0,0,0,0,,0,9,123,13.67,0,0,,0,,,12,21.3,24.3,16.8,,34,,
257,Pat Curran,RAM,TE,28,14,0,0,0,0,0,0,0,0,,0,5,56,11.20,1,0,,1,,,12,16.6,16.6,14.1,,36,,
258,Joe Gilliam,PIT,QB,23,5,1,20,60,331,2,6,6,23,3.83,0,0,0,,0,3,,0,,,12,8.5,19.0,14.5,,47,,
259,Leland Glass,GNB,WR,23,12,7,0,0,0,0,0,0,0,,0,11,119,10.82,0,0,,0,,,12,22.9,25.9,17.4,,68,,
260,Mike Hancock,WAS,TE,23,10,0,0,0,0,0,0,0,0,,0,2,3,1.50,2,0,,2,,,12,14.3,14.3,13.3,,35,,
261,Jim Hooks,DET,RB,23,11,0,0,0,0,0,0,19,110,5.79,0,1,6,6.00,0,1,,0,,,12,11.6,15.1,11.1,,105,,
262,Steve Ramsey,DEN,QB,25,5,0,10,27,194,2,2,0,0,,0,0,0,,0,0,,0,,,12,11.8,13.8,13.8,,46,,
263,Alvin Reed,WAS,TE,29,5,5,0,0,0,0,0,0,0,,0,9,124,13.78,0,0,,0,,,12,21.4,24.4,16.9,,33,,
264,Les Strayhorn,DAL,RB,22,11,0,0,0,0,0,0,11,62,5.64,1,0,0,,0,2,,1,,,12,10.2,11.2,10.2,,103,,
265,Harmon Wages,ATL,RB,27,6,0,0,0,0,0,0,18,47,2.61,1,2,14,7.00,0,0,,1,,,12,14.1,14.1,13.1,,104,,
266,Dave Williams,2TM,WR,28,7,5,0,0,0,0,0,0,0,,0,7,118,16.86,0,0,,0,,,12,18.8,21.8,15.3,,69,,
267,Lee Bouggess,PHI,RB,25,8,0,0,0,0,0,0,15,34,2.27,1,4,18,4.50,0,0,,1,,,11,15.2,15.2,13.2,,107,,
268,Ben Hawkins,PHI,WR,29,4,4,0,0,0,0,0,0,0,,0,6,114,19.00,0,0,,0,,,11,17.4,20.4,14.4,,70,,
269,Paul Seymour,BUF,TE,23,14,14,0,0,0,0,0,0,0,,0,10,114,11.40,0,0,,0,,,11,21.4,24.4,16.4,,37,,
270,Steve Sweeney,OAK,WR,23,14,0,0,0,0,0,0,0,0,,0,2,52,26.00,1,0,,1,,,11,13.2,13.2,12.2,,71,,
271,Al Barnes,DET,WR,24,11,2,0,0,0,0,0,0,0,,0,3,43,14.33,1,1,,1,,,10,12.3,12.8,10.8,,72,,
272,Wes Chesson,2TM,WR,24,4,2,0,0,0,0,0,0,0,,0,2,36,18.00,1,0,,1,,,10,11.6,11.6,10.6,,73,,
273,Jim Nance,NYJ,RB,31,7,1,0,0,0,0,0,18,78,4.33,0,4,26,6.50,0,0,,0,,,10,14.4,14.4,12.4,,108,,
274,Bobby Scott,NOR,QB,24,6,1,18,54,245,1,3,9,18,2.00,0,0,0,,0,0,,0,,,10,9.6,12.6,12.6,,48,,
275,Hank Bjorklund,NYJ,RB,23,10,1,0,0,0,0,0,22,72,3.27,0,2,15,7.50,0,1,,0,,,9,9.7,10.2,8.7,,111,,
276,Leon Crosswhite,DET,RB,22,7,0,0,0,0,0,0,11,30,2.73,1,1,4,4.00,0,0,,1,,,9,10.4,10.4,9.9,,109,,
277,Jim Del Gaizo,GNB,QB,26,8,3,27,62,318,2,6,4,1,0.25,0,0,0,,0,3,,0,,,9,5.8,16.3,11.8,,49,,
278,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
279,Rich Houston,NYG,WR,28,14,0,0,0,0,0,0,0,0,,0,8,90,11.25,0,0,,0,,,9,17.0,17.0,13.0,,74,,
280,Hugh McKinnis,CLE,RB,25,14,0,0,0,0,0,0,28,77,2.75,0,3,11,3.67,0,1,,0,,,9,10.8,11.3,9.3,,110,,
281,Bob Parsons,CHI,TE,23,14,1,0,0,0,0,0,2,2,1.00,0,2,23,11.50,1,0,,1,,,9,10.5,10.5,9.5,,38,,
282,Dave Atkins,SFO,RB,24,5,0,0,0,0,0,0,4,19,4.75,1,1,-3,-3.00,0,0,,1,,,8,8.6,8.6,8.1,,114,,
283,John Isenbarger,SFO,RB,26,14,4,1,1,48,0,0,1,-6,-6.00,0,10,67,6.70,0,0,,0,,,8,18.0,18.0,13.0,,113,,
284,Cliff McClain,NYJ,RB,26,12,1,0,0,0,0,0,8,32,4.00,0,6,52,8.67,0,1,,0,,,8,13.4,13.9,10.4,,112,,
285,Chip Myers,CIN,WR,28,5,4,0,0,0,0,0,0,0,,0,7,77,11.00,0,0,,0,,,8,14.7,14.7,11.2,,75,,
286,Frank Grant,WAS,WR,23,13,0,0,0,0,0,0,0,0,,0,1,12,12.00,1,0,,1,,,7,8.2,8.2,7.7,,76,,
287,Gary Kosins,CHI,RB,24,12,2,0,0,0,0,0,24,65,2.71,0,4,8,2.00,0,0,,0,,,7,11.3,11.3,9.3,,115,,
288,Willie McGee,SDG,WR,23,11,0,0,0,0,0,0,0,0,,0,3,67,22.33,0,4,,0,,,7,5.7,7.7,4.2,,77,,
289,Robert West,KAN,WR,23,8,0,0,0,0,0,0,0,0,,0,4,65,16.25,0,0,,0,,,7,10.5,10.5,8.5,,78,,
290,John Andrews,BAL,TE,25,8,1,0,0,0,0,0,0,0,,0,1,1,1.00,1,0,,1,,,6,7.1,7.1,6.6,,39,,
291,Chip Glass,CLE,TE,26,12,1,0,0,0,0,0,0,0,,0,2,60,30.00,0,0,,0,,,6,8.0,8.0,7.0,,40,,
292,James Harris,RAM,QB,26,8,0,7,11,68,0,0,4,29,7.25,0,0,0,,0,0,,0,,,6,5.6,5.6,5.6,,50,,
293,Lewis Jolley,HOU,RB,24,10,0,0,0,0,0,0,7,6,0.86,0,3,56,18.67,0,2,,0,,,6,7.2,8.2,5.7,,117,,
294,Billy Masters,DEN,TE,29,11,0,0,0,0,0,0,1,-9,-9.00,0,5,65,13.00,0,1,,0,,,6,9.6,10.1,7.1,,41,,
295,Mickey Zofko,DET,RB,24,8,0,1,1,35,0,0,11,33,3.00,0,2,16,8.00,0,0,,0,,,6,8.3,8.3,7.3,,116,,
296,Bob Berry,MIN,QB,31,6,0,10,24,121,1,2,2,5,2.50,0,0,0,,0,0,,0,,,5,5.3,7.3,7.3,,51,,
297,Hubert Ginn,2TM,RB,26,12,0,0,0,0,0,0,16,47,2.94,0,3,2,0.67,0,0,,0,,,5,7.9,7.9,6.4,,118,,
298,Gary Hammond,STL,WR,24,9,0,0,1,0,0,0,4,11,2.75,0,4,39,9.75,0,3,,0,,,5,6.0,7.5,4.0,,80,,
299,Don Horn,CLE,QB,28,14,0,4,8,22,1,0,0,0,,0,0,0,,0,0,,0,,,5,4.9,4.9,4.9,,52,,
300,Ron Sellers,MIA,WR,26,3,0,0,0,0,0,0,0,0,,0,2,54,27.00,0,1,,0,,,5,6.4,6.9,5.4,,79,,
301,Doug Winslow,NOR,WR,22,12,0,0,0,0,0,0,0,0,,0,4,45,11.25,0,0,,0,,,5,8.5,8.5,6.5,,81,,
302,Andy Hamilton,KAN,WR,23,5,2,0,0,0,0,0,0,0,,0,2,35,17.50,0,0,,0,,,4,5.5,5.5,4.5,,82,,
303,Eddie Moss,STL,RB,25,5,0,0,0,0,0,0,14,41,2.93,0,0,0,,0,2,,0,,,4,2.1,3.1,2.1,,120,,
304,Dennis Shaw,BUF,QB,26,4,0,22,46,300,0,4,4,2,0.50,0,0,0,,0,2,,0,,,4,2.2,10.2,6.2,,53,,
305,Bill Thomas,HOU,RB,24,6,1,0,0,0,0,0,10,39,3.90,0,1,4,4.00,0,0,,0,,,4,5.3,5.3,4.8,,119,,
306,Joe Wilson,CIN,RB,23,13,0,0,0,0,0,0,10,39,3.90,0,0,0,,0,0,,0,,,4,3.9,3.9,3.9,,121,,
307,Len Garrett,2TM,TE,26,14,5,0,0,0,0,0,0,0,,0,2,30,15.00,0,0,,0,,,3,5.0,5.0,4.0,,42,,
308,Tim George,CIN,WR,22,12,5,0,0,0,0,0,0,0,,0,2,28,14.00,0,0,,0,,,3,4.8,4.8,3.8,,87,,
309,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
310,Steve Holden,CLE,WR,22,11,0,0,0,0,0,0,0,0,,0,3,27,9.00,0,2,,0,,,3,3.7,4.7,2.2,,88,,
311,Randy Jackson,SFO,RB,25,2,0,0,0,0,0,0,6,10,1.67,0,1,20,20.00,0,0,,0,,,3,4.0,4.0,3.5,,124,,
312,Doug Kingsriter,MIN,TE,23,11,0,0,0,0,0,0,0,0,,0,2,27,13.50,0,0,,0,,,3,4.7,4.7,3.7,,44,,
313,Jim Lash,MIN,WR,22,9,2,0,0,0,0,0,0,0,,0,2,34,17.00,0,0,,0,,,3,5.4,5.4,4.4,,84,,
314,Bob McCall,NWE,RB,23,8,1,0,0,0,0,0,10,15,1.50,0,3,18,6.00,0,4,,0,,,3,2.3,4.3,0.8,,122,,
315,Larry Mialik,ATL,TE,23,14,0,0,0,0,0,0,0,0,,0,2,30,15.00,0,0,,0,,,3,5.0,5.0,4.0,,43,,
316,Earl Morrall,MIA,QB,39,14,1,17,38,253,0,4,1,9,9.00,0,0,0,,0,0,,0,,,3,3.0,7.0,7.0,,54,,
317,Reggie Sanderson,CHI,RB,23,2,0,0,0,0,0,0,3,8,2.67,0,5,23,4.60,0,0,,0,,,3,8.1,8.1,5.6,,123,,
318,Ollie Smith,BAL,WR,24,7,0,0,0,0,0,0,1,-3,-3.00,0,1,37,37.00,0,1,,0,,,3,3.4,3.9,2.9,,85,,
319,Paul Staroba,GNB,WR,24,2,0,0,0,0,0,0,1,11,11.00,0,1,23,23.00,0,0,,0,,,3,4.4,4.4,3.9,,83,,
320,Howard Twilley,MIA,WR,30,6,0,0,0,0,0,0,0,0,,0,2,30,15.00,0,0,,0,,,3,5.0,5.0,4.0,,86,,
321,Pete Van Valkenberg,BUF,RB,23,13,0,0,0,0,0,0,2,20,10.00,0,1,7,7.00,0,0,,0,,,3,3.7,3.7,3.2,,125,,
322,Rhett Dawson,MIN,WR,25,2,0,0,0,0,0,0,0,0,,0,2,24,12.00,0,0,,0,,,2,4.4,4.4,3.4,,89,,
323,Marv Fleming,MIA,TE,31,11,11,0,0,0,0,0,0,0,,0,3,22,7.33,0,0,,0,,,2,5.2,5.2,3.7,,45,,
324,Dick Gordon,2TM,WR,29,7,0,0,0,0,0,0,2,15,7.50,0,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,92,,
325,Sam Havrilak,BAL,WR,26,14,0,0,0,0,0,0,2,9,4.50,0,1,9,9.00,0,0,,0,,,2,2.8,2.8,2.3,,91,,
326,Odell Lawson,NOR,RB,25,12,0,0,0,0,0,0,6,23,3.83,0,2,-5,-2.50,0,0,,0,,,2,3.8,3.8,2.8,,130,,
327,Henry Matthews,2TM,RB,24,9,0,0,0,0,0,0,4,4,1.00,0,2,19,9.50,0,0,,0,,,2,4.3,4.3,3.3,,126,,
328,Lincoln Minor,NOR,RB,23,9,0,0,0,0,0,0,3,10,3.33,0,1,5,5.00,0,0,,0,,,2,2.5,2.5,2.0,,134,,
329,Reece Morrison,CIN,RB,28,3,0,0,0,0,0,0,3,11,3.67,0,1,4,4.00,0,0,,0,,,2,2.5,2.5,2.0,,135,,
330,Herb Mul-Key*,WAS,RB,24,14,0,0,0,0,0,0,8,20,2.50,0,0,0,,0,4,,1,,,2,4.0,6.0,4.0,,128,,
331,Greg Oliver,PHI,RB,24,11,0,0,0,0,0,0,1,6,6.00,0,1,9,9.00,0,0,,0,,,2,2.5,2.5,2.0,,133,,
332,Cyril Pinder,DAL,RB,27,5,0,0,0,0,0,0,12,15,1.25,0,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,132,,
333,Larry Robinson,DAL,RB,22,4,0,0,0,0,0,0,2,17,8.50,0,0,0,,0,1,,0,,,2,0.7,1.2,0.7,,131,,
334,Oliver Ross,DEN,RB,24,4,0,0,0,0,0,0,5,21,4.20,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,127,,
335,Dave Smith,KAN,WR,26,2,1,0,0,0,0,0,0,0,,0,2,20,10.00,0,0,,0,,,2,4.0,4.0,3.0,,90,,
336,Claxton Welch,NWE,RB,26,2,1,0,0,0,0,0,1,-2,-2.00,0,6,22,3.67,0,1,,0,,,2,7.0,7.5,4.0,,129,,
337,Dave Davis,PIT,WR,25,2,0,0,0,0,0,0,0,0,,0,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,94,,
338,Stan Davis,PHI,WR,23,8,0,0,0,0,0,0,0,0,,0,1,6,6.00,0,1,,0,,,1,0.6,1.1,0.1,,98,,
339,Mike Donohoe,GNB,TE,28,13,0,0,0,0,0,0,0,0,,0,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,47,,
340,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
341,Don Highsmith,GNB,RB,25,7,0,0,0,0,0,0,7,7,1.00,0,0,0,,0,1,,0,,,1,-0.3,0.2,-0.3,,140,,
342,Bob Hudson,OAK,RB,25,14,0,0,0,0,0,0,4,3,0.75,0,1,9,9.00,0,0,,0,,,1,2.2,2.2,1.7,,137,,
343,Ray Jarvis,BUF,WR,24,12,0,0,0,0,0,0,0,0,,0,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,96,,
344,Steve Jones,BUF,RB,22,11,0,0,0,0,0,0,3,9,3.00,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,138,,
