,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
57,Ken Dilger,IND,TE,24,16,13,0,0,0,0,0,0,0,,0,55,42,635,15.12,4,0,,4,,,88,129.5,132.5,108.5,18,7,56,
58,O.J. McDuffie,MIA,WR,26,16,16,0,0,0,0,0,3,6,2.00,0,92,62,819,13.21,8,4,,8,1,,135,194.5,197.5,163.5,15,22,57,
59,Chris Sanders,HOU,WR,23,16,11,0,0,0,0,0,2,-19,-9.50,0,87,35,823,23.51,9,0,,9,,,134,169.4,172.4,151.9,15,23,58,
60,Bert Emanuel,ATL,WR,25,16,16,0,0,0,0,0,1,0,0.00,0,137,74,1039,14.04,5,2,2,5,,,134,203.9,208.9,166.9,14,24,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Dan Marino*,MIA,QB,34,14,14,309,482,3668,24,15,11,14,1.27,0,1,1,-6,-6.00,0,7,2,0,,3,220,216.5,236.5,231.0,13,11,60,
63,Jackie Harris,TAM,TE,27,16,16,0,0,0,0,0,0,0,,0,99,62,751,12.11,1,2,2,1,,,81,139.1,144.1,108.1,11,8,61,
64,Henry Ellard,WAS,WR,34,15,15,0,0,0,0,0,0,0,,0,113,56,1005,17.95,5,1,1,5,,,131,184.5,188.5,156.5,11,25,62,
65,Terry Kirby,MIA,RB,25,16,4,1,1,31,1,0,108,414,3.83,4,83,66,618,9.36,3,2,1,7,,,150,214.4,221.4,181.4,10,19,63,
66,Johnny Mitchell,NYJ,TE,24,12,11,0,0,0,0,0,0,0,,0,80,45,497,11.04,5,2,3,5,,,80,118.7,124.7,96.2,10,9,64,
67,Mario Bates,NOR,RB,22,16,16,0,0,0,0,0,244,951,3.90,7,21,18,114,6.33,0,2,,7,,,149,166.5,172.5,157.5,9,20,65,
68,Brent Jones*,SFO,TE,32,16,16,0,0,0,0,0,0,0,,0,101,60,595,9.92,3,3,1,3,,,78,135.5,139.5,105.5,8,10,66,
69,Brian Blades,SEA,WR,30,16,16,0,0,0,0,0,2,4,2.00,0,132,77,1001,13.00,4,0,,4,,,125,201.5,204.5,163.0,5,26,67,
70,Willie Green,CAR,WR,29,16,7,0,0,0,0,0,0,0,,0,93,47,882,18.77,6,1,1,6,,,124,169.2,173.2,145.7,4,27,68,
71,Adrian Murrell,NYJ,RB,25,15,9,0,0,0,0,0,192,795,4.14,1,100,71,465,6.55,2,2,1,3,,,144,213.0,220.0,177.5,4,21,69,
72,Garrison Hearst,ARI,RB,24,16,15,1,2,16,0,0,284,1070,3.77,1,47,29,243,8.38,1,12,8,2,,,144,156.9,170.9,142.4,4,22,70,
73,Michael Jackson,CLE,WR,26,13,10,0,1,0,0,1,0,0,,0,81,44,714,16.23,9,1,1,9,,,123,165.4,170.4,144.4,4,28,71,
74,Larry Centers*,ARI,RB,27,16,10,0,1,0,0,1,78,254,3.26,2,119,101,962,9.52,2,2,1,4,,,144,242.6,250.6,193.1,4,23,72,
75,Rob Moore,ARI,WR,27,15,15,1,2,33,0,1,0,0,,0,116,63,907,14.40,5,0,,5,1,,122,185.0,189.0,154.5,2,29,73,
76,Eric Green,MIA,TE,28,14,14,0,0,0,0,0,0,0,,0,64,43,499,11.60,3,0,,3,1,,70,112.9,115.9,91.4,,11,74,
77,Marcus Allen,KAN,RB,35,16,15,0,0,0,0,0,207,890,4.30,5,42,27,210,7.78,0,2,1,5,,,140,165.0,172.0,151.5,,24,75,
78,Troy Drayton,STL,TE,25,16,16,0,0,0,0,0,0,0,,0,68,47,458,9.74,4,2,1,4,,,70,114.8,118.8,91.3,,12,76,
79,Mark Brunell,JAX,QB,25,13,10,201,346,2168,15,7,67,480,7.16,4,0,0,0,,0,5,2,4,,1,207,202.7,217.7,209.7,,12,77,
80,Clif Groce,IND,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,3,78,
81,Jim Harbaugh *,IND,QB,32,15,12,200,314,2575,17,5,52,235,4.52,2,1,1,-9,-9.00,0,4,2,2,,2,200,196.6,209.6,201.1,,13,,
82,Troy Aikman*,DAL,QB,29,16,16,280,432,3304,16,7,21,32,1.52,1,0,0,0,,0,5,2,1,,1,193,189.4,201.4,196.4,,14,,
83,Jim Kelly,BUF,QB,35,15,15,255,458,3130,22,13,17,20,1.18,0,1,0,0,,0,7,6,0,,1,191,179.2,201.2,192.2,,15,,
84,Stan Humphries,SDG,QB,30,15,15,282,478,3381,17,14,33,53,1.61,1,1,1,-4,-4.00,0,9,1,1,,1,188,187.1,205.1,200.6,,16,,
85,Dave Brown,NYG,QB,25,16,16,254,456,2814,11,10,45,228,5.07,4,0,0,0,,0,10,4,4,,,183,175.4,195.4,185.4,,17,,
86,Vinny Testaverde,CLE,QB,32,13,12,241,392,2883,17,10,18,62,3.44,2,1,1,7,7.00,0,4,1,2,,,182,181.2,195.2,190.7,,18,,
87,Dave Krieg,ARI,QB,37,16,16,304,521,3554,16,21,19,29,1.53,0,0,0,0,,0,16,6,0,,5,177,165.1,195.1,186.1,,20,,
88,Neil O'Donnell,PIT,QB,29,12,12,246,416,2970,17,7,24,45,1.88,0,0,0,0,,0,2,,0,,,177,177.3,187.3,184.3,,19,,
89,Drew Bledsoe,NWE,QB,23,15,15,323,636,3507,13,16,20,28,1.40,0,1,1,-9,-9.00,0,11,7,0,,2,166,153.2,179.2,168.7,,22,,
90,Chris Chandler,HOU,QB,30,13,13,225,356,2460,17,10,28,58,2.07,2,0,0,0,,0,12,11,2,1,,166,144.2,168.2,154.2,,21,,
91,Kerry Collins,CAR,QB,23,15,13,214,433,2717,14,19,42,74,1.76,3,0,0,0,,0,13,7,3,,2,156,142.1,171.1,161.1,,23,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Chris Miller,STL,QB,30,13,13,232,405,2623,18,15,22,67,3.05,0,0,0,0,,0,4,2,0,,1,156,151.6,171.6,166.6,,24,,
94,Gus Frerotte,WAS,QB,24,16,11,199,396,2751,13,13,22,16,0.73,1,0,0,0,,0,7,2,1,,,144,139.6,157.6,152.6,,25,,
95,Rick Mirer,SEA,QB,25,15,13,209,391,2564,13,20,43,193,4.49,1,0,0,0,,0,5,2,1,,,140,135.9,163.9,155.9,,26,,
96,Erric Pegram,PIT,RB,26,15,11,0,0,0,0,0,213,813,3.82,5,35,26,206,7.92,1,9,4,6,1,,140,157.9,167.9,144.9,,25,,
97,Boomer Esiason,NYJ,QB,34,12,12,221,389,2275,16,15,19,14,0.74,0,0,0,0,,0,12,2,0,,,126,122.4,142.4,137.4,,27,,
98,Ronnie Harmon,SDG,RB,31,16,1,0,0,0,0,0,51,187,3.67,1,88,63,673,10.68,5,1,,6,,,122,185.0,191.0,153.5,,26,,
99,Jeff Hostetler,OAK,QB,34,11,11,172,286,1998,12,9,31,119,3.84,0,0,0,0,,0,5,1,0,,,122,119.8,135.8,128.8,,28,,
100,Rodney Peete,PHI,QB,29,15,12,215,375,2326,8,14,32,147,4.59,1,0,0,0,,0,13,6,1,,2,122,109.7,135.7,123.7,,29,,
101,Ernie Mills,PIT,WR,27,16,6,0,0,0,0,0,5,39,7.80,0,69,39,679,17.41,8,2,2,8,,,120,154.8,159.8,135.3,,30,,
102,Mark Carrier,CAR,WR,30,16,14,0,0,0,0,0,3,-4,-1.33,0,141,66,1002,15.18,3,0,,3,,,118,183.8,186.8,150.8,,31,,
103,Earnest Byner,CLE,RB,33,16,2,0,0,0,0,0,115,432,3.76,2,84,61,494,8.10,2,1,,4,,,117,177.6,183.6,147.1,,27,,
104,Haywood Jeffires,HOU,WR,31,16,16,0,0,0,0,0,0,0,,0,96,61,684,11.21,8,0,,8,,,116,177.4,180.4,146.9,,32,,
105,Vincent Brisby,NWE,WR,24,16,16,0,0,0,0,0,0,0,,0,159,66,974,14.76,3,0,,3,,,115,181.4,184.4,148.4,,33,,
106,Darick Holmes,BUF,RB,24,16,2,0,0,0,0,0,172,698,4.06,4,34,24,214,8.92,0,4,4,4,,,115,131.2,141.2,119.2,,28,,
107,Trent Dilfer,TAM,QB,23,16,16,224,415,2774,4,18,23,115,5.00,2,0,0,0,,0,13,6,2,,,114,102.5,132.5,120.5,,30,,
108,Bam Morris,PIT,RB,23,13,4,0,0,0,0,0,148,559,3.78,9,10,8,36,4.50,0,3,1,9,,,114,119.5,123.5,115.5,,29,,
109,Darnay Scott,CIN,WR,23,16,16,0,0,0,0,0,5,11,2.20,0,109,52,821,15.79,5,0,,5,,,113,165.2,168.2,139.2,,34,,
110,Amp Lee,MIN,RB,24,16,3,0,0,0,0,0,69,371,5.38,2,95,71,558,7.86,1,3,3,3,,,111,175.9,184.9,140.4,,30,,
111,Johnnie Morton,DET,WR,24,16,13,0,0,0,0,0,3,33,11.00,0,80,44,590,13.41,8,1,1,8,,,110,152.3,156.3,130.3,,35,,
112,Natrone Means,SDG,RB,23,10,9,0,0,0,0,0,186,730,3.92,5,9,7,46,6.57,0,2,2,5,,,108,110.6,115.6,107.1,,31,,
113,Aaron Craver,DEN,RB,27,16,10,0,0,0,0,0,73,333,4.56,5,57,43,369,8.58,1,1,1,6,,,106,147.2,154.2,125.7,,32,,
114,Frank Sanders,ARI,WR,22,16,15,0,0,0,0,0,1,1,1.00,0,109,52,883,16.98,2,0,,2,2,,104,156.4,159.4,130.4,,36,,
115,Harold Green,CIN,RB,27,15,15,0,0,0,0,0,171,661,3.87,2,41,27,182,6.74,1,2,1,3,,,102,127.3,134.3,113.8,,33,,
116,Charlie Garner,PHI,RB,23,15,3,0,0,0,0,0,108,588,5.44,6,15,10,61,6.10,0,2,1,6,,,101,108.9,112.9,103.9,,34,,
117,Robert Green,CHI,RB,25,12,3,0,0,0,0,0,107,570,5.33,3,38,28,246,8.79,0,2,1,3,,,100,125.6,132.6,111.6,,35,,
118,Eric Bieniemy,CIN,RB,26,16,1,0,2,0,0,0,98,381,3.89,3,60,43,424,9.86,0,1,1,3,,,99,139.5,146.5,118.0,,38,,
119,Derrick Moore,CAR,RB,28,13,10,0,0,0,0,0,195,740,3.79,4,8,4,12,3.00,0,4,4,4,,,99,95.2,102.2,93.2,,36,,
120,Robert Smith,MIN,RB,23,9,7,0,0,0,0,0,139,632,4.55,5,11,7,35,5.00,0,1,1,5,1,,99,103.7,107.7,100.2,,37,,
121,Elvis Grbac,SFO,QB,25,16,5,127,183,1469,8,5,20,33,1.65,2,0,0,0,,0,2,,2,,1,98,98.1,106.1,103.1,,31,,
122,Chris Calloway,NYG,WR,27,16,15,0,0,0,0,0,2,-9,-4.50,0,104,56,796,14.21,3,0,,3,,,97,152.7,155.7,124.7,,37,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Wayne Chrebet,NYJ,WR,22,16,16,0,0,0,0,0,1,1,1.00,0,123,66,726,11.00,4,1,1,4,,,97,160.7,164.7,127.7,,38,,
125,Dorsey Levens,GNB,RB,25,15,12,0,0,0,0,0,36,120,3.33,3,57,48,434,9.04,4,0,,7,,,97,145.4,151.4,121.4,,39,,
126,Sean Dawkins,IND,WR,24,16,13,0,0,0,0,0,0,0,,0,84,52,784,15.08,3,1,,3,,,96,148.4,151.4,122.4,,39,,
127,Keenan McCardell,CLE,WR,25,16,5,0,0,0,0,0,0,0,,0,89,56,709,12.66,4,0,,4,,,95,150.9,153.9,122.9,,40,,
128,Kimble Anders*,KAN,RB,29,16,13,0,0,0,0,0,58,398,6.86,2,82,55,349,6.35,1,1,1,3,,,93,145.7,152.7,118.2,,40,,
129,Jerome Bettis,STL,RB,23,15,13,0,0,0,0,0,183,637,3.48,3,23,18,106,5.89,0,4,2,3,,,92,106.3,114.3,97.3,,41,,
130,Fred Barnett,PHI,WR,29,14,14,0,0,0,0,0,0,0,,0,76,48,585,12.19,5,0,,5,1,,91,138.5,141.5,114.5,,43,,
131,Willie Jackson,JAX,WR,24,14,10,0,0,0,0,0,0,0,,0,91,53,589,11.11,5,2,2,5,1,,91,139.9,144.9,113.4,,41,,
132,Calvin Williams,PHI,WR,28,16,15,0,0,0,0,0,1,-2,-2.00,0,111,63,768,12.19,2,2,2,2,1,,91,149.6,154.6,118.1,,42,,
133,Torrance Small,NOR,WR,25,16,1,0,0,0,0,0,6,75,12.50,1,69,38,461,12.13,5,0,,6,,,90,127.6,130.6,108.6,,44,,
134,James Stewart,JAX,RB,24,14,8,0,0,0,0,0,137,525,3.83,2,27,21,190,9.05,1,1,1,3,,,90,108.5,115.5,98.0,,42,,
135,Andre Rison,CLE,WR,28,16,14,0,0,0,0,0,2,0,0.00,0,103,47,701,14.91,3,1,,3,,,88,135.1,138.1,111.6,,45,,
136,Michael Haynes,NOR,WR,30,16,15,0,0,0,0,0,0,0,,0,95,41,597,14.56,4,0,,4,,,84,124.7,127.7,104.2,,46,,
137,Willie Davis,KAN,WR,28,16,16,0,0,0,0,0,0,0,,0,76,33,527,15.97,5,0,,5,,,83,115.7,118.7,99.2,,47,,
138,Mike Sherrard,NYG,WR,32,13,13,0,0,0,0,0,0,0,,0,86,44,577,13.11,4,2,1,4,,,82,123.7,127.7,101.7,,48,,
139,Mark Rypien,STL,QB,33,11,3,129,217,1448,9,8,9,10,1.11,0,0,0,0,,0,1,1,0,,1,81,78.9,90.9,86.9,,32,,
140,Lake Dawson,KAN,WR,23,16,9,0,0,0,0,0,1,-9,-9.00,0,75,40,513,12.83,5,0,,5,,,80,120.4,123.4,100.4,,49,,
141,Daryl Hobbs,OAK,WR,27,16,3,0,1,0,0,0,0,0,,0,80,38,612,16.11,3,0,,3,,,79,117.2,120.2,98.2,,50,,
142,Kevin Williams,DAL,WR,24,16,16,0,0,0,0,0,10,53,5.30,0,67,38,613,16.13,2,3,1,2,,,79,114.6,118.6,95.6,,51,,
143,William Floyd,SFO,RB,23,8,8,0,0,0,0,0,64,237,3.70,2,62,47,348,7.40,1,1,,3,,,77,123.5,129.5,100.0,,44,,
144,Greg Hill,KAN,RB,23,16,1,0,0,0,0,0,155,667,4.30,1,14,7,45,6.43,0,2,1,1,,,77,82.2,86.2,78.7,,43,,
145,J.J. Stokes,SFO,WR,23,12,2,0,0,0,0,0,0,0,,0,52,38,517,13.61,4,0,,4,,,76,113.7,116.7,94.7,,52,,
146,Michael Westbrook,WAS,WR,23,11,9,0,0,0,0,0,6,114,19.00,1,88,34,522,15.35,1,0,,2,,,76,109.6,115.6,92.6,,53,,
147,Alvin Harper,TAM,WR,27,13,12,0,0,0,0,0,0,0,,0,103,46,633,13.76,2,0,,2,,,75,121.3,124.3,98.3,,55,,
148,Webster Slaughter,KAN,WR,31,16,7,0,0,0,0,0,0,0,,0,75,34,514,15.12,4,0,,4,,,75,109.4,112.4,92.4,,54,,
149,Shawn Jefferson,SDG,WR,26,16,15,0,0,0,0,0,2,1,0.50,0,101,48,621,12.94,2,0,,2,,,74,122.2,125.2,98.2,,56,,
150,Mark Seay,SDG,WR,28,16,0,0,0,0,0,0,0,0,,0,70,45,537,11.93,3,0,,3,1,,74,118.7,121.7,96.2,,57,,
151,Horace Copeland,TAM,WR,24,15,7,0,0,0,0,0,0,0,,0,63,35,605,17.29,2,0,,2,,,73,107.5,110.5,90.0,,59,,
152,Leslie Shepherd,WAS,WR,26,14,4,0,0,0,0,0,7,63,9.00,1,61,29,486,16.76,2,0,,3,,,73,101.9,104.9,87.4,,58,,
153,Charles Wilson,NYJ,WR,27,15,11,0,0,0,0,0,0,0,,0,91,41,484,11.80,4,1,,4,,,72,113.4,116.4,92.9,,60,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Russell Copeland,BUF,WR,24,16,15,0,0,0,0,0,1,-1,-1.00,0,95,42,646,15.38,1,1,1,1,,,71,110.5,114.5,89.5,,62,,
156,Floyd Turner,IND,WR,29,14,12,0,0,0,0,0,0,0,,0,64,35,431,12.31,4,0,,4,2,,71,106.1,109.1,88.6,,61,,
157,Aaron Hayden,SDG,RB,22,6,4,0,0,0,0,0,128,470,3.67,3,5,5,53,10.60,0,0,,3,,,70,75.3,78.3,72.8,,45,,
158,Rocket Ismail,OAK,WR,26,16,15,0,0,0,0,0,6,29,4.83,0,57,28,491,17.54,3,4,,3,,,70,98.0,101.0,84.0,,63,,
159,Todd McNair,HOU,RB,30,15,7,0,0,0,0,0,19,136,7.16,0,84,60,501,8.35,1,1,2,1,,,70,125.7,133.7,95.7,,46,,
160,Todd Kinchen,STL,WR,26,16,1,0,1,0,0,0,4,16,4.00,0,55,36,419,11.64,4,8,7,4,,,68,89.5,99.5,71.5,,64,,
161,Irv Smith,NOR,TE,24,16,16,0,0,0,0,0,0,0,,0,55,45,466,10.36,3,1,1,3,1,,67,109.6,113.6,87.1,,13,,
162,Gary Clark,MIA,WR,33,16,0,0,0,0,0,0,0,0,,0,64,37,525,14.19,2,0,,2,,,65,101.5,104.5,83.0,,66,,
163,Leroy Hoard,CLE,RB,27,12,12,0,0,0,0,0,136,547,4.02,0,16,13,103,7.92,0,5,3,0,,,65,72.0,81.0,65.5,,47,,
164,Mark Ingram,GNB,WR,30,16,9,0,0,0,0,0,1,-3,-3.00,0,77,39,469,12.03,3,1,1,3,,,65,101.6,105.6,82.1,,65,,
