Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 32,Year,Tgt
James Brooks*,CIN,RB,28.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,205.0,1087.0,5.3,5.0,54.0,686.0,12.7,4.0,2.0,,9.0,0.0,0.0,231.0,283.3,290.3,256.3,93.0,6.0,,1986,0.0
George Rogers,WAS,RB,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,303.0,1203.0,3.97,18.0,3.0,24.0,8.0,0.0,7.0,,18.0,0.0,0.0,231.0,226.7,233.2,225.2,93.0,7.0,,1986,0.0
Mark Clayton*,MIA,WR,25.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,16.5,0.0,60.0,1150.0,19.17,10.0,1.0,,10.0,0.0,0.0,178.0,237.3,240.8,207.3,77.0,4.0,,1986,0.0
Wesley Walker,NYJ,WR,31.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1016.0,20.73,12.0,3.0,,12.0,0.0,0.0,174.0,219.6,224.1,195.1,72.0,5.0,,1986,0.0
Boomer Esiason*,CIN,QB,25.0,16.0,16.0,273.0,469.0,3959.0,24.0,17.0,44.0,146.0,3.32,1.0,0.0,0.0,0.0,0.0,12.0,,1.0,0.0,0.0,241.0,229.0,258.0,246.0,71.0,2.0,,1986,0.0
Gary Clark*,WAS,WR,24.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1265.0,17.09,7.0,1.0,,7.0,0.0,0.0,169.0,241.5,245.0,204.5,67.0,6.0,,1986,0.0
Mark Bavaro*+,NYG,TE,23.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1001.0,15.17,4.0,3.0,,4.0,0.0,0.0,124.0,187.1,191.6,154.1,64.0,2.0,,1986,0.0
Al Toon*+,NYJ,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,-1.5,0.0,85.0,1176.0,13.84,8.0,3.0,,8.0,0.0,0.0,165.0,247.3,251.8,204.8,64.0,7.0,,1986,0.0
Gerald Riggs*,ATL,RB,26.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,343.0,1327.0,3.87,9.0,24.0,136.0,5.67,0.0,6.0,,9.0,0.0,0.0,200.0,218.3,227.3,206.3,62.0,8.0,,1986,0.0
Steve Jordan*,MIN,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,859.0,14.81,6.0,0.0,,6.0,0.0,0.0,122.0,179.9,182.9,150.9,62.0,3.0,,1986,0.0
Lorenzo Hampton,MIA,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,186.0,830.0,4.46,9.0,61.0,446.0,7.31,3.0,4.0,,12.0,0.0,0.0,200.0,256.6,264.6,226.1,62.0,9.0,,1986,0.0
Steve Largent*,SEA,WR,32.0,16.0,16.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1070.0,15.29,9.0,3.0,,9.0,0.0,0.0,162.0,228.7,233.2,193.7,60.0,8.0,,1986,0.0
Bill Brooks,IND,WR,22.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.25,0.0,65.0,1131.0,17.4,8.0,2.0,,8.0,0.0,0.0,162.0,224.6,228.6,192.1,60.0,9.0,,1986,0.0
John Elway*,DEN,QB,26.0,16.0,16.0,280.0,504.0,3485.0,19.0,13.0,52.0,257.0,4.94,1.0,1.0,23.0,23.0,1.0,8.0,,2.0,0.0,0.0,229.0,222.4,245.4,234.9,60.0,3.0,,1986,0.0
Cris Collinsworth,CIN,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,-16.0,-8.0,0.0,62.0,1024.0,16.52,10.0,1.0,,10.0,0.0,0.0,161.0,221.8,225.3,190.8,59.0,10.0,,1986,0.0
Rueben Mayes*,NOR,RB,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,286.0,1353.0,4.73,8.0,17.0,96.0,5.65,0.0,4.0,,8.0,0.0,0.0,193.0,205.9,210.9,197.4,55.0,10.0,,1986,0.0
Gary Anderson *,SDG,RB,25.0,16.0,12.0,1.0,1.0,4.0,1.0,0.0,127.0,442.0,3.48,1.0,80.0,871.0,10.89,8.0,5.0,,9.0,0.0,0.0,189.0,264.5,273.0,224.5,52.0,11.0,,1986,0.0
Roger Craig,SFO,RB,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,204.0,830.0,4.07,7.0,81.0,624.0,7.7,0.0,4.0,,7.0,0.0,0.0,187.0,264.4,272.4,223.9,50.0,12.0,,1986,0.0
Jay Schroeder*,WAS,QB,25.0,16.0,16.0,276.0,541.0,4109.0,22.0,22.0,36.0,47.0,1.31,1.0,0.0,0.0,0.0,0.0,9.0,,1.0,0.0,0.0,219.0,210.1,239.6,232.1,49.0,4.0,,1986,0.0
Jim Kelly,BUF,QB,26.0,16.0,16.0,285.0,480.0,3593.0,22.0,17.0,41.0,199.0,4.85,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,218.0,210.6,237.1,227.6,48.0,5.0,,1986,0.0
Stephone Paige,KAN,WR,25.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,52.0,829.0,15.94,11.0,0.0,,11.0,0.0,0.0,149.0,200.7,203.7,174.7,47.0,11.0,,1986,0.0
Mike Quick*,PHI,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,939.0,15.65,9.0,1.0,,9.0,0.0,0.0,148.0,206.9,210.4,176.9,46.0,12.0,,1986,0.0
Ernest Givins,HOU,WR,22.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,9.0,148.0,16.44,1.0,61.0,1062.0,17.41,3.0,0.0,,4.0,0.0,0.0,145.0,206.0,212.0,175.5,43.0,13.0,,1986,0.0
Kellen Winslow,SDG,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,728.0,11.38,5.0,0.0,,5.0,0.0,0.0,103.0,166.8,169.8,134.8,43.0,4.0,,1986,0.0
Darrin Nelson,MIN,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,191.0,793.0,4.15,4.0,53.0,593.0,11.19,3.0,3.0,,7.0,0.0,0.0,181.0,230.6,238.1,204.1,43.0,13.0,,1986,0.0
Ken O'Brien,NYJ,QB,26.0,15.0,14.0,300.0,482.0,3690.0,25.0,20.0,17.0,46.0,2.71,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,212.0,202.2,230.2,222.2,42.0,6.0,,1986,0.0
Sammy Winder*,DEN,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,240.0,789.0,3.29,9.0,26.0,171.0,6.58,5.0,2.0,,14.0,0.0,0.0,180.0,204.0,211.0,191.0,42.0,14.0,,1986,0.0
James Jones,DET,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,252.0,903.0,3.58,8.0,54.0,334.0,6.19,1.0,6.0,,9.0,0.0,0.0,178.0,225.7,234.7,198.7,40.0,15.0,,1986,0.0
Drew Hill,HOU,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1112.0,17.11,5.0,0.0,,5.0,0.0,0.0,141.0,206.2,209.2,173.7,39.0,14.0,,1986,0.0
Walter Abercrombie,PIT,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,214.0,877.0,4.1,6.0,47.0,395.0,8.4,2.0,4.0,,8.0,0.0,0.0,175.0,218.2,226.2,194.7,37.0,16.0,,1986,0.0
Tommy Kramer*,MIN,QB,31.0,13.0,13.0,208.0,372.0,3000.0,24.0,10.0,23.0,48.0,2.09,1.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,0.0,207.0,199.8,216.3,209.8,37.0,7.0,,1986,0.0
Tony Eason,NWE,QB,27.0,15.0,14.0,276.0,448.0,3328.0,19.0,10.0,35.0,170.0,4.86,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,206.0,202.1,220.1,212.1,36.0,8.0,,1986,0.0
J.T. Smith,STL,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1014.0,12.68,6.0,1.0,,6.0,0.0,0.0,137.0,216.4,219.9,176.4,36.0,15.0,,1986,0.0
Bernie Kosar,CLE,QB,23.0,16.0,16.0,310.0,531.0,3854.0,17.0,10.0,24.0,19.0,0.79,0.0,1.0,1.0,1.0,0.0,7.0,,0.0,0.0,0.0,204.0,198.2,214.7,207.7,34.0,9.0,,1986,0.0
Clint Didier,WAS,TE,27.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,691.0,20.32,4.0,0.0,,4.0,0.0,0.0,93.0,127.1,130.1,110.1,33.0,5.0,,1986,0.0
Dokie Williams,RAI,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,43.0,843.0,19.6,8.0,2.0,,8.0,0.0,0.0,135.0,176.0,180.0,154.5,33.0,16.0,,1986,0.0
Mickey Shuler*,NYJ,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,675.0,9.78,4.0,0.0,,4.0,0.0,0.0,92.0,160.5,163.5,126.0,32.0,6.0,,1986,0.0
Art Monk*,WAS,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,6.75,0.0,73.0,1068.0,14.63,4.0,2.0,,4.0,0.0,0.0,134.0,204.5,208.5,168.0,32.0,17.0,,1986,0.0
Jeff Chadwick,DET,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,995.0,18.77,5.0,1.0,,5.0,0.0,0.0,130.0,181.5,185.0,155.0,28.0,18.0,,1986,0.0
Dave Krieg,SEA,QB,28.0,15.0,14.0,225.0,375.0,2921.0,21.0,11.0,35.0,122.0,3.49,1.0,0.0,0.0,0.0,0.0,10.0,,1.0,0.0,0.0,197.0,187.0,209.0,198.0,27.0,10.0,,1986,0.0
Calvin Magee,TAM,TE,23.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,564.0,12.53,5.0,1.0,,5.0,0.0,0.0,86.0,130.4,133.9,107.9,27.0,7.0,,1986,0.0
Marcus Allen*,RAI,RB,26.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,208.0,759.0,3.65,5.0,46.0,453.0,9.85,2.0,7.0,,7.0,0.0,0.0,163.0,202.2,211.7,179.2,25.0,17.0,,1986,0.0
Freeman McNeil,NYJ,RB,27.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,214.0,856.0,4.0,5.0,49.0,410.0,8.37,1.0,8.0,,6.0,0.0,0.0,163.0,203.6,213.6,179.1,25.0,18.0,,1986,0.0
Phil Simms,NYG,QB,31.0,16.0,16.0,259.0,468.0,3487.0,21.0,22.0,43.0,72.0,1.67,1.0,0.0,0.0,0.0,0.0,9.0,,1.0,0.0,0.0,193.0,183.7,213.2,205.7,23.0,11.0,,1986,0.0
Eddie Brown,CIN,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,4.0,0.0,58.0,964.0,16.62,4.0,0.0,,4.0,0.0,0.0,124.0,181.6,184.6,152.6,22.0,19.0,,1986,0.0
Tony Collins,NWE,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,156.0,412.0,2.64,3.0,77.0,684.0,8.88,5.0,4.0,,8.0,0.0,0.0,158.0,230.6,238.6,192.1,20.0,19.0,,1986,0.0
Brian Brennan,CLE,WR,24.0,16.0,0.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,838.0,15.24,6.0,1.0,,7.0,0.0,0.0,121.0,181.2,184.7,153.7,19.0,20.0,,1986,0.0
Willie Gault,CHI,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,9.88,0.0,42.0,818.0,19.48,5.0,1.0,,5.0,0.0,0.0,120.0,160.7,164.2,139.7,18.0,21.0,,1986,0.0
Kevin Mack,CLE,RB,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,174.0,665.0,3.82,10.0,28.0,292.0,10.43,0.0,6.0,,10.0,0.0,0.0,156.0,177.7,186.7,163.7,18.0,20.0,,1986,0.0
Irving Fryar,NWE,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,20.0,0.0,43.0,737.0,17.14,6.0,4.0,,7.0,0.0,0.0,118.0,162.7,167.7,141.2,16.0,22.0,,1986,0.0
Charlie Brown,ATL,WR,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,918.0,14.57,4.0,1.0,,4.0,0.0,0.0,116.0,177.8,181.3,146.3,14.0,23.0,,1986,0.0
Andre Reed,BUF,WR,22.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,-8.0,-2.67,0.0,53.0,739.0,13.94,7.0,2.0,,7.0,0.0,0.0,115.0,166.1,170.1,139.6,13.0,24.0,,1986,0.0
Bruce Hardy,MIA,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,430.0,7.96,5.0,2.0,,5.0,0.0,0.0,73.0,125.0,129.0,98.0,13.0,8.0,,1986,0.0
Matt Bouza,IND,WR,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,71.0,830.0,11.69,5.0,0.0,,5.0,0.0,0.0,114.0,185.2,188.2,149.7,12.0,25.0,,1986,0.0
Anthony Carter,MIN,WR,26.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,38.0,686.0,18.05,7.0,1.0,,7.0,0.0,0.0,112.0,148.8,152.3,129.8,10.0,26.0,,1986,0.0
Wes Chandler,SDG,WR,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,874.0,15.61,4.0,2.0,,4.0,0.0,0.0,111.0,165.4,169.4,137.4,10.0,27.0,,1986,0.0
Rodney Holman,CIN,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,570.0,14.25,2.0,1.0,,2.0,0.0,0.0,69.0,108.0,111.5,88.0,9.0,9.0,,1986,0.0
Pete Metzelaars,BUF,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,485.0,9.9,3.0,2.0,,4.0,0.0,0.0,67.0,119.5,123.5,95.0,7.0,10.0,,1986,0.0
James Lofton,GNB,WR,30.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,840.0,13.13,4.0,3.0,,4.0,0.0,0.0,108.0,169.0,173.5,137.0,6.0,28.0,,1986,0.0
Stump Mitchell,STL,RB,27.0,15.0,13.0,1.0,3.0,15.0,1.0,0.0,174.0,800.0,4.6,5.0,41.0,276.0,6.73,0.0,4.0,,5.0,0.0,0.0,142.0,179.2,187.2,158.7,4.0,21.0,,1986,0.0
Mike Sherrard,DAL,WR,23.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,41.0,744.0,18.15,5.0,0.0,,5.0,0.0,0.0,106.0,146.5,149.5,126.0,4.0,29.0,,1986,0.0
Robb Riddick,BUF,RB,29.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,150.0,632.0,4.21,4.0,49.0,468.0,9.55,1.0,8.0,,5.0,0.0,0.0,140.0,181.0,191.0,156.5,2.0,22.0,,1986,0.0
Jimmie Giles,2TM,TE,32.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,376.0,10.16,4.0,0.0,,4.0,0.0,0.0,62.0,98.6,101.6,80.1,2.0,11.0,,1986,0.0
Johnny Hector,NYJ,RB,26.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,164.0,605.0,3.69,8.0,33.0,302.0,9.15,0.0,2.0,,8.0,0.0,0.0,139.0,169.7,176.7,153.2,1.0,23.0,,1986,0.0
Steve Young,TAM,QB,25.0,14.0,14.0,195.0,363.0,2282.0,8.0,13.0,74.0,425.0,5.74,5.0,0.0,0.0,0.0,0.0,11.0,,5.0,0.0,0.0,170.0,158.8,183.3,171.8,0.0,12.0,,1986,0.0
Earnest Jackson*,PIT,RB,27.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,216.0,910.0,4.21,5.0,17.0,169.0,9.94,0.0,3.0,,5.0,0.0,0.0,138.0,151.9,159.4,143.4,0.0,24.0,,1986,0.0
Earl Cooper,RAI,?,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1986,0.0
Chris Burkett,BUF,WR,24.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,778.0,22.88,4.0,1.0,,4.0,0.0,0.0,102.0,134.8,138.3,117.8,0.0,30.0,,1986,0.0
Warren Moon,HOU,QB,30.0,15.0,15.0,256.0,488.0,3489.0,13.0,26.0,42.0,157.0,3.74,2.0,0.0,0.0,0.0,0.0,11.0,,2.0,0.0,0.0,167.0,156.3,193.8,182.3,0.0,13.0,,1986,0.0
Mark Malone,PIT,QB,28.0,14.0,14.0,216.0,425.0,2444.0,15.0,18.0,31.0,107.0,3.45,5.0,0.0,0.0,0.0,0.0,7.0,,5.0,0.0,0.0,162.0,155.5,183.0,173.5,0.0,14.0,,1986,0.0
Randy Wright,GNB,QB,25.0,16.0,16.0,263.0,492.0,3247.0,17.0,23.0,18.0,41.0,2.28,1.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,0.0,162.0,154.0,184.0,177.0,0.0,15.0,,1986,0.0
Randall Cunningham,PHI,QB,23.0,15.0,5.0,111.0,209.0,1391.0,8.0,7.0,66.0,540.0,8.18,5.0,0.0,0.0,0.0,0.0,7.0,,5.0,0.0,0.0,158.0,150.6,167.1,157.6,0.0,16.0,,1986,0.0
Neil Lomax,STL,QB,27.0,14.0,14.0,240.0,421.0,2583.0,13.0,12.0,35.0,148.0,4.23,1.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,0.0,152.0,145.1,166.6,157.1,0.0,17.0,,1986,0.0
Dan Fouts,SDG,QB,35.0,12.0,12.0,252.0,430.0,3031.0,16.0,22.0,4.0,-3.0,-0.75,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,141.0,136.9,163.9,158.9,0.0,18.0,,1986,0.0
Steve Pelluer,DAL,QB,24.0,16.0,9.0,215.0,378.0,2727.0,8.0,17.0,41.0,255.0,6.22,1.0,0.0,0.0,0.0,0.0,9.0,,1.0,0.0,0.0,139.0,129.6,157.1,146.6,0.0,19.0,,1986,0.0
Tony Dorsett,DAL,RB,32.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,184.0,748.0,4.07,5.0,25.0,267.0,10.68,1.0,5.0,,6.0,0.0,0.0,138.0,157.5,166.0,145.0,0.0,26.0,,1986,0.0
Gerald Willhite,DEN,RB,27.0,16.0,12.0,1.0,4.0,11.0,0.0,0.0,85.0,365.0,4.29,5.0,64.0,529.0,8.27,3.0,5.0,,9.0,0.0,0.0,138.0,202.8,211.3,170.8,0.0,25.0,,1986,0.0
David Archer,ATL,QB,24.0,11.0,11.0,150.0,294.0,2007.0,10.0,9.0,52.0,298.0,5.73,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,132.0,124.1,143.1,133.1,0.0,20.0,,1986,0.0
Joe Cribbs,SFO,RB,28.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,152.0,590.0,3.88,5.0,35.0,346.0,9.89,0.0,5.0,,5.0,0.0,0.0,124.0,153.6,162.1,136.1,0.0,27.0,,1986,0.0
Jim Plunkett,RAI,QB,39.0,10.0,8.0,133.0,252.0,1986.0,14.0,9.0,12.0,47.0,3.92,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,122.0,118.1,132.1,127.1,0.0,21.0,,1986,0.0
James Wilder,TAM,RB,28.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,190.0,704.0,3.71,2.0,43.0,326.0,7.58,1.0,10.0,,3.0,0.0,0.0,121.0,154.0,165.0,132.5,0.0,28.0,,1986,0.0
Larry Kinnebrew,CIN,RB,27.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,131.0,519.0,3.96,8.0,13.0,136.0,10.46,1.0,6.0,,9.0,0.0,0.0,120.0,126.5,135.5,120.0,0.0,29.0,,1986,0.0
Earl Ferrell,STL,RB,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,124.0,548.0,4.42,0.0,56.0,434.0,7.75,3.0,6.0,,3.0,0.0,0.0,116.0,166.2,175.2,138.2,0.0,30.0,,1986,0.0
Kelvin Bryant,WAS,RB,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,258.0,3.74,4.0,43.0,449.0,10.44,3.0,2.0,,7.0,0.0,0.0,113.0,153.7,160.7,132.2,0.0,31.0,,1986,0.0
Garry James,DET,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,159.0,688.0,4.33,3.0,34.0,219.0,6.44,0.0,3.0,,3.0,0.0,0.0,109.0,139.7,147.2,122.7,0.0,33.0,,1986,0.0
Mike Rozier,HOU,RB,25.0,13.0,13.0,1.0,1.0,13.0,0.0,0.0,199.0,662.0,3.33,4.0,24.0,180.0,7.5,0.0,6.0,,4.0,0.0,0.0,109.0,126.7,135.7,114.7,0.0,32.0,,1986,0.0
Randy McMillan,IND,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,189.0,609.0,3.22,3.0,34.0,289.0,8.5,0.0,5.0,,3.0,0.0,0.0,108.0,136.8,145.3,119.8,0.0,34.0,,1986,0.0
Dave Wilson,NOR,QB,27.0,14.0,13.0,189.0,342.0,2353.0,10.0,17.0,14.0,19.0,1.36,1.0,0.0,0.0,0.0,0.0,8.0,,1.0,0.0,0.0,108.0,100.0,124.0,117.0,0.0,22.0,,1986,0.0
Bill Kenney,KAN,QB,31.0,15.0,8.0,161.0,308.0,1922.0,13.0,11.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,107.0,102.9,119.4,113.4,0.0,24.0,,1986,0.0
Joe Montana,SFO,QB,30.0,8.0,8.0,191.0,307.0,2236.0,8.0,9.0,17.0,38.0,2.24,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,107.0,104.2,117.7,113.2,0.0,23.0,,1986,0.0
Jessie Hester,RAI,WR,23.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,632.0,27.48,6.0,0.0,,6.0,0.0,0.0,99.0,122.2,125.2,110.7,0.0,31.0,,1986,0.0
Eric Martin,NOR,WR,25.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,675.0,18.24,5.0,5.0,,5.0,0.0,0.0,98.0,129.5,135.0,111.0,0.0,32.0,,1986,0.0
Barry Redden,RAM,RB,26.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,110.0,467.0,4.25,4.0,28.0,217.0,7.75,1.0,1.0,,5.0,0.0,0.0,98.0,125.4,131.9,111.4,0.0,35.0,,1986,0.0
Curtis Dickey,CLE,RB,30.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,135.0,523.0,3.87,6.0,10.0,78.0,7.8,0.0,4.0,,6.0,0.0,0.0,96.0,102.1,107.1,97.1,0.0,36.0,,1986,0.0
Tony Hill,DAL,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,770.0,15.71,3.0,1.0,,3.0,0.0,0.0,95.0,143.0,146.5,118.5,0.0,33.0,,1986,0.0
Eric Hipple,DET,QB,29.0,16.0,10.0,192.0,305.0,1919.0,9.0,11.0,16.0,46.0,2.88,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,95.0,88.4,105.9,99.4,0.0,25.0,,1986,0.0
