Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,Unnamed: 32,Year,Tgt
John Brodie,SFO,QB,36.0,14.0,14.0,208.0,387.0,2642.0,18.0,24.0,14.0,45.0,3.21,3.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,152.0,149.2,177.7,173.2,57.0,6.0,,1971,0.0
Jim Plunkett,NWE,QB,24.0,14.0,14.0,158.0,328.0,2158.0,19.0,16.0,45.0,210.0,4.67,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,151.0,145.3,170.3,161.3,56.0,7.0,,1971,0.0
Bob Griese*+,MIA,QB,26.0,14.0,13.0,145.0,263.0,2089.0,19.0,9.0,26.0,82.0,3.15,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,150.0,140.8,157.3,149.8,54.0,8.0,,1971,0.0
Larry Csonka *+,MIA,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,195.0,1051.0,5.39,7.0,13.0,113.0,8.69,1.0,0.0,,8.0,0.0,0.0,164.0,177.4,183.4,170.9,50.0,5.0,,1971,0.0
Gene Washington*,SFO,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,884.0,19.22,4.0,0.0,,4.0,0.0,0.0,112.0,158.4,161.4,135.4,47.0,8.0,,1971,0.0
Jim Mitchell,ATL,TE,24.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,6.25,0.0,33.0,593.0,17.97,5.0,3.0,,6.0,0.0,0.0,92.0,127.8,132.3,111.3,45.0,3.0,,1971,0.0
Ken Burrow,ATL,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,33.0,741.0,22.45,6.0,1.0,,6.0,0.0,0.0,111.0,142.6,146.1,126.1,45.0,9.0,,1971,0.0
Charlie Joiner,HOU,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,681.0,21.97,7.0,1.0,,7.0,0.0,0.0,110.0,140.1,143.6,124.6,45.0,10.0,,1971,0.0
Norm Bulaich*,BAL,RB,25.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,152.0,741.0,4.88,8.0,25.0,229.0,9.16,2.0,4.0,,10.0,0.0,0.0,157.0,178.0,186.0,165.5,42.0,6.0,,1971,0.0
Raymond Chester*,OAK,TE,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,0.0,28.0,442.0,15.79,7.0,0.0,,7.0,0.0,0.0,87.0,114.7,117.7,100.7,40.0,4.0,,1971,0.0
Dave Parks,NOR,TE,30.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,35.0,568.0,16.23,5.0,0.0,,5.0,0.0,0.0,87.0,121.6,124.6,104.1,40.0,5.0,,1971,0.0
Vic Washington*,SFO,RB,25.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,191.0,811.0,4.25,3.0,36.0,317.0,8.81,4.0,10.0,,7.0,0.0,0.0,155.0,180.8,191.8,162.8,39.0,7.0,,1971,0.0
Len Dawson*,KAN,QB,36.0,14.0,13.0,167.0,301.0,2504.0,15.0,13.0,12.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,137.0,128.6,148.6,141.6,39.0,9.0,,1971,0.0
George Farmer,CHI,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,46.0,737.0,16.02,5.0,1.0,,5.0,0.0,0.0,105.0,149.8,153.3,126.8,39.0,11.0,,1971,0.0
John Gilliam,STL,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,42.0,837.0,19.93,3.0,2.0,,3.0,0.0,0.0,103.0,143.3,147.3,122.3,37.0,12.0,,1971,0.0
Fran Tarkenton,NYG,QB,31.0,13.0,13.0,226.0,386.0,2567.0,11.0,21.0,30.0,111.0,3.7,3.0,0.0,0.0,0.0,0.0,4.0,,3.0,0.0,0.0,134.0,129.8,158.8,150.8,36.0,10.0,,1971,0.0
Ed Podolak,KAN,RB,24.0,13.0,11.0,2.0,2.0,42.0,0.0,0.0,184.0,708.0,3.85,9.0,36.0,252.0,7.0,0.0,5.0,,9.0,0.0,0.0,152.0,182.7,191.2,164.7,36.0,8.0,,1971,0.0
Ron Shanklin,PIT,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,49.0,652.0,13.31,6.0,1.0,,6.0,0.0,0.0,101.0,149.3,152.8,124.8,35.0,13.0,,1971,0.0
John Brockington *+,GNB,RB,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,216.0,1105.0,5.12,4.0,14.0,98.0,7.0,1.0,4.0,,5.0,0.0,0.0,150.0,160.3,165.3,153.3,34.0,9.0,,1971,0.0
Lance Rentzel,RAM,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,113.0,8.07,1.0,38.0,534.0,14.05,5.0,2.0,,6.0,0.0,0.0,101.0,136.7,143.7,117.7,34.0,14.0,,1971,0.0
Charlie Sanders *+,DET,TE,25.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,502.0,16.19,5.0,0.0,,5.0,0.0,0.0,80.0,111.2,114.2,95.7,32.0,6.0,,1971,0.0
Larry Brown*,WAS,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,253.0,948.0,3.75,4.0,16.0,176.0,11.0,2.0,6.0,,6.0,0.0,0.0,148.0,158.4,167.4,150.4,32.0,10.0,,1971,0.0
Willie Ellison*,RAM,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,211.0,1000.0,4.74,4.0,32.0,238.0,7.44,0.0,8.0,,4.0,0.0,0.0,148.0,171.8,181.8,155.8,31.0,11.0,,1971,0.0
Donny Anderson,GNB,RB,28.0,14.0,13.0,2.0,4.0,9.0,1.0,0.0,186.0,757.0,4.07,5.0,26.0,306.0,11.77,1.0,6.0,,6.0,0.0,0.0,147.0,166.7,175.7,153.7,30.0,12.0,,1971,0.0
Billy Kilmer,WAS,QB,32.0,14.0,13.0,166.0,306.0,2221.0,13.0,13.0,17.0,5.0,0.29,2.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,127.0,125.3,142.3,138.3,29.0,11.0,,1971,0.0
Danny Abramowicz,NOR,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,657.0,17.76,5.0,1.0,,5.0,0.0,0.0,96.0,131.7,135.2,113.2,28.0,15.0,,1971,0.0
Jack Snow,RAM,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,-10.0,0.0,37.0,666.0,18.0,5.0,0.0,,5.0,0.0,0.0,96.0,132.6,135.6,114.1,28.0,16.0,,1971,0.0
Roy Jefferson*,WAS,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.5,0.0,47.0,701.0,14.91,4.0,0.0,,4.0,0.0,0.0,95.0,142.4,145.4,118.9,28.0,17.0,,1971,0.0
Dave Smith,PIT,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,-10.0,0.0,47.0,663.0,14.11,5.0,1.0,,5.0,0.0,0.0,95.0,141.3,144.8,117.8,28.0,18.0,,1971,0.0
Bo Scott,CLE,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,179.0,606.0,3.39,9.0,30.0,233.0,7.77,1.0,4.0,,10.0,0.0,0.0,144.0,169.9,177.9,154.9,27.0,13.0,,1971,0.0
Harold Jackson,PHI,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,8.2,0.0,47.0,716.0,15.23,3.0,1.0,,3.0,0.0,0.0,94.0,139.7,143.2,116.2,26.0,19.0,,1971,0.0
Billy Parks,SDG,WR,23.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,77.0,15.4,0.0,41.0,609.0,14.85,4.0,2.0,,4.0,0.0,0.0,93.0,131.6,135.6,111.1,25.0,20.0,,1971,0.0
Marlin Briscoe,BUF,WR,26.0,14.0,14.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,603.0,13.7,5.0,0.0,,5.0,0.0,0.0,92.0,135.7,138.7,113.7,24.0,21.0,,1971,0.0
Dick Gordon*,CHI,WR,27.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,610.0,14.19,5.0,0.0,,5.0,0.0,0.0,91.0,134.0,137.0,112.5,23.0,22.0,,1971,0.0
Bob Trumpy,CIN,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,531.0,13.28,3.0,0.0,,3.0,0.0,0.0,71.0,111.1,114.1,91.1,22.0,7.0,,1971,0.0
Marv Hubbard*,OAK,RB,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,181.0,867.0,4.79,5.0,22.0,167.0,7.59,1.0,4.0,,6.0,0.0,0.0,139.0,157.4,165.4,146.4,22.0,14.0,,1971,0.0
Ben Hawkins,PHI,WR,27.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,37.0,650.0,17.57,4.0,1.0,,5.0,0.0,0.0,90.0,131.8,135.3,113.3,22.0,23.0,,1971,0.0
Rich McGeorge,GNB,TE,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,463.0,17.15,4.0,0.0,,4.0,0.0,0.0,70.0,97.3,100.3,83.8,21.0,8.0,,1971,0.0
Milt Morin*,CLE,TE,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,40.0,581.0,14.53,2.0,2.0,,2.0,0.0,0.0,70.0,108.2,112.2,88.2,21.0,9.0,,1971,0.0
Ken Willard,SFO,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,216.0,855.0,3.96,4.0,27.0,202.0,7.48,1.0,8.0,,5.0,0.0,0.0,136.0,154.7,164.7,141.2,17.0,15.0,,1971,0.0
Calvin Hill,DAL,RB,24.0,8.0,7.0,0.0,1.0,0.0,0.0,1.0,106.0,468.0,4.42,8.0,19.0,244.0,12.84,3.0,2.0,,11.0,0.0,0.0,135.0,152.2,160.2,143.7,17.0,17.0,,1971,0.0
John Fuqua,PIT,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,155.0,625.0,4.03,4.0,49.0,427.0,8.71,1.0,4.0,,5.0,0.0,0.0,135.0,180.2,188.2,155.7,17.0,16.0,,1971,0.0
Carroll Dale,GNB,WR,33.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,598.0,19.29,4.0,0.0,,4.0,0.0,0.0,84.0,114.8,117.8,99.3,15.0,24.0,,1971,0.0
Tom Matte,BAL,RB,32.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,173.0,607.0,3.51,8.0,29.0,239.0,8.24,0.0,4.0,,8.0,0.0,0.0,133.0,157.6,165.6,143.1,14.0,18.0,,1971,0.0
Mel Gray,STL,WR,23.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,28.0,0.0,18.0,534.0,29.67,4.0,1.0,,4.0,0.0,0.0,83.0,100.0,103.5,91.0,14.0,25.0,,1971,0.0
Rich Caster,NYJ,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,26.0,454.0,17.46,6.0,0.0,,6.0,0.0,0.0,82.0,108.4,111.4,95.4,13.0,26.0,,1971,0.0
Mike Garrett,SDG,RB,27.0,13.0,11.0,1.0,1.0,53.0,0.0,0.0,140.0,591.0,4.22,4.0,41.0,283.0,6.9,3.0,6.0,,7.0,0.0,0.0,132.0,166.5,175.5,146.0,13.0,19.0,,1971,0.0
Jackie Smith,STL,TE,31.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,21.0,379.0,18.05,4.0,0.0,,4.0,0.0,0.0,63.0,83.9,86.9,73.4,12.0,10.0,,1971,0.0
Altie Taylor,DET,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,174.0,736.0,4.23,4.0,26.0,270.0,10.38,1.0,11.0,,5.0,0.0,0.0,131.0,145.6,157.1,132.6,12.0,20.0,,1971,0.0
Art Malone,ATL,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,120.0,438.0,3.65,6.0,34.0,380.0,11.18,2.0,5.0,,8.0,0.0,0.0,130.0,158.8,167.3,141.8,11.0,21.0,,1971,0.0
Bruce Coslet,CIN,TE,25.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,356.0,16.95,4.0,3.0,,4.0,0.0,0.0,60.0,77.6,82.1,67.1,9.0,11.0,,1971,0.0
Larry Walton,DET,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,30.0,491.0,16.37,5.0,1.0,,5.0,0.0,0.0,78.0,107.4,110.9,92.4,9.0,27.0,,1971,0.0
Jim Kiick,MIA,RB,25.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,162.0,738.0,4.56,3.0,40.0,338.0,8.45,0.0,1.0,,3.0,0.0,0.0,126.0,164.6,171.1,144.6,6.0,22.0,,1971,0.0
Fred Willis,CIN,RB,24.0,14.0,6.0,1.0,2.0,8.0,0.0,0.0,135.0,590.0,4.37,7.0,24.0,223.0,9.29,0.0,3.0,,7.0,0.0,0.0,124.0,144.6,152.1,132.6,4.0,23.0,,1971,0.0
Frank Pitts,CLE,WR,28.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,487.0,18.04,4.0,0.0,,4.0,0.0,0.0,73.0,99.7,102.7,86.2,2.0,28.0,,1971,0.0
Earl McCullouch,DET,WR,25.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,21.0,552.0,26.29,3.0,0.0,,3.0,0.0,0.0,73.0,93.5,96.5,83.0,2.0,29.0,,1971,0.0
O.J. Simpson,BUF,RB,24.0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,183.0,742.0,4.05,5.0,21.0,162.0,7.71,0.0,5.0,,5.0,0.0,0.0,120.0,136.4,144.9,125.9,0.0,24.0,,1971,0.0
Bob Wallace,CHI,TE,26.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,400.0,14.81,2.0,0.0,,2.0,0.0,0.0,52.0,79.0,82.0,65.5,0.0,12.0,,1971,0.0
Fair Hooker,CLE,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,649.0,14.42,1.0,0.0,,1.0,0.0,0.0,71.0,115.9,118.9,93.4,0.0,30.0,,1971,0.0
Matt Snell,NYJ,?,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1971,0.0
John Riggins,NYJ,RB,22.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,180.0,769.0,4.27,1.0,36.0,231.0,6.42,2.0,6.0,,3.0,0.0,0.0,118.0,148.0,157.0,130.0,0.0,25.0,,1971,0.0
Pete Banaszak,OAK,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,137.0,563.0,4.11,8.0,13.0,128.0,9.85,0.0,3.0,,8.0,0.0,0.0,117.0,127.1,134.6,120.6,0.0,26.0,,1971,0.0
Carl Garrett,NWE,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,181.0,784.0,4.33,1.0,22.0,265.0,12.05,1.0,8.0,,2.0,0.0,0.0,117.0,130.9,140.9,119.9,0.0,27.0,,1971,0.0
Bobby Anderson,DEN,RB,24.0,13.0,13.0,1.0,3.0,48.0,0.0,0.0,139.0,533.0,3.83,3.0,37.0,353.0,9.54,1.0,6.0,,4.0,0.0,0.0,115.0,145.5,154.5,127.0,0.0,28.0,,1971,0.0
Essex Johnson,CIN,RB,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,522.0,6.14,4.0,14.0,258.0,18.43,2.0,1.0,,6.0,0.0,0.0,114.0,127.0,133.5,120.0,0.0,29.0,,1971,0.0
Emerson Boozer,NYJ,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,188.0,618.0,3.29,5.0,11.0,120.0,10.91,1.0,6.0,,6.0,0.0,0.0,110.0,114.8,123.8,109.3,0.0,30.0,,1971,0.0
MacArthur Lane,STL,RB,29.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,150.0,592.0,3.95,3.0,29.0,298.0,10.28,0.0,2.0,,3.0,0.0,0.0,107.0,134.0,141.0,119.5,0.0,31.0,,1971,0.0
Larry Smith,RAM,RB,24.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,91.0,404.0,4.44,5.0,31.0,324.0,10.45,0.0,2.0,,5.0,0.0,0.0,103.0,131.8,138.8,116.3,0.0,32.0,,1971,0.0
Daryle Lamonica,OAK,QB,30.0,14.0,13.0,118.0,242.0,1717.0,16.0,16.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,102.0,99.3,119.8,115.3,0.0,12.0,,1971,0.0
Clint Jones,MIN,RB,26.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,675.0,3.75,4.0,9.0,98.0,10.89,0.0,7.0,,4.0,0.0,0.0,101.0,103.3,109.8,98.8,0.0,33.0,,1971,0.0
Pete Liske,PHI,QB,29.0,14.0,10.0,143.0,269.0,1957.0,11.0,15.0,13.0,29.0,2.23,1.0,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,101.0,96.2,116.7,111.2,0.0,13.0,,1971,0.0
Jeff Queen,SDG,RB,25.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,95.0,318.0,3.35,4.0,23.0,270.0,11.74,3.0,4.0,,7.0,0.0,0.0,101.0,119.8,127.8,108.3,0.0,34.0,,1971,0.0
Cannonball Butler,ATL,RB,28.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,186.0,594.0,3.19,2.0,15.0,143.0,9.53,2.0,7.0,,4.0,0.0,0.0,98.0,105.7,115.2,98.2,0.0,36.0,,1971,0.0
Les Josephson,RAM,RB,29.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,99.0,449.0,4.54,3.0,26.0,230.0,8.85,2.0,3.0,,5.0,0.0,0.0,98.0,120.9,128.4,107.9,0.0,35.0,,1971,0.0
Virgil Carter,CIN,QB,26.0,10.0,10.0,138.0,222.0,1624.0,10.0,7.0,8.0,42.0,5.25,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,97.0,91.2,102.7,98.2,0.0,14.0,,1971,0.0
Bill Nelsen,CLE,QB,30.0,14.0,13.0,174.0,325.0,2319.0,13.0,23.0,13.0,-18.0,-1.38,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,97.0,87.0,118.0,110.0,0.0,15.0,,1971,0.0
Preston Pearson,PIT,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,131.0,605.0,4.62,0.0,20.0,246.0,12.3,2.0,7.0,,3.0,0.0,0.0,97.0,116.1,125.6,106.1,0.0,37.0,,1971,0.0
Bob Berry,ATL,QB,29.0,11.0,10.0,136.0,226.0,2005.0,11.0,16.0,19.0,31.0,1.63,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,95.0,91.3,112.3,107.3,0.0,16.0,,1971,0.0
Walt Garrison,DAL,RB,27.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,127.0,429.0,3.38,1.0,40.0,396.0,9.9,1.0,6.0,,2.0,0.0,0.0,95.0,128.5,137.5,108.5,0.0,39.0,,1971,0.0
Bob Gresham,NOR,RB,23.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,127.0,383.0,3.02,6.0,17.0,203.0,11.94,0.0,3.0,,6.0,0.0,0.0,95.0,108.6,116.1,100.1,0.0,38.0,,1971,0.0
Archie Manning,NOR,QB,22.0,12.0,10.0,86.0,177.0,1164.0,6.0,9.0,33.0,172.0,5.21,4.0,1.0,-7.0,-7.0,0.0,7.0,,4.0,0.0,0.0,93.0,87.1,105.6,95.6,0.0,17.0,,1971,0.0
Dave Osborn,MIN,RB,28.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,123.0,349.0,2.84,5.0,25.0,195.0,7.8,1.0,3.0,,6.0,0.0,0.0,90.0,112.4,119.9,99.9,0.0,40.0,,1971,0.0
Charlie Harraway,WAS,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,156.0,635.0,4.07,2.0,20.0,121.0,6.05,0.0,3.0,,2.0,0.0,0.0,88.0,104.6,112.1,94.6,0.0,41.0,,1971,0.0
Bobby Douglass,CHI,QB,24.0,12.0,7.0,91.0,225.0,1164.0,5.0,15.0,39.0,284.0,7.28,3.0,0.0,0.0,0.0,0.0,4.0,,3.0,0.0,0.0,87.0,80.0,102.0,95.0,0.0,18.0,,1971,0.0
Jim Nance,NWE,RB,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,129.0,463.0,3.59,5.0,18.0,95.0,5.28,0.0,2.0,,5.0,0.0,0.0,86.0,101.8,105.8,92.8,0.0,42.0,,1971,0.0
Dan Pastorini,HOU,QB,22.0,14.0,8.0,127.0,270.0,1702.0,7.0,21.0,26.0,140.0,5.38,3.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,86.0,83.1,111.6,104.1,0.0,19.0,,1971,0.0
Mike Montgomery,SDG,RB,22.0,11.0,3.0,3.0,6.0,80.0,1.0,0.0,60.0,226.0,3.77,1.0,28.0,361.0,12.89,2.0,4.0,,3.0,0.0,0.0,84.0,107.9,115.9,93.9,0.0,43.0,,1971,0.0
Wendell Hayes,KAN,RB,31.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,132.0,537.0,4.07,1.0,16.0,150.0,9.38,1.0,1.0,,2.0,0.0,0.0,81.0,95.7,102.2,87.7,0.0,44.0,,1971,0.0
