,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
23,Steve Largent,SEA,WR,26,16,16,0,0,0,0,0,1,2,2.00,0,66,1064,16.12,6,1,,6,,,143,207.6,211.1,174.6,42,5,23,
24,Lynn Cain,ATL,RB,25,16,16,0,0,0,0,0,235,914,3.89,8,24,223,9.29,1,6,,9,,,168,185.7,194.7,173.7,40,13,24,
25,Ahmad Rashad*,MIN,WR,31,16,16,0,0,0,0,0,1,8,8.00,0,69,1095,15.87,5,0,,5,,,140,209.3,212.3,174.8,40,6,25,
26,Russ Francis,NWE,TE,27,15,15,0,0,0,0,0,0,0,,0,41,664,16.20,8,0,,8,,,114,155.4,158.4,134.9,39,2,26,
27,Alfred Jenkins*,ATL,WR,28,16,16,0,0,0,0,0,0,0,,0,58,1035,17.84,6,0,,6,,,140,197.5,200.5,168.5,39,7,27,
28,Stanley Morgan*,NWE,WR,25,16,16,0,0,0,0,0,4,36,9.00,0,45,991,22.02,6,0,,6,,,139,183.7,186.7,161.2,38,8,28,
29,Bob Chandler,OAK,WR,31,16,16,0,0,0,0,0,0,0,,0,49,786,16.04,10,1,,10,,,139,186.6,190.1,162.1,38,9,29,
30,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
31,Junior Miller*,ATL,TE,23,16,14,0,0,0,0,0,2,-2,-1.00,0,46,584,12.70,9,2,,9,,,112,156.2,160.2,133.2,37,3,30,
32,Earnest Gray,NYG,WR,23,16,16,0,0,0,0,0,0,0,,0,52,777,14.94,10,1,,10,,,138,188.7,192.2,162.7,37,10,31,
33,Charlie Joiner*+,SDG,WR,33,16,16,0,0,0,0,0,0,0,,0,71,1132,15.94,4,3,,4,,,137,205.2,209.7,169.7,36,11,32,
34,Wes Chandler,NOR,WR,24,16,16,1,1,43,0,0,1,9,9.00,0,65,975,15.00,6,2,,6,,,136,199.1,203.1,166.6,35,12,33,
35,Harold Carmichael *,PHI,WR,31,16,16,0,0,0,0,0,0,0,,0,48,815,16.98,9,1,,9,,,136,182.5,186.0,158.5,35,13,34,
36,Pat Tilley*,STL,WR,27,14,14,0,0,0,0,0,0,0,,0,68,966,14.21,6,0,,6,,,133,200.6,203.6,166.6,32,14,35,
37,Dave Casper*,2TM,TE,28,16,15,0,0,0,0,0,2,8,4.00,0,56,796,14.21,4,3,,4,,,104,157.4,161.9,129.4,29,4,36,
38,Cullen Bryant,RAM,RB,29,16,16,0,0,0,0,0,183,807,4.41,3,53,386,7.28,3,1,,6,,,155,207.3,213.8,180.8,28,14,37,
39,Eddie Lee Ivery,GNB,RB,23,16,16,0,0,0,0,0,202,831,4.11,3,50,481,9.62,1,3,,4,,,155,202.2,209.7,177.2,28,15,38,
40,Wallace Francis,ATL,WR,29,16,16,0,0,0,0,0,1,2,2.00,0,54,862,15.96,7,0,,7,,,128,182.4,185.4,155.4,28,15,39,
41,Cliff Branch,OAK,WR,32,16,15,0,0,0,0,0,1,1,1.00,0,44,858,19.50,7,0,,7,,,128,171.9,174.9,149.9,27,16,40,
42,Mike Barber,HOU,TE,27,16,16,0,0,0,0,0,1,1,1.00,0,59,712,12.07,5,0,,5,,,101,160.3,163.3,130.8,26,5,41,
43,Elvis Peacock,RAM,RB,24,13,9,0,0,0,0,0,164,777,4.74,7,25,213,8.52,2,1,,9,,,153,177.0,183.5,164.5,26,16,42,
44,Vince Ferragamo,RAM,QB,26,16,15,240,404,3199,30,19,15,34,2.27,1,0,0,,0,4,,1,,,219,215.4,239.4,234.4,25,6,43,
45,Gerry Ellis,GNB,RB,23,15,13,0,0,0,0,0,126,545,4.33,5,48,496,10.33,3,7,,8,,,152,193.1,202.6,169.1,25,17,44,
46,Sammy White,MIN,WR,26,16,16,0,0,0,0,0,4,65,16.25,0,53,887,16.74,5,0,,5,,,125,178.2,181.2,151.7,24,17,45,
47,Jim Smith,PIT,WR,25,12,10,0,0,0,0,0,1,-1,-1.00,0,37,711,19.22,9,1,,9,,,125,161.0,164.5,142.5,24,18,46,
48,Archie Manning,NOR,QB,31,16,16,309,509,3716,23,20,23,166,7.22,0,0,0,,0,6,,0,,,217,211.2,240.2,231.2,23,7,47,
49,Sam McCullum,SEA,WR,28,16,16,0,0,0,0,0,0,0,,0,62,874,14.10,6,0,,6,,,123,185.4,188.4,154.4,23,19,48,
50,Clarence Harmon,WAS,RB,25,16,14,0,0,0,0,0,128,484,3.78,4,54,534,9.89,4,4,,8,,,150,199.8,207.8,172.8,22,18,49,
51,Dan Ross,CIN,TE,23,16,16,0,0,0,0,0,0,0,,0,56,724,12.93,4,1,,4,,,96,151.4,154.9,123.4,21,6,50,
52,Freddie Scott,DET,WR,28,16,16,0,0,0,0,0,5,86,17.20,1,53,834,15.74,4,2,,5,,,122,173.0,177.0,146.5,21,20,51,
53,Roger Carr,BAL,WR,28,16,16,0,0,0,0,0,1,-8,-8.00,0,61,924,15.15,5,0,,5,,,122,182.6,185.6,152.1,21,21,52,
54,Jerry Butler*,BUF,WR,23,16,16,0,0,0,0,0,1,18,18.00,0,57,832,14.60,6,0,,6,,,121,178.0,181.0,149.5,20,22,53,
55,Riley Odoms,DEN,TE,30,15,15,0,0,0,0,0,0,0,,0,39,590,15.13,6,0,,6,,,95,134.0,137.0,114.5,20,7,54,
56,Freddie Solomon,SFO,WR,27,16,13,0,1,0,0,0,8,56,7.00,0,48,658,13.71,8,5,,10,,,119,174.4,179.9,150.4,19,23,55,
57,Don Calhoun,NWE,RB,28,16,16,0,0,0,0,0,200,787,3.94,9,27,129,4.78,0,2,,9,,,146,170.6,177.6,157.1,18,19,56,
58,Henry Marshall,KAN,WR,26,16,16,0,0,0,0,0,3,22,7.33,0,47,799,17.00,6,0,,6,,,118,165.1,168.1,141.6,17,24,57,
59,Chuck Muncie,2TM,RB,27,15,8,0,0,0,0,0,175,827,4.73,6,31,259,8.35,0,11,,6,,,145,164.6,176.1,149.1,17,20,58,
60,Danny White,DAL,QB,28,16,16,260,436,3287,28,25,27,114,4.22,1,1,-9,-9.00,0,8,,1,,,210,203.0,238.0,227.5,16,8,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Terry Bradshaw,PIT,QB,32,15,15,218,424,3339,24,22,36,111,3.08,2,0,0,,0,13,,2,,,209,195.7,230.2,217.7,15,9,60,
63,Mark van Eeghen,OAK,RB,28,16,16,0,0,0,0,0,222,838,3.77,5,29,259,8.93,0,3,,5,,,140,165.7,173.2,151.2,12,21,61,
64,Lynn Swann,PIT,WR,28,13,11,0,0,0,0,0,1,-4,-4.00,0,44,710,16.14,7,0,,7,,,113,156.6,159.6,134.6,12,25,62,
65,Joe Senser,MIN,TE,24,16,0,0,1,0,0,0,1,-1,-1.00,0,42,447,10.64,7,0,,7,,,87,128.6,131.6,107.6,12,8,63,
66,Bert Jones,BAL,QB,29,15,15,248,446,3134,23,21,27,175,6.48,2,0,0,,0,1,,2,,,205,203.9,231.4,224.9,11,10,64,
67,Richard Todd,NYJ,QB,27,16,16,264,479,3329,17,30,49,330,6.73,5,0,0,,0,10,,5,,,204,194.2,235.2,224.2,10,11,65,
68,Jimmie Giles*,TAM,TE,26,16,15,0,0,0,0,0,0,0,,0,33,602,18.24,4,2,,4,,,84,115.2,119.2,98.7,9,9,66,
69,Harold Jackson,NWE,WR,34,16,15,2,2,35,0,0,5,37,7.40,0,35,737,21.06,5,0,,5,,,109,143.8,146.8,126.3,8,26,67,
70,Henry Childs,NOR,TE,29,13,7,0,0,0,0,0,0,0,,0,34,463,13.62,6,1,,6,,,82,115.3,118.8,98.3,7,10,68,
71,Franco Harris*,PIT,RB,30,13,13,0,0,0,0,0,208,789,3.79,4,30,196,6.53,2,7,,6,,,135,157.5,167.0,142.5,7,22,69,
72,Pete Johnson,CIN,RB,26,12,8,0,0,0,0,0,186,747,4.02,6,21,172,8.19,1,2,,7,,,134,152.9,159.9,142.4,6,23,70,
73,Dave Logan,CLE,WR,26,16,16,0,0,0,0,0,0,0,,0,51,822,16.12,4,0,,4,,,106,157.2,160.2,131.7,5,27,71,
74,Ike Harris,NOR,WR,28,16,16,0,0,0,0,0,0,0,,0,37,692,18.70,6,0,,6,,,105,142.2,145.2,123.7,4,28,72,
75,Ozzie Newsome,CLE,TE,24,16,16,0,0,0,0,0,2,13,6.50,0,51,594,11.65,3,2,,3,,,79,127.7,131.7,102.2,4,11,73,
76,Charlie Smith,PHI,WR,30,16,16,0,0,0,0,0,5,33,6.60,0,47,825,17.55,3,0,,3,,,104,150.8,153.8,127.3,3,29,74,
77,Gary Danielson,DET,QB,29,16,16,244,417,3223,13,11,48,232,4.83,2,0,0,,0,11,,2,,,194,183.1,205.6,194.1,,12,75,
78,Reggie Rucker,CLE,WR,33,16,16,0,0,0,0,0,0,0,,0,52,768,14.77,4,0,,4,,,101,152.8,155.8,126.8,,30,76,
79,Billy Joe DuPree,DAL,TE,30,16,16,0,0,0,0,0,4,19,4.75,0,29,312,10.76,7,1,,7,,,75,103.1,106.6,88.6,,12,77,
80,Tony Nathan,MIA,RB,24,16,6,0,1,0,0,0,60,327,5.45,1,57,588,10.32,5,9,,6,,,128,175.5,186.0,147.0,,24,78,
81,Tommy Kramer,MIN,QB,25,15,15,299,522,3582,19,23,31,115,3.71,1,0,0,,0,2,,1,,,191,188.8,218.8,211.8,,13,,
82,Joe Theismann,WAS,QB,31,16,15,262,454,2962,17,16,29,175,6.03,3,0,0,,0,6,,3,,,190,184.0,209.0,200.0,,14,,
83,Jim Zorn,SEA,QB,27,16,16,276,488,3346,17,20,44,214,4.86,1,0,0,,0,12,,1,,,189,177.2,209.2,197.2,,15,,
84,Vince Evans,CHI,QB,25,13,10,148,278,2039,11,16,60,306,5.10,8,0,0,,0,4,,8,,,172,168.2,192.2,184.2,,16,,
85,Joe Ferguson,BUF,QB,30,16,16,251,439,2805,20,18,31,65,2.10,0,0,0,,0,9,,0,,,163,153.7,179.2,171.7,,17,,
86,Lynn Dickey,GNB,QB,31,16,16,278,478,3529,15,25,19,11,0.58,1,0,0,,0,13,,1,,,158,145.3,179.8,170.3,,18,,
87,Jim Plunkett,OAK,QB,33,13,11,165,320,2299,18,16,28,141,5.04,2,0,0,,0,9,,2,,,158,149.1,175.6,165.1,,19,,
88,Steve Fuller,KAN,QB,23,14,13,193,320,2250,10,12,60,274,4.57,4,0,0,,0,16,,4,,,157,141.4,167.4,153.4,,20,,
89,Steve Grogan,NWE,QB,27,12,12,175,306,2475,18,22,30,112,3.73,1,0,0,,0,4,,1,,,144,140.2,170.2,162.2,,21,,
90,Jim Hart,STL,QB,36,15,15,228,425,2946,16,20,9,11,1.22,0,0,0,,0,4,,0,,,143,138.9,163.9,158.9,,22,,
91,Phil Simms,NYG,QB,25,13,13,193,402,2321,15,19,36,190,5.28,1,0,0,,0,6,,1,,,140,133.8,161.8,152.8,,23,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,David Woodley,MIA,QB,22,13,11,176,327,1850,14,17,55,214,3.89,3,0,0,,0,3,,3,,,135,132.4,156.9,149.4,,24,,
94,Joe Montana,SFO,QB,24,15,7,176,273,1795,15,9,32,77,2.41,2,0,0,,0,4,,2,,,134,129.5,143.5,138.5,,25,,
95,Dexter Bussey,DET,RB,28,16,16,0,0,0,0,0,145,720,4.97,3,39,364,9.33,0,2,,3,,,126,163.4,170.4,143.9,,25,,
96,Joe Washington,BAL,RB,27,16,11,0,0,0,0,0,144,502,3.49,1,51,494,9.69,3,5,,4,,,124,169.6,178.1,144.1,,26,,
97,Wilbur Jackson,WAS,RB,29,16,14,0,0,0,0,0,176,708,4.02,3,27,279,10.33,1,10,,4,,,123,139.7,150.7,126.2,,27,,
98,Ken Stabler,HOU,QB,35,16,16,293,457,3202,13,28,15,-22,-1.47,0,0,0,,0,7,,0,,,122,114.9,149.4,142.9,,26,,
99,Ted McKnight,KAN,RB,26,16,16,0,0,0,0,0,206,693,3.36,3,38,320,8.42,0,5,,3,,,119,152.3,160.8,133.3,,28,,
100,Jim Jodat,SEA,RB,26,16,13,0,0,0,0,0,155,632,4.08,5,26,190,7.31,1,3,,6,,,118,141.2,148.7,128.2,,29,,
101,Craig Morton,DEN,QB,37,12,9,183,301,2150,12,13,21,29,1.38,1,0,0,,0,4,,1,,,117,112.9,130.9,125.9,,27,,
102,Jerry Eckwood,TAM,RB,26,15,8,0,4,0,0,0,149,504,3.38,2,47,475,10.11,1,7,,3,,,116,155.9,165.4,132.4,,30,,
103,Kenny King*,OAK,RB,23,15,13,0,0,0,0,0,172,761,4.42,4,22,145,6.59,0,6,,4,,,115,130.6,139.6,119.6,,32,,
104,Rickey Young,MIN,RB,27,16,16,0,0,0,0,0,130,351,2.70,3,64,499,7.80,2,2,,5,,,115,177.0,184.0,145.0,,31,,
105,Scott Dierking,NYJ,RB,25,16,13,0,0,0,0,0,156,567,3.63,6,19,138,7.26,1,3,,7,,,113,128.5,136.0,119.0,,33,,
106,Vagas Ferguson,NWE,RB,23,16,16,0,0,0,0,0,211,818,3.88,2,22,173,7.86,0,3,,2,,,111,130.1,137.6,119.1,,34,,
107,Tony Galbreath,NOR,RB,26,16,4,0,2,0,0,0,81,308,3.80,3,57,470,8.25,2,3,,5,,,108,161.8,169.3,133.3,,35,,
108,Ricky Bell,TAM,RB,25,14,12,0,0,0,0,0,174,599,3.44,2,38,292,7.68,1,3,,3,,,107,142.1,149.6,123.1,,37,,
109,Billy Taylor,NYG,RB,24,11,10,0,0,0,0,0,147,580,3.95,4,33,253,7.67,0,4,,4,,,107,136.3,144.3,119.8,,36,,
110,Jim Jensen,DEN,RB,27,14,13,0,0,0,0,0,101,476,4.71,2,49,377,7.69,1,1,,3,,,103,151.3,157.8,126.8,,38,,
111,Charles Alexander,CIN,RB,23,16,16,0,0,0,0,0,169,702,4.15,2,36,192,5.33,0,2,,2,,,101,135.4,142.4,117.4,,39,,
112,Frank Lewis,BUF,WR,33,15,13,0,0,0,0,0,0,0,,0,40,648,16.20,6,0,,6,,,101,140.8,143.8,120.8,,31,,
113,Delvin Williams,MIA,RB,29,15,10,0,1,0,0,0,187,671,3.59,2,31,207,6.68,0,5,,2,,,100,125.8,134.3,110.3,,40,,
114,Nat Moore,MIA,WR,29,16,16,0,1,0,0,0,1,3,3.00,0,47,564,12.00,7,1,,7,,,99,144.7,148.2,121.2,,32,,
115,Wayne Morris,STL,RB,26,16,16,0,0,0,0,0,117,456,3.90,6,15,110,7.33,1,0,,7,,,99,113.6,119.6,106.1,,41,,
116,Preston Dennard,RAM,WR,25,16,16,0,0,0,0,0,2,20,10.00,0,36,596,16.56,6,0,,6,,,98,133.6,136.6,115.6,,34,,
117,Art Monk,WAS,WR,23,16,11,0,0,0,0,0,0,0,,0,58,797,13.74,3,0,,3,,,98,155.7,158.7,126.7,,33,,
118,Billy Waddy,RAM,WR,26,15,15,0,0,0,0,0,1,-1,-1.00,0,38,670,17.63,5,1,,5,,,97,133.9,137.4,114.9,,35,,
119,Gordon Jones,TAM,WR,23,16,14,0,0,0,0,0,1,-10,-10.00,0,48,669,13.94,5,1,,5,,,96,142.9,146.4,118.9,,36,,
120,Drew Pearson,DAL,WR,29,16,15,0,0,0,0,0,2,30,15.00,0,43,568,13.21,6,0,,6,,,96,138.8,141.8,117.3,,37,,
121,Ron Springs,DAL,RB,24,15,6,0,0,0,0,0,89,326,3.66,6,15,212,14.13,1,1,,7,,,96,109.8,116.3,102.3,,42,,
122,Steve DeBerg,SFO,QB,26,11,9,186,321,1998,12,17,6,4,0.67,0,0,0,,0,4,,0,,,94,90.3,112.3,107.3,,28,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Paul Hofer,SFO,RB,28,6,6,0,0,0,0,0,60,293,4.88,1,41,467,11.39,2,0,,3,,,94,135.0,141.0,114.5,,43,,
125,Dave Preston,DEN,RB,25,12,10,0,0,0,0,0,111,385,3.47,4,35,309,8.83,0,3,,4,,,93,125.4,132.9,107.9,,44,,
126,Haven Moses,DEN,WR,34,15,14,0,0,0,0,0,0,0,,0,38,674,17.74,4,1,,4,,,91,128.4,131.9,109.4,,38,,
127,Louie Giammona,PHI,RB,27,16,4,3,3,55,1,0,97,361,3.72,4,17,178,10.47,1,5,,5,,,90,102.1,110.6,93.6,,45,,
128,Rob Carpenter,HOU,RB,25,15,1,0,0,0,0,0,97,359,3.70,3,43,346,8.05,0,4,,3,,,89,127.5,135.5,106.0,,47,,
129,Mel Gray,STL,WR,32,16,16,0,0,0,0,0,1,-3,-3.00,0,40,709,17.73,3,0,,3,,,89,128.6,131.6,108.6,,39,,
130,Robert Newhouse,DAL,RB,30,16,10,0,0,0,0,0,118,451,3.82,6,8,75,9.38,0,3,,6,,,89,93.6,98.1,89.6,,46,,
131,Curtis Brown,BUF,RB,26,16,16,0,0,0,0,0,153,559,3.65,3,27,137,5.07,0,4,,3,,,88,110.6,118.6,97.1,,49,,
132,Dan Doornink,SEA,RB,24,15,14,0,0,0,0,0,100,344,3.44,3,31,237,7.65,2,2,,5,,,88,117.1,124.1,101.6,,48,,
133,James Scott,CHI,WR,28,15,12,0,0,0,0,0,0,0,,0,36,696,19.33,3,0,,3,,,88,123.6,126.6,105.6,,40,,
134,Theo Bell,PIT,WR,27,14,9,0,0,0,0,0,0,0,,0,29,748,25.79,2,1,,2,,,87,114.8,118.3,100.3,,41,,
135,Jack Thompson,CIN,QB,24,14,4,115,234,1324,11,12,18,84,4.67,1,0,0,,0,5,,1,,,87,82.4,99.9,94.4,,29,,
136,Kevin House,TAM,WR,23,14,1,0,0,0,0,0,1,32,32.00,0,24,531,22.13,5,1,,5,,,86,109.3,112.8,97.3,,42,,
137,Greg Pruitt,CLE,RB,29,16,9,0,0,0,0,0,40,117,2.93,0,50,444,8.88,5,1,,5,,,86,135.1,141.6,110.1,,51,,
138,Mike Thomas,SDG,RB,27,10,5,0,2,0,0,1,118,484,4.10,3,29,218,7.52,0,0,,3,,,86,115.2,122.2,101.7,,50,,
139,Kevin Long,NYJ,RB,25,15,7,0,0,0,0,0,115,355,3.09,6,20,137,6.85,0,3,,6,,,85,102.2,109.7,92.2,,52,,
140,Willie Miller,RAM,WR,33,16,1,0,0,0,0,0,1,-2,-2.00,0,22,358,16.27,8,1,,8,,,84,104.6,108.1,93.6,,43,,
141,Mike Guman,RAM,RB,22,16,0,1,1,31,1,0,100,410,4.10,4,14,131,9.36,0,4,,4,,,83,93.3,101.3,86.3,,53,,
142,Rick Upchurch,DEN,WR,28,16,14,0,0,0,0,0,5,49,9.80,0,46,605,13.15,3,2,,3,,,83,127.4,131.4,104.4,,44,,
143,Alfred Jackson,ATL,WR,25,16,0,0,0,0,0,0,0,0,,0,22,403,18.32,7,0,,7,,,82,104.3,107.3,93.3,,45,,
144,Ken Anderson,CIN,QB,31,13,12,166,275,1778,6,13,16,122,7.63,0,0,0,,0,1,,0,,,81,80.3,99.8,93.3,,30,,
145,Lenvil Elliott,SFO,RB,29,15,3,0,0,0,0,0,76,341,4.49,2,27,285,10.56,1,5,,3,,,81,102.6,111.1,89.1,,55,,
146,Jimmy Rogers,NOR,RB,25,16,9,0,0,0,0,0,80,366,4.58,1,27,267,9.89,2,6,,3,,,81,102.3,111.3,88.8,,54,,
147,Isaac Curtis,CIN,WR,30,15,14,0,0,0,0,0,0,0,,0,43,610,14.19,3,0,,3,,,79,122.0,125.0,100.5,,46,,
148,Leroy Harris,PHI,RB,26,15,15,0,0,0,0,0,104,341,3.28,3,15,207,13.80,1,2,,4,,,79,91.8,98.8,84.3,,57,,
149,Charles White,CLE,RB,22,14,7,0,0,0,0,0,86,279,3.24,5,17,153,9.00,1,1,,6,,,79,95.2,101.7,86.7,,56,,
150,John Cappelletti,SDG,RB,28,10,8,0,0,0,0,0,101,364,3.60,5,13,112,8.62,0,1,,5,,,78,89.6,96.1,83.1,,58,,
151,J.T. Smith*+,KAN,WR,25,16,16,0,0,0,0,0,0,0,,0,46,655,14.24,2,1,,4,,,78,134.5,138.0,111.5,,47,,
152,Don Bass,CIN,WR,24,14,12,0,0,0,0,0,0,0,,0,32,409,12.78,6,0,,6,,,77,108.9,111.9,92.9,,48,,
153,Calvin Hill,CLE,RB,33,15,0,0,0,0,0,0,1,11,11.00,0,27,383,14.19,6,0,,6,,,75,102.4,105.4,88.9,,59,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Don McCauley,BAL,RB,31,16,0,0,0,0,0,0,35,133,3.80,1,34,313,9.21,4,1,,5,,,75,107.6,114.1,90.6,,60,,
156,Leonard Thompson,DET,WR,28,16,12,0,0,0,0,0,6,61,10.17,0,19,511,26.89,3,1,,3,,,75,93.2,96.7,83.7,,49,,
157,Roland Harper,CHI,RB,27,12,12,0,0,0,0,0,113,404,3.58,5,7,31,4.43,0,0,,5,,,74,80.5,83.5,77.0,,61,,
158,Otis Armstrong,DEN,RB,30,9,6,0,0,0,0,0,106,470,4.43,4,7,23,3.29,0,1,,4,,,73,79.3,82.8,75.8,,62,,
159,Aundra Thompson,GNB,WR,27,15,15,0,0,0,0,0,5,5,1.00,0,40,609,15.23,2,2,,2,,,73,111.4,115.4,91.4,,50,,
160,Clarence Williams,SDG,RB,25,13,9,0,0,0,0,0,97,258,2.66,3,26,230,8.85,1,3,,4,,,73,95.8,103.3,82.8,,63,,
161,Matt Cavanaugh,NWE,QB,24,16,4,63,105,885,9,5,19,97,5.11,0,0,0,,0,1,,0,,,71,70.1,78.6,75.1,,31,,
162,Duriel Harris,MIA,WR,26,12,3,0,0,0,0,0,0,0,,0,33,583,17.67,2,1,,2,,,70,102.3,105.8,85.8,,51,,
163,Sidney Thornton,PIT,RB,26,12,5,0,0,0,0,0,78,325,4.17,3,15,131,8.73,1,5,,4,,,70,79.6,88.1,72.1,,64,,
164,Ray Butler,BAL,WR,24,16,16,0,0,0,0,0,0,0,,0,34,574,16.88,2,0,,2,,,69,103.4,106.4,86.4,,52,,
165,Keith Krepfle,PHI,TE,28,13,11,0,0,0,0,0,1,2,2.00,0,30,450,15.00,4,0,,4,,,69,99.2,102.2,84.2,,13,,
166,Paul Coffman,GNB,TE,24,16,16,0,0,0,0,0,1,3,3.00,0,42,496,11.81,3,0,,3,,,68,109.9,112.9,88.9,,14,,
167,Larry Heater,NYG,RB,22,14,5,0,0,0,0,0,111,360,3.24,3,10,139,13.90,0,1,,3,,,68,76.9,83.4,71.9,,66,,
168,Arthur Whittington,OAK,RB,25,15,2,0,0,0,0,0,91,299,3.29,3,19,205,10.79,0,3,,4,,,68,90.4,97.9,80.9,,65,,
169,Lam Jones,NYJ,WR,22,16,13,0,0,0,0,0,2,5,2.50,0,25,482,19.28,3,1,,3,,,67,90.7,94.2,78.2,,53,,
170,Clark Gaines,NYJ,RB,26,5,5,0,0,0,0,0,36,174,4.83,0,36,310,8.61,3,2,,3,,,66,100.4,107.4,82.4,,67,,
