,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
15,Wilbert Montgomery,PHI,RB,28,8,8,0,0,0,0,0,114,515,4.52,7,20,258,12.90,2,3,,9,,,131,148.3,155.8,138.3,92,6,15,
16,Pete Johnson,CIN,RB,28,9,9,0,0,0,0,0,156,622,3.99,7,31,267,8.61,0,1,,7,,,131,160.9,167.4,145.4,91,7,16,
17,Wesley Walker*,NYJ,WR,27,9,9,0,0,0,0,0,0,0,,0,39,620,15.90,6,0,,6,,,98,137.0,140.0,117.5,79,5,17,
18,Eddie Lee Ivery,GNB,RB,25,9,9,0,1,0,0,0,127,453,3.57,9,16,186,11.63,1,2,,10,,,124,137.9,144.9,129.9,79,8,18,
19,Tony Dorsett*,DAL,RB,28,9,9,0,1,0,0,0,177,745,4.21,5,24,179,7.46,0,6,,5,,,122,140.4,149.4,128.4,76,9,19,
20,Billy Sims*,DET,RB,27,9,8,0,0,0,0,0,172,639,3.72,4,34,342,10.06,0,7,,4,,,122,149.1,158.6,132.1,76,10,20,
21,Ozzie Newsome,CLE,TE,26,9,9,0,0,0,0,0,0,0,,0,49,633,12.92,3,0,,3,,,81,130.3,133.3,105.8,72,3,21,
22,Jeff Moore,SFO,RB,26,9,4,0,0,0,0,0,85,281,3.31,4,37,405,10.95,4,4,,8,,,117,149.6,157.6,131.1,66,11,22,
23,Tommy Kramer,MIN,QB,27,9,9,176,308,2037,15,12,21,77,3.67,3,0,0,,0,3,,3,,,143,140.2,156.7,152.2,63,4,23,
24,Todd Christensen,RAI,TE,26,9,9,0,0,0,0,0,1,-6,-6.00,0,42,510,12.14,4,3,,4,,,74,113.4,117.9,92.4,60,4,24,
25,John Stallworth*,PIT,WR,30,9,9,0,0,0,0,0,1,9,9.00,0,27,441,16.33,7,2,,7,,,87,112.0,116.0,98.5,60,6,25,
26,Andra Franklin*,MIA,RB,23,9,9,0,0,0,0,0,177,701,3.96,7,3,9,3.00,0,3,,7,,,113,113.0,117.5,111.5,59,12,26,
27,Cliff Branch,RAI,WR,34,9,9,0,0,0,0,0,2,10,5.00,0,30,575,19.17,4,0,,4,,,83,112.5,115.5,97.5,52,7,27,
28,Dan Ross*,CIN,TE,25,9,9,0,0,0,0,0,0,0,,0,47,508,10.81,3,1,,3,,,69,114.8,118.3,91.3,50,5,28,
29,Jimmie Giles*,TAM,TE,28,9,9,0,0,0,0,0,1,1,1.00,0,28,499,17.82,3,2,,3,,,68,94.0,98.0,80.0,49,6,29,
30,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
31,Doug Cosbie,DAL,TE,26,9,9,0,0,0,0,0,1,-2,-2.00,0,30,441,14.70,4,0,,4,,,68,97.9,100.9,82.9,48,7,30,
32,Sammy White,MIN,WR,28,7,6,0,0,0,0,0,0,0,,0,29,503,17.34,5,0,,5,,,80,109.3,112.3,94.8,48,8,31,
33,Emery Moorehead,CHI,TE,28,9,9,0,0,0,0,0,2,3,1.50,0,30,363,12.10,5,0,,5,,,67,96.6,99.6,81.6,46,8,32,
34,Harold Carmichael,PHI,WR,33,9,8,0,0,0,0,0,0,0,,0,35,540,15.43,4,3,,4,,,78,110.0,114.5,92.5,44,9,33,
35,Danny White*,DAL,QB,30,9,9,156,247,2079,16,12,17,91,5.35,0,0,0,,0,10,,0,,,132,122.3,142.3,134.3,43,5,34,
36,James Wilder,TAM,RB,24,9,9,0,0,0,0,0,83,324,3.90,3,53,466,8.79,1,5,,4,,,103,151.0,159.5,124.5,42,13,35,
37,Stanley Morgan,NWE,WR,27,9,9,0,0,0,0,0,2,3,1.50,0,28,584,20.86,3,0,,3,,,77,104.7,107.7,90.7,41,10,36,
38,Walter Payton,CHI,RB,28,9,9,1,3,39,1,0,148,596,4.03,1,32,311,9.72,0,3,,1,,,102,131.3,138.8,115.3,40,14,37,
39,Joe Theismann*,WAS,QB,33,9,9,161,252,2033,13,9,31,150,4.84,0,0,0,,0,4,,0,,,130,126.3,143.3,135.3,40,6,38,
40,Henry Marshall,KAN,WR,28,9,9,0,1,0,0,0,3,25,8.33,0,40,549,13.73,3,0,,3,,,75,115.4,118.4,95.4,39,11,39,
41,Cris Collinsworth*,CIN,WR,23,9,9,0,0,0,0,0,1,-11,-11.00,0,49,700,14.29,1,1,,1,,,75,122.9,126.4,98.4,38,12,40,
42,Tony Collins,NWE,RB,23,9,9,0,0,0,0,0,164,632,3.85,1,19,187,9.84,2,5,,3,,,100,113.9,122.4,104.4,36,15,41,
43,Franco Harris,PIT,RB,32,9,9,0,0,0,0,0,140,604,4.31,2,31,249,8.03,0,1,,2,,,97,127.3,133.8,111.8,31,16,42,
44,Doug Williams,TAM,QB,27,9,9,164,307,2071,9,11,35,158,4.51,2,0,0,,0,9,,2,,,125,115.6,137.1,126.6,30,7,43,
45,Richard Todd,NYJ,QB,29,9,9,153,261,1961,14,8,13,-5,-0.38,1,0,0,,0,4,,1,,,124,119.9,132.9,127.9,28,8,44,
46,Steve Largent,SEA,WR,28,8,8,0,0,0,0,0,1,8,8.00,0,34,493,14.50,3,0,,3,,,68,102.1,105.1,85.1,26,13,45,
47,Steve Watson,DEN,WR,25,9,9,0,0,0,0,0,1,-4,-4.00,0,36,555,15.42,2,1,,2,,,67,102.1,105.6,84.1,24,14,46,
48,Earnest Gray,NYG,WR,25,9,9,0,0,0,0,0,0,0,,0,25,426,17.04,4,0,,4,,,67,91.6,94.6,79.1,23,15,47,
49,Butch Woolfolk,NYG,RB,22,9,8,0,0,0,0,0,112,439,3.92,2,23,224,9.74,2,5,,4,,,90,108.3,116.8,96.8,19,17,48,
50,Ted Brown,MIN,RB,25,8,8,0,0,0,0,0,120,515,4.29,1,31,207,6.68,2,0,,3,,,90,121.2,127.2,105.7,19,18,49,
51,Roy Green,STL,WR,25,9,9,0,1,0,0,0,6,8,1.33,0,32,453,14.16,3,1,,3,,,64,95.1,98.6,79.1,19,16,50,
52,Terry Bradshaw,PIT,QB,34,9,9,127,240,1768,17,11,8,10,1.25,0,0,0,,0,5,,0,,,118,112.7,129.2,123.7,17,9,51,
53,Joe Cribbs,BUF,RB,24,7,6,0,1,0,0,1,134,633,4.72,3,13,99,7.62,0,5,,3,,,89,97.2,103.7,91.7,17,19,52,
54,Wayne Wilson,NOR,RB,25,8,7,0,0,0,0,0,103,413,4.01,3,25,175,7.00,2,4,,5,,,89,109.8,117.8,97.3,16,20,53,
55,Jim Smith,PIT,WR,27,8,0,0,0,0,0,0,0,0,,0,17,387,22.76,4,1,,4,,,63,78.7,82.2,70.2,16,17,54,
56,David Hill,DET,TE,28,9,8,0,0,0,0,0,0,0,,0,22,252,11.45,4,0,,4,,,49,71.2,74.2,60.2,15,9,55,
57,Carlos Carson,KAN,WR,24,9,7,0,0,0,0,0,0,0,,0,27,494,18.30,2,1,,2,,,61,87.4,90.9,73.9,14,18,56,
58,Ottis Anderson,STL,RB,25,8,8,0,0,0,0,0,145,587,4.05,3,14,106,7.57,0,2,,3,,,87,99.3,106.3,92.3,14,21,57,
59,Tony Hill,DAL,WR,26,9,8,0,0,0,0,0,1,22,22.00,0,35,526,15.03,1,0,,1,,,61,95.8,98.8,78.3,13,19,58,
60,James Brooks,SDG,RB,24,9,0,0,0,0,0,0,87,430,4.94,6,13,66,5.08,0,4,,6,,,86,94.6,99.6,88.1,11,22,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Ricky Feacher,CLE,WR,28,9,9,0,0,0,0,0,0,0,,0,28,408,14.57,3,0,,3,,,59,86.8,89.8,72.8,9,20,60,
63,Pat Tilley,STL,WR,29,9,8,0,0,0,0,0,0,0,,0,36,465,12.92,2,0,,2,,,59,94.5,97.5,76.5,9,21,61,
64,Leonard Thompson,DET,WR,30,9,6,0,0,0,0,0,2,16,8.00,0,17,328,19.29,4,0,,4,,,58,75.4,78.4,66.9,9,22,62,
65,Rick Upchurch*+,DEN,WR,30,9,8,0,0,0,0,0,2,-10,-5.00,0,26,407,15.65,3,4,,5,,,58,91.7,96.7,78.7,7,23,63,
66,Jerry Butler,BUF,WR,25,7,7,0,0,0,0,0,0,0,,0,26,336,12.92,4,0,,4,,,58,83.6,86.6,70.6,7,24,64,
67,Mike Pruitt,CLE,RB,28,9,9,0,0,0,0,0,143,516,3.61,3,22,140,6.36,0,4,,3,,,84,101.6,109.6,90.6,7,23,65,
68,Scott Brunner,NYG,QB,25,9,9,161,298,2017,10,9,19,27,1.42,1,0,0,,0,5,,1,,,111,106.4,120.9,115.4,6,10,66,
69,Frank Lewis,BUF,WR,35,8,8,0,0,0,0,0,0,0,,0,28,443,15.82,2,0,,2,,,56,84.3,87.3,70.3,5,25,67,
70,John Spagnola,PHI,TE,25,9,9,0,0,0,0,0,0,0,,0,26,313,12.04,2,0,,2,,,43,69.3,72.3,56.3,5,10,68,
71,Kevin House,TAM,WR,25,9,9,0,0,0,0,0,1,-1,-1.00,0,28,438,15.64,2,1,,2,,,56,82.7,86.2,68.7,4,26,69,
72,Drew Pearson,DAL,WR,31,9,8,1,2,26,0,1,0,0,,0,26,382,14.69,3,0,,3,,,55,81.2,85.2,69.2,3,27,70,
73,Johnny Perkins,NYG,WR,29,8,7,0,0,0,0,0,0,0,,0,26,430,16.54,2,2,,2,,,55,79.0,83.0,66.0,3,28,71,
74,Charlie Joiner,SDG,WR,35,9,9,0,0,0,0,0,0,0,,0,36,545,15.14,0,1,,0,,,55,89.5,93.0,71.5,2,29,72,
75,Russ Francis,SFO,TE,29,9,4,1,1,45,0,0,0,0,,0,23,278,12.09,2,2,,2,,,42,62.6,66.6,51.1,2,11,73,
76,Jim Plunkett,RAI,QB,35,9,9,152,261,2035,14,15,15,6,0.40,0,0,0,,0,4,,0,,,108,104.0,124.0,119.0,,11,74,
77,Roosevelt Leaks,BUF,RB,29,9,9,0,0,0,0,0,97,405,4.18,5,13,91,7.00,0,2,,5,,,80,90.6,94.6,84.1,,24,75,
78,Tim Wilson,HOU,,28,9,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,1,76,
79,Paul Coffman *,GNB,TE,26,9,9,0,0,0,0,0,0,0,,0,23,287,12.48,2,0,,2,,,41,63.7,66.7,52.2,,12,77,
80,Ron Smith,PHI,WR,26,9,9,0,0,0,0,0,0,0,,0,34,475,13.97,1,1,,1,,,54,86.5,90.0,69.5,,30,78,
81,Ron Jaworski,PHI,QB,31,9,9,167,286,2076,12,12,10,9,0.90,0,0,0,,0,9,,0,,,108,98.9,118.4,110.9,,12,,
82,Jim McMahon,CHI,QB,23,8,7,120,210,1501,9,7,24,105,4.38,1,0,0,,0,1,,1,,,99,97.5,111.0,104.5,,13,,
83,Lynn Dickey,GNB,QB,33,9,9,124,218,1790,12,14,13,19,1.46,0,0,0,,0,5,,0,,,94,88.5,108.0,102.5,,14,,
84,Steve Bartkowski,ATL,QB,30,9,9,166,262,1905,8,11,13,4,0.31,1,0,0,,0,7,,1,,,93,85.6,103.1,96.6,,15,,
85,Vince Ferragamo,RAM,QB,28,7,5,118,209,1609,9,9,4,3,0.75,1,0,0,,0,1,,1,,,89,87.7,100.2,96.7,,16,,
86,Jim Zorn,SEA,QB,29,9,7,126,245,1540,7,11,15,113,7.53,1,1,27,27.00,0,5,,1,,,88,83.6,103.1,94.1,,17,,
87,David Woodley,MIA,QB,24,9,9,98,179,1080,5,8,36,207,5.75,2,1,15,15.00,1,2,,3,,,87,86.4,101.4,93.9,,18,,
88,Neil Lomax,STL,QB,23,9,9,109,205,1367,5,6,28,119,4.25,1,1,10,10.00,0,8,,1,,,82,74.6,90.6,80.1,,19,,
89,Gerald Riggs,ATL,RB,22,9,0,0,0,0,0,0,78,299,3.83,5,23,185,8.04,0,1,,5,,,78,100.4,106.9,88.9,,25,,
90,John Riggins,WAS,RB,33,8,8,0,0,0,0,0,177,553,3.12,3,10,50,5.00,0,2,,3,,,78,86.3,90.3,81.3,,26,,
91,Earl Campbell,HOU,RB,27,9,9,0,1,0,0,1,157,538,3.43,2,18,130,7.22,0,2,,2,,,77,92.8,100.8,84.8,,27,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Gary Danielson,DET,QB,31,8,5,100,197,1343,10,14,23,92,4.00,0,0,0,,0,6,,0,,,75,68.9,88.9,82.9,,20,,
94,George Rogers*,NOR,RB,24,6,5,0,0,0,0,0,122,535,4.39,3,4,21,5.25,0,4,,3,,,74,73.6,78.6,71.6,,28,,
95,Rick Parros,DEN,RB,24,9,9,0,0,0,0,0,77,277,3.60,1,37,259,7.00,2,3,,3,,,72,105.6,113.1,87.1,,31,,
96,Matt Suhey,CHI,RB,24,9,8,0,0,0,0,0,70,206,2.94,3,36,333,9.25,0,2,,3,,,72,105.9,112.9,87.9,,30,,
97,Charles White,CLE,RB,24,9,9,0,0,0,0,0,69,259,3.75,3,34,283,8.32,0,2,,3,,,72,104.2,111.2,87.2,,29,,
98,Steve DeBerg,DEN,QB,28,9,5,131,223,1405,7,11,8,27,3.38,1,0,0,,0,4,,1,,,71,66.9,82.9,77.9,,22,,
99,Mike Pagel,BAL,QB,22,9,9,111,221,1281,5,7,19,82,4.32,1,0,0,,0,9,,1,,,71,62.4,76.9,69.4,,21,,
100,Joe Ferguson,BUF,QB,32,9,9,144,264,1597,7,16,16,46,2.88,1,0,0,,0,5,,2,,,70,71.5,93.0,87.5,,23,,
101,Mike Guman,RAM,RB,24,9,9,0,1,0,0,1,69,266,3.86,2,31,310,10.00,0,3,,2,,,68,95.6,104.1,81.1,,32,,
102,Bill Kenney,KAN,QB,27,7,6,95,169,1192,7,6,13,40,3.08,0,0,0,,0,3,,0,,,68,64.7,75.2,70.7,,24,,
103,Steve Grogan,NWE,QB,29,6,6,66,122,930,7,4,9,42,4.67,1,0,0,,0,2,,1,,,67,65.4,73.4,69.4,,25,,
104,Gerald Willhite,DEN,RB,23,9,2,0,2,0,0,1,70,347,4.96,2,26,227,8.73,0,5,,2,,,67,88.4,97.9,76.4,,33,,
105,Ron Springs,DAL,RB,26,9,9,0,0,0,0,0,59,243,4.12,2,17,163,9.59,2,3,,4,,,65,78.6,86.1,70.1,,34,,
106,Mike Augustyniak,NYJ,RB,26,9,7,0,0,0,0,0,50,178,3.56,4,24,189,7.88,0,2,,4,,,61,82.7,89.7,70.7,,35,,
107,Ken Stabler,NOR,QB,37,8,8,117,189,1343,6,10,3,-4,-1.33,0,0,0,,0,4,,0,,,57,53.3,68.3,63.3,,26,,
108,Art Monk,WAS,WR,25,9,9,0,0,0,0,0,7,21,3.00,0,35,447,12.77,1,3,,1,,,53,84.8,89.3,67.3,,31,,
109,Curtis Dickey,BAL,RB,26,8,6,0,0,0,0,0,66,232,3.52,1,21,228,10.86,0,3,,1,,,52,70.0,77.5,59.5,,37,,
110,Archie Manning,2TM,QB,33,7,5,67,132,880,6,8,13,85,6.54,0,0,0,,0,5,,0,,,52,46.7,60.2,54.7,,28,,
111,Wayne Morris,STL,RB,28,9,7,0,0,0,0,0,84,274,3.26,4,3,8,2.67,0,1,,4,,,52,54.2,57.7,52.7,,36,,
112,Gifford Nielsen,HOU,QB,28,9,4,87,161,1005,6,8,9,37,4.11,0,0,0,,0,4,,0,,,52,47.9,60.9,55.9,,27,,
113,Donnie Craft,HOU,RB,23,9,2,0,0,0,0,0,18,42,2.33,3,23,230,10.00,1,0,,4,,,51,74.2,77.2,62.7,,38,,
114,Preston Dennard,RAM,WR,27,9,9,0,0,0,0,0,0,0,,0,25,383,15.32,2,0,,2,,,50,75.3,78.3,62.8,,32,,
115,Freddie Solomon,SFO,WR,29,9,7,0,0,0,0,0,1,-4,-4.00,0,19,323,17.00,3,2,,3,,,50,66.9,70.9,57.4,,33,,
116,Zachary Dixon,BAL,RB,26,9,3,0,0,0,0,0,58,249,4.29,1,20,185,9.25,0,2,,1,,,49,67.4,74.4,57.4,,39,,
117,Mike Renfro,HOU,WR,27,9,4,0,0,0,0,0,0,0,,0,21,295,14.05,3,0,,3,,,48,68.5,71.5,58.0,,34,,
118,John Jefferson*,GNB,WR,26,8,8,0,0,0,0,0,2,16,8.00,0,27,452,16.74,0,0,,0,,,47,73.8,76.8,60.3,,35,,
119,Dave Logan,CLE,WR,28,9,9,0,0,0,0,0,0,0,,0,23,346,15.04,2,0,,2,,,47,69.6,72.6,58.1,,36,,
120,Brian Sipe,CLE,QB,33,6,6,101,185,1064,4,8,13,44,3.38,0,0,0,,0,1,,0,,,47,46.0,57.5,54.0,,29,,
121,George Farmer,RAM,WR,24,8,0,0,0,0,0,0,0,0,,0,17,344,20.24,2,0,,2,,,46,63.4,66.4,54.9,,37,,
122,Billy Jackson,KAN,RB,23,9,7,0,0,0,0,0,86,243,2.83,3,5,41,8.20,0,1,,3,,,46,50.4,53.9,47.9,,40,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Butch Johnson,DAL,WR,28,9,1,0,0,0,0,0,1,9,9.00,0,12,269,22.42,3,0,,3,,,46,57.8,60.8,51.8,,38,,
125,Randy McMillan,BAL,RB,24,9,9,0,0,0,0,0,101,305,3.02,1,15,90,6.00,0,1,,1,,,46,59.5,63.0,52.0,,43,,
126,Mark van Eeghen,NWE,RB,30,9,5,0,0,0,0,0,82,386,4.71,0,2,14,7.00,1,2,,1,,,46,46.0,50.0,45.0,,41,,
127,Joe Washington,WAS,RB,29,7,1,1,1,35,0,0,44,190,4.32,1,19,134,7.05,1,2,,2,,,46,62.8,69.8,53.3,,42,,
128,Tony Nathan,MIA,RB,26,8,7,1,2,15,1,0,66,233,3.53,1,16,114,7.13,0,2,,1,,,45,59.3,66.3,51.3,,44,,
129,Jeff Groth,NOR,WR,25,9,9,0,0,0,0,0,1,1,1.00,0,30,383,12.77,1,1,,1,,,44,73.4,76.9,58.4,,39,,
130,Kenny King,RAI,RB,25,9,9,0,0,0,0,0,69,264,3.83,2,9,57,6.33,0,1,,2,,,44,52.1,55.6,47.6,,45,,
131,Joe Delaney,KAN,RB,24,8,7,0,0,0,0,0,95,380,4.00,0,11,53,4.82,0,0,,0,,,43,54.3,57.3,48.8,,46,,
132,Gerry Ellis,GNB,RB,25,9,8,0,0,0,0,0,62,228,3.68,1,18,140,7.78,0,6,,1,,,43,54.8,63.8,45.8,,48,,
133,Greg Hawthorne,PIT,RB,26,9,1,0,0,0,0,0,15,68,4.53,0,12,182,15.17,3,0,,3,,,43,55.0,58.0,49.0,,47,,
134,Alfred Jackson,ATL,WR,27,9,9,0,0,0,0,0,1,4,4.00,0,26,361,13.88,1,0,,1,,,43,68.5,71.5,55.5,,40,,
135,Jimmy Cefalo,MIA,WR,26,9,9,0,0,0,0,0,0,0,,0,17,356,20.94,1,1,,1,,,42,57.6,61.1,49.1,,41,,
136,Lam Jones,NYJ,WR,24,8,6,0,0,0,0,0,1,2,2.00,0,18,294,16.33,2,0,,2,,,42,59.6,62.6,50.6,,42,,
137,Paul McDonald,CLE,QB,24,9,3,73,149,993,5,8,7,-13,-1.86,0,0,0,,0,3,,0,,,42,39.4,51.9,47.4,,30,,
138,Charles Alexander,CIN,RB,25,9,9,0,0,0,0,0,64,207,3.23,1,14,85,6.07,1,1,,2,,,41,54.2,57.7,47.2,,49,,
139,Malcolm Barnwell,RAI,WR,24,9,9,0,0,0,0,0,2,18,9.00,0,23,387,16.83,0,0,,0,,,41,63.5,66.5,52.0,,46,,
140,Matt Bouza,BAL,WR,23,9,9,0,0,0,0,0,0,0,,0,22,287,13.05,2,1,,2,,,41,61.7,65.2,50.7,,44,,
141,Alfred Jenkins,ATL,WR,30,9,9,0,0,0,0,0,0,0,,0,24,347,14.46,1,0,,1,,,41,64.7,67.7,52.7,,45,,
142,Willie Miller,RAM,WR,35,9,9,0,0,0,0,0,1,5,5.00,0,15,346,23.07,1,0,,1,,,41,56.1,59.1,48.6,,43,,
143,Ray Butler,BAL,WR,26,9,9,0,0,0,0,0,3,10,3.33,0,17,268,15.76,2,0,,2,,,40,56.8,59.8,48.3,,48,,
144,Mel Carver,TAM,RB,23,9,1,0,0,0,0,0,70,229,3.27,1,4,46,11.50,1,2,,2,,,40,41.5,45.5,39.5,,54,,
145,Bennie Cunningham,PIT,TE,28,9,9,0,0,0,0,0,0,0,,0,21,277,13.19,2,0,,2,,,40,60.7,63.7,50.2,,13,,
146,Isaac Curtis,CIN,WR,32,9,9,0,0,0,0,0,3,15,5.00,0,23,320,13.91,1,1,,1,,,40,61.5,65.0,50.0,,49,,
147,Steve Fuller,KAN,QB,25,9,3,49,93,665,3,2,10,56,5.60,0,0,0,,0,3,,0,,,40,37.2,43.7,39.2,,31,,
148,Duriel Harris,MIA,WR,28,9,8,0,0,0,0,0,1,13,13.00,0,22,331,15.05,1,0,,1,,,40,62.4,65.4,51.4,,47,,
149,Stump Mitchell,STL,RB,23,9,1,0,0,0,0,0,39,189,4.85,1,11,149,13.55,0,3,,1,,,40,47.8,55.3,42.3,,52,,
150,Frank Pollard,PIT,RB,25,9,8,0,0,0,0,0,62,238,3.84,2,6,39,6.50,0,3,,2,,,40,42.7,47.2,39.7,,53,,
151,Sherman Smith,SEA,RB,28,9,8,0,1,0,0,0,63,202,3.21,0,19,196,10.32,0,1,,0,,,40,57.8,64.3,48.3,,51,,
152,Sammy Winder,DEN,RB,23,8,2,0,0,0,0,0,67,259,3.87,1,11,83,7.55,0,1,,1,,,40,50.2,53.7,44.7,,50,,
153,Lynn Cain,ATL,RB,27,9,9,0,0,0,0,0,54,173,3.20,1,13,101,7.77,1,2,,2,,,39,50.4,57.4,43.9,,55,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Roger Carr,SEA,WR,30,9,0,0,0,0,0,0,0,0,,0,15,265,17.67,2,0,,2,,,39,53.5,56.5,46.0,,51,,
156,Ken Margerum,CHI,WR,24,9,9,0,0,0,0,0,0,0,,0,14,207,14.79,3,1,,3,,,39,51.7,55.2,44.7,,50,,
157,Harold Bailey,HOU,WR,25,9,9,0,0,0,0,0,1,13,13.00,0,26,367,14.12,0,0,,0,,,38,64.0,67.0,51.0,,52,,
158,Al Dixon,KAN,TE,28,8,6,0,0,0,0,0,0,0,,0,18,251,13.94,2,0,,2,,,37,55.1,58.1,46.1,,14,,
159,Perry Harrington,PHI,RB,24,9,8,0,0,0,0,0,56,231,4.13,1,13,74,5.69,0,2,,1,,,37,47.5,51.5,41.0,,56,,
160,Theotis Brown,SEA,RB,25,9,0,0,0,0,0,0,53,141,2.66,2,12,95,7.92,0,3,,2,,,36,44.6,49.1,38.6,,57,,
161,Mark Brammer,BUF,TE,24,9,9,0,0,0,0,0,0,0,,0,25,225,9.00,2,0,,2,,,35,59.5,62.5,47.0,,15,,
162,Dan Doornink,SEA,RB,26,8,5,0,0,0,0,0,45,178,3.96,0,22,176,8.00,0,2,,0,,,35,55.4,62.4,44.4,,58,,
163,Phil Epps,GNB,WR,24,9,1,0,0,0,0,0,0,0,,0,10,226,22.60,2,1,,2,,,35,43.6,47.1,38.6,,53,,
164,Timmy Newsome,DAL,RB,24,9,0,0,0,0,0,0,15,98,6.53,1,6,118,19.67,1,1,,2,,,34,38.6,42.1,35.6,,61,,
165,James Owens,TAM,RB,27,8,6,0,0,0,0,0,76,238,3.13,0,8,42,5.25,1,2,,1,,,34,40.0,44.0,36.0,,59,,
166,Bill Ring,SFO,RB,26,8,3,0,0,0,0,0,48,183,3.81,1,13,94,7.23,0,1,,1,,,34,45.7,49.2,39.2,,60,,
167,Scott Dierking,NYJ,RB,27,9,0,0,0,0,0,0,38,130,3.42,1,12,80,6.67,1,2,,2,,,33,43.0,47.0,37.0,,62,,
168,Tony Galbreath,MIN,RB,28,8,3,0,0,0,0,0,39,116,2.97,1,17,153,9.00,0,1,,1,,,33,48.9,55.4,40.4,,63,,
169,Leo Lewis,MIN,WR,26,9,0,0,0,0,0,0,0,0,,0,8,150,18.75,3,0,,3,,,33,41.0,44.0,37.0,,54,,
170,Kenny Duckett,NOR,WR,23,7,0,0,0,0,0,0,0,0,,0,12,196,16.33,2,0,,2,,,32,43.6,46.6,37.6,,55,,
