,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
37,Phil Bond,SG,23.0,HOU,7.0,0.0,21.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,0.333,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,4.0,1978
38,Ron Boone,SG,31.0,KCK,82.0,0.0,2653.0,563.0,1271.0,0.443,0.0,0.0,0.0,563.0,1271.0,0.443,0.443,322.0,377.0,0.854,112.0,157.0,269.0,311.0,105.0,11.0,303.0,233.0,1448.0,1978
39,Jim Bostic,PF,25.0,DET,4.0,0.0,48.0,12.0,22.0,0.545,0.0,0.0,0.0,12.0,22.0,0.545,0.545,2.0,5.0,0.4,8.0,8.0,16.0,3.0,0.0,0.0,3.0,5.0,26.0,1978
40,Tom Boswell,PF,24.0,BOS,65.0,0.0,1149.0,185.0,357.0,0.518,0.0,0.0,0.0,185.0,357.0,0.518,0.518,93.0,123.0,0.756,117.0,171.0,288.0,71.0,25.0,14.0,95.0,204.0,463.0,1978
41,Freddie Boyd,SG,27.0,NOJ,21.0,0.0,363.0,44.0,110.0,0.4,0.0,0.0,0.0,44.0,110.0,0.4,0.4,14.0,22.0,0.636,2.0,17.0,19.0,48.0,9.0,3.0,20.0,23.0,102.0,1978
42,Alonzo Bradley,SF,24.0,HOU,43.0,0.0,798.0,130.0,304.0,0.428,0.0,0.0,0.0,130.0,304.0,0.428,0.428,43.0,59.0,0.729,24.0,75.0,99.0,54.0,16.0,6.0,55.0,83.0,303.0,1978
43,Mike Bratz,PG,22.0,PHO,80.0,0.0,933.0,159.0,395.0,0.403,0.0,0.0,0.0,159.0,395.0,0.403,0.403,56.0,68.0,0.824,42.0,73.0,115.0,123.0,39.0,5.0,89.0,104.0,374.0,1978
44,Jim Brewer,PF,26.0,CLE,80.0,0.0,1798.0,175.0,390.0,0.449,0.0,0.0,0.0,175.0,390.0,0.449,0.449,46.0,100.0,0.46,182.0,313.0,495.0,98.0,60.0,48.0,103.0,178.0,396.0,1978
45,Junior Bridgeman,SF,24.0,MIL,82.0,0.0,1876.0,476.0,947.0,0.503,0.0,0.0,0.0,476.0,947.0,0.503,0.503,166.0,205.0,0.81,114.0,176.0,290.0,175.0,72.0,30.0,176.0,202.0,1118.0,1978
46,Allan Bristow,SF,26.0,SAS,82.0,0.0,1481.0,257.0,538.0,0.478,0.0,0.0,0.0,257.0,538.0,0.478,0.478,152.0,208.0,0.731,99.0,158.0,257.0,194.0,69.0,4.0,146.0,150.0,666.0,1978
47,Wayman Britt,SG,25.0,DET,7.0,0.0,16.0,3.0,10.0,0.3,0.0,0.0,0.0,3.0,10.0,0.3,0.3,3.0,4.0,0.75,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,9.0,1978
48,Gary Brokaw,SG,24.0,BUF,13.0,0.0,130.0,18.0,43.0,0.419,0.0,0.0,0.0,18.0,43.0,0.419,0.419,18.0,24.0,0.75,3.0,9.0,12.0,20.0,3.0,5.0,12.0,11.0,54.0,1978
49,Fred Brown,SG,29.0,SEA,72.0,0.0,1965.0,508.0,1042.0,0.488,0.0,0.0,0.0,508.0,1042.0,0.488,0.488,176.0,196.0,0.898,61.0,127.0,188.0,240.0,110.0,25.0,164.0,145.0,1192.0,1978
50,John Brown,SF,26.0,ATL,75.0,0.0,1594.0,192.0,405.0,0.474,0.0,0.0,0.0,192.0,405.0,0.474,0.474,165.0,200.0,0.825,137.0,166.0,303.0,105.0,55.0,8.0,116.0,280.0,549.0,1978
51,Joe Bryant,PF,23.0,PHI,81.0,0.0,1236.0,190.0,436.0,0.436,0.0,0.0,0.0,190.0,436.0,0.436,0.436,111.0,144.0,0.771,103.0,177.0,280.0,129.0,56.0,24.0,115.0,185.0,491.0,1978
52,Quinn Buckner,PG,23.0,MIL,82.0,0.0,2072.0,314.0,671.0,0.468,0.0,0.0,0.0,314.0,671.0,0.468,0.468,131.0,203.0,0.645,78.0,169.0,247.0,456.0,188.0,19.0,228.0,287.0,759.0,1978
53,Ticky Burden,SG,24.0,NYK,2.0,0.0,15.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1978
54,Tom Burleson,C,25.0,KCK,76.0,0.0,1525.0,228.0,525.0,0.434,0.0,0.0,0.0,228.0,525.0,0.434,0.434,197.0,248.0,0.794,170.0,312.0,482.0,131.0,62.0,81.0,123.0,259.0,653.0,1978
55,Don Buse,PG,27.0,PHO,82.0,0.0,2547.0,287.0,626.0,0.458,0.0,0.0,0.0,287.0,626.0,0.458,0.458,112.0,136.0,0.824,59.0,190.0,249.0,391.0,185.0,14.0,124.0,144.0,686.0,1978
56,Corky Calhoun,SF,27.0,POR,79.0,0.0,1370.0,175.0,365.0,0.479,0.0,0.0,0.0,175.0,365.0,0.479,0.479,66.0,76.0,0.868,73.0,142.0,215.0,87.0,42.0,15.0,64.0,141.0,416.0,1978
57,Mack Calvin,PG,30.0,DEN,77.0,0.0,988.0,147.0,333.0,0.441,0.0,0.0,0.0,147.0,333.0,0.441,0.441,173.0,206.0,0.84,11.0,73.0,84.0,148.0,46.0,5.0,108.0,87.0,467.0,1978
58,Austin Carr,SG,29.0,CLE,82.0,0.0,2186.0,414.0,945.0,0.438,0.0,0.0,0.0,414.0,945.0,0.438,0.438,183.0,225.0,0.813,76.0,111.0,187.0,225.0,68.0,19.0,146.0,168.0,1011.0,1978
59,Kenny Carr,PF,22.0,LAL,52.0,0.0,733.0,134.0,302.0,0.444,0.0,0.0,0.0,134.0,302.0,0.444,0.444,55.0,85.0,0.647,53.0,155.0,208.0,26.0,18.0,14.0,89.0,127.0,323.0,1978
60,M.L. Carr,SF,27.0,DET,79.0,0.0,2556.0,390.0,857.0,0.455,0.0,0.0,0.0,390.0,857.0,0.455,0.455,200.0,271.0,0.738,202.0,355.0,557.0,185.0,147.0,27.0,210.0,243.0,980.0,1978
61,Bob Carrington,SG,24.0,TOT,72.0,0.0,1653.0,253.0,589.0,0.43,0.0,0.0,0.0,253.0,589.0,0.43,0.43,130.0,171.0,0.76,70.0,104.0,174.0,117.0,65.0,23.0,118.0,205.0,636.0,1978
64,Harvey Catchings,C,26.0,PHI,61.0,0.0,748.0,70.0,178.0,0.393,0.0,0.0,0.0,70.0,178.0,0.393,0.393,34.0,55.0,0.618,105.0,145.0,250.0,34.0,20.0,67.0,44.0,124.0,174.0,1978
65,Don Chaney,SG,31.0,TOT,51.0,0.0,835.0,104.0,269.0,0.387,0.0,0.0,0.0,104.0,269.0,0.387,0.387,38.0,45.0,0.844,40.0,76.0,116.0,66.0,44.0,13.0,61.0,107.0,246.0,1978
68,Ken Charles,SG,26.0,ATL,21.0,0.0,520.0,73.0,184.0,0.397,0.0,0.0,0.0,73.0,184.0,0.397,0.397,42.0,50.0,0.84,6.0,18.0,24.0,82.0,25.0,5.0,37.0,53.0,188.0,1978
69,Phil Chenier,SG,27.0,WSB,36.0,0.0,937.0,200.0,451.0,0.443,0.0,0.0,0.0,200.0,451.0,0.443,0.443,109.0,138.0,0.79,15.0,87.0,102.0,73.0,36.0,9.0,67.0,54.0,509.0,1978
70,Jim Chones,C,28.0,CLE,82.0,0.0,2906.0,525.0,1113.0,0.472,0.0,0.0,0.0,525.0,1113.0,0.472,0.472,180.0,250.0,0.72,219.0,625.0,844.0,131.0,52.0,58.0,184.0,235.0,1230.0,1978
71,Jim Cleamons,PG,28.0,NYK,79.0,0.0,2009.0,215.0,448.0,0.48,0.0,0.0,0.0,215.0,448.0,0.48,0.48,81.0,103.0,0.786,69.0,143.0,212.0,283.0,68.0,17.0,113.0,142.0,511.0,1978
72,E.C. Coleman,PF,27.0,GSW,72.0,0.0,1801.0,212.0,446.0,0.475,0.0,0.0,0.0,212.0,446.0,0.475,0.475,40.0,55.0,0.727,117.0,259.0,376.0,100.0,66.0,23.0,95.0,253.0,464.0,1978
73,Doug Collins,SG,26.0,PHI,79.0,0.0,2770.0,643.0,1223.0,0.526,0.0,0.0,0.0,643.0,1223.0,0.526,0.526,267.0,329.0,0.812,87.0,143.0,230.0,320.0,128.0,25.0,250.0,228.0,1553.0,1978
74,Norm Cook,SF,22.0,DEN,2.0,0.0,10.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,1978
75,Dave Cowens,C,29.0,BOS,77.0,0.0,3215.0,598.0,1220.0,0.49,0.0,0.0,0.0,598.0,1220.0,0.49,0.49,239.0,284.0,0.842,248.0,830.0,1078.0,351.0,102.0,67.0,217.0,297.0,1435.0,1978
76,Wesley Cox,SF,23.0,GSW,43.0,0.0,453.0,69.0,173.0,0.399,0.0,0.0,0.0,69.0,173.0,0.399,0.399,58.0,100.0,0.58,42.0,101.0,143.0,12.0,21.0,10.0,36.0,82.0,196.0,1978
77,Charlie Criss,PG,29.0,ATL,77.0,0.0,1935.0,319.0,751.0,0.425,0.0,0.0,0.0,319.0,751.0,0.425,0.425,236.0,296.0,0.797,24.0,97.0,121.0,294.0,108.0,5.0,150.0,143.0,874.0,1978
78,Mark Crow,SF,23.0,NJN,15.0,0.0,154.0,35.0,80.0,0.438,0.0,0.0,0.0,35.0,80.0,0.438,0.438,14.0,20.0,0.7,14.0,13.0,27.0,8.0,5.0,1.0,12.0,24.0,84.0,1978
79,Louie Dampier,PG,33.0,SAS,82.0,0.0,2037.0,336.0,660.0,0.509,0.0,0.0,0.0,336.0,660.0,0.509,0.509,76.0,101.0,0.752,24.0,98.0,122.0,285.0,87.0,13.0,95.0,84.0,748.0,1978
80,Bob Dandridge,SF,30.0,WSB,75.0,0.0,2777.0,560.0,1190.0,0.471,0.0,0.0,0.0,560.0,1190.0,0.471,0.471,330.0,419.0,0.788,137.0,305.0,442.0,287.0,101.0,44.0,241.0,262.0,1450.0,1978
81,Adrian Dantley,SF,22.0,TOT,79.0,0.0,2933.0,578.0,1128.0,0.512,0.0,0.0,0.0,578.0,1128.0,0.512,0.512,541.0,680.0,0.796,265.0,355.0,620.0,253.0,118.0,24.0,228.0,233.0,1697.0,1978
84,Brad Davis,PG,22.0,LAL,33.0,0.0,334.0,30.0,72.0,0.417,0.0,0.0,0.0,30.0,72.0,0.417,0.417,22.0,29.0,0.759,4.0,31.0,35.0,83.0,15.0,2.0,35.0,39.0,82.0,1978
85,Johnny Davis,SG,22.0,POR,82.0,0.0,2188.0,343.0,756.0,0.454,0.0,0.0,0.0,343.0,756.0,0.454,0.454,188.0,227.0,0.828,65.0,108.0,173.0,217.0,81.0,14.0,151.0,173.0,874.0,1978
86,Walter Davis,SF,23.0,PHO,81.0,0.0,2590.0,786.0,1494.0,0.526,0.0,0.0,0.0,786.0,1494.0,0.526,0.526,387.0,466.0,0.83,158.0,326.0,484.0,273.0,113.0,20.0,283.0,242.0,1959.0,1978
87,Darryl Dawkins,C,21.0,PHI,70.0,0.0,1722.0,332.0,577.0,0.575,0.0,0.0,0.0,332.0,577.0,0.575,0.575,156.0,220.0,0.709,117.0,438.0,555.0,85.0,34.0,125.0,123.0,268.0,820.0,1978
88,Derrek Dickey,PF,26.0,TOT,47.0,0.0,493.0,87.0,198.0,0.439,0.0,0.0,0.0,87.0,198.0,0.439,0.439,30.0,36.0,0.833,36.0,61.0,97.0,21.0,14.0,4.0,40.0,56.0,204.0,1978
91,Coby Dietrick,PF,29.0,SAS,79.0,0.0,1876.0,250.0,543.0,0.46,0.0,0.0,0.0,250.0,543.0,0.46,0.46,89.0,114.0,0.781,73.0,285.0,358.0,217.0,81.0,55.0,144.0,231.0,589.0,1978
92,Ernie DiGregorio,PG,27.0,TOT,52.0,0.0,606.0,88.0,209.0,0.421,0.0,0.0,0.0,88.0,209.0,0.421,0.421,28.0,33.0,0.848,7.0,43.0,50.0,137.0,18.0,1.0,93.0,44.0,204.0,1978
95,Jacky Dorsey,SF,23.0,TOT,11.0,0.0,88.0,12.0,31.0,0.387,0.0,0.0,0.0,12.0,31.0,0.387,0.387,10.0,16.0,0.625,11.0,19.0,30.0,5.0,2.0,3.0,6.0,17.0,34.0,1978
98,Leon Douglas,C,23.0,DET,79.0,0.0,1993.0,321.0,667.0,0.481,0.0,0.0,0.0,321.0,667.0,0.481,0.481,221.0,345.0,0.641,181.0,401.0,582.0,112.0,57.0,48.0,197.0,295.0,863.0,1978
99,John Drew,SF,23.0,ATL,70.0,0.0,2203.0,593.0,1236.0,0.48,0.0,0.0,0.0,593.0,1236.0,0.48,0.48,437.0,575.0,0.76,213.0,298.0,511.0,141.0,119.0,27.0,210.0,247.0,1623.0,1978
100,Charles Dudley,PG,27.0,GSW,78.0,0.0,1660.0,127.0,249.0,0.51,0.0,0.0,0.0,127.0,249.0,0.51,0.51,138.0,195.0,0.708,86.0,201.0,287.0,409.0,68.0,2.0,163.0,181.0,392.0,1978
101,Mike Dunleavy,PG,23.0,TOT,15.0,0.0,119.0,20.0,50.0,0.4,0.0,0.0,0.0,20.0,50.0,0.4,0.4,13.0,18.0,0.722,1.0,9.0,10.0,28.0,9.0,1.0,12.0,12.0,53.0,1978
104,T.R. Dunn,SG,22.0,POR,63.0,0.0,768.0,100.0,240.0,0.417,0.0,0.0,0.0,100.0,240.0,0.417,0.417,37.0,56.0,0.661,63.0,84.0,147.0,45.0,46.0,8.0,35.0,74.0,237.0,1978
105,Jim Eakins,C,31.0,TOT,33.0,0.0,406.0,44.0,86.0,0.512,0.0,0.0,0.0,44.0,86.0,0.512,0.512,50.0,60.0,0.833,29.0,46.0,75.0,29.0,7.0,17.0,33.0,71.0,138.0,1978
108,Al Eberhard,SF,25.0,DET,37.0,0.0,576.0,71.0,160.0,0.444,0.0,0.0,0.0,71.0,160.0,0.444,0.444,41.0,61.0,0.672,37.0,65.0,102.0,26.0,13.0,4.0,23.0,64.0,183.0,1978
109,James Edwards,C,22.0,TOT,83.0,0.0,2405.0,495.0,1093.0,0.453,0.0,0.0,0.0,495.0,1093.0,0.453,0.453,272.0,421.0,0.646,197.0,418.0,615.0,85.0,53.0,78.0,169.0,322.0,1262.0,1978
112,Bo Ellis,PF,23.0,DEN,78.0,0.0,1213.0,133.0,320.0,0.416,0.0,0.0,0.0,133.0,320.0,0.416,0.416,72.0,104.0,0.692,114.0,190.0,304.0,73.0,49.0,47.0,99.0,208.0,338.0,1978
113,Len Elmore,C,25.0,IND,69.0,0.0,1327.0,142.0,386.0,0.368,0.0,0.0,0.0,142.0,386.0,0.368,0.368,88.0,132.0,0.667,139.0,281.0,420.0,80.0,74.0,71.0,73.0,174.0,372.0,1978
114,Alex English,SF,24.0,MIL,82.0,0.0,1552.0,343.0,633.0,0.542,0.0,0.0,0.0,343.0,633.0,0.542,0.542,104.0,143.0,0.727,144.0,251.0,395.0,129.0,41.0,55.0,137.0,178.0,790.0,1978
115,Julius Erving,SF,27.0,PHI,74.0,0.0,2429.0,611.0,1217.0,0.502,0.0,0.0,0.0,611.0,1217.0,0.502,0.502,306.0,362.0,0.845,179.0,302.0,481.0,279.0,135.0,97.0,238.0,207.0,1528.0,1978
116,Al Fleming,SF,23.0,SEA,20.0,0.0,97.0,15.0,31.0,0.484,0.0,0.0,0.0,15.0,31.0,0.484,0.484,10.0,17.0,0.588,13.0,17.0,30.0,7.0,0.0,5.0,16.0,16.0,40.0,1978
117,Mike Flynn,PG,24.0,IND,71.0,0.0,955.0,120.0,267.0,0.449,0.0,0.0,0.0,120.0,267.0,0.449,0.449,55.0,97.0,0.567,47.0,70.0,117.0,142.0,41.0,10.0,75.0,52.0,295.0,1978
118,Chris Ford,SG,29.0,DET,82.0,0.0,2582.0,374.0,777.0,0.481,0.0,0.0,0.0,374.0,777.0,0.481,0.481,113.0,154.0,0.734,117.0,151.0,268.0,381.0,166.0,17.0,232.0,182.0,861.0,1978
119,Don Ford,PF,25.0,LAL,79.0,0.0,1945.0,272.0,576.0,0.472,0.0,0.0,0.0,272.0,576.0,0.472,0.472,68.0,90.0,0.756,106.0,247.0,353.0,142.0,68.0,46.0,88.0,210.0,612.0,1978
120,Bayard Forrest,C,23.0,PHO,64.0,0.0,887.0,111.0,238.0,0.466,0.0,0.0,0.0,111.0,238.0,0.466,0.466,49.0,103.0,0.476,84.0,166.0,250.0,129.0,23.0,34.0,84.0,105.0,271.0,1978
121,Walt Frazier,PG,32.0,CLE,51.0,0.0,1664.0,336.0,714.0,0.471,0.0,0.0,0.0,336.0,714.0,0.471,0.471,153.0,180.0,0.85,54.0,155.0,209.0,209.0,77.0,13.0,113.0,124.0,825.0,1978
122,World B. Free,SG,24.0,PHI,76.0,0.0,2050.0,390.0,857.0,0.455,0.0,0.0,0.0,390.0,857.0,0.455,0.455,411.0,562.0,0.731,92.0,120.0,212.0,306.0,68.0,41.0,200.0,199.0,1191.0,1978
123,Terry Furlow,SG,23.0,CLE,53.0,0.0,827.0,192.0,443.0,0.433,0.0,0.0,0.0,192.0,443.0,0.433,0.433,88.0,99.0,0.889,47.0,60.0,107.0,72.0,21.0,14.0,77.0,67.0,472.0,1978
124,Mike Gale,SG,27.0,SAS,70.0,0.0,2091.0,275.0,581.0,0.473,0.0,0.0,0.0,275.0,581.0,0.473,0.473,87.0,100.0,0.87,57.0,166.0,223.0,376.0,159.0,25.0,176.0,170.0,637.0,1978
125,Gus Gerard,SF,24.0,TOT,57.0,0.0,890.0,170.0,395.0,0.43,0.0,0.0,0.0,170.0,395.0,0.43,0.43,75.0,108.0,0.694,55.0,105.0,160.0,53.0,36.0,25.0,61.0,109.0,415.0,1978
128,George Gervin,SG,25.0,SAS,82.0,0.0,2857.0,864.0,1611.0,0.536,0.0,0.0,0.0,864.0,1611.0,0.536,0.536,504.0,607.0,0.83,118.0,302.0,420.0,302.0,136.0,110.0,306.0,255.0,2232.0,1978
129,John Gianelli,C,27.0,MIL,82.0,0.0,2327.0,307.0,629.0,0.488,0.0,0.0,0.0,307.0,629.0,0.488,0.488,79.0,123.0,0.642,166.0,343.0,509.0,192.0,54.0,92.0,147.0,189.0,693.0,1978
130,Artis Gilmore,C,28.0,CHI,82.0,0.0,3067.0,704.0,1260.0,0.559,0.0,0.0,0.0,704.0,1260.0,0.559,0.559,471.0,669.0,0.704,318.0,753.0,1071.0,263.0,42.0,181.0,366.0,261.0,1879.0,1978
131,Mike Glenn,SG,22.0,BUF,56.0,0.0,947.0,195.0,370.0,0.527,0.0,0.0,0.0,195.0,370.0,0.527,0.527,51.0,65.0,0.785,14.0,65.0,79.0,78.0,35.0,5.0,50.0,98.0,441.0,1978
132,Glen Gondrezick,SF,22.0,NYK,72.0,0.0,1017.0,131.0,339.0,0.386,0.0,0.0,0.0,131.0,339.0,0.386,0.386,83.0,121.0,0.686,92.0,158.0,250.0,83.0,56.0,18.0,82.0,181.0,345.0,1978
133,Gail Goodrich,SG,34.0,NOJ,81.0,0.0,2553.0,520.0,1050.0,0.495,0.0,0.0,0.0,520.0,1050.0,0.495,0.495,264.0,332.0,0.795,75.0,102.0,177.0,388.0,82.0,22.0,205.0,186.0,1304.0,1978
134,Mike Green,C,26.0,TOT,72.0,0.0,1382.0,238.0,514.0,0.463,0.0,0.0,0.0,238.0,514.0,0.463,0.463,107.0,142.0,0.754,130.0,229.0,359.0,76.0,30.0,100.0,105.0,193.0,583.0,1978
137,Rickey Green,PG,23.0,GSW,76.0,0.0,1098.0,143.0,375.0,0.381,0.0,0.0,0.0,143.0,375.0,0.381,0.381,54.0,90.0,0.6,49.0,67.0,116.0,149.0,58.0,1.0,79.0,95.0,340.0,1978
138,Steve Green,SF,24.0,IND,44.0,0.0,449.0,56.0,128.0,0.438,0.0,0.0,0.0,56.0,128.0,0.438,0.438,39.0,56.0,0.696,31.0,40.0,71.0,30.0,14.0,2.0,23.0,67.0,151.0,1978
139,Kevin Grevey,SF,24.0,WSB,81.0,0.0,2121.0,505.0,1128.0,0.448,0.0,0.0,0.0,505.0,1128.0,0.448,0.448,243.0,308.0,0.789,124.0,166.0,290.0,155.0,61.0,17.0,159.0,203.0,1253.0,1978
140,Greg Griffin,SF,25.0,PHO,36.0,0.0,422.0,61.0,169.0,0.361,0.0,0.0,0.0,61.0,169.0,0.361,0.361,23.0,36.0,0.639,44.0,59.0,103.0,24.0,16.0,0.0,39.0,56.0,145.0,1978
141,Paul Griffin,PF,24.0,NOJ,82.0,0.0,1853.0,160.0,358.0,0.447,0.0,0.0,0.0,160.0,358.0,0.447,0.447,112.0,157.0,0.713,157.0,353.0,510.0,172.0,88.0,45.0,150.0,228.0,432.0,1978
142,Bob Gross,SF,24.0,POR,72.0,0.0,2163.0,381.0,720.0,0.529,0.0,0.0,0.0,381.0,720.0,0.529,0.529,152.0,190.0,0.8,180.0,220.0,400.0,254.0,100.0,52.0,179.0,234.0,914.0,1978
143,Ernie Grunfeld,SG,22.0,MIL,73.0,0.0,1261.0,204.0,461.0,0.443,0.0,0.0,0.0,204.0,461.0,0.443,0.443,94.0,143.0,0.657,70.0,124.0,194.0,145.0,54.0,19.0,98.0,150.0,502.0,1978
144,Glenn Hansen,SG,25.0,TOT,5.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1978
