,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
276,Robert Reid,SF,25.0,HOU,82.0,0.0,2963.0,536.0,1113.0,0.482,0.0,4.0,0.0,536.0,1109.0,0.483,0.482,229.0,303.0,0.756,164.0,419.0,583.0,344.0,163.0,66.0,198.0,325.0,1301.0,1981
277,Kevin Restani,SF,29.0,SAS,64.0,0.0,999.0,192.0,369.0,0.52,3.0,8.0,0.375,189.0,361.0,0.524,0.524,62.0,88.0,0.705,71.0,103.0,174.0,81.0,16.0,14.0,68.0,103.0,449.0,1981
278,Clint Richardson,SG,24.0,PHI,77.0,0.0,1313.0,227.0,464.0,0.489,0.0,1.0,0.0,227.0,463.0,0.49,0.489,84.0,108.0,0.778,83.0,93.0,176.0,152.0,36.0,10.0,110.0,102.0,538.0,1981
279,Micheal Ray Richardson,SG,25.0,NYK,79.0,0.0,3175.0,523.0,1116.0,0.469,23.0,102.0,0.225,500.0,1014.0,0.493,0.479,224.0,338.0,0.663,173.0,372.0,545.0,627.0,232.0,35.0,302.0,258.0,1293.0,1981
280,Anthony Roberts,SF,25.0,WSB,26.0,0.0,350.0,54.0,144.0,0.375,0.0,0.0,0.0,54.0,144.0,0.375,0.375,19.0,29.0,0.655,18.0,50.0,68.0,20.0,11.0,0.0,28.0,52.0,127.0,1981
281,Rick Robey,C,25.0,BOS,82.0,4.0,1569.0,298.0,547.0,0.545,0.0,1.0,0.0,298.0,546.0,0.546,0.545,144.0,251.0,0.574,132.0,258.0,390.0,126.0,38.0,19.0,141.0,204.0,740.0,1981
282,Cliff Robinson,PF,20.0,NJN,63.0,0.0,1822.0,525.0,1070.0,0.491,1.0,1.0,1.0,524.0,1069.0,0.49,0.491,178.0,248.0,0.718,120.0,361.0,481.0,105.0,58.0,52.0,182.0,216.0,1229.0,1981
283,Truck Robinson,PF,29.0,PHO,82.0,0.0,3088.0,647.0,1280.0,0.505,0.0,0.0,0.0,647.0,1280.0,0.505,0.505,249.0,396.0,0.629,216.0,573.0,789.0,206.0,68.0,38.0,250.0,220.0,1543.0,1981
284,Wayne Robinson,PF,22.0,DET,81.0,0.0,1592.0,234.0,509.0,0.46,0.0,6.0,0.0,234.0,503.0,0.465,0.46,175.0,240.0,0.729,117.0,177.0,294.0,112.0,46.0,24.0,149.0,186.0,643.0,1981
285,Bill Robinzine,PF,28.0,TOT,78.0,0.0,2016.0,392.0,826.0,0.475,1.0,6.0,0.167,391.0,820.0,0.477,0.475,218.0,281.0,0.776,168.0,365.0,533.0,118.0,75.0,9.0,187.0,275.0,1003.0,1981
288,Dave Robisch,C,31.0,TOT,84.0,0.0,2116.0,330.0,740.0,0.446,0.0,0.0,0.0,330.0,740.0,0.446,0.446,200.0,247.0,0.81,157.0,342.0,499.0,173.0,37.0,34.0,83.0,173.0,860.0,1981
291,John Roche,PG,31.0,DEN,26.0,0.0,611.0,82.0,179.0,0.458,9.0,27.0,0.333,73.0,152.0,0.48,0.483,58.0,77.0,0.753,5.0,32.0,37.0,140.0,17.0,8.0,52.0,44.0,231.0,1981
292,Tree Rollins,C,25.0,ATL,40.0,0.0,1044.0,116.0,210.0,0.552,0.0,1.0,0.0,116.0,209.0,0.555,0.552,46.0,57.0,0.807,102.0,184.0,286.0,35.0,29.0,117.0,57.0,151.0,278.0,1981
293,Lorenzo Romar,PG,22.0,GSW,53.0,0.0,726.0,87.0,211.0,0.412,2.0,6.0,0.333,85.0,205.0,0.415,0.417,43.0,63.0,0.683,10.0,46.0,56.0,136.0,27.0,3.0,52.0,64.0,219.0,1981
294,Dan Roundfield,PF,27.0,ATL,63.0,0.0,2128.0,426.0,808.0,0.527,0.0,1.0,0.0,426.0,807.0,0.528,0.527,256.0,355.0,0.721,231.0,403.0,634.0,161.0,76.0,119.0,178.0,258.0,1108.0,1981
295,Campy Russell,SF,29.0,NYK,79.0,0.0,2865.0,508.0,1095.0,0.464,8.0,26.0,0.308,500.0,1069.0,0.468,0.468,268.0,343.0,0.781,109.0,244.0,353.0,257.0,99.0,8.0,212.0,248.0,1292.0,1981
296,Frankie Sanders,SF,24.0,KCK,23.0,0.0,186.0,34.0,77.0,0.442,0.0,0.0,0.0,34.0,77.0,0.442,0.442,20.0,22.0,0.909,6.0,15.0,21.0,17.0,16.0,1.0,21.0,20.0,88.0,1981
297,DeWayne Scales,PF,22.0,NYK,44.0,0.0,484.0,94.0,225.0,0.418,1.0,6.0,0.167,93.0,219.0,0.425,0.42,26.0,39.0,0.667,47.0,85.0,132.0,10.0,12.0,4.0,30.0,54.0,215.0,1981
298,Alvin Scott,SF,25.0,PHO,82.0,0.0,1423.0,173.0,348.0,0.497,1.0,6.0,0.167,172.0,342.0,0.503,0.499,97.0,127.0,0.764,101.0,167.0,268.0,114.0,60.0,70.0,77.0,124.0,444.0,1981
299,Craig Shelton,SF,23.0,ATL,55.0,0.0,586.0,100.0,219.0,0.457,0.0,1.0,0.0,100.0,218.0,0.459,0.457,35.0,58.0,0.603,59.0,79.0,138.0,27.0,18.0,5.0,61.0,128.0,235.0,1981
300,Lonnie Shelton,PF,25.0,SEA,14.0,0.0,440.0,73.0,174.0,0.42,0.0,0.0,0.0,73.0,174.0,0.42,0.42,36.0,55.0,0.655,31.0,47.0,78.0,35.0,22.0,3.0,41.0,48.0,182.0,1981
301,Purvis Short,SF,23.0,GSW,79.0,0.0,2309.0,549.0,1157.0,0.475,3.0,17.0,0.176,546.0,1140.0,0.479,0.476,168.0,205.0,0.82,151.0,240.0,391.0,249.0,78.0,19.0,143.0,244.0,1269.0,1981
302,John Shumate,PF,28.0,TOT,24.0,0.0,527.0,56.0,131.0,0.427,0.0,0.0,0.0,56.0,131.0,0.427,0.427,55.0,76.0,0.724,34.0,54.0,88.0,24.0,21.0,9.0,42.0,49.0,167.0,1981
305,Jerry Sichting,PG,24.0,IND,47.0,0.0,450.0,34.0,95.0,0.358,0.0,5.0,0.0,34.0,90.0,0.378,0.358,25.0,32.0,0.781,11.0,32.0,43.0,70.0,23.0,1.0,28.0,38.0,93.0,1981
306,Jack Sikma,C,25.0,SEA,82.0,0.0,2920.0,595.0,1311.0,0.454,0.0,5.0,0.0,595.0,1306.0,0.456,0.454,340.0,413.0,0.823,184.0,668.0,852.0,248.0,78.0,93.0,201.0,282.0,1530.0,1981
307,James Silas,PG,31.0,SAS,75.0,0.0,2055.0,476.0,997.0,0.477,0.0,2.0,0.0,476.0,995.0,0.478,0.477,374.0,440.0,0.85,44.0,187.0,231.0,285.0,51.0,12.0,159.0,129.0,1326.0,1981
308,Larry Smith,PF,23.0,GSW,82.0,0.0,2578.0,304.0,594.0,0.512,0.0,0.0,0.0,304.0,594.0,0.512,0.512,177.0,301.0,0.588,433.0,561.0,994.0,93.0,70.0,63.0,146.0,316.0,785.0,1981
309,Phil Smith,SG,28.0,SDC,76.0,0.0,2378.0,519.0,1057.0,0.491,4.0,18.0,0.222,515.0,1039.0,0.496,0.493,237.0,313.0,0.757,49.0,107.0,156.0,372.0,84.0,18.0,176.0,231.0,1279.0,1981
310,Randy Smith,SG,32.0,CLE,82.0,0.0,2199.0,486.0,1043.0,0.466,1.0,28.0,0.036,485.0,1015.0,0.478,0.466,221.0,271.0,0.815,46.0,147.0,193.0,357.0,113.0,14.0,195.0,132.0,1194.0,1981
311,Robert Smith,PG,25.0,CLE,1.0,0.0,20.0,2.0,5.0,0.4,0.0,0.0,0.0,2.0,5.0,0.4,0.4,4.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,6.0,8.0,1981
312,Ricky Sobers,PG,28.0,CHI,71.0,0.0,1803.0,355.0,769.0,0.462,17.0,66.0,0.258,338.0,703.0,0.481,0.473,231.0,247.0,0.935,46.0,98.0,144.0,284.0,98.0,17.0,206.0,225.0,958.0,1981
313,Jim Spanarkel,SF,23.0,DAL,82.0,0.0,2317.0,404.0,866.0,0.467,1.0,10.0,0.1,403.0,856.0,0.471,0.467,375.0,423.0,0.887,142.0,155.0,297.0,232.0,117.0,20.0,172.0,230.0,1184.0,1981
314,Rory Sparrow,PG,22.0,NJN,15.0,0.0,212.0,22.0,63.0,0.349,0.0,0.0,0.0,22.0,63.0,0.349,0.349,12.0,16.0,0.75,7.0,11.0,18.0,32.0,13.0,3.0,18.0,15.0,56.0,1981
315,John Stroud,SF,23.0,HOU,9.0,0.0,88.0,11.0,34.0,0.324,0.0,0.0,0.0,11.0,34.0,0.324,0.324,3.0,4.0,0.75,7.0,6.0,13.0,9.0,1.0,0.0,4.0,7.0,25.0,1981
316,Brian Taylor,PG,29.0,SDC,80.0,0.0,2312.0,310.0,591.0,0.525,44.0,115.0,0.383,266.0,476.0,0.559,0.562,146.0,185.0,0.789,58.0,93.0,151.0,440.0,118.0,23.0,111.0,212.0,810.0,1981
317,Carlos Terry,SG,24.0,WSB,26.0,0.0,504.0,80.0,160.0,0.5,0.0,6.0,0.0,80.0,154.0,0.519,0.5,28.0,42.0,0.667,43.0,73.0,116.0,70.0,27.0,13.0,57.0,68.0,188.0,1981
318,Reggie Theus,SG,23.0,CHI,82.0,0.0,2820.0,543.0,1097.0,0.495,18.0,90.0,0.2,525.0,1007.0,0.521,0.503,445.0,550.0,0.809,124.0,163.0,287.0,426.0,122.0,20.0,259.0,258.0,1549.0,1981
319,David Thompson,SG,26.0,DEN,77.0,0.0,2620.0,734.0,1451.0,0.506,10.0,39.0,0.256,724.0,1412.0,0.513,0.509,489.0,615.0,0.795,107.0,180.0,287.0,231.0,53.0,60.0,250.0,231.0,1967.0,1981
320,Mychal Thompson,C,26.0,POR,79.0,0.0,2790.0,569.0,1151.0,0.494,0.0,1.0,0.0,569.0,1150.0,0.495,0.494,207.0,323.0,0.641,223.0,463.0,686.0,284.0,62.0,170.0,241.0,260.0,1345.0,1981
321,Rudy Tomjanovich,PF,32.0,HOU,52.0,0.0,1264.0,263.0,563.0,0.467,12.0,51.0,0.235,251.0,512.0,0.49,0.478,65.0,82.0,0.793,78.0,130.0,208.0,81.0,19.0,6.0,58.0,121.0,603.0,1981
322,Andrew Toney,SG,23.0,PHI,75.0,0.0,1768.0,399.0,806.0,0.495,9.0,29.0,0.31,390.0,777.0,0.502,0.501,161.0,226.0,0.712,32.0,111.0,143.0,273.0,59.0,10.0,219.0,234.0,968.0,1981
323,Terry Tyler,SF,24.0,DET,82.0,0.0,2549.0,476.0,895.0,0.532,0.0,8.0,0.0,476.0,887.0,0.537,0.532,148.0,250.0,0.592,198.0,369.0,567.0,136.0,112.0,180.0,163.0,215.0,1100.0,1981
324,Wes Unseld,C,34.0,WSB,63.0,0.0,2032.0,225.0,429.0,0.524,2.0,4.0,0.5,223.0,425.0,0.525,0.527,55.0,86.0,0.64,207.0,466.0,673.0,170.0,52.0,36.0,97.0,171.0,507.0,1981
325,Ronnie Valentine,SF,23.0,DEN,24.0,0.0,123.0,37.0,98.0,0.378,1.0,2.0,0.5,36.0,96.0,0.375,0.383,9.0,19.0,0.474,10.0,20.0,30.0,7.0,7.0,4.0,16.0,23.0,84.0,1981
326,Jan van Breda Kolff,SF,29.0,NJN,78.0,0.0,1426.0,100.0,245.0,0.408,2.0,8.0,0.25,98.0,237.0,0.414,0.412,98.0,117.0,0.838,48.0,154.0,202.0,129.0,38.0,50.0,108.0,214.0,300.0,1981
327,Kiki Vandeweghe,SF,22.0,DEN,51.0,0.0,1376.0,229.0,537.0,0.426,0.0,7.0,0.0,229.0,530.0,0.432,0.426,130.0,159.0,0.818,86.0,184.0,270.0,94.0,29.0,24.0,86.0,116.0,588.0,1981
328,Brett Vroman,C,25.0,UTA,11.0,0.0,93.0,10.0,27.0,0.37,0.0,1.0,0.0,10.0,26.0,0.385,0.37,14.0,19.0,0.737,7.0,18.0,25.0,9.0,5.0,5.0,9.0,26.0,34.0,1981
329,Foots Walker,PG,29.0,NJN,41.0,0.0,1172.0,72.0,169.0,0.426,2.0,9.0,0.222,70.0,160.0,0.438,0.432,88.0,111.0,0.793,22.0,80.0,102.0,253.0,52.0,1.0,85.0,105.0,234.0,1981
330,Wally Walker,SF,26.0,SEA,82.0,0.0,1796.0,290.0,626.0,0.463,0.0,3.0,0.0,290.0,623.0,0.465,0.463,109.0,169.0,0.645,105.0,210.0,315.0,122.0,53.0,15.0,115.0,168.0,689.0,1981
331,Lloyd Walton,PG,27.0,KCK,61.0,0.0,821.0,90.0,218.0,0.413,0.0,1.0,0.0,90.0,217.0,0.415,0.413,26.0,33.0,0.788,13.0,35.0,48.0,208.0,32.0,2.0,80.0,45.0,206.0,1981
332,Kermit Washington,PF,29.0,POR,73.0,0.0,2120.0,325.0,571.0,0.569,0.0,1.0,0.0,325.0,570.0,0.57,0.569,181.0,288.0,0.628,236.0,450.0,686.0,149.0,85.0,86.0,144.0,258.0,831.0,1981
333,Richard Washington,PF,25.0,TOT,80.0,0.0,1812.0,340.0,747.0,0.455,1.0,2.0,0.5,339.0,745.0,0.455,0.456,119.0,159.0,0.748,158.0,295.0,453.0,129.0,46.0,61.0,129.0,283.0,800.0,1981
336,Marvin Webster,C,28.0,NYK,82.0,0.0,1708.0,159.0,341.0,0.466,1.0,4.0,0.25,158.0,337.0,0.469,0.468,104.0,163.0,0.638,162.0,303.0,465.0,72.0,27.0,97.0,103.0,187.0,423.0,1981
337,Scott Wedman,SF,28.0,KCK,81.0,0.0,2902.0,685.0,1437.0,0.477,25.0,77.0,0.325,660.0,1360.0,0.485,0.485,140.0,204.0,0.686,128.0,305.0,433.0,226.0,97.0,46.0,161.0,294.0,1535.0,1981
338,Paul Westphal,SG,30.0,SEA,36.0,0.0,1078.0,221.0,500.0,0.442,6.0,25.0,0.24,215.0,475.0,0.453,0.448,153.0,184.0,0.832,11.0,57.0,68.0,148.0,46.0,14.0,78.0,70.0,601.0,1981
339,Jo Jo White,PG,34.0,KCK,13.0,0.0,236.0,36.0,82.0,0.439,0.0,0.0,0.0,36.0,82.0,0.439,0.439,11.0,18.0,0.611,3.0,18.0,21.0,37.0,11.0,1.0,18.0,21.0,83.0,1981
340,Rudy White,SG,27.0,TOT,16.0,0.0,208.0,23.0,65.0,0.354,0.0,1.0,0.0,23.0,64.0,0.359,0.354,15.0,16.0,0.938,1.0,10.0,11.0,20.0,9.0,1.0,12.0,23.0,61.0,1981
343,Jerome Whitehead,C,24.0,TOT,48.0,0.0,688.0,83.0,180.0,0.461,0.0,1.0,0.0,83.0,179.0,0.464,0.461,28.0,56.0,0.5,58.0,156.0,214.0,26.0,20.0,9.0,56.0,122.0,194.0,1981
347,Hawkeye Whitney,SG,23.0,KCK,47.0,0.0,782.0,149.0,306.0,0.487,2.0,6.0,0.333,147.0,300.0,0.49,0.49,50.0,65.0,0.769,29.0,77.0,106.0,68.0,47.0,6.0,48.0,98.0,350.0,1981
348,Sidney Wicks,PF,31.0,SDC,49.0,0.0,1083.0,125.0,286.0,0.437,0.0,1.0,0.0,125.0,285.0,0.439,0.437,76.0,150.0,0.507,79.0,144.0,223.0,111.0,40.0,40.0,94.0,168.0,326.0,1981
349,Michael Wiley,PF,23.0,SAS,33.0,0.0,271.0,76.0,138.0,0.551,0.0,2.0,0.0,76.0,136.0,0.559,0.551,36.0,48.0,0.75,22.0,42.0,64.0,11.0,8.0,6.0,28.0,38.0,188.0,1981
350,Bob Wilkerson,SG,26.0,CHI,80.0,0.0,2238.0,330.0,715.0,0.462,1.0,10.0,0.1,329.0,705.0,0.467,0.462,137.0,163.0,0.84,86.0,196.0,282.0,272.0,102.0,23.0,175.0,170.0,798.0,1981
351,Jamaal Wilkes,SF,27.0,LAL,81.0,0.0,3028.0,786.0,1495.0,0.526,1.0,13.0,0.077,785.0,1482.0,0.53,0.526,254.0,335.0,0.758,146.0,289.0,435.0,235.0,121.0,29.0,207.0,223.0,1827.0,1981
352,James Wilkes,SF,22.0,CHI,48.0,0.0,540.0,85.0,184.0,0.462,0.0,1.0,0.0,85.0,183.0,0.464,0.462,29.0,42.0,0.69,36.0,60.0,96.0,30.0,25.0,12.0,34.0,86.0,199.0,1981
353,Jeff Wilkins,C,25.0,UTA,56.0,0.0,1058.0,117.0,260.0,0.45,0.0,0.0,0.0,117.0,260.0,0.45,0.45,27.0,40.0,0.675,62.0,212.0,274.0,40.0,32.0,46.0,59.0,169.0,261.0,1981
354,Freeman Williams,SG,24.0,SDC,82.0,0.0,1976.0,642.0,1381.0,0.465,48.0,141.0,0.34,594.0,1240.0,0.479,0.482,253.0,297.0,0.852,75.0,54.0,129.0,164.0,91.0,5.0,166.0,157.0,1585.0,1981
355,Ray Williams,PG,26.0,NYK,79.0,0.0,2742.0,616.0,1335.0,0.461,16.0,68.0,0.235,600.0,1267.0,0.474,0.467,312.0,382.0,0.817,122.0,199.0,321.0,432.0,185.0,37.0,235.0,270.0,1560.0,1981
356,Sly Williams,PF,23.0,NYK,67.0,0.0,1976.0,349.0,708.0,0.493,2.0,8.0,0.25,347.0,700.0,0.496,0.494,185.0,268.0,0.69,159.0,257.0,416.0,180.0,116.0,18.0,141.0,199.0,885.0,1981
357,John Williamson,SG,29.0,WSB,9.0,0.0,112.0,18.0,56.0,0.321,1.0,6.0,0.167,17.0,50.0,0.34,0.33,5.0,6.0,0.833,0.0,7.0,7.0,17.0,4.0,1.0,12.0,13.0,42.0,1981
358,Bill Willoughby,SF,23.0,HOU,55.0,0.0,1145.0,150.0,287.0,0.523,0.0,0.0,0.0,150.0,287.0,0.523,0.523,49.0,64.0,0.766,74.0,153.0,227.0,64.0,18.0,31.0,74.0,102.0,349.0,1981
359,Brian Winters,SG,28.0,MIL,69.0,0.0,1771.0,331.0,697.0,0.475,18.0,51.0,0.353,313.0,646.0,0.485,0.488,119.0,137.0,0.869,32.0,108.0,140.0,229.0,70.0,10.0,136.0,185.0,799.0,1981
360,Mike Woodson,SG,22.0,NYK,81.0,0.0,949.0,165.0,373.0,0.442,1.0,5.0,0.2,164.0,368.0,0.446,0.444,49.0,64.0,0.766,33.0,64.0,97.0,75.0,36.0,12.0,54.0,95.0,380.0,1981
361,Sam Worthen,PG,23.0,CHI,64.0,0.0,945.0,95.0,192.0,0.495,0.0,4.0,0.0,95.0,188.0,0.505,0.495,45.0,60.0,0.75,22.0,93.0,115.0,115.0,57.0,6.0,91.0,115.0,235.0,1981
362,Larry Wright,PG,26.0,DET,45.0,0.0,997.0,140.0,303.0,0.462,2.0,7.0,0.286,138.0,296.0,0.466,0.465,53.0,66.0,0.803,26.0,62.0,88.0,153.0,42.0,7.0,74.0,114.0,335.0,1981
