,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
14,Tom Barker,C,21.0,ATL,59.0,0.0,1354.0,182.0,436.0,0.417,0.0,0.0,0.0,182.0,436.0,0.417,0.417,112.0,164.0,0.683,111.0,290.0,401.0,60.0,33.0,41.0,0.0,223.0,476.0,1977
15,Marvin Barnes,PF,24.0,DET,53.0,0.0,989.0,202.0,452.0,0.447,0.0,0.0,0.0,202.0,452.0,0.447,0.447,106.0,156.0,0.679,69.0,184.0,253.0,45.0,38.0,33.0,0.0,139.0,510.0,1977
16,Jim Barnett,SG,32.0,PHI,16.0,0.0,231.0,28.0,64.0,0.438,0.0,0.0,0.0,28.0,64.0,0.438,0.438,10.0,18.0,0.556,7.0,7.0,14.0,23.0,4.0,0.0,0.0,28.0,66.0,1977
17,Norton Barnhill,SG,23.0,SEA,4.0,0.0,10.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,0.333,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,4.0,1977
18,Mike Barr,SG,26.0,KCK,73.0,0.0,1224.0,122.0,279.0,0.437,0.0,0.0,0.0,122.0,279.0,0.437,0.437,41.0,57.0,0.719,33.0,97.0,130.0,175.0,52.0,18.0,0.0,96.0,285.0,1977
19,Rick Barry,SF,32.0,GSW,79.0,0.0,2904.0,682.0,1551.0,0.44,0.0,0.0,0.0,682.0,1551.0,0.44,0.44,359.0,392.0,0.916,73.0,349.0,422.0,475.0,172.0,58.0,0.0,194.0,1723.0,1977
20,Tim Bassett,PF,25.0,NYN,76.0,0.0,2442.0,293.0,739.0,0.396,0.0,0.0,0.0,293.0,739.0,0.396,0.396,101.0,177.0,0.571,175.0,466.0,641.0,109.0,95.0,53.0,0.0,246.0,687.0,1977
21,Butch Beard,PG,29.0,NYK,70.0,0.0,1082.0,148.0,293.0,0.505,0.0,0.0,0.0,148.0,293.0,0.505,0.505,75.0,109.0,0.688,50.0,113.0,163.0,144.0,57.0,5.0,0.0,137.0,371.0,1977
22,Byron Beck,PF,32.0,DEN,53.0,0.0,480.0,107.0,246.0,0.435,0.0,0.0,0.0,107.0,246.0,0.435,0.435,36.0,44.0,0.818,45.0,51.0,96.0,33.0,15.0,1.0,0.0,59.0,250.0,1977
23,Ron Behagen,PF,26.0,NOJ,60.0,0.0,1170.0,213.0,509.0,0.418,0.0,0.0,0.0,213.0,509.0,0.418,0.418,90.0,126.0,0.714,144.0,287.0,431.0,83.0,41.0,19.0,0.0,166.0,516.0,1977
24,Mel Bennett,PF,22.0,IND,67.0,0.0,911.0,101.0,294.0,0.344,0.0,0.0,0.0,101.0,294.0,0.344,0.344,112.0,187.0,0.599,110.0,127.0,237.0,70.0,37.0,33.0,0.0,155.0,314.0,1977
25,Henry Bibby,PG,27.0,PHI,81.0,0.0,2639.0,302.0,702.0,0.43,0.0,0.0,0.0,302.0,702.0,0.43,0.43,221.0,282.0,0.784,86.0,187.0,273.0,356.0,108.0,5.0,0.0,200.0,825.0,1977
26,Bob Bigelow,SF,23.0,KCK,29.0,0.0,162.0,35.0,70.0,0.5,0.0,0.0,0.0,35.0,70.0,0.5,0.5,15.0,17.0,0.882,8.0,19.0,27.0,8.0,3.0,1.0,0.0,17.0,85.0,1977
27,Dave Bing,SG,33.0,WSB,64.0,0.0,1516.0,271.0,597.0,0.454,0.0,0.0,0.0,271.0,597.0,0.454,0.454,136.0,176.0,0.773,54.0,89.0,143.0,275.0,61.0,5.0,0.0,150.0,678.0,1977
28,Tom Boerwinkle,C,31.0,CHI,82.0,0.0,1070.0,134.0,273.0,0.491,0.0,0.0,0.0,134.0,273.0,0.491,0.491,34.0,63.0,0.54,101.0,211.0,312.0,189.0,19.0,19.0,0.0,147.0,302.0,1977
29,Ron Boone,SG,30.0,KCK,82.0,0.0,3021.0,747.0,1577.0,0.474,0.0,0.0,0.0,747.0,1577.0,0.474,0.474,324.0,384.0,0.844,128.0,193.0,321.0,338.0,119.0,19.0,0.0,258.0,1818.0,1977
30,Tom Boswell,PF,23.0,BOS,70.0,0.0,1083.0,175.0,340.0,0.515,0.0,0.0,0.0,175.0,340.0,0.515,0.515,96.0,135.0,0.711,111.0,195.0,306.0,85.0,27.0,8.0,0.0,237.0,446.0,1977
31,Freddie Boyd,PG,26.0,NOJ,47.0,0.0,1212.0,194.0,406.0,0.478,0.0,0.0,0.0,194.0,406.0,0.478,0.478,79.0,98.0,0.806,19.0,71.0,90.0,147.0,44.0,6.0,0.0,78.0,467.0,1977
32,Bill Bradley,SF,33.0,NYK,67.0,0.0,1027.0,127.0,274.0,0.464,0.0,0.0,0.0,127.0,274.0,0.464,0.464,34.0,42.0,0.81,27.0,76.0,103.0,128.0,25.0,8.0,0.0,122.0,288.0,1977
33,Jim Brewer,PF,25.0,CLE,81.0,0.0,2672.0,296.0,657.0,0.451,0.0,0.0,0.0,296.0,657.0,0.451,0.451,97.0,178.0,0.545,275.0,487.0,762.0,195.0,94.0,82.0,0.0,214.0,689.0,1977
34,Junior Bridgeman,SF,23.0,MIL,82.0,0.0,2410.0,491.0,1094.0,0.449,0.0,0.0,0.0,491.0,1094.0,0.449,0.449,197.0,228.0,0.864,129.0,287.0,416.0,205.0,82.0,26.0,0.0,221.0,1179.0,1977
35,Allan Bristow,SF,25.0,SAS,82.0,0.0,2017.0,365.0,747.0,0.489,0.0,0.0,0.0,365.0,747.0,0.489,0.489,206.0,258.0,0.798,119.0,229.0,348.0,240.0,89.0,2.0,0.0,195.0,936.0,1977
36,Gary Brokaw,SG,23.0,TOT,80.0,0.0,1487.0,242.0,564.0,0.429,0.0,0.0,0.0,242.0,564.0,0.429,0.429,163.0,219.0,0.744,22.0,101.0,123.0,228.0,36.0,36.0,0.0,164.0,647.0,1977
39,Fred Brown,SG,28.0,SEA,72.0,0.0,2098.0,534.0,1114.0,0.479,0.0,0.0,0.0,534.0,1114.0,0.479,0.479,168.0,190.0,0.884,68.0,164.0,232.0,176.0,124.0,19.0,0.0,140.0,1236.0,1977
40,John Brown,SF,25.0,ATL,77.0,0.0,1405.0,160.0,350.0,0.457,0.0,0.0,0.0,160.0,350.0,0.457,0.457,121.0,150.0,0.807,75.0,161.0,236.0,103.0,46.0,7.0,0.0,217.0,441.0,1977
41,Roger Brown,C,26.0,DET,43.0,0.0,322.0,21.0,56.0,0.375,0.0,0.0,0.0,21.0,56.0,0.375,0.375,18.0,26.0,0.692,31.0,59.0,90.0,12.0,15.0,18.0,0.0,68.0,60.0,1977
42,Joe Bryant,PF,22.0,PHI,61.0,0.0,612.0,107.0,240.0,0.446,0.0,0.0,0.0,107.0,240.0,0.446,0.446,53.0,70.0,0.757,45.0,72.0,117.0,48.0,36.0,13.0,0.0,84.0,267.0,1977
43,Quinn Buckner,PG,22.0,MIL,79.0,0.0,2095.0,299.0,689.0,0.434,0.0,0.0,0.0,299.0,689.0,0.434,0.434,83.0,154.0,0.539,91.0,173.0,264.0,372.0,192.0,21.0,0.0,291.0,681.0,1977
44,Ticky Burden,SG,23.0,NYK,61.0,0.0,608.0,148.0,352.0,0.42,0.0,0.0,0.0,148.0,352.0,0.42,0.42,51.0,85.0,0.6,26.0,40.0,66.0,62.0,47.0,1.0,0.0,88.0,347.0,1977
45,Tom Burleson,C,24.0,SEA,82.0,0.0,1803.0,288.0,652.0,0.442,0.0,0.0,0.0,288.0,652.0,0.442,0.442,220.0,301.0,0.731,184.0,367.0,551.0,93.0,74.0,117.0,0.0,259.0,796.0,1977
46,Don Buse,PG,26.0,IND,81.0,0.0,2947.0,266.0,639.0,0.416,0.0,0.0,0.0,266.0,639.0,0.416,0.416,114.0,145.0,0.786,66.0,204.0,270.0,685.0,281.0,16.0,0.0,129.0,646.0,1977
47,Corky Calhoun,SF,26.0,POR,70.0,0.0,743.0,85.0,183.0,0.464,0.0,0.0,0.0,85.0,183.0,0.464,0.464,66.0,85.0,0.776,40.0,104.0,144.0,35.0,24.0,8.0,0.0,123.0,236.0,1977
48,Mack Calvin,PG,29.0,TOT,76.0,0.0,1438.0,220.0,544.0,0.404,0.0,0.0,0.0,220.0,544.0,0.404,0.404,287.0,338.0,0.849,36.0,60.0,96.0,240.0,61.0,3.0,0.0,127.0,727.0,1977
52,Austin Carr,SG,28.0,CLE,82.0,0.0,2409.0,558.0,1221.0,0.457,0.0,0.0,0.0,558.0,1221.0,0.457,0.457,213.0,268.0,0.795,120.0,120.0,240.0,220.0,57.0,10.0,0.0,221.0,1329.0,1977
53,M.L. Carr,SF,26.0,DET,82.0,0.0,2643.0,443.0,931.0,0.476,0.0,0.0,0.0,443.0,931.0,0.476,0.476,205.0,279.0,0.735,211.0,420.0,631.0,181.0,165.0,58.0,0.0,287.0,1091.0,1977
54,Fred Carter,SG,31.0,TOT,61.0,0.0,1112.0,209.0,500.0,0.418,0.0,0.0,0.0,209.0,500.0,0.418,0.418,68.0,96.0,0.708,55.0,62.0,117.0,125.0,39.0,9.0,0.0,125.0,486.0,1977
57,Cornelius Cash,PF,24.0,DET,6.0,0.0,49.0,9.0,23.0,0.391,0.0,0.0,0.0,9.0,23.0,0.391,0.391,3.0,6.0,0.5,8.0,8.0,16.0,1.0,2.0,1.0,0.0,8.0,21.0,1977
58,Harvey Catchings,C,25.0,PHI,53.0,0.0,864.0,62.0,123.0,0.504,0.0,0.0,0.0,62.0,123.0,0.504,0.504,33.0,47.0,0.702,64.0,170.0,234.0,30.0,23.0,78.0,0.0,130.0,157.0,1977
59,Don Chaney,SG,30.0,LAL,81.0,0.0,2408.0,213.0,522.0,0.408,0.0,0.0,0.0,213.0,522.0,0.408,0.408,70.0,94.0,0.745,120.0,210.0,330.0,308.0,140.0,33.0,0.0,224.0,496.0,1977
60,Ken Charles,SG,25.0,ATL,82.0,0.0,2487.0,354.0,855.0,0.414,0.0,0.0,0.0,354.0,855.0,0.414,0.414,205.0,256.0,0.801,41.0,127.0,168.0,295.0,141.0,45.0,0.0,240.0,913.0,1977
61,Phil Chenier,SG,26.0,WSB,78.0,0.0,2842.0,654.0,1472.0,0.444,0.0,0.0,0.0,654.0,1472.0,0.444,0.444,270.0,321.0,0.841,56.0,243.0,299.0,294.0,120.0,39.0,0.0,166.0,1578.0,1977
62,Jim Chones,C,27.0,CLE,82.0,0.0,2378.0,450.0,972.0,0.463,0.0,0.0,0.0,450.0,972.0,0.463,0.463,155.0,212.0,0.731,208.0,480.0,688.0,104.0,32.0,77.0,0.0,258.0,1055.0,1977
63,Jim Cleamons,PG,27.0,CLE,60.0,0.0,2045.0,257.0,592.0,0.434,0.0,0.0,0.0,257.0,592.0,0.434,0.434,112.0,148.0,0.757,99.0,174.0,273.0,308.0,66.0,23.0,0.0,126.0,626.0,1977
64,E.C. Coleman,PF,26.0,NOJ,77.0,0.0,2369.0,290.0,628.0,0.462,0.0,0.0,0.0,290.0,628.0,0.462,0.462,82.0,112.0,0.732,149.0,399.0,548.0,103.0,62.0,32.0,0.0,280.0,662.0,1977
65,Doug Collins,SG,25.0,PHI,58.0,0.0,2037.0,426.0,823.0,0.518,0.0,0.0,0.0,426.0,823.0,0.518,0.518,210.0,250.0,0.84,64.0,131.0,195.0,271.0,70.0,15.0,0.0,174.0,1062.0,1977
66,Norm Cook,SF,21.0,BOS,25.0,0.0,138.0,27.0,72.0,0.375,0.0,0.0,0.0,27.0,72.0,0.375,0.375,9.0,17.0,0.529,10.0,17.0,27.0,5.0,10.0,3.0,0.0,27.0,63.0,1977
67,Dave Cowens,C,28.0,BOS,50.0,0.0,1888.0,328.0,756.0,0.434,0.0,0.0,0.0,328.0,756.0,0.434,0.434,162.0,198.0,0.818,147.0,550.0,697.0,248.0,46.0,49.0,0.0,181.0,818.0,1977
68,Mike D'Antoni,SG,25.0,SAS,2.0,0.0,9.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1977
69,Louie Dampier,PG,32.0,SAS,80.0,0.0,1634.0,233.0,507.0,0.46,0.0,0.0,0.0,233.0,507.0,0.46,0.46,64.0,86.0,0.744,22.0,54.0,76.0,234.0,49.0,15.0,0.0,93.0,530.0,1977
70,Bob Dandridge,SF,29.0,MIL,70.0,0.0,2501.0,585.0,1253.0,0.467,0.0,0.0,0.0,585.0,1253.0,0.467,0.467,283.0,367.0,0.771,146.0,294.0,440.0,268.0,95.0,28.0,0.0,222.0,1453.0,1977
71,Mel Daniels,C,32.0,NYN,11.0,0.0,126.0,13.0,35.0,0.371,0.0,0.0,0.0,13.0,35.0,0.371,0.371,13.0,23.0,0.565,10.0,24.0,34.0,6.0,3.0,11.0,0.0,29.0,39.0,1977
72,Adrian Dantley,SF,21.0,BUF,77.0,0.0,2816.0,544.0,1046.0,0.52,0.0,0.0,0.0,544.0,1046.0,0.52,0.52,476.0,582.0,0.818,251.0,336.0,587.0,144.0,91.0,15.0,0.0,215.0,1564.0,1977
73,Dwight Davis,PF,27.0,GSW,33.0,0.0,552.0,55.0,124.0,0.444,0.0,0.0,0.0,55.0,124.0,0.444,0.444,49.0,72.0,0.681,34.0,61.0,95.0,29.0,11.0,8.0,0.0,93.0,159.0,1977
74,Johnny Davis,SG,21.0,POR,79.0,0.0,1451.0,234.0,531.0,0.441,0.0,0.0,0.0,234.0,531.0,0.441,0.441,166.0,209.0,0.794,62.0,64.0,126.0,148.0,41.0,11.0,0.0,128.0,634.0,1977
75,Mel Davis,PF,26.0,TOT,56.0,0.0,1094.0,168.0,464.0,0.362,0.0,0.0,0.0,168.0,464.0,0.362,0.362,64.0,91.0,0.703,98.0,195.0,293.0,71.0,31.0,5.0,0.0,130.0,400.0,1977
78,Mickey Davis,SF,26.0,MIL,19.0,0.0,165.0,29.0,68.0,0.426,0.0,0.0,0.0,29.0,68.0,0.426,0.426,23.0,25.0,0.92,11.0,18.0,29.0,20.0,6.0,4.0,0.0,11.0,81.0,1977
79,Ron Davis,SF,22.0,ATL,7.0,0.0,67.0,8.0,35.0,0.229,0.0,0.0,0.0,8.0,35.0,0.229,0.229,4.0,13.0,0.308,2.0,5.0,7.0,2.0,7.0,0.0,0.0,9.0,20.0,1977
80,Darryl Dawkins,C,20.0,PHI,59.0,0.0,684.0,135.0,215.0,0.628,0.0,0.0,0.0,135.0,215.0,0.628,0.628,40.0,79.0,0.506,59.0,171.0,230.0,24.0,12.0,49.0,0.0,129.0,310.0,1977
81,Randy Denton,C,27.0,ATL,45.0,0.0,700.0,103.0,256.0,0.402,0.0,0.0,0.0,103.0,256.0,0.402,0.402,33.0,47.0,0.702,81.0,137.0,218.0,33.0,14.0,16.0,0.0,100.0,239.0,1977
82,Henry Dickerson,PG,25.0,ATL,6.0,0.0,63.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.5,5.0,8.0,0.625,0.0,2.0,2.0,11.0,1.0,0.0,0.0,13.0,17.0,1977
83,Derrek Dickey,PF,25.0,GSW,49.0,0.0,856.0,158.0,345.0,0.458,0.0,0.0,0.0,158.0,345.0,0.458,0.458,45.0,61.0,0.738,100.0,140.0,240.0,63.0,20.0,11.0,0.0,101.0,361.0,1977
84,Coby Dietrick,C,28.0,SAS,82.0,0.0,1772.0,285.0,620.0,0.46,0.0,0.0,0.0,285.0,620.0,0.46,0.46,119.0,166.0,0.717,111.0,261.0,372.0,148.0,88.0,57.0,0.0,267.0,689.0,1977
85,Ernie DiGregorio,PG,26.0,BUF,81.0,0.0,2267.0,365.0,875.0,0.417,0.0,0.0,0.0,365.0,875.0,0.417,0.417,138.0,146.0,0.945,52.0,132.0,184.0,378.0,57.0,3.0,0.0,150.0,868.0,1977
86,Leon Douglas,C,22.0,DET,82.0,0.0,1626.0,245.0,512.0,0.479,0.0,0.0,0.0,245.0,512.0,0.479,0.479,127.0,229.0,0.555,181.0,345.0,526.0,68.0,44.0,81.0,0.0,294.0,617.0,1977
87,John Drew,SF,22.0,ATL,74.0,0.0,2688.0,689.0,1416.0,0.487,0.0,0.0,0.0,689.0,1416.0,0.487,0.487,412.0,577.0,0.714,280.0,395.0,675.0,133.0,102.0,29.0,0.0,275.0,1790.0,1977
88,Charles Dudley,PG,26.0,GSW,79.0,0.0,1682.0,220.0,421.0,0.523,0.0,0.0,0.0,220.0,421.0,0.523,0.523,129.0,203.0,0.635,119.0,177.0,296.0,347.0,67.0,6.0,0.0,169.0,569.0,1977
89,Mike Dunleavy,PG,22.0,PHI,32.0,0.0,359.0,60.0,145.0,0.414,0.0,0.0,0.0,60.0,145.0,0.414,0.414,34.0,45.0,0.756,10.0,24.0,34.0,56.0,13.0,2.0,0.0,64.0,154.0,1977
90,Jim Eakins,C,30.0,KCK,82.0,0.0,1338.0,151.0,336.0,0.449,0.0,0.0,0.0,151.0,336.0,0.449,0.449,188.0,222.0,0.847,112.0,249.0,361.0,119.0,29.0,49.0,0.0,195.0,490.0,1977
91,Al Eberhard,SF,24.0,DET,68.0,0.0,1219.0,181.0,380.0,0.476,0.0,0.0,0.0,181.0,380.0,0.476,0.476,109.0,138.0,0.79,76.0,145.0,221.0,50.0,45.0,15.0,0.0,197.0,471.0,1977
92,Len Elmore,C,24.0,IND,6.0,0.0,46.0,7.0,17.0,0.412,0.0,0.0,0.0,7.0,17.0,0.412,0.412,4.0,5.0,0.8,7.0,8.0,15.0,2.0,0.0,4.0,0.0,11.0,18.0,1977
93,Darrell Elston,SG,24.0,IND,5.0,0.0,40.0,2.0,14.0,0.143,0.0,0.0,0.0,2.0,14.0,0.143,0.143,1.0,2.0,0.5,1.0,5.0,6.0,2.0,1.0,0.0,0.0,6.0,5.0,1977
94,Alex English,SF,23.0,MIL,60.0,0.0,648.0,132.0,277.0,0.477,0.0,0.0,0.0,132.0,277.0,0.477,0.477,46.0,60.0,0.767,68.0,100.0,168.0,25.0,17.0,18.0,0.0,78.0,310.0,1977
95,Keith Erickson,SF,32.0,PHO,50.0,0.0,949.0,142.0,294.0,0.483,0.0,0.0,0.0,142.0,294.0,0.483,0.483,37.0,50.0,0.74,36.0,108.0,144.0,104.0,30.0,7.0,0.0,122.0,321.0,1977
96,Julius Erving,SF,26.0,PHI,82.0,0.0,2940.0,685.0,1373.0,0.499,0.0,0.0,0.0,685.0,1373.0,0.499,0.499,400.0,515.0,0.777,192.0,503.0,695.0,306.0,159.0,113.0,0.0,251.0,1770.0,1977
97,Butch Feher,SG,22.0,PHO,48.0,0.0,487.0,86.0,162.0,0.531,0.0,0.0,0.0,86.0,162.0,0.531,0.531,76.0,99.0,0.768,18.0,56.0,74.0,36.0,11.0,7.0,0.0,46.0,248.0,1977
98,Eric Fernsten,C,23.0,CHI,5.0,0.0,61.0,3.0,15.0,0.2,0.0,0.0,0.0,3.0,15.0,0.2,0.2,8.0,11.0,0.727,9.0,7.0,16.0,6.0,1.0,3.0,0.0,9.0,14.0,1977
99,Mike Flynn,SG,23.0,IND,73.0,0.0,1324.0,250.0,573.0,0.436,0.0,0.0,0.0,250.0,573.0,0.436,0.436,101.0,142.0,0.711,76.0,111.0,187.0,179.0,57.0,6.0,0.0,106.0,601.0,1977
100,Chris Ford,SG,28.0,DET,82.0,0.0,2539.0,437.0,918.0,0.476,0.0,0.0,0.0,437.0,918.0,0.476,0.476,131.0,170.0,0.771,96.0,174.0,270.0,337.0,179.0,26.0,0.0,192.0,1005.0,1977
101,Don Ford,PF,24.0,LAL,82.0,0.0,1782.0,262.0,570.0,0.46,0.0,0.0,0.0,262.0,570.0,0.46,0.46,73.0,102.0,0.716,105.0,248.0,353.0,133.0,60.0,21.0,0.0,170.0,597.0,1977
102,Fred Foster,SF,30.0,BUF,59.0,0.0,689.0,99.0,247.0,0.401,0.0,0.0,0.0,99.0,247.0,0.401,0.401,30.0,44.0,0.682,33.0,43.0,76.0,48.0,16.0,0.0,0.0,92.0,228.0,1977
103,Jim Fox,C,33.0,NYN,71.0,0.0,1165.0,184.0,398.0,0.462,0.0,0.0,0.0,184.0,398.0,0.462,0.462,95.0,114.0,0.833,100.0,229.0,329.0,49.0,20.0,25.0,0.0,158.0,463.0,1977
104,Walt Frazier,PG,31.0,NYK,76.0,0.0,2687.0,532.0,1089.0,0.489,0.0,0.0,0.0,532.0,1089.0,0.489,0.489,259.0,336.0,0.771,52.0,241.0,293.0,403.0,132.0,9.0,0.0,194.0,1323.0,1977
105,World B. Free,SG,23.0,PHI,78.0,0.0,2253.0,467.0,1022.0,0.457,0.0,0.0,0.0,467.0,1022.0,0.457,0.457,334.0,464.0,0.72,97.0,140.0,237.0,266.0,75.0,25.0,0.0,207.0,1268.0,1977
106,Terry Furlow,SG,22.0,PHI,32.0,0.0,174.0,34.0,100.0,0.34,0.0,0.0,0.0,34.0,100.0,0.34,0.34,16.0,18.0,0.889,18.0,21.0,39.0,19.0,7.0,2.0,0.0,11.0,84.0,1977
107,Mike Gale,SG,26.0,SAS,82.0,0.0,2598.0,353.0,754.0,0.468,0.0,0.0,0.0,353.0,754.0,0.468,0.468,137.0,167.0,0.82,54.0,219.0,273.0,473.0,191.0,50.0,0.0,224.0,843.0,1977
108,Rowland Garrett,SF,26.0,TOT,62.0,0.0,598.0,106.0,239.0,0.444,0.0,0.0,0.0,106.0,239.0,0.444,0.444,41.0,51.0,0.804,37.0,75.0,112.0,27.0,21.0,10.0,0.0,80.0,253.0,1977
111,Gus Gerard,SF,23.0,TOT,65.0,0.0,1048.0,201.0,454.0,0.443,0.0,0.0,0.0,201.0,454.0,0.443,0.443,78.0,117.0,0.667,89.0,128.0,217.0,92.0,44.0,62.0,0.0,164.0,480.0,1977
114,George Gervin,SF,24.0,SAS,82.0,0.0,2705.0,726.0,1335.0,0.544,0.0,0.0,0.0,726.0,1335.0,0.544,0.544,443.0,532.0,0.833,134.0,320.0,454.0,238.0,105.0,104.0,0.0,286.0,1895.0,1977
115,John Gianelli,C,26.0,TOT,76.0,0.0,1913.0,257.0,579.0,0.444,0.0,0.0,0.0,257.0,579.0,0.444,0.444,90.0,125.0,0.72,154.0,321.0,475.0,83.0,35.0,98.0,0.0,171.0,604.0,1977
118,Herm Gilliam,SG,30.0,POR,80.0,0.0,1665.0,326.0,744.0,0.438,0.0,0.0,0.0,326.0,744.0,0.438,0.438,92.0,120.0,0.767,64.0,137.0,201.0,170.0,76.0,6.0,0.0,168.0,744.0,1977
119,Artis Gilmore,C,27.0,CHI,82.0,0.0,2877.0,570.0,1091.0,0.522,0.0,0.0,0.0,570.0,1091.0,0.522,0.522,387.0,586.0,0.66,313.0,757.0,1070.0,199.0,44.0,203.0,0.0,266.0,1527.0,1977
120,Gail Goodrich,SG,33.0,NOJ,27.0,0.0,609.0,136.0,305.0,0.446,0.0,0.0,0.0,136.0,305.0,0.446,0.446,68.0,85.0,0.8,25.0,36.0,61.0,74.0,22.0,2.0,0.0,43.0,340.0,1977
121,Leonard Gray,PF,25.0,TOT,83.0,0.0,1639.0,258.0,592.0,0.436,0.0,0.0,0.0,258.0,592.0,0.436,0.436,118.0,158.0,0.747,84.0,209.0,293.0,124.0,58.0,31.0,0.0,273.0,634.0,1977
124,Mike Green,C,25.0,SEA,76.0,0.0,1928.0,290.0,658.0,0.441,0.0,0.0,0.0,290.0,658.0,0.441,0.441,166.0,235.0,0.706,191.0,312.0,503.0,120.0,45.0,129.0,0.0,201.0,746.0,1977
125,Steve Green,SF,23.0,IND,70.0,0.0,918.0,183.0,424.0,0.432,0.0,0.0,0.0,183.0,424.0,0.432,0.432,84.0,113.0,0.743,79.0,98.0,177.0,46.0,46.0,12.0,0.0,157.0,450.0,1977
126,Kevin Grevey,SF,23.0,WSB,76.0,0.0,1306.0,224.0,530.0,0.423,0.0,0.0,0.0,224.0,530.0,0.423,0.423,79.0,119.0,0.664,73.0,105.0,178.0,68.0,29.0,9.0,0.0,148.0,527.0,1977
127,Paul Griffin,PF,23.0,NOJ,81.0,0.0,1645.0,140.0,256.0,0.547,0.0,0.0,0.0,140.0,256.0,0.547,0.547,145.0,201.0,0.721,167.0,328.0,495.0,167.0,50.0,43.0,0.0,241.0,425.0,1977
128,Bob Gross,SF,23.0,POR,82.0,0.0,2232.0,376.0,711.0,0.529,0.0,0.0,0.0,376.0,711.0,0.529,0.529,183.0,215.0,0.851,173.0,221.0,394.0,242.0,107.0,57.0,0.0,255.0,935.0,1977
