,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
24,Dana Barros,PG,31.0,BOS,50.0,16.0,1156.0,168.0,371.0,0.453,64.0,160.0,0.4,104.0,211.0,0.493,0.539,64.0,73.0,0.877,16.0,89.0,105.0,208.0,52.0,5.0,88.0,64.0,464.0,1999
25,Brent Barry,SG,27.0,CHI,37.0,30.0,1181.0,141.0,356.0,0.396,52.0,172.0,0.302,89.0,184.0,0.484,0.469,78.0,101.0,0.772,39.0,105.0,144.0,116.0,42.0,11.0,72.0,98.0,412.0,1999
26,Drew Barry,SG,25.0,SEA,17.0,0.0,183.0,10.0,32.0,0.313,8.0,24.0,0.333,2.0,8.0,0.25,0.438,9.0,13.0,0.692,3.0,17.0,20.0,29.0,7.0,1.0,12.0,24.0,37.0,1999
27,Jon Barry,SG,29.0,SAC,43.0,0.0,736.0,59.0,138.0,0.428,24.0,79.0,0.304,35.0,59.0,0.593,0.514,71.0,84.0,0.845,25.0,71.0,96.0,112.0,53.0,5.0,47.0,61.0,213.0,1999
28,Tony Battie,C,22.0,BOS,50.0,15.0,1121.0,147.0,283.0,0.519,0.0,3.0,0.0,147.0,280.0,0.525,0.519,41.0,61.0,0.672,96.0,204.0,300.0,53.0,29.0,71.0,45.0,159.0,335.0,1999
29,Corey Beck,PG,27.0,TOT,24.0,0.0,180.0,18.0,39.0,0.462,1.0,1.0,1.0,17.0,38.0,0.447,0.474,8.0,15.0,0.533,6.0,22.0,28.0,20.0,9.0,2.0,13.0,26.0,45.0,1999
32,Benoit Benjamin,C,34.0,PHI,6.0,0.0,33.0,2.0,7.0,0.286,0.0,0.0,0.0,2.0,7.0,0.286,0.286,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,0.0,3.0,6.0,4.0,1999
33,Corey Benjamin,PG,20.0,CHI,31.0,1.0,320.0,44.0,117.0,0.376,3.0,14.0,0.214,41.0,103.0,0.398,0.389,27.0,40.0,0.675,15.0,25.0,40.0,10.0,11.0,8.0,21.0,46.0,118.0,1999
34,Mario Bennett,PF,25.0,CHI,3.0,0.0,19.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,0.333,3.0,4.0,0.75,2.0,3.0,5.0,0.0,1.0,0.0,1.0,4.0,7.0,1999
35,Travis Best,PG,26.0,IND,49.0,0.0,1043.0,127.0,305.0,0.416,22.0,59.0,0.373,105.0,246.0,0.427,0.452,70.0,83.0,0.843,19.0,61.0,80.0,169.0,42.0,4.0,62.0,111.0,346.0,1999
36,Mike Bibby,PG,20.0,VAN,50.0,50.0,1758.0,260.0,605.0,0.43,15.0,74.0,0.203,245.0,531.0,0.461,0.442,127.0,169.0,0.751,30.0,106.0,136.0,325.0,78.0,5.0,146.0,122.0,662.0,1999
37,Chauncey Billups,SG,22.0,DEN,45.0,41.0,1488.0,191.0,495.0,0.386,85.0,235.0,0.362,106.0,260.0,0.408,0.472,157.0,172.0,0.913,24.0,72.0,96.0,173.0,58.0,14.0,98.0,115.0,624.0,1999
38,Mookie Blaylock,PG,31.0,ATL,48.0,48.0,1763.0,247.0,651.0,0.379,77.0,251.0,0.307,170.0,400.0,0.425,0.439,69.0,91.0,0.758,45.0,179.0,224.0,278.0,99.0,9.0,115.0,61.0,640.0,1999
39,Corie Blount,PF,30.0,TOT,34.0,3.0,530.0,36.0,100.0,0.36,0.0,1.0,0.0,36.0,99.0,0.364,0.36,28.0,54.0,0.519,58.0,93.0,151.0,12.0,19.0,16.0,21.0,74.0,100.0,1999
42,Muggsy Bogues,PG,34.0,GSW,36.0,5.0,714.0,76.0,154.0,0.494,0.0,6.0,0.0,76.0,148.0,0.514,0.494,31.0,36.0,0.861,16.0,57.0,73.0,134.0,43.0,1.0,47.0,44.0,183.0,1999
43,Etdrick Bohannon,SF,25.0,WAS,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
44,Keith Booth,SF,24.0,CHI,39.0,4.0,432.0,49.0,151.0,0.325,1.0,10.0,0.1,48.0,141.0,0.34,0.328,21.0,42.0,0.5,25.0,68.0,93.0,38.0,22.0,11.0,39.0,60.0,120.0,1999
45,Bruce Bowen,SF,27.0,BOS,30.0,1.0,494.0,26.0,93.0,0.28,7.0,26.0,0.269,19.0,67.0,0.284,0.317,11.0,24.0,0.458,15.0,37.0,52.0,28.0,21.0,9.0,13.0,51.0,70.0,1999
46,Earl Boykins,PG,22.0,TOT,22.0,0.0,221.0,30.0,79.0,0.38,3.0,18.0,0.167,27.0,61.0,0.443,0.399,2.0,3.0,0.667,7.0,10.0,17.0,33.0,6.0,0.0,20.0,20.0,65.0,1999
49,Shawn Bradley,C,26.0,DAL,49.0,33.0,1294.0,167.0,348.0,0.48,0.0,4.0,0.0,167.0,344.0,0.485,0.48,86.0,115.0,0.748,130.0,262.0,392.0,40.0,35.0,159.0,56.0,153.0,420.0,1999
50,Terrell Brandon,PG,28.0,TOT,36.0,34.0,1217.0,212.0,507.0,0.418,12.0,47.0,0.255,200.0,460.0,0.435,0.43,65.0,78.0,0.833,27.0,107.0,134.0,309.0,63.0,10.0,74.0,82.0,501.0,1999
53,Chucky Brown,PF,30.0,CHH,48.0,21.0,1192.0,176.0,373.0,0.472,15.0,40.0,0.375,161.0,333.0,0.483,0.492,40.0,59.0,0.678,36.0,138.0,174.0,57.0,16.0,19.0,38.0,106.0,407.0,1999
54,Dee Brown,PG,30.0,TOR,49.0,0.0,1377.0,187.0,495.0,0.378,135.0,349.0,0.387,52.0,146.0,0.356,0.514,40.0,55.0,0.727,15.0,88.0,103.0,143.0,56.0,8.0,80.0,75.0,549.0,1999
55,Gerald Brown,SG,23.0,PHO,33.0,0.0,236.0,33.0,89.0,0.371,3.0,10.0,0.3,30.0,79.0,0.38,0.388,11.0,14.0,0.786,5.0,17.0,22.0,31.0,5.0,1.0,22.0,21.0,80.0,1999
56,P.J. Brown,PF,29.0,MIA,50.0,50.0,1611.0,229.0,477.0,0.48,0.0,0.0,0.0,229.0,477.0,0.48,0.48,113.0,146.0,0.774,115.0,231.0,346.0,66.0,46.0,48.0,69.0,166.0,571.0,1999
57,Randy Brown,PG,30.0,CHI,39.0,32.0,1139.0,132.0,319.0,0.414,0.0,10.0,0.0,132.0,309.0,0.427,0.414,78.0,103.0,0.757,27.0,105.0,132.0,149.0,68.0,8.0,80.0,93.0,342.0,1999
58,Rick Brunson,PG,26.0,NYK,17.0,0.0,95.0,6.0,21.0,0.286,0.0,5.0,0.0,6.0,16.0,0.375,0.286,5.0,18.0,0.278,3.0,7.0,10.0,19.0,9.0,0.0,12.0,8.0,17.0,1999
59,Kobe Bryant,SG,20.0,LAL,50.0,50.0,1896.0,362.0,779.0,0.465,27.0,101.0,0.267,335.0,678.0,0.494,0.482,245.0,292.0,0.839,53.0,211.0,264.0,190.0,72.0,50.0,157.0,153.0,996.0,1999
60,Mark Bryant,PF,33.0,CHI,45.0,29.0,1204.0,168.0,348.0,0.483,0.0,1.0,0.0,168.0,347.0,0.484,0.483,71.0,110.0,0.645,92.0,140.0,232.0,48.0,34.0,16.0,68.0,149.0,407.0,1999
61,Jud Buechler,SF,30.0,DET,50.0,0.0,1056.0,100.0,240.0,0.417,61.0,148.0,0.412,39.0,92.0,0.424,0.544,13.0,18.0,0.722,29.0,104.0,133.0,57.0,37.0,13.0,21.0,83.0,274.0,1999
62,Matt Bullard,PF,31.0,HOU,41.0,0.0,413.0,43.0,114.0,0.377,24.0,62.0,0.387,19.0,52.0,0.365,0.482,7.0,10.0,0.7,9.0,33.0,42.0,18.0,13.0,4.0,14.0,28.0,117.0,1999
63,Scott Burrell,SF,28.0,NJN,32.0,10.0,706.0,75.0,208.0,0.361,28.0,72.0,0.389,47.0,136.0,0.346,0.428,34.0,42.0,0.81,32.0,87.0,119.0,45.0,40.0,11.0,23.0,82.0,212.0,1999
64,Willie Burton,SF,30.0,CHH,3.0,0.0,18.0,1.0,7.0,0.143,0.0,1.0,0.0,1.0,6.0,0.167,0.143,2.0,4.0,0.5,4.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,1999
65,Mitchell Butler,SG,28.0,CLE,31.0,1.0,418.0,67.0,139.0,0.482,11.0,29.0,0.379,56.0,110.0,0.509,0.522,23.0,32.0,0.719,13.0,31.0,44.0,22.0,15.0,4.0,29.0,41.0,168.0,1999
66,Jason Caffey,PF,25.0,GSW,35.0,32.0,876.0,123.0,277.0,0.444,0.0,1.0,0.0,123.0,276.0,0.446,0.444,62.0,98.0,0.633,79.0,126.0,205.0,18.0,24.0,9.0,75.0,113.0,308.0,1999
67,Marcus Camby,C,24.0,NYK,46.0,0.0,945.0,136.0,261.0,0.521,0.0,0.0,0.0,136.0,261.0,0.521,0.521,57.0,103.0,0.553,102.0,151.0,253.0,12.0,29.0,74.0,39.0,131.0,329.0,1999
68,Elden Campbell,C,30.0,TOT,49.0,33.0,1459.0,222.0,465.0,0.477,0.0,1.0,0.0,222.0,464.0,0.478,0.477,172.0,269.0,0.639,126.0,271.0,397.0,69.0,39.0,73.0,80.0,159.0,616.0,1999
71,Antoine Carr,PF,37.0,HOU,18.0,0.0,152.0,21.0,52.0,0.404,0.0,1.0,0.0,21.0,51.0,0.412,0.404,5.0,7.0,0.714,9.0,22.0,31.0,9.0,1.0,10.0,9.0,31.0,47.0,1999
72,Chris Carr,SG,24.0,TOT,39.0,4.0,445.0,76.0,205.0,0.371,28.0,75.0,0.373,48.0,130.0,0.369,0.439,27.0,40.0,0.675,23.0,48.0,71.0,23.0,8.0,2.0,28.0,45.0,207.0,1999
75,Cory Carr,SG,23.0,CHI,42.0,7.0,624.0,71.0,216.0,0.329,5.0,30.0,0.167,66.0,186.0,0.355,0.34,24.0,32.0,0.75,8.0,41.0,49.0,66.0,21.0,7.0,46.0,66.0,171.0,1999
76,Vince Carter,SF,22.0,TOR,50.0,49.0,1760.0,345.0,766.0,0.45,19.0,66.0,0.288,326.0,700.0,0.466,0.463,204.0,268.0,0.761,94.0,189.0,283.0,149.0,55.0,77.0,110.0,140.0,913.0,1999
77,Sam Cassell,PG,29.0,TOT,8.0,3.0,199.0,39.0,93.0,0.419,2.0,10.0,0.2,37.0,83.0,0.446,0.43,47.0,50.0,0.94,5.0,10.0,15.0,36.0,9.0,0.0,20.0,22.0,127.0,1999
80,Kelvin Cato,C,24.0,POR,43.0,0.0,545.0,58.0,129.0,0.45,1.0,1.0,1.0,57.0,128.0,0.445,0.453,34.0,67.0,0.507,49.0,101.0,150.0,19.0,23.0,56.0,27.0,100.0,151.0,1999
81,Duane Causwell,C,30.0,MIA,19.0,1.0,137.0,20.0,35.0,0.571,0.0,0.0,0.0,20.0,35.0,0.571,0.571,4.0,12.0,0.333,14.0,21.0,35.0,2.0,0.0,11.0,18.0,32.0,44.0,1999
82,Cedric Ceballos,SF,29.0,DAL,13.0,5.0,352.0,59.0,140.0,0.421,11.0,28.0,0.393,48.0,112.0,0.429,0.461,34.0,49.0,0.694,23.0,62.0,85.0,12.0,7.0,5.0,28.0,23.0,163.0,1999
83,Rex Chapman,SG,31.0,PHO,38.0,35.0,1183.0,165.0,459.0,0.359,53.0,151.0,0.351,112.0,308.0,0.364,0.417,76.0,91.0,0.835,12.0,92.0,104.0,109.0,34.0,9.0,54.0,46.0,459.0,1999
84,Calbert Cheaney,SG,27.0,WAS,50.0,18.0,1266.0,172.0,415.0,0.414,8.0,37.0,0.216,164.0,378.0,0.434,0.424,33.0,67.0,0.493,33.0,108.0,141.0,73.0,39.0,16.0,42.0,146.0,385.0,1999
85,Pete Chilcutt,PF,30.0,VAN,46.0,0.0,697.0,63.0,172.0,0.366,26.0,68.0,0.382,37.0,104.0,0.356,0.442,14.0,17.0,0.824,29.0,88.0,117.0,30.0,22.0,12.0,28.0,52.0,166.0,1999
86,Chris Childs,PG,31.0,NYK,48.0,0.0,1297.0,114.0,267.0,0.427,36.0,94.0,0.383,78.0,173.0,0.451,0.494,64.0,78.0,0.821,18.0,115.0,133.0,193.0,44.0,1.0,85.0,156.0,328.0,1999
87,Doug Christie,SG,28.0,TOR,50.0,50.0,1768.0,252.0,650.0,0.388,49.0,161.0,0.304,203.0,489.0,0.415,0.425,207.0,246.0,0.841,59.0,148.0,207.0,187.0,113.0,26.0,119.0,111.0,760.0,1999
88,Keon Clark,C,23.0,DEN,28.0,0.0,409.0,36.0,80.0,0.45,0.0,1.0,0.0,36.0,79.0,0.456,0.45,21.0,37.0,0.568,36.0,60.0,96.0,10.0,10.0,31.0,21.0,52.0,93.0,1999
89,Keith Closs,C,22.0,LAC,15.0,0.0,87.0,12.0,23.0,0.522,0.0,1.0,0.0,12.0,22.0,0.545,0.522,8.0,10.0,0.8,5.0,20.0,25.0,0.0,3.0,9.0,6.0,14.0,32.0,1999
90,John Coker,C,27.0,WAS,14.0,0.0,98.0,13.0,31.0,0.419,0.0,0.0,0.0,13.0,31.0,0.419,0.419,5.0,6.0,0.833,7.0,15.0,22.0,0.0,1.0,2.0,2.0,17.0,31.0,1999
91,Derrick Coleman,PF,31.0,CHH,37.0,29.0,1178.0,168.0,406.0,0.414,7.0,33.0,0.212,161.0,373.0,0.432,0.422,143.0,190.0,0.753,76.0,252.0,328.0,78.0,24.0,42.0,90.0,96.0,486.0,1999
92,Bimbo Coles,PG,30.0,GSW,48.0,32.0,1272.0,183.0,414.0,0.442,6.0,25.0,0.24,177.0,389.0,0.455,0.449,83.0,101.0,0.822,21.0,96.0,117.0,222.0,45.0,11.0,82.0,113.0,455.0,1999
93,Marty Conlon,C,31.0,MIA,7.0,0.0,35.0,3.0,13.0,0.231,0.0,0.0,0.0,3.0,13.0,0.231,0.231,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,3.0,6.0,8.0,1999
94,Tyrone Corbin,SF,36.0,ATL,47.0,6.0,1066.0,131.0,335.0,0.391,38.0,119.0,0.319,93.0,216.0,0.431,0.448,52.0,80.0,0.65,37.0,108.0,145.0,43.0,31.0,7.0,43.0,74.0,352.0,1999
95,James Cotton,SG,23.0,SEA,10.0,0.0,59.0,6.0,18.0,0.333,0.0,3.0,0.0,6.0,15.0,0.4,0.333,13.0,18.0,0.722,2.0,8.0,10.0,0.0,3.0,0.0,3.0,6.0,25.0,1999
96,Chris Crawford,PF,23.0,ATL,42.0,30.0,784.0,110.0,255.0,0.431,11.0,33.0,0.333,99.0,222.0,0.446,0.453,57.0,70.0,0.814,37.0,53.0,90.0,24.0,10.0,13.0,48.0,106.0,288.0,1999
97,Austin Croshere,PF,23.0,IND,27.0,0.0,249.0,32.0,75.0,0.427,8.0,29.0,0.276,24.0,46.0,0.522,0.48,20.0,23.0,0.87,16.0,29.0,45.0,10.0,7.0,8.0,23.0,32.0,92.0,1999
98,John Crotty,PG,29.0,TOT,27.0,0.0,382.0,51.0,124.0,0.411,14.0,36.0,0.389,37.0,88.0,0.42,0.468,43.0,50.0,0.86,8.0,23.0,31.0,63.0,11.0,0.0,33.0,31.0,159.0,1999
101,Terry Cummings,PF,37.0,GSW,50.0,0.0,1011.0,186.0,424.0,0.439,1.0,1.0,1.0,185.0,423.0,0.437,0.44,81.0,114.0,0.711,95.0,160.0,255.0,58.0,46.0,10.0,58.0,168.0,454.0,1999
102,William Cunningham,C,24.0,TOT,16.0,6.0,162.0,3.0,18.0,0.167,0.0,0.0,0.0,3.0,18.0,0.167,0.167,0.0,2.0,0.0,13.0,15.0,28.0,1.0,1.0,11.0,5.0,30.0,6.0,1999
105,Bill Curley,PF,26.0,MIN,35.0,7.0,372.0,29.0,72.0,0.403,1.0,5.0,0.2,28.0,67.0,0.418,0.41,19.0,22.0,0.864,20.0,31.0,51.0,14.0,17.0,9.0,10.0,83.0,78.0,1999
106,Dell Curry,SG,34.0,MIL,42.0,0.0,864.0,163.0,336.0,0.485,69.0,145.0,0.476,94.0,191.0,0.492,0.588,28.0,34.0,0.824,18.0,67.0,85.0,48.0,36.0,3.0,45.0,42.0,423.0,1999
107,Michael Curry,SF,30.0,MIL,50.0,4.0,1146.0,90.0,206.0,0.437,1.0,15.0,0.067,89.0,191.0,0.466,0.439,63.0,79.0,0.797,19.0,89.0,108.0,78.0,42.0,7.0,37.0,135.0,244.0,1999
108,Erick Dampier,C,23.0,GSW,50.0,50.0,1414.0,161.0,414.0,0.389,0.0,0.0,0.0,161.0,414.0,0.389,0.389,120.0,204.0,0.588,164.0,218.0,382.0,54.0,26.0,58.0,92.0,165.0,442.0,1999
109,Antonio Daniels,PG,23.0,SAS,47.0,0.0,614.0,83.0,183.0,0.454,5.0,17.0,0.294,78.0,166.0,0.47,0.467,49.0,65.0,0.754,13.0,41.0,54.0,106.0,30.0,6.0,44.0,39.0,220.0,1999
110,Kornél Dávid,SF,27.0,CHI,50.0,6.0,902.0,109.0,243.0,0.449,0.0,1.0,0.0,109.0,242.0,0.45,0.449,90.0,111.0,0.811,70.0,103.0,173.0,40.0,23.0,17.0,48.0,88.0,308.0,1999
111,Antonio Davis,PF,30.0,IND,49.0,1.0,1271.0,164.0,348.0,0.471,0.0,0.0,0.0,164.0,348.0,0.471,0.471,135.0,192.0,0.703,116.0,228.0,344.0,33.0,22.0,42.0,50.0,136.0,463.0,1999
112,Ben Davis,PF,26.0,NYK,8.0,0.0,21.0,7.0,17.0,0.412,0.0,0.0,0.0,7.0,17.0,0.412,0.412,3.0,6.0,0.5,9.0,2.0,11.0,3.0,0.0,0.0,1.0,4.0,17.0,1999
113,Dale Davis,PF,29.0,IND,50.0,50.0,1374.0,161.0,302.0,0.533,0.0,0.0,0.0,161.0,302.0,0.533,0.533,76.0,123.0,0.618,155.0,261.0,416.0,22.0,20.0,57.0,43.0,115.0,398.0,1999
114,Hubert Davis,SG,28.0,DAL,50.0,21.0,1378.0,174.0,397.0,0.438,65.0,144.0,0.451,109.0,253.0,0.431,0.52,44.0,50.0,0.88,3.0,83.0,86.0,89.0,21.0,3.0,57.0,76.0,457.0,1999
115,Mark Davis,SF,25.0,MIA,4.0,1.0,35.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,0.333,5.0,6.0,0.833,2.0,5.0,7.0,1.0,1.0,0.0,7.0,12.0,9.0,1999
116,Ricky Davis,SG,19.0,CHH,46.0,1.0,557.0,81.0,200.0,0.405,2.0,12.0,0.167,79.0,188.0,0.42,0.41,45.0,59.0,0.763,40.0,44.0,84.0,58.0,30.0,7.0,54.0,46.0,209.0,1999
117,Terry Davis,C,31.0,WAS,37.0,34.0,578.0,49.0,92.0,0.533,0.0,0.0,0.0,49.0,92.0,0.533,0.533,28.0,38.0,0.737,50.0,89.0,139.0,10.0,11.0,3.0,16.0,79.0,126.0,1999
118,Andrew DeClercq,C,25.0,TOT,47.0,32.0,1102.0,138.0,276.0,0.5,0.0,0.0,0.0,138.0,276.0,0.5,0.5,95.0,141.0,0.674,104.0,151.0,255.0,31.0,50.0,29.0,54.0,161.0,371.0,1999
121,Terry Dehere,SG-PG,27.0,TOT,26.0,0.0,291.0,31.0,85.0,0.365,16.0,39.0,0.41,15.0,46.0,0.326,0.459,5.0,7.0,0.714,7.0,17.0,24.0,27.0,7.0,3.0,16.0,30.0,83.0,1999
124,Vinny Del Negro,PG,32.0,MIL,48.0,7.0,1093.0,114.0,270.0,0.422,13.0,30.0,0.433,101.0,240.0,0.421,0.446,40.0,50.0,0.8,14.0,88.0,102.0,174.0,33.0,3.0,55.0,62.0,281.0,1999
125,Bison Dele,C,29.0,DET,49.0,48.0,1177.0,216.0,431.0,0.501,0.0,1.0,0.0,216.0,430.0,0.502,0.501,81.0,118.0,0.686,92.0,180.0,272.0,71.0,38.0,40.0,111.0,181.0,513.0,1999
126,Tony Delk,PG,25.0,GSW,36.0,13.0,630.0,92.0,253.0,0.364,16.0,66.0,0.242,76.0,187.0,0.406,0.395,46.0,71.0,0.648,11.0,43.0,54.0,95.0,16.0,6.0,45.0,47.0,246.0,1999
127,Michael Dickerson,SG,23.0,HOU,50.0,50.0,1558.0,215.0,462.0,0.465,71.0,164.0,0.433,144.0,298.0,0.483,0.542,46.0,72.0,0.639,26.0,57.0,83.0,95.0,27.0,11.0,66.0,90.0,547.0,1999
128,Vlade Divac,C,30.0,SAC,50.0,50.0,1761.0,262.0,557.0,0.47,11.0,43.0,0.256,251.0,514.0,0.488,0.48,179.0,255.0,0.702,140.0,361.0,501.0,215.0,44.0,51.0,131.0,166.0,714.0,1999
129,Michael Doleac,C,21.0,ORL,49.0,0.0,780.0,125.0,267.0,0.468,0.0,0.0,0.0,125.0,267.0,0.468,0.468,54.0,80.0,0.675,66.0,82.0,148.0,20.0,19.0,17.0,26.0,117.0,304.0,1999
130,Sherman Douglas,PG,32.0,LAC,30.0,19.0,842.0,96.0,219.0,0.438,0.0,11.0,0.0,96.0,208.0,0.462,0.438,55.0,87.0,0.632,16.0,42.0,58.0,124.0,27.0,3.0,61.0,54.0,247.0,1999
131,Bryce Drew,PG,24.0,HOU,34.0,0.0,441.0,47.0,129.0,0.364,16.0,49.0,0.327,31.0,80.0,0.388,0.426,8.0,8.0,1.0,3.0,29.0,32.0,52.0,12.0,4.0,31.0,61.0,118.0,1999
132,Chris Dudley,C,33.0,NYK,46.0,16.0,685.0,48.0,109.0,0.44,0.0,0.0,0.0,48.0,109.0,0.44,0.44,19.0,40.0,0.475,79.0,114.0,193.0,7.0,13.0,38.0,24.0,116.0,115.0,1999
133,Joe Dumars,SG,35.0,DET,38.0,38.0,1116.0,144.0,350.0,0.411,89.0,221.0,0.403,55.0,129.0,0.426,0.539,51.0,61.0,0.836,12.0,56.0,68.0,134.0,23.0,2.0,53.0,51.0,428.0,1999
