,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
35,Mike Bratz,PG,23.0,PHO,77.0,0.0,1297.0,242.0,533.0,0.454,0.0,0.0,0.0,242.0,533.0,0.454,0.454,139.0,170.0,0.818,55.0,86.0,141.0,179.0,64.0,7.0,135.0,151.0,623.0,1979
36,Jim Brewer,PF,27.0,TOT,80.0,0.0,1611.0,141.0,319.0,0.442,0.0,0.0,0.0,141.0,319.0,0.442,0.442,26.0,63.0,0.413,159.0,316.0,475.0,87.0,61.0,66.0,97.0,174.0,308.0,1979
39,Ron Brewer,SG,23.0,POR,81.0,0.0,2454.0,434.0,878.0,0.494,0.0,0.0,0.0,434.0,878.0,0.494,0.494,210.0,256.0,0.82,88.0,141.0,229.0,165.0,102.0,79.0,153.0,181.0,1078.0,1979
40,Junior Bridgeman,SG,25.0,MIL,82.0,0.0,1963.0,540.0,1067.0,0.506,0.0,0.0,0.0,540.0,1067.0,0.506,0.506,189.0,228.0,0.829,113.0,184.0,297.0,163.0,88.0,41.0,138.0,184.0,1269.0,1979
41,Allan Bristow,SF,27.0,SAS,74.0,0.0,1324.0,174.0,354.0,0.492,0.0,0.0,0.0,174.0,354.0,0.492,0.492,124.0,149.0,0.832,80.0,167.0,247.0,231.0,56.0,15.0,108.0,154.0,472.0,1979
42,Fred Brown,PG,30.0,SEA,77.0,0.0,1961.0,446.0,951.0,0.469,0.0,0.0,0.0,446.0,951.0,0.469,0.469,183.0,206.0,0.888,38.0,134.0,172.0,260.0,119.0,23.0,164.0,142.0,1075.0,1979
43,John Brown,SF,27.0,CHI,77.0,0.0,1265.0,152.0,317.0,0.479,0.0,0.0,0.0,152.0,317.0,0.479,0.479,84.0,98.0,0.857,83.0,155.0,238.0,104.0,18.0,10.0,89.0,180.0,388.0,1979
44,Joe Bryant,PF,24.0,PHI,70.0,0.0,1064.0,205.0,478.0,0.429,0.0,0.0,0.0,205.0,478.0,0.429,0.429,123.0,170.0,0.724,96.0,163.0,259.0,103.0,49.0,9.0,114.0,171.0,533.0,1979
45,Quinn Buckner,PG,24.0,MIL,81.0,0.0,1757.0,251.0,553.0,0.454,0.0,0.0,0.0,251.0,553.0,0.454,0.454,79.0,125.0,0.632,57.0,153.0,210.0,468.0,156.0,17.0,208.0,224.0,581.0,1979
46,Greg Bunch,SF,22.0,NYK,12.0,0.0,97.0,9.0,26.0,0.346,0.0,0.0,0.0,9.0,26.0,0.346,0.346,10.0,12.0,0.833,9.0,8.0,17.0,4.0,3.0,3.0,5.0,10.0,28.0,1979
47,Tom Burleson,C,26.0,KCK,56.0,0.0,927.0,157.0,342.0,0.459,0.0,0.0,0.0,157.0,342.0,0.459,0.459,121.0,169.0,0.716,84.0,197.0,281.0,50.0,26.0,58.0,64.0,183.0,435.0,1979
48,Don Buse,PG,28.0,PHO,82.0,0.0,2544.0,285.0,576.0,0.495,0.0,0.0,0.0,285.0,576.0,0.495,0.495,70.0,91.0,0.769,44.0,173.0,217.0,356.0,156.0,18.0,96.0,149.0,640.0,1979
49,Marty Byrnes,SF,22.0,TOT,79.0,0.0,1264.0,187.0,389.0,0.481,0.0,0.0,0.0,187.0,389.0,0.481,0.481,106.0,154.0,0.688,90.0,101.0,191.0,104.0,27.0,10.0,119.0,111.0,480.0,1979
52,Corky Calhoun,SF,28.0,IND,81.0,0.0,1332.0,153.0,335.0,0.457,0.0,0.0,0.0,153.0,335.0,0.457,0.457,72.0,86.0,0.837,64.0,174.0,238.0,104.0,37.0,19.0,56.0,189.0,378.0,1979
53,Austin Carr,SG,30.0,CLE,82.0,0.0,2714.0,551.0,1161.0,0.475,0.0,0.0,0.0,551.0,1161.0,0.475,0.475,292.0,358.0,0.816,155.0,135.0,290.0,217.0,77.0,14.0,175.0,210.0,1394.0,1979
54,Kenny Carr,PF,23.0,LAL,72.0,0.0,1149.0,225.0,450.0,0.5,0.0,0.0,0.0,225.0,450.0,0.5,0.5,83.0,137.0,0.606,70.0,222.0,292.0,60.0,38.0,31.0,116.0,152.0,533.0,1979
55,M.L. Carr,SF,28.0,DET,80.0,0.0,3207.0,587.0,1143.0,0.514,0.0,0.0,0.0,587.0,1143.0,0.514,0.514,323.0,435.0,0.743,219.0,370.0,589.0,262.0,197.0,46.0,255.0,279.0,1497.0,1979
56,Ron Carter,SG,22.0,LAL,46.0,0.0,332.0,54.0,124.0,0.435,0.0,0.0,0.0,54.0,124.0,0.435,0.435,36.0,54.0,0.667,21.0,24.0,45.0,25.0,17.0,7.0,40.0,54.0,144.0,1979
57,Harvey Catchings,C,27.0,TOT,57.0,0.0,948.0,102.0,243.0,0.42,0.0,0.0,0.0,102.0,243.0,0.42,0.42,60.0,78.0,0.769,101.0,201.0,302.0,48.0,23.0,91.0,88.0,132.0,264.0,1979
60,Don Chaney,SG,32.0,BOS,65.0,0.0,1074.0,174.0,414.0,0.42,0.0,0.0,0.0,174.0,414.0,0.42,0.42,36.0,42.0,0.857,63.0,78.0,141.0,75.0,72.0,11.0,65.0,167.0,384.0,1979
61,Maurice Cheeks,PG,22.0,PHI,82.0,0.0,2409.0,292.0,572.0,0.51,0.0,0.0,0.0,292.0,572.0,0.51,0.51,101.0,140.0,0.721,63.0,191.0,254.0,431.0,174.0,12.0,193.0,198.0,685.0,1979
62,Phil Chenier,SG,28.0,WSB,27.0,0.0,385.0,69.0,158.0,0.437,0.0,0.0,0.0,69.0,158.0,0.437,0.437,18.0,28.0,0.643,3.0,17.0,20.0,31.0,4.0,5.0,31.0,28.0,156.0,1979
63,Jim Chones,C,29.0,CLE,82.0,0.0,2850.0,472.0,1073.0,0.44,0.0,0.0,0.0,472.0,1073.0,0.44,0.44,158.0,215.0,0.735,260.0,582.0,842.0,181.0,47.0,102.0,187.0,278.0,1102.0,1979
64,Jim Cleamons,PG,29.0,NYK,79.0,0.0,2390.0,311.0,657.0,0.473,0.0,0.0,0.0,311.0,657.0,0.473,0.473,130.0,171.0,0.76,65.0,160.0,225.0,376.0,73.0,11.0,142.0,147.0,752.0,1979
65,E.C. Coleman,PF,28.0,HOU,6.0,0.0,39.0,5.0,7.0,0.714,0.0,0.0,0.0,5.0,7.0,0.714,0.714,1.0,1.0,1.0,1.0,6.0,7.0,1.0,2.0,0.0,0.0,11.0,11.0,1979
66,Doug Collins,SG,27.0,PHI,47.0,0.0,1595.0,358.0,717.0,0.499,0.0,0.0,0.0,358.0,717.0,0.499,0.499,201.0,247.0,0.814,36.0,87.0,123.0,191.0,52.0,20.0,131.0,139.0,917.0,1979
67,Michael Cooper,SG,22.0,LAL,3.0,0.0,7.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1979
68,Wayne Cooper,C,22.0,GSW,65.0,0.0,795.0,128.0,293.0,0.437,0.0,0.0,0.0,128.0,293.0,0.437,0.437,41.0,61.0,0.672,90.0,190.0,280.0,21.0,7.0,44.0,52.0,118.0,297.0,1979
69,Dave Corzine,C,22.0,WSB,59.0,0.0,532.0,63.0,118.0,0.534,0.0,0.0,0.0,63.0,118.0,0.534,0.534,49.0,63.0,0.778,52.0,95.0,147.0,49.0,10.0,14.0,53.0,67.0,175.0,1979
70,Dave Cowens,C,30.0,BOS,68.0,0.0,2517.0,488.0,1010.0,0.483,0.0,0.0,0.0,488.0,1010.0,0.483,0.483,151.0,187.0,0.807,152.0,500.0,652.0,242.0,76.0,51.0,174.0,263.0,1127.0,1979
71,Wesley Cox,SF,24.0,GSW,31.0,0.0,360.0,53.0,123.0,0.431,0.0,0.0,0.0,53.0,123.0,0.431,0.431,40.0,92.0,0.435,18.0,45.0,63.0,11.0,13.0,5.0,44.0,68.0,146.0,1979
72,Charlie Criss,PG,30.0,ATL,54.0,0.0,879.0,109.0,289.0,0.377,0.0,0.0,0.0,109.0,289.0,0.377,0.377,67.0,86.0,0.779,19.0,41.0,60.0,138.0,41.0,3.0,79.0,70.0,285.0,1979
73,Geoff Crompton,C,23.0,DEN,20.0,0.0,88.0,10.0,26.0,0.385,0.0,0.0,0.0,10.0,26.0,0.385,0.385,6.0,12.0,0.5,6.0,17.0,23.0,5.0,0.0,3.0,12.0,19.0,26.0,1979
74,Louie Dampier,PG,34.0,SAS,70.0,0.0,760.0,123.0,251.0,0.49,0.0,0.0,0.0,123.0,251.0,0.49,0.49,29.0,39.0,0.744,15.0,48.0,63.0,124.0,35.0,8.0,39.0,42.0,275.0,1979
75,Bob Dandridge,SF,31.0,WSB,78.0,0.0,2629.0,629.0,1260.0,0.499,0.0,0.0,0.0,629.0,1260.0,0.499,0.499,331.0,401.0,0.825,109.0,338.0,447.0,365.0,71.0,57.0,222.0,259.0,1589.0,1979
76,Adrian Dantley,SF,23.0,LAL,60.0,0.0,1775.0,374.0,733.0,0.51,0.0,0.0,0.0,374.0,733.0,0.51,0.51,292.0,342.0,0.854,131.0,211.0,342.0,138.0,63.0,12.0,155.0,162.0,1040.0,1979
77,Brad Davis,PG,23.0,TOT,27.0,0.0,298.0,31.0,55.0,0.564,0.0,0.0,0.0,31.0,55.0,0.564,0.564,16.0,23.0,0.696,1.0,16.0,17.0,52.0,16.0,2.0,17.0,32.0,78.0,1979
80,Harry Davis,SF,23.0,CLE,40.0,0.0,394.0,66.0,153.0,0.431,0.0,0.0,0.0,66.0,153.0,0.431,0.431,30.0,43.0,0.698,27.0,39.0,66.0,16.0,13.0,8.0,23.0,66.0,162.0,1979
81,Johnny Davis,PG,23.0,IND,79.0,0.0,2971.0,565.0,1240.0,0.456,0.0,0.0,0.0,565.0,1240.0,0.456,0.456,314.0,396.0,0.793,70.0,121.0,191.0,453.0,95.0,22.0,214.0,177.0,1444.0,1979
82,Walter Davis,SF,24.0,PHO,79.0,0.0,2437.0,764.0,1362.0,0.561,0.0,0.0,0.0,764.0,1362.0,0.561,0.561,340.0,409.0,0.831,111.0,262.0,373.0,339.0,147.0,26.0,293.0,250.0,1868.0,1979
83,Darryl Dawkins,C,22.0,PHI,78.0,0.0,2035.0,430.0,831.0,0.517,0.0,0.0,0.0,430.0,831.0,0.517,0.517,158.0,235.0,0.672,123.0,508.0,631.0,128.0,32.0,143.0,197.0,295.0,1018.0,1979
84,Coby Dietrick,C,30.0,SAS,76.0,0.0,1487.0,209.0,400.0,0.523,0.0,0.0,0.0,209.0,400.0,0.523,0.523,79.0,99.0,0.798,88.0,227.0,315.0,198.0,72.0,38.0,92.0,206.0,497.0,1979
85,Jacky Dorsey,SF,24.0,HOU,20.0,0.0,108.0,24.0,43.0,0.558,0.0,0.0,0.0,24.0,43.0,0.558,0.558,8.0,16.0,0.5,12.0,11.0,23.0,2.0,1.0,2.0,8.0,25.0,56.0,1979
86,Leon Douglas,C,24.0,DET,78.0,0.0,2215.0,342.0,698.0,0.49,0.0,0.0,0.0,342.0,698.0,0.49,0.49,208.0,328.0,0.634,248.0,416.0,664.0,74.0,39.0,55.0,190.0,319.0,892.0,1979
87,John Drew,SF,24.0,ATL,79.0,0.0,2410.0,650.0,1375.0,0.473,0.0,0.0,0.0,650.0,1375.0,0.473,0.473,495.0,677.0,0.731,225.0,297.0,522.0,119.0,128.0,16.0,211.0,332.0,1795.0,1979
88,Charles Dudley,PG,28.0,CHI,43.0,0.0,684.0,45.0,125.0,0.36,0.0,0.0,0.0,45.0,125.0,0.36,0.36,28.0,42.0,0.667,25.0,61.0,86.0,116.0,32.0,1.0,64.0,82.0,118.0,1979
89,Mike Dunleavy,SG,24.0,HOU,74.0,0.0,1486.0,215.0,425.0,0.506,0.0,0.0,0.0,215.0,425.0,0.506,0.506,159.0,184.0,0.864,28.0,100.0,128.0,324.0,56.0,5.0,130.0,168.0,589.0,1979
90,T.R. Dunn,SG,23.0,POR,80.0,0.0,1828.0,246.0,549.0,0.448,0.0,0.0,0.0,246.0,549.0,0.448,0.448,122.0,158.0,0.772,145.0,199.0,344.0,103.0,86.0,23.0,93.0,166.0,614.0,1979
91,James Edwards,C,23.0,IND,82.0,0.0,2546.0,534.0,1065.0,0.501,0.0,0.0,0.0,534.0,1065.0,0.501,0.501,298.0,441.0,0.676,179.0,514.0,693.0,92.0,60.0,109.0,162.0,363.0,1366.0,1979
92,Bob Elliott,PF,23.0,NJN,14.0,0.0,282.0,41.0,73.0,0.562,0.0,0.0,0.0,41.0,73.0,0.562,0.562,41.0,56.0,0.732,16.0,40.0,56.0,22.0,6.0,4.0,26.0,34.0,123.0,1979
93,Bo Ellis,PF,24.0,DEN,42.0,0.0,269.0,42.0,92.0,0.457,0.0,0.0,0.0,42.0,92.0,0.457,0.457,29.0,36.0,0.806,17.0,45.0,62.0,10.0,10.0,13.0,22.0,45.0,113.0,1979
94,Len Elmore,C,26.0,IND,80.0,0.0,1264.0,139.0,342.0,0.406,0.0,0.0,0.0,139.0,342.0,0.406,0.406,56.0,78.0,0.718,115.0,287.0,402.0,75.0,62.0,79.0,73.0,183.0,334.0,1979
95,Alex English,SF,25.0,IND,81.0,0.0,2696.0,563.0,1102.0,0.511,0.0,0.0,0.0,563.0,1102.0,0.511,0.511,173.0,230.0,0.752,253.0,402.0,655.0,271.0,70.0,78.0,196.0,214.0,1299.0,1979
96,Ray Epps,SF,22.0,GSW,13.0,0.0,72.0,10.0,23.0,0.435,0.0,0.0,0.0,10.0,23.0,0.435,0.435,6.0,8.0,0.75,0.0,5.0,5.0,2.0,1.0,0.0,2.0,7.0,26.0,1979
97,Julius Erving,SF,28.0,PHI,78.0,0.0,2802.0,715.0,1455.0,0.491,0.0,0.0,0.0,715.0,1455.0,0.491,0.491,373.0,501.0,0.745,198.0,366.0,564.0,357.0,133.0,100.0,315.0,207.0,1803.0,1979
98,Chris Ford,SG,30.0,TOT,81.0,0.0,2737.0,538.0,1142.0,0.471,0.0,0.0,0.0,538.0,1142.0,0.471,0.471,172.0,227.0,0.758,124.0,150.0,274.0,374.0,115.0,25.0,210.0,209.0,1248.0,1979
101,Don Ford,PF,26.0,LAL,79.0,0.0,1540.0,228.0,450.0,0.507,0.0,0.0,0.0,228.0,450.0,0.507,0.507,72.0,89.0,0.809,83.0,185.0,268.0,101.0,51.0,25.0,93.0,177.0,528.0,1979
102,Phil Ford,PG,22.0,KCK,79.0,0.0,2723.0,467.0,1004.0,0.465,0.0,0.0,0.0,467.0,1004.0,0.465,0.465,326.0,401.0,0.813,33.0,149.0,182.0,681.0,174.0,6.0,323.0,245.0,1260.0,1979
103,Bayard Forrest,C,24.0,PHO,75.0,0.0,1243.0,118.0,272.0,0.434,0.0,0.0,0.0,118.0,272.0,0.434,0.434,62.0,115.0,0.539,110.0,205.0,315.0,167.0,29.0,37.0,107.0,151.0,298.0,1979
104,Walt Frazier,PG,33.0,CLE,12.0,0.0,279.0,54.0,122.0,0.443,0.0,0.0,0.0,54.0,122.0,0.443,0.443,21.0,27.0,0.778,7.0,13.0,20.0,32.0,13.0,2.0,22.0,22.0,129.0,1979
105,World B. Free,PG,25.0,SDC,78.0,0.0,2954.0,795.0,1653.0,0.481,0.0,0.0,0.0,795.0,1653.0,0.481,0.481,654.0,865.0,0.756,127.0,174.0,301.0,340.0,111.0,35.0,297.0,253.0,2244.0,1979
106,Terry Furlow,SG,24.0,TOT,78.0,0.0,1686.0,388.0,804.0,0.483,0.0,0.0,0.0,388.0,804.0,0.483,0.483,163.0,195.0,0.836,76.0,91.0,167.0,184.0,58.0,30.0,134.0,122.0,939.0,1979
109,Mike Gale,SG,28.0,SAS,82.0,0.0,2121.0,284.0,612.0,0.464,0.0,0.0,0.0,284.0,612.0,0.464,0.464,91.0,108.0,0.843,40.0,146.0,186.0,374.0,152.0,40.0,153.0,192.0,659.0,1979
110,Gus Gerard,SF,25.0,TOT,58.0,0.0,465.0,84.0,194.0,0.433,0.0,0.0,0.0,84.0,194.0,0.433,0.433,50.0,91.0,0.549,40.0,58.0,98.0,21.0,20.0,13.0,36.0,74.0,218.0,1979
113,George Gervin,SF,26.0,SAS,80.0,0.0,2888.0,947.0,1749.0,0.541,0.0,0.0,0.0,947.0,1749.0,0.541,0.541,471.0,570.0,0.826,142.0,258.0,400.0,219.0,137.0,91.0,286.0,275.0,2365.0,1979
114,John Gianelli,C,28.0,MIL,82.0,0.0,2057.0,256.0,527.0,0.486,0.0,0.0,0.0,256.0,527.0,0.486,0.486,72.0,102.0,0.706,122.0,286.0,408.0,160.0,44.0,57.0,106.0,196.0,584.0,1979
115,Artis Gilmore,C,29.0,CHI,82.0,0.0,3265.0,753.0,1310.0,0.575,0.0,0.0,0.0,753.0,1310.0,0.575,0.575,434.0,587.0,0.739,293.0,750.0,1043.0,274.0,50.0,156.0,310.0,280.0,1940.0,1979
116,Jack Givens,SF,22.0,ATL,74.0,0.0,1347.0,234.0,564.0,0.415,0.0,0.0,0.0,234.0,564.0,0.415,0.415,102.0,135.0,0.756,98.0,116.0,214.0,83.0,72.0,17.0,75.0,121.0,570.0,1979
117,Mike Glenn,SG,23.0,NYK,75.0,0.0,1171.0,263.0,486.0,0.541,0.0,0.0,0.0,263.0,486.0,0.541,0.541,57.0,63.0,0.905,28.0,54.0,82.0,136.0,37.0,6.0,64.0,113.0,583.0,1979
118,Glen Gondrezick,SF,23.0,NYK,75.0,0.0,1602.0,161.0,326.0,0.494,0.0,0.0,0.0,161.0,326.0,0.494,0.494,55.0,97.0,0.567,147.0,277.0,424.0,106.0,98.0,18.0,95.0,226.0,377.0,1979
119,Gail Goodrich,SG,35.0,NOJ,74.0,0.0,2130.0,382.0,850.0,0.449,0.0,0.0,0.0,382.0,850.0,0.449,0.449,174.0,204.0,0.853,68.0,115.0,183.0,357.0,90.0,13.0,185.0,177.0,938.0,1979
120,Mike Green,C,27.0,SAS,76.0,0.0,1641.0,235.0,477.0,0.493,0.0,0.0,0.0,235.0,477.0,0.493,0.493,101.0,144.0,0.701,131.0,223.0,354.0,116.0,37.0,122.0,89.0,230.0,571.0,1979
121,Rickey Green,PG,24.0,DET,27.0,0.0,431.0,67.0,177.0,0.379,0.0,0.0,0.0,67.0,177.0,0.379,0.379,45.0,67.0,0.672,15.0,25.0,40.0,63.0,25.0,1.0,44.0,37.0,179.0,1979
122,Steve Green,SF,25.0,IND,39.0,0.0,265.0,42.0,89.0,0.472,0.0,0.0,0.0,42.0,89.0,0.472,0.472,20.0,34.0,0.588,22.0,30.0,52.0,21.0,11.0,3.0,17.0,39.0,104.0,1979
123,Tommie Green,PG,22.0,NOJ,59.0,0.0,809.0,92.0,237.0,0.388,0.0,0.0,0.0,92.0,237.0,0.388,0.388,48.0,63.0,0.762,20.0,48.0,68.0,140.0,61.0,6.0,89.0,111.0,232.0,1979
124,Kevin Grevey,SF,25.0,WSB,65.0,0.0,1856.0,418.0,922.0,0.453,0.0,0.0,0.0,418.0,922.0,0.453,0.453,173.0,224.0,0.772,90.0,142.0,232.0,153.0,46.0,14.0,120.0,159.0,1009.0,1979
125,Paul Griffin,PF,25.0,NOJ,77.0,0.0,1398.0,106.0,223.0,0.475,0.0,0.0,0.0,106.0,223.0,0.475,0.475,91.0,147.0,0.619,126.0,265.0,391.0,138.0,54.0,36.0,117.0,198.0,303.0,1979
126,Bob Gross,SF,25.0,POR,53.0,0.0,1441.0,209.0,443.0,0.472,0.0,0.0,0.0,209.0,443.0,0.472,0.472,96.0,119.0,0.807,106.0,144.0,250.0,184.0,70.0,47.0,121.0,161.0,514.0,1979
127,Ernie Grunfeld,SF,23.0,MIL,82.0,0.0,1778.0,326.0,661.0,0.493,0.0,0.0,0.0,326.0,661.0,0.493,0.493,191.0,251.0,0.761,124.0,236.0,360.0,216.0,58.0,15.0,141.0,220.0,843.0,1979
128,Lars Hansen,C,24.0,SEA,15.0,0.0,205.0,29.0,57.0,0.509,0.0,0.0,0.0,29.0,57.0,0.509,0.509,18.0,31.0,0.581,22.0,37.0,59.0,14.0,1.0,1.0,9.0,28.0,76.0,1979
129,James Hardy,SF,22.0,NOJ,68.0,0.0,1456.0,196.0,426.0,0.46,0.0,0.0,0.0,196.0,426.0,0.46,0.46,61.0,88.0,0.693,121.0,189.0,310.0,65.0,52.0,61.0,93.0,133.0,453.0,1979
130,Joe Hassett,SG,23.0,SEA,55.0,0.0,463.0,100.0,211.0,0.474,0.0,0.0,0.0,100.0,211.0,0.474,0.474,23.0,23.0,1.0,13.0,32.0,45.0,42.0,14.0,4.0,32.0,58.0,223.0,1979
131,Steve Hawes,PF,28.0,ATL,81.0,0.0,2205.0,372.0,756.0,0.492,0.0,0.0,0.0,372.0,756.0,0.492,0.492,108.0,132.0,0.818,190.0,401.0,591.0,184.0,79.0,47.0,145.0,264.0,852.0,1979
